,laugh_male,laugh_female,tuple,average_male,average_female,female-male
0,0.39671874,0.36814642,"('unsociable', 'sociable')",0.3967187,0.3681464,-0.0285723
1,1.5207092,1.4653312,"('unfriendly', 'friendly')",1.5207092,1.4653312,-0.055378
2,0.14613223,0.2556324,"('unlikable', 'likable')",0.1461322,0.2556324,0.1095002
3,1.1693316,1.3015076,"('repellent', 'pleasant')",1.1693316,1.3015076,0.132176
4,-7.029981,-7.048124,"('disliked', 'liked')",-7.0299811,-7.0481238,-0.0181427
5,-0.23154107,-0.063654974,"('distant', 'outgoing')",-0.2315411,-0.063655,0.1678861
6,0.06557177,0.1687022,"('distant', 'open')",0.0655718,0.1687022,0.1031304
7,1.5785623,1.6290493,"('insensitive', 'sensitive')",1.5785623,1.6290493,0.050487
8,0.92955565,0.9141538,"('unaffectionate', 'affectionate')",0.9295557,0.9141538,-0.0154019
9,1.5015714,1.6134983,"('unaffectionate', 'caring')",1.5015714,1.6134983,0.1119269
10,1.5157022,1.5346864,"('unsympathetic', 'sympathetic')",1.5157022,1.5346864,0.0189842
11,2.2758794,2.3842754,"('unhelpful', 'helpful')",2.2758794,2.3842754,0.108396
12,-1.120878,-0.9448258,"('unsupportive', 'supportive')",-1.120878,-0.9448258,0.1760522
13,0.48089346,0.38446096,"('impolite', 'polite')",0.4808935,0.384461,-0.0964325
14,0.25888485,0.24616769,"('antisocial', 'social')",0.2588848,0.2461677,-0.0127171
15,0.6315973,0.55463684,"('boring', 'funny')",0.6315973,0.5546368,-0.0769605
16,-0.5999825,-0.46843773,"('unpopular', 'popular')",-0.5999825,-0.4684377,0.1315448
17,-0.21231122,-0.13536187,"('nasty', 'nice')",-0.2123112,-0.1353619,0.0769493
18,-0.2782303,-0.27664965,"('disagreeable', 'welcoming')",-0.2782303,-0.2766497,0.0015806
19,-0.4927053,-0.35057747,"('inhospitable', 'hospitable')",-0.4927053,-0.3505775,0.1421278
20,0.6026284,0.49567756,"('rough', 'thoughtful')",0.6026284,0.4956776,-0.1069508
21,0.32845232,0.47010693,"('immoral', 'moral')",0.3284523,0.4701069,0.1416546
22,0.018688302,0.09804118,"('untrustworthy', 'trustworthy')",0.0186883,0.0980412,0.0793529
23,6.9134398,7.053648,"('insincere', 'sincere')",6.9134398,7.053648,0.1402082
24,2.1141393,2.2294583,"('dishonest', 'honest')",2.1141393,2.2294583,0.115319
25,0.78216016,0.6562842,"('egoistic', 'altruistic')",0.7821602,0.6562842,-0.125876
26,0.52506983,0.25344756,"('hardhearted', 'benevolent')",0.5250698,0.2534476,-0.2716222
27,1.8626019,1.6771505,"('hardhearted', 'softhearted')",1.8626019,1.6771505,-0.1854514
28,1.2925763,1.2152591,"('disloyal', 'loyal')",1.2925763,1.2152591,-0.0773172
29,-0.7096218,-0.7239046,"('unfair', 'fair')",-0.7096218,-0.7239046,-0.0142828
30,1.0528018,1.0809084,"('intolerant', 'tolerant')",1.0528018,1.0809084,0.0281066
31,-1.7104567,-1.6614531,"('evil', 'good')",-1.7104567,-1.6614531,0.0490036
32,1.5977204,1.4822935,"('unkind', 'kind')",1.5977204,1.4822935,-0.1154269
33,-0.39623186,-0.31005594,"('wrong', 'right')",-0.3962319,-0.3100559,0.086176
34,4.5997596,4.8860426,"('mean', 'honorable')",4.5997596,4.8860426,0.286283
35,-1.3862218,-1.4511396,"('corrupt', 'incorrupt')",-1.3862218,-1.4511396,-0.0649178
36,-1.5324205,-1.6005772,"('hostile', 'amicable')",-1.5324205,-1.6005772,-0.0681567
37,1.2682631,1.1913345,"('fake', 'genuine')",1.2682631,1.1913345,-0.0769286
38,-0.020615958,0.076672494,"('untruthful', 'truthful')",-0.020616,0.0766725,0.0972885
39,0.32885814,0.33086678,"('exploitative', 'cooperative')",0.3288581,0.3308668,0.0020087
40,-0.4600963,-0.58314043,"('stingy', 'generous')",-0.4600963,-0.5831404,-0.1230441
41,0.047119267,-0.056154277,"('unforgiving', 'forgiving')",0.0471193,-0.0561543,-0.1032736
42,-1.7737415,-1.81935,"('unreliable', 'reliable')",-1.7737415,-1.81935,-0.0456085
43,1.2077527,1.2596935,"('irresponsible', 'responsible')",1.2077527,1.2596935,0.0519408
44,-1.5406107,-1.70587,"('prejudiced', 'unprejudiced')",-1.5406107,-1.70587,-0.1652593
45,0.44020236,0.47100535,"('incompetent', 'competent')",0.4402024,0.4710054,0.030803
46,-0.2610668,-0.22920248,"('uncompetitive', 'competitive')",-0.2610668,-0.2292025,0.0318643
47,4.8680015,5.0520883,"('stupid', 'smart')",4.8680015,5.0520883,0.1840868
48,0.89578265,0.85808647,"('unintelligent', 'intelligent')",0.8957826,0.8580865,-0.0376961
49,0.21552232,0.38924006,"('unable', 'able')",0.2155223,0.3892401,0.1737178
50,-0.17594342,-0.13594335,"('clumsy', 'skillful')",-0.1759434,-0.1359434,0.04
51,1.3968465,1.3014671,"('uneducated', 'educated')",1.3968465,1.3014671,-0.0953794
52,-0.45853665,-0.41567963,"('irrational', 'rational')",-0.4585367,-0.4156796,0.0428571
53,0.03801417,0.0050084703,"('uncreative', 'creative')",0.0380142,0.0050085,-0.0330057
54,1.1698204,1.4728837,"('incapable', 'capable')",1.1698204,1.4728837,0.3030633
55,1.5065169,1.5238992,"('incompetent', 'clever')",1.5065169,1.5238992,0.0173823
56,0.67855436,0.78028816,"('impractical', 'practical')",0.6785544,0.7802882,0.1017338
57,-1.9672124,-2.0193985,"('unimaginative', 'imaginative')",-1.9672124,-2.0193985,-0.0521861
58,0.11652896,0.03530235,"('undiscriminating', 'discriminating')",0.116529,0.0353023,-0.0812267
59,-0.16693462,-0.07468007,"('foolish', 'wise')",-0.1669346,-0.0746801,0.0922545
60,0.92587596,0.97250366,"('inefficient', 'efficient')",0.925876,0.9725037,0.0466277
61,0.41294238,0.32730573,"('illogical', 'logical')",0.4129424,0.3273057,-0.0856367
62,1.6755856,1.8925499,"('incompetent', 'brilliant')",1.6755856,1.8925499,0.2169643
63,0.931179,1.084956,"('unperceptive', 'insightful')",0.931179,1.084956,0.153777
64,-5.839846,-5.6498833,"('shy', 'confident')",-5.8398461,-5.6498833,0.1899628
65,0.78742707,0.8492416,"('insecure', 'secure')",0.7874271,0.8492416,0.0618145
66,-0.47366694,-0.45997688,"('inactive', 'active')",-0.4736669,-0.4599769,0.01369
67,-0.9792558,-0.9553075,"('doubtful', 'determined')",-0.9792558,-0.9553075,0.0239483
68,-0.36135572,-0.31015852,"('dependent', 'independent')",-0.3613557,-0.3101585,0.0511972
69,-2.3292603,-2.2451255,"('lazy', 'industrious')",-2.3292603,-2.2451255,0.0841348
70,1.9835763,2.0387738,"('lethargic', 'energetic')",1.9835763,2.0387738,0.0551975
71,0.34270543,0.5115392,"('diffident', 'self-confident')",0.3427054,0.5115392,0.1688338
72,1.0448587,1.2119361,"('unambitious', 'ambitious')",1.0448587,1.2119361,0.1670774
73,-2.4384027,-2.3587203,"('helpless', 'self-reliant')",-2.4384027,-2.3587203,0.0796824
74,0.4015804,0.2572397,"('undedicated', 'dedicated')",0.4015804,0.2572397,-0.1443407
75,-1.0329714,-0.89457697,"('meek', 'impulsive')",-1.0329714,-0.894577,0.1383944
76,0.91485107,0.80694586,"('anxious', 'daring')",0.9148511,0.8069459,-0.1079052
77,-1.3204727,-1.0579034,"('unmotivated', 'motivated')",-1.3204727,-1.0579034,0.2625693
78,-0.742817,-0.6626652,"('nonresilient', 'resilient')",-0.742817,-0.6626652,0.0801518
79,-0.46792668,-0.4284802,"('wavering', 'unwavering')",-0.4679267,-0.4284802,0.0394465
80,0.43772465,0.42156416,"('dominated', 'dominating')",0.4377246,0.4215642,-0.0161604
81,0.5813587,0.6089359,"('submissive', 'aggressive')",0.5813587,0.6089359,0.0275772
82,6.433977,6.6418033,"('poor', 'rich')",6.4339771,6.6418033,0.2078262
83,-0.4194885,-0.4108239,"('powerless', 'powerful')",-0.4194885,-0.4108239,0.0086646
84,0.27500844,0.3104493,"('inferior', 'superior')",0.2750084,0.3104493,0.0354409
85,-1.5552448,-1.6736057,"('insignificant', 'prestigious')",-1.5552448,-1.6736057,-0.1183609
86,0.9610974,0.9156156,"('uninfluential', 'influential')",0.9610974,0.9156156,-0.0454818
87,0.46593487,0.69965667,"('unsuccessful', 'successful')",0.4659349,0.6996567,0.2337218
88,0.28033584,0.3147948,"('low', 'eminent')",0.2803358,0.3147948,0.034459
