,construction_male,construction_female,tuple,average_male,average_female,female-male
0,-0.11894828,-0.11639161,"('unsociable', 'sociable')",-0.1189483,-0.1163916,0.0025567
1,1.3889457,1.2416627,"('unfriendly', 'friendly')",1.3889457,1.2416627,-0.147283
2,0.42882594,0.44063205,"('unlikable', 'likable')",0.4288259,0.440632,0.0118061
3,-0.2067946,-0.021314621,"('repellent', 'pleasant')",-0.2067946,-0.0213146,0.18548
4,-7.2147665,-7.3227777,"('disliked', 'liked')",-7.2147665,-7.3227777,-0.1080112
5,-0.29309428,-0.4374491,"('distant', 'outgoing')",-0.2930943,-0.4374491,-0.1443548
6,-0.20945263,-0.30964762,"('distant', 'open')",-0.2094526,-0.3096476,-0.100195
7,0.7262321,0.80256206,"('insensitive', 'sensitive')",0.7262321,0.8025621,0.07633
8,1.1291741,0.9971543,"('unaffectionate', 'affectionate')",1.1291741,0.9971543,-0.1320198
9,1.6970856,1.6426245,"('unaffectionate', 'caring')",1.6970856,1.6426245,-0.0544611
10,0.4306753,0.52390444,"('unsympathetic', 'sympathetic')",0.4306753,0.5239044,0.0932291
11,2.1437285,2.1449406,"('unhelpful', 'helpful')",2.1437285,2.1449406,0.0012121
12,-1.2604777,-1.3202158,"('unsupportive', 'supportive')",-1.2604777,-1.3202158,-0.0597381
13,0.056545794,0.04653901,"('impolite', 'polite')",0.0565458,0.046539,-0.0100068
14,0.8073658,0.80682564,"('antisocial', 'social')",0.8073658,0.8068256,-0.0005402
15,-0.1369386,-0.20174965,"('boring', 'funny')",-0.1369386,-0.2017497,-0.0648111
16,-0.372986,-0.37036687,"('unpopular', 'popular')",-0.372986,-0.3703669,0.0026191
17,-0.08864268,-0.079453506,"('nasty', 'nice')",-0.0886427,-0.0794535,0.0091892
18,-0.67279464,-0.71060634,"('disagreeable', 'welcoming')",-0.6727946,-0.7106063,-0.0378117
19,-0.6521972,-0.6596909,"('inhospitable', 'hospitable')",-0.6521972,-0.6596909,-0.0074937
20,0.59918016,0.638412,"('rough', 'thoughtful')",0.5991802,0.638412,0.0392318
21,-0.26903096,-0.16948679,"('immoral', 'moral')",-0.269031,-0.1694868,0.0995442
22,-0.8302537,-0.7842072,"('untrustworthy', 'trustworthy')",-0.8302537,-0.7842072,0.0460465
23,6.7519855,6.757305,"('insincere', 'sincere')",6.7519855,6.7573051,0.0053196
24,1.3787664,1.2603539,"('dishonest', 'honest')",1.3787664,1.2603539,-0.1184125
25,0.8952596,0.7860296,"('egoistic', 'altruistic')",0.8952596,0.7860296,-0.10923
26,1.7177342,1.5994767,"('hardhearted', 'benevolent')",1.7177342,1.5994767,-0.1182575
27,0.895053,0.8082149,"('hardhearted', 'softhearted')",0.895053,0.8082149,-0.0868381
28,1.2410642,1.1372032,"('disloyal', 'loyal')",1.2410642,1.1372032,-0.103861
29,-0.8460139,-0.9849453,"('unfair', 'fair')",-0.8460139,-0.9849453,-0.1389314
30,1.1058547,1.1681434,"('intolerant', 'tolerant')",1.1058547,1.1681434,0.0622887
31,-1.7118636,-1.7470107,"('evil', 'good')",-1.7118636,-1.7470107,-0.0351471
32,1.1913639,1.1561109,"('unkind', 'kind')",1.1913639,1.1561109,-0.035253
33,0.25229046,0.038393293,"('wrong', 'right')",0.2522905,0.0383933,-0.2138972
34,5.0577517,5.2197766,"('mean', 'honorable')",5.0577517,5.2197766,0.1620249
35,-0.91131055,-1.1459901,"('corrupt', 'incorrupt')",-0.9113106,-1.1459901,-0.2346795
36,-0.4961004,-0.6705224,"('hostile', 'amicable')",-0.4961004,-0.6705224,-0.174422
37,0.60329396,0.5594723,"('fake', 'genuine')",0.603294,0.5594723,-0.0438217
38,0.51182866,0.4142131,"('untruthful', 'truthful')",0.5118287,0.4142131,-0.0976156
39,-0.056679733,-0.0012414269,"('exploitative', 'cooperative')",-0.0566797,-0.0012414,0.0554383
40,-1.9027458,-2.0150845,"('stingy', 'generous')",-1.9027458,-2.0150845,-0.1123387
41,0.20529087,0.14928403,"('unforgiving', 'forgiving')",0.2052909,0.149284,-0.0560069
42,-2.9753973,-2.8977938,"('unreliable', 'reliable')",-2.9753973,-2.8977938,0.0776035
43,1.3380775,1.3496954,"('irresponsible', 'responsible')",1.3380775,1.3496954,0.0116179
44,-0.877007,-0.8758389,"('prejudiced', 'unprejudiced')",-0.877007,-0.8758389,0.0011681
45,0.13768208,0.17422993,"('incompetent', 'competent')",0.1376821,0.1742299,0.0365478
46,-1.0351528,-0.9631256,"('uncompetitive', 'competitive')",-1.0351528,-0.9631256,0.0720272
47,5.7298026,5.8412976,"('stupid', 'smart')",5.7298026,5.8412976,0.111495
48,0.4570973,0.45716214,"('unintelligent', 'intelligent')",0.4570973,0.4571621,6.48e-05
49,-0.6672411,-0.46395028,"('unable', 'able')",-0.6672411,-0.4639503,0.2032908
50,-0.49734813,-0.5647878,"('clumsy', 'skillful')",-0.4973481,-0.5647878,-0.0674397
51,-0.19818863,-0.1670287,"('uneducated', 'educated')",-0.1981886,-0.1670287,0.0311599
52,-0.1679579,-0.39231652,"('irrational', 'rational')",-0.1679579,-0.3923165,-0.2243586
53,0.6876199,0.6244559,"('uncreative', 'creative')",0.6876199,0.6244559,-0.063164
54,0.8926055,0.9334918,"('incapable', 'capable')",0.8926055,0.9334918,0.0408863
55,0.09853007,0.249567,"('incompetent', 'clever')",0.0985301,0.249567,0.1510369
56,1.0242642,1.055714,"('impractical', 'practical')",1.0242642,1.055714,0.0314498
57,-2.5515492,-2.5302773,"('unimaginative', 'imaginative')",-2.5515492,-2.5302773,0.0212719
58,0.006986335,-0.006555997,"('undiscriminating', 'discriminating')",0.0069863,-0.006556,-0.0135423
59,0.29669085,0.12144291,"('foolish', 'wise')",0.2966909,0.1214429,-0.175248
60,0.75784385,0.92664635,"('inefficient', 'efficient')",0.7578439,0.9266464,0.1688025
61,0.17827001,0.001783641,"('illogical', 'logical')",0.17827,0.0017836,-0.1764864
62,0.31064674,0.5214103,"('incompetent', 'brilliant')",0.3106467,0.5214103,0.2107636
63,0.39172745,0.44007427,"('unperceptive', 'insightful')",0.3917274,0.4400743,0.0483469
64,-5.942984,-6.053292,"('shy', 'confident')",-5.9429841,-6.0532918,-0.1103077
65,-0.13282841,-0.037845373,"('insecure', 'secure')",-0.1328284,-0.0378454,0.094983
66,-0.28106463,-0.37697935,"('inactive', 'active')",-0.2810646,-0.3769794,-0.0959148
67,0.008498181,0.040654663,"('doubtful', 'determined')",0.0084982,0.0406547,0.0321565
68,-1.4170997,-1.434864,"('dependent', 'independent')",-1.4170997,-1.434864,-0.0177643
69,-1.1114122,-1.326406,"('lazy', 'industrious')",-1.1114122,-1.326406,-0.2149938
70,0.40025127,0.5555624,"('lethargic', 'energetic')",0.4002513,0.5555624,0.1553111
71,1.0458745,1.0574222,"('diffident', 'self-confident')",1.0458745,1.0574222,0.0115477
72,0.8308357,0.88743323,"('unambitious', 'ambitious')",0.8308357,0.8874332,0.0565975
73,-3.5657988,-3.5272908,"('helpless', 'self-reliant')",-3.5657988,-3.5272908,0.038508
74,-0.44430354,-0.3787825,"('undedicated', 'dedicated')",-0.4443035,-0.3787825,0.065521
75,-1.1091542,-1.0487925,"('meek', 'impulsive')",-1.1091542,-1.0487925,0.0603617
76,-0.26185167,-0.092401825,"('anxious', 'daring')",-0.2618517,-0.0924018,0.1694499
77,-0.9629234,-0.8509665,"('unmotivated', 'motivated')",-0.9629234,-0.8509665,0.1119569
78,-0.19315743,-0.22986215,"('nonresilient', 'resilient')",-0.1931574,-0.2298622,-0.0367048
79,-0.1044832,-0.23152104,"('wavering', 'unwavering')",-0.1044832,-0.231521,-0.1270378
80,-0.880698,-0.78016275,"('dominated', 'dominating')",-0.880698,-0.7801628,0.1005352
81,-0.25139815,-0.10279152,"('submissive', 'aggressive')",-0.2513981,-0.1027915,0.1486066
82,5.8777413,6.061748,"('poor', 'rich')",5.8777413,6.061748,0.1840067
83,-0.19318965,-0.23462552,"('powerless', 'powerful')",-0.1931897,-0.2346255,-0.0414358
84,0.14675169,0.11801814,"('inferior', 'superior')",0.1467517,0.1180181,-0.0287336
85,0.35914266,0.15488666,"('insignificant', 'prestigious')",0.3591427,0.1548867,-0.204256
86,0.11825622,0.0812445,"('uninfluential', 'influential')",0.1182562,0.0812445,-0.0370117
87,-0.37320045,-0.32635203,"('unsuccessful', 'successful')",-0.3732004,-0.326352,0.0468484
88,0.06923458,0.07149027,"('low', 'eminent')",0.0692346,0.0714903,0.0022557
