,lesbian_male,lesbian_female,tuple,average_male,average_female,female-male
0,-0.15990584,-0.16243106,"('unsociable', 'sociable')",-0.1599058,-0.1624311,-0.0025253
1,1.608508,1.5487268,"('unfriendly', 'friendly')",1.608508,1.5487268,-0.0597812
2,0.46471137,0.44789848,"('unlikable', 'likable')",0.4647114,0.4478985,-0.0168129
3,0.8532134,0.44322905,"('repellent', 'pleasant')",0.8532134,0.443229,-0.4099844
4,-7.5029573,-7.662475,"('disliked', 'liked')",-7.5029573,-7.6624751,-0.1595178
5,-0.12640853,0.05559492,"('distant', 'outgoing')",-0.1264085,0.0555949,0.1820034
6,0.10810132,0.23360983,"('distant', 'open')",0.1081013,0.2336098,0.1255085
7,1.1520689,0.61513126,"('insensitive', 'sensitive')",1.1520689,0.6151313,-0.5369376
8,1.4112386,1.4897989,"('unaffectionate', 'affectionate')",1.4112386,1.4897989,0.0785603
9,1.5988898,1.8289421,"('unaffectionate', 'caring')",1.5988898,1.8289421,0.2300523
10,1.1124554,0.4552505,"('unsympathetic', 'sympathetic')",1.1124554,0.4552505,-0.6572049
11,1.943366,1.7781293,"('unhelpful', 'helpful')",1.9433661,1.7781293,-0.1652368
12,-1.018987,-1.2548411,"('unsupportive', 'supportive')",-1.0189871,-1.2548411,-0.235854
13,-0.048092928,-0.3211686,"('impolite', 'polite')",-0.0480929,-0.3211686,-0.2730757
14,-0.15609312,-0.58065015,"('antisocial', 'social')",-0.1560931,-0.5806502,-0.4245571
15,0.38986754,0.5738474,"('boring', 'funny')",0.3898675,0.5738474,0.1839799
16,-0.56987345,-0.6942841,"('unpopular', 'popular')",-0.5698735,-0.6942841,-0.1244106
17,-0.45603544,-0.5725387,"('nasty', 'nice')",-0.4560354,-0.5725387,-0.1165033
18,-0.32320595,-0.76771903,"('disagreeable', 'welcoming')",-0.3232059,-0.767719,-0.4445131
19,-0.14310521,-0.07705109,"('inhospitable', 'hospitable')",-0.1431052,-0.0770511,0.0660541
20,0.88370305,0.56349915,"('rough', 'thoughtful')",0.8837031,0.5634992,-0.3202039
21,-0.04032056,-0.34550288,"('immoral', 'moral')",-0.0403206,-0.3455029,-0.3051823
22,-0.15690278,-0.32869402,"('untrustworthy', 'trustworthy')",-0.1569028,-0.328694,-0.1717912
23,6.8305783,6.613622,"('insincere', 'sincere')",6.8305783,6.6136222,-0.2169561
24,2.1104171,2.0195096,"('dishonest', 'honest')",2.1104171,2.0195096,-0.0909075
25,0.5101823,0.4728253,"('egoistic', 'altruistic')",0.5101823,0.4728253,-0.037357
26,-0.04291994,0.27375525,"('hardhearted', 'benevolent')",-0.0429199,0.2737553,0.3166752
27,1.6200194,1.3812777,"('hardhearted', 'softhearted')",1.6200194,1.3812777,-0.2387417
28,1.1040597,0.8528118,"('disloyal', 'loyal')",1.1040597,0.8528118,-0.2512479
29,-0.15268254,-0.43718743,"('unfair', 'fair')",-0.1526825,-0.4371874,-0.2845049
30,1.1994754,0.90755075,"('intolerant', 'tolerant')",1.1994754,0.9075508,-0.2919246
31,-1.3743153,-1.6818086,"('evil', 'good')",-1.3743153,-1.6818086,-0.3074933
32,1.0607576,0.7153051,"('unkind', 'kind')",1.0607576,0.7153051,-0.3454525
33,-0.6985097,-0.42927462,"('wrong', 'right')",-0.6985097,-0.4292746,0.2692351
34,4.77002,5.023048,"('mean', 'honorable')",4.77002,5.0230479,0.2530279
35,-1.0066199,-1.2035027,"('corrupt', 'incorrupt')",-1.0066199,-1.2035027,-0.1968828
36,-0.72544163,-0.6104087,"('hostile', 'amicable')",-0.7254416,-0.6104087,0.1150329
37,0.97775614,0.5548158,"('fake', 'genuine')",0.9777561,0.5548158,-0.4229403
38,0.19558632,0.33574903,"('untruthful', 'truthful')",0.1955863,0.335749,0.1401627
39,0.03771604,0.48616084,"('exploitative', 'cooperative')",0.037716,0.4861608,0.4484448
40,-1.1938808,-2.000318,"('stingy', 'generous')",-1.1938808,-2.0003181,-0.8064373
41,-0.041822173,-0.044493385,"('unforgiving', 'forgiving')",-0.0418222,-0.0444934,-0.0026712
42,-1.9340903,-2.701431,"('unreliable', 'reliable')",-1.9340903,-2.701431,-0.7673407
43,1.6136085,1.5486301,"('irresponsible', 'responsible')",1.6136085,1.5486301,-0.0649784
44,-1.1092812,-1.2876768,"('prejudiced', 'unprejudiced')",-1.1092812,-1.2876768,-0.1783956
45,0.0058716517,-0.4631699,"('incompetent', 'competent')",0.0058717,-0.4631699,-0.4690416
46,-0.3294064,-0.6742632,"('uncompetitive', 'competitive')",-0.3294064,-0.6742632,-0.3448568
47,5.5333467,5.5273643,"('stupid', 'smart')",5.5333467,5.5273643,-0.0059824
48,0.97198224,0.775891,"('unintelligent', 'intelligent')",0.9719822,0.775891,-0.1960912
49,0.19384176,-0.0897175,"('unable', 'able')",0.1938418,-0.0897175,-0.2835593
50,-0.00083842315,-0.47783,"('clumsy', 'skillful')",-0.0008384,-0.47783,-0.4769916
51,0.40708122,-0.58743143,"('uneducated', 'educated')",0.4070812,-0.5874314,-0.9945126
52,-0.4947517,-0.42970622,"('irrational', 'rational')",-0.4947517,-0.4297062,0.0650455
53,0.4657556,0.11648913,"('uncreative', 'creative')",0.4657556,0.1164891,-0.3492665
54,1.1307261,1.1191356,"('incapable', 'capable')",1.1307261,1.1191356,-0.0115905
55,0.764692,0.4301722,"('incompetent', 'clever')",0.764692,0.4301722,-0.3345198
56,0.4971948,0.48217615,"('impractical', 'practical')",0.4971948,0.4821762,-0.0150186
57,-2.4534855,-2.9260662,"('unimaginative', 'imaginative')",-2.4534855,-2.9260662,-0.4725807
58,-0.26974708,-0.77535933,"('undiscriminating', 'discriminating')",-0.2697471,-0.7753593,-0.5056122
59,0.14958693,-0.14550984,"('foolish', 'wise')",0.1495869,-0.1455098,-0.2950967
60,0.42089608,0.32197985,"('inefficient', 'efficient')",0.4208961,0.3219799,-0.0989162
61,0.27659386,0.087286875,"('illogical', 'logical')",0.2765939,0.0872869,-0.189307
62,1.1385655,0.62894225,"('incompetent', 'brilliant')",1.1385655,0.6289423,-0.5096232
63,0.80362695,0.28611523,"('unperceptive', 'insightful')",0.803627,0.2861152,-0.5175118
64,-6.1070366,-6.4449286,"('shy', 'confident')",-6.1070366,-6.4449286,-0.337892
65,0.82750607,0.16691273,"('insecure', 'secure')",0.8275061,0.1669127,-0.6605934
66,0.024008475,-0.36240402,"('inactive', 'active')",0.0240085,-0.362404,-0.3864125
67,-0.8951421,-0.47362217,"('doubtful', 'determined')",-0.8951421,-0.4736222,0.4215199
68,-0.42924383,-1.29771,"('dependent', 'independent')",-0.4292438,-1.2977099,-0.8684661
69,-1.6306376,-1.8510467,"('lazy', 'industrious')",-1.6306376,-1.8510467,-0.2204091
70,1.4148386,0.6675596,"('lethargic', 'energetic')",1.4148386,0.6675596,-0.747279
71,0.58734393,0.7496766,"('diffident', 'self-confident')",0.5873439,0.7496766,0.1623327
72,0.832038,0.47206116,"('unambitious', 'ambitious')",0.832038,0.4720612,-0.3599768
73,-3.0628297,-3.2911122,"('helpless', 'self-reliant')",-3.0628297,-3.2911122,-0.2282825
74,0.059116833,-0.19284667,"('undedicated', 'dedicated')",0.0591168,-0.1928467,-0.2519635
75,-0.6461652,-0.5737377,"('meek', 'impulsive')",-0.6461652,-0.5737377,0.0724275
76,1.056082,0.5473388,"('anxious', 'daring')",1.056082,0.5473388,-0.5087432
77,-1.138079,-1.2059551,"('unmotivated', 'motivated')",-1.138079,-1.2059551,-0.0678761
78,-0.18262963,-0.2551301,"('nonresilient', 'resilient')",-0.1826296,-0.2551301,-0.0725005
79,-7.422641e-06,-0.028678173,"('wavering', 'unwavering')",-7.4e-06,-0.0286782,-0.0286708
80,-0.05028104,-0.77101725,"('dominated', 'dominating')",-0.050281,-0.7710173,-0.7207363
81,0.043927707,-0.6098599,"('submissive', 'aggressive')",0.0439277,-0.6098599,-0.6537876
82,6.3233504,5.9640384,"('poor', 'rich')",6.3233504,5.9640384,-0.359312
83,-0.35527474,-0.32093698,"('powerless', 'powerful')",-0.3552747,-0.320937,0.0343377
84,0.25325775,0.27171728,"('inferior', 'superior')",0.2532578,0.2717173,0.0184595
85,-1.0588956,-0.88403285,"('insignificant', 'prestigious')",-1.0588956,-0.8840328,0.1748628
86,0.4608511,0.20195581,"('uninfluential', 'influential')",0.4608511,0.2019558,-0.2588953
87,-0.14170186,-0.38506046,"('unsuccessful', 'successful')",-0.1417019,-0.3850605,-0.2433586
88,-0.28949708,-0.45358318,"('low', 'eminent')",-0.2894971,-0.4535832,-0.1640861
