,jellyfish_male,jellyfish_female,tuple,average_male,average_female,female-male
0,0.7775323,0.7257992,"('unsociable', 'sociable')",0.7775323,0.7257992,-0.0517331
1,-0.782743,-1.0000918,"('unfriendly', 'friendly')",-0.782743,-1.0000918,-0.2173488
2,0.2658859,0.21447474,"('unlikable', 'likable')",0.2658859,0.2144747,-0.0514112
3,0.10122801,0.25761685,"('repellent', 'pleasant')",0.101228,0.2576168,0.1563888
4,-2.543802,-2.4132087,"('disliked', 'liked')",-2.543802,-2.4132087,0.1305933
5,-1.3740335,-1.3491589,"('distant', 'outgoing')",-1.3740335,-1.3491589,0.0248746
6,-1.8186283,-1.8183014,"('distant', 'open')",-1.8186283,-1.8183014,0.0003269
7,0.6014557,0.6416475,"('insensitive', 'sensitive')",0.6014557,0.6416475,0.0401918
8,-0.5552278,-0.70753354,"('unaffectionate', 'affectionate')",-0.5552278,-0.7075335,-0.1523057
9,-0.39229754,-0.52555513,"('unaffectionate', 'caring')",-0.3922975,-0.5255551,-0.1332576
10,0.43392113,0.47979963,"('unsympathetic', 'sympathetic')",0.4339211,0.4797996,0.0458785
11,1.6284479,1.5762933,"('unhelpful', 'helpful')",1.6284479,1.5762933,-0.0521546
12,-0.6370009,-0.5182805,"('unsupportive', 'supportive')",-0.6370009,-0.5182805,0.1187204
13,0.81134784,0.7805251,"('impolite', 'polite')",0.8113478,0.7805251,-0.0308227
14,1.09953,1.0641942,"('antisocial', 'social')",1.09953,1.0641942,-0.0353358
15,0.5912639,0.45481956,"('boring', 'funny')",0.5912639,0.4548196,-0.1364443
16,-0.17292549,-0.07432309,"('unpopular', 'popular')",-0.1729255,-0.0743231,0.0986024
17,-0.6540834,-0.5476013,"('nasty', 'nice')",-0.6540834,-0.5476013,0.1064821
18,-0.6551655,-0.7054456,"('disagreeable', 'welcoming')",-0.6551655,-0.7054456,-0.0502801
19,-1.4978683,-1.400068,"('inhospitable', 'hospitable')",-1.4978683,-1.400068,0.0978003
20,0.15512675,0.20025893,"('rough', 'thoughtful')",0.1551268,0.2002589,0.0451321
21,1.0620377,1.140748,"('immoral', 'moral')",1.0620377,1.140748,0.0787103
22,-0.04473618,-0.17237148,"('untrustworthy', 'trustworthy')",-0.0447362,-0.1723715,-0.1276353
23,2.360567,2.273224,"('insincere', 'sincere')",2.3605671,2.2732241,-0.087343
24,0.10095438,-0.029464519,"('dishonest', 'honest')",0.1009544,-0.0294645,-0.1304189
25,-0.27110156,-0.32509243,"('egoistic', 'altruistic')",-0.2711016,-0.3250924,-0.0539908
26,-0.30042142,-0.5349789,"('hardhearted', 'benevolent')",-0.3004214,-0.5349789,-0.2345575
27,-0.7719093,-0.8296368,"('hardhearted', 'softhearted')",-0.7719093,-0.8296368,-0.0577275
28,0.17308359,0.113729656,"('disloyal', 'loyal')",0.1730836,0.1137297,-0.0593539
29,-0.72803575,-0.7154921,"('unfair', 'fair')",-0.7280357,-0.7154921,0.0125436
30,0.48539484,0.37314177,"('intolerant', 'tolerant')",0.4853948,0.3731418,-0.112253
31,-2.3703997,-2.3627264,"('evil', 'good')",-2.3703997,-2.3627264,0.0076733
32,0.7144118,0.5638554,"('unkind', 'kind')",0.7144118,0.5638554,-0.1505564
33,-0.7919371,-0.89416045,"('wrong', 'right')",-0.7919371,-0.8941604,-0.1022233
34,0.82883304,0.932049,"('mean', 'honorable')",0.828833,0.932049,0.103216
