,kohlrabi_male,kohlrabi_female,tuple,average_male,average_female,female-male
0,-0.13956833,-0.12711392,"('unsociable', 'sociable')",-0.1395683,-0.1271139,0.0124544
1,-1.0628659,-1.2421571,"('unfriendly', 'friendly')",-1.0628659,-1.2421571,-0.1792912
2,0.85388744,0.8292354,"('unlikable', 'likable')",0.8538874,0.8292354,-0.024652
3,0.03220381,0.23621592,"('repellent', 'pleasant')",0.0322038,0.2362159,0.2040121
4,-1.7766656,-1.8472041,"('disliked', 'liked')",-1.7766656,-1.8472041,-0.0705385
5,-1.1900052,-1.2978153,"('distant', 'outgoing')",-1.1900052,-1.2978153,-0.1078101
6,-1.5132036,-1.6387649,"('distant', 'open')",-1.5132036,-1.6387649,-0.1255613
7,-0.03647868,0.06440301,"('insensitive', 'sensitive')",-0.0364787,0.064403,0.1008817
8,-1.0144078,-1.1663519,"('unaffectionate', 'affectionate')",-1.0144078,-1.1663519,-0.1519441
9,-0.7955287,-0.9528535,"('unaffectionate', 'caring')",-0.7955287,-0.9528535,-0.1573248
10,-0.39360148,-0.30730227,"('unsympathetic', 'sympathetic')",-0.3936015,-0.3073023,0.0862992
11,-0.4661804,-0.40186986,"('unhelpful', 'helpful')",-0.4661804,-0.4018699,0.0643105
12,-0.7973689,-0.7593743,"('unsupportive', 'supportive')",-0.7973689,-0.7593743,0.0379946
13,0.04091835,0.03253357,"('impolite', 'polite')",0.0409184,0.0325336,-0.0083848
14,0.30030844,0.42358458,"('antisocial', 'social')",0.3003084,0.4235846,0.1232762
15,0.13189697,0.011042097,"('boring', 'funny')",0.131897,0.0110421,-0.1208549
16,-0.018584445,-0.103470266,"('unpopular', 'popular')",-0.0185844,-0.1034703,-0.0848859
17,-0.9629295,-0.94009286,"('nasty', 'nice')",-0.9629295,-0.9400929,0.0228366
18,0.052596733,0.04122383,"('disagreeable', 'welcoming')",0.0525967,0.0412238,-0.0113729
19,-1.1584357,-1.2627556,"('inhospitable', 'hospitable')",-1.1584357,-1.2627556,-0.1043199
20,-0.51419276,-0.46751967,"('rough', 'thoughtful')",-0.5141928,-0.4675197,0.0466731
21,0.037356563,0.16632766,"('immoral', 'moral')",0.0373566,0.1663277,0.1289711
22,0.39621136,0.4956884,"('untrustworthy', 'trustworthy')",0.3962114,0.4956884,0.099477
23,1.1995891,1.2278068,"('insincere', 'sincere')",1.1995891,1.2278068,0.0282177
24,0.45534435,0.39124212,"('dishonest', 'honest')",0.4553443,0.3912421,-0.0641022
25,-0.08627581,-0.23071657,"('egoistic', 'altruistic')",-0.0862758,-0.2307166,-0.1444408
26,0.13986005,-0.058430742,"('hardhearted', 'benevolent')",0.13986,-0.0584307,-0.1982907
27,-0.09841952,-0.19424592,"('hardhearted', 'softhearted')",-0.0984195,-0.1942459,-0.0958264
28,-0.57814604,-0.6137344,"('disloyal', 'loyal')",-0.578146,-0.6137344,-0.0355884
29,-0.542903,-0.5493509,"('unfair', 'fair')",-0.542903,-0.5493509,-0.0064479
30,0.91521174,0.9335728,"('intolerant', 'tolerant')",0.9152117,0.9335728,0.0183611
31,-1.4642215,-1.4932489,"('evil', 'good')",-1.4642215,-1.4932489,-0.0290274
32,0.5211727,0.43529907,"('unkind', 'kind')",0.5211727,0.4352991,-0.0858736
33,-0.0027593523,-0.14940713,"('wrong', 'right')",-0.0027594,-0.1494071,-0.1466477
34,0.75613856,0.81299543,"('mean', 'honorable')",0.7561386,0.8129954,0.0568568
35,-0.07946164,-0.32535833,"('corrupt', 'incorrupt')",-0.0794616,-0.3253583,-0.2458967
36,-1.4150653,-1.560434,"('hostile', 'amicable')",-1.4150653,-1.560434,-0.1453687
37,-0.552728,-0.5671924,"('fake', 'genuine')",-0.552728,-0.5671924,-0.0144644
38,-0.89727134,-0.96053195,"('untruthful', 'truthful')",-0.8972713,-0.9605319,-0.0632606
39,0.41754967,0.45621336,"('exploitative', 'cooperative')",0.4175497,0.4562134,0.0386637
40,-0.31782225,-0.35367042,"('stingy', 'generous')",-0.3178222,-0.3536704,-0.0358482
41,0.19122013,0.20218258,"('unforgiving', 'forgiving')",0.1912201,0.2021826,0.0109625
42,-0.107195325,0.0130512845,"('unreliable', 'reliable')",-0.1071953,0.0130513,0.1202466
43,0.4637991,0.52515846,"('irresponsible', 'responsible')",0.4637991,0.5251585,0.0613594
44,0.24082905,0.2741341,"('prejudiced', 'unprejudiced')",0.2408291,0.2741341,0.033305
45,-0.16424051,-0.07300702,"('incompetent', 'competent')",-0.1642405,-0.073007,0.0912335
46,-0.08902873,0.052688777,"('uncompetitive', 'competitive')",-0.0890287,0.0526888,0.1417175
47,1.3662597,1.4054729,"('stupid', 'smart')",1.3662597,1.4054729,0.0392132
48,-0.10397551,-0.03953909,"('unintelligent', 'intelligent')",-0.1039755,-0.0395391,0.0644364
49,-0.90103436,-0.7682654,"('unable', 'able')",-0.9010344,-0.7682654,0.132769
50,0.29656088,0.31113407,"('clumsy', 'skillful')",0.2965609,0.3111341,0.0145732
51,0.040318757,-0.0058934772,"('uneducated', 'educated')",0.0403188,-0.0058935,-0.0462123
52,-0.39218655,-0.5127774,"('irrational', 'rational')",-0.3921866,-0.5127774,-0.1205908
53,-0.7433061,-0.8336991,"('uncreative', 'creative')",-0.7433061,-0.8336991,-0.090393
54,0.16573879,0.044195414,"('incapable', 'capable')",0.1657388,0.0441954,-0.1215434
55,0.5081256,0.6913371,"('incompetent', 'clever')",0.5081256,0.6913371,0.1832115
56,0.4183409,0.51971513,"('impractical', 'practical')",0.4183409,0.5197151,0.1013742
57,-1.057056,-1.0034531,"('unimaginative', 'imaginative')",-1.057056,-1.0034531,0.0536029
58,0.31432125,0.35365903,"('undiscriminating', 'discriminating')",0.3143212,0.353659,0.0393378
59,0.46917164,0.41637525,"('foolish', 'wise')",0.4691716,0.4163752,-0.0527964
