,silo_male,silo_female,tuple,average_male,average_female,female-male
0,0.1409904,0.021842591,"('unsociable', 'sociable')",0.1409904,0.0218426,-0.1191478
1,-0.30412427,-0.25973073,"('unfriendly', 'friendly')",-0.3041243,-0.2597307,0.0443936
2,0.5470305,0.53053945,"('unlikable', 'likable')",0.5470305,0.5305395,-0.016491
3,0.45345733,0.5643379,"('repellent', 'pleasant')",0.4534573,0.5643379,0.1108806
4,-3.0185525,-3.0130036,"('disliked', 'liked')",-3.0185525,-3.0130036,0.0055489
5,-1.3450106,-1.3383443,"('distant', 'outgoing')",-1.3450106,-1.3383443,0.0066663
6,-1.35243,-1.3000911,"('distant', 'open')",-1.35243,-1.3000911,0.0523389
7,0.4472129,0.4266799,"('insensitive', 'sensitive')",0.4472129,0.4266799,-0.020533
8,-0.636487,-0.6552378,"('unaffectionate', 'affectionate')",-0.636487,-0.6552378,-0.0187508
9,-0.2516666,-0.28189254,"('unaffectionate', 'caring')",-0.2516666,-0.2818925,-0.0302259
10,0.2741141,0.24826357,"('unsympathetic', 'sympathetic')",0.2741141,0.2482636,-0.0258505
11,0.9720967,0.93305224,"('unhelpful', 'helpful')",0.9720967,0.9330522,-0.0390445
12,-0.7919956,-0.790236,"('unsupportive', 'supportive')",-0.7919956,-0.790236,0.0017596
13,-0.0069703367,-0.1480362,"('impolite', 'polite')",-0.0069703,-0.1480362,-0.1410659
14,0.7574891,0.6180622,"('antisocial', 'social')",0.7574891,0.6180622,-0.1394269
15,-0.4431938,-0.46337983,"('boring', 'funny')",-0.4431938,-0.4633798,-0.020186
16,-0.77004796,-0.74216807,"('unpopular', 'popular')",-0.770048,-0.7421681,0.0278799
17,-0.5108887,-0.5136304,"('nasty', 'nice')",-0.5108887,-0.5136304,-0.0027417
18,-0.58645266,-0.6525611,"('disagreeable', 'welcoming')",-0.5864527,-0.6525611,-0.0661084
19,-1.4882286,-1.4545815,"('inhospitable', 'hospitable')",-1.4882286,-1.4545815,0.0336471
20,0.23353532,0.1996446,"('rough', 'thoughtful')",0.2335353,0.1996446,-0.0338907
21,0.48721403,0.46623853,"('immoral', 'moral')",0.487214,0.4662385,-0.0209755
22,0.45550078,0.4156681,"('untrustworthy', 'trustworthy')",0.4555008,0.4156681,-0.0398327
23,3.1632562,3.1045597,"('insincere', 'sincere')",3.1632562,3.1045597,-0.0586965
24,0.652661,0.5795061,"('dishonest', 'honest')",0.652661,0.5795061,-0.0731549
25,0.5811656,0.56214225,"('egoistic', 'altruistic')",0.5811656,0.5621423,-0.0190233
26,0.3732008,0.31867906,"('hardhearted', 'benevolent')",0.3732008,0.3186791,-0.0545217
27,0.47568053,0.36998644,"('hardhearted', 'softhearted')",0.4756805,0.3699864,-0.1056941
28,0.2860032,0.17510079,"('disloyal', 'loyal')",0.2860032,0.1751008,-0.1109024
29,-0.45740685,-0.50861716,"('unfair', 'fair')",-0.4574068,-0.5086172,-0.0512104
30,0.4075496,0.32398054,"('intolerant', 'tolerant')",0.4075496,0.3239805,-0.0835691
31,-1.6915925,-1.4823849,"('evil', 'good')",-1.6915925,-1.4823849,0.2092076
32,0.9465327,0.7934295,"('unkind', 'kind')",0.9465327,0.7934295,-0.1531032
33,-0.14792463,-0.21178475,"('wrong', 'right')",-0.1479246,-0.2117848,-0.0638602
34,1.8510894,1.9826336,"('mean', 'honorable')",1.8510894,1.9826336,0.1315442
35,-1.2843493,-1.3794832,"('corrupt', 'incorrupt')",-1.2843493,-1.3794832,-0.0951339
36,-1.7021841,-1.6790626,"('hostile', 'amicable')",-1.7021841,-1.6790626,0.0231215
37,-0.14501317,-0.16909431,"('fake', 'genuine')",-0.1450132,-0.1690943,-0.0240811
38,0.10327417,0.063750885,"('untruthful', 'truthful')",0.1032742,0.0637509,-0.0395233
39,1.3053324,1.235814,"('exploitative', 'cooperative')",1.3053324,1.235814,-0.0695184
40,-0.6665337,-0.6878829,"('stingy', 'generous')",-0.6665337,-0.6878829,-0.0213492
41,0.46782908,0.4122817,"('unforgiving', 'forgiving')",0.4678291,0.4122817,-0.0555474
42,-1.198319,-1.160682,"('unreliable', 'reliable')",-1.198319,-1.160682,0.037637
43,0.31639403,0.28358388,"('irresponsible', 'responsible')",0.316394,0.2835839,-0.0328101
44,-0.8220231,-0.86905944,"('prejudiced', 'unprejudiced')",-0.8220231,-0.8690594,-0.0470363
45,0.0732719,0.09090429,"('incompetent', 'competent')",0.0732719,0.0909043,0.0176324
46,0.096522145,0.092956915,"('uncompetitive', 'competitive')",0.0965221,0.0929569,-0.0035652
47,2.356638,2.3562367,"('stupid', 'smart')",2.356638,2.3562367,-0.0004013
48,0.014705403,0.0073778853,"('unintelligent', 'intelligent')",0.0147054,0.0073779,-0.0073275
49,-0.23322502,-0.20151755,"('unable', 'able')",-0.233225,-0.2015176,0.0317074
50,-0.553134,-0.5761791,"('clumsy', 'skillful')",-0.553134,-0.5761791,-0.0230451
