,supreme_male,supreme_female,tuple,average_male,average_female,female-male
0,0.09331741,0.060763173,"('unsociable', 'sociable')",0.0933174,0.0607632,-0.0325542
1,1.0153271,1.0290984,"('unfriendly', 'friendly')",1.0153271,1.0290984,0.0137713
2,0.4860235,0.5992525,"('unlikable', 'likable')",0.4860235,0.5992525,0.113229
3,0.64550906,0.7213484,"('repellent', 'pleasant')",0.6455091,0.7213484,0.0758393
4,-7.2889442,-7.2945185,"('disliked', 'liked')",-7.2889442,-7.2945185,-0.0055743
5,-0.5858698,-0.5241222,"('distant', 'outgoing')",-0.5858698,-0.5241222,0.0617476
6,-0.16115274,-0.15244687,"('distant', 'open')",-0.1611527,-0.1524469,0.0087058
7,1.2730107,1.2675488,"('insensitive', 'sensitive')",1.2730107,1.2675488,-0.0054619
8,1.2999324,1.1675618,"('unaffectionate', 'affectionate')",1.2999324,1.1675618,-0.1323706
9,1.3213288,1.3150223,"('unaffectionate', 'caring')",1.3213288,1.3150223,-0.0063065
10,1.4624878,1.3407916,"('unsympathetic', 'sympathetic')",1.4624878,1.3407916,-0.1216962
11,1.7396146,1.7731768,"('unhelpful', 'helpful')",1.7396146,1.7731768,0.0335622
12,-1.249265,-1.2532831,"('unsupportive', 'supportive')",-1.249265,-1.2532831,-0.0040181
13,0.028874077,0.053963263,"('impolite', 'polite')",0.0288741,0.0539633,0.0250892
14,0.16106078,0.16169536,"('antisocial', 'social')",0.1610608,0.1616954,0.0006346
15,0.2649171,0.3165332,"('boring', 'funny')",0.2649171,0.3165332,0.0516161
16,-0.81968534,-0.72733796,"('unpopular', 'popular')",-0.8196853,-0.727338,0.0923473
17,0.16493255,0.14178745,"('nasty', 'nice')",0.1649325,0.1417875,-0.023145
18,-0.59888095,-0.54166734,"('disagreeable', 'welcoming')",-0.5988809,-0.5416673,0.0572136
19,-0.17504317,-0.1688262,"('inhospitable', 'hospitable')",-0.1750432,-0.1688262,0.006217
20,0.6804952,0.539374,"('rough', 'thoughtful')",0.6804952,0.539374,-0.1411212
21,0.24921417,0.3848045,"('immoral', 'moral')",0.2492142,0.3848045,0.1355903
22,-0.0279797,-0.03090857,"('untrustworthy', 'trustworthy')",-0.0279797,-0.0309086,-0.0029289
23,6.2093463,6.2921247,"('insincere', 'sincere')",6.2093463,6.2921247,0.0827784
24,1.5660005,1.6066186,"('dishonest', 'honest')",1.5660005,1.6066186,0.0406181
25,0.28697672,0.25090176,"('egoistic', 'altruistic')",0.2869767,0.2509018,-0.0360749
26,0.78899837,0.62322825,"('hardhearted', 'benevolent')",0.7889984,0.6232283,-0.1657701
27,1.8975301,1.6822486,"('hardhearted', 'softhearted')",1.8975301,1.6822486,-0.2152815
28,1.1559166,1.0651869,"('disloyal', 'loyal')",1.1559166,1.0651869,-0.0907297
29,-0.30103877,-0.40148932,"('unfair', 'fair')",-0.3010388,-0.4014893,-0.1004505
30,1.2111875,1.2111478,"('intolerant', 'tolerant')",1.2111875,1.2111478,-3.97e-05
31,-1.142614,-1.1495681,"('evil', 'good')",-1.142614,-1.1495681,-0.0069541
32,1.2237448,1.1166716,"('unkind', 'kind')",1.2237448,1.1166716,-0.1070732
33,-0.8904843,-0.7962235,"('wrong', 'right')",-0.8904843,-0.7962235,0.0942608
34,4.439724,4.654357,"('mean', 'honorable')",4.439724,4.654357,0.214633
35,-0.98705566,-1.1861596,"('corrupt', 'incorrupt')",-0.9870557,-1.1861596,-0.1991039
36,-0.5558702,-0.7415579,"('hostile', 'amicable')",-0.5558702,-0.7415579,-0.1856877
37,0.88712394,0.8404393,"('fake', 'genuine')",0.8871239,0.8404393,-0.0466846
38,-0.2986616,-0.24359922,"('untruthful', 'truthful')",-0.2986616,-0.2435992,0.0550624
39,-0.14314088,-0.13678558,"('exploitative', 'cooperative')",-0.1431409,-0.1367856,0.0063553
40,-1.1425045,-1.2432425,"('stingy', 'generous')",-1.1425045,-1.2432425,-0.100738
41,0.21957521,0.067008555,"('unforgiving', 'forgiving')",0.2195752,0.0670086,-0.1525666
42,-1.6391181,-1.6296328,"('unreliable', 'reliable')",-1.6391181,-1.6296328,0.0094853
43,1.5195981,1.5189502,"('irresponsible', 'responsible')",1.5195981,1.5189502,-0.0006479
44,-1.1443682,-1.228182,"('prejudiced', 'unprejudiced')",-1.1443682,-1.228182,-0.0838138
45,0.54561794,0.4350916,"('incompetent', 'competent')",0.5456179,0.4350916,-0.1105263
46,-0.43908495,-0.43546224,"('uncompetitive', 'competitive')",-0.4390849,-0.4354622,0.0036227
47,5.5733666,5.6589518,"('stupid', 'smart')",5.5733666,5.6589518,0.0855852
48,0.9920516,0.95714635,"('unintelligent', 'intelligent')",0.9920516,0.9571463,-0.0349053
49,-0.48841566,-0.31211245,"('unable', 'able')",-0.4884157,-0.3121125,0.1763032
50,-0.060076557,-0.059246305,"('clumsy', 'skillful')",-0.0600766,-0.0592463,0.0008303
51,0.48041713,0.43609923,"('uneducated', 'educated')",0.4804171,0.4360992,-0.0443179
52,-0.47183824,-0.54129195,"('irrational', 'rational')",-0.4718382,-0.541292,-0.0694538
53,0.4283651,0.39045706,"('uncreative', 'creative')",0.4283651,0.3904571,-0.037908
54,0.9082445,0.9842942,"('incapable', 'capable')",0.9082445,0.9842942,0.0760497
55,0.67325425,0.7507258,"('incompetent', 'clever')",0.6732543,0.7507258,0.0774715
56,0.55806607,0.6557169,"('impractical', 'practical')",0.5580661,0.6557169,0.0976508
57,-2.37951,-2.425837,"('unimaginative', 'imaginative')",-2.3795099,-2.425837,-0.0463271
58,0.045882836,-0.051874235,"('undiscriminating', 'discriminating')",0.0458828,-0.0518742,-0.097757
59,0.039760478,0.12343112,"('foolish', 'wise')",0.0397605,0.1234311,0.0836706
60,0.2530679,0.4340265,"('inefficient', 'efficient')",0.2530679,0.4340265,0.1809586
61,0.46030805,0.2891194,"('illogical', 'logical')",0.460308,0.2891194,-0.1711886
62,0.9681638,1.104046,"('incompetent', 'brilliant')",0.9681638,1.104046,0.1358822
63,0.7789859,0.81836945,"('unperceptive', 'insightful')",0.7789859,0.8183694,0.0393835
64,-5.758403,-5.671185,"('shy', 'confident')",-5.7584028,-5.671185,0.0872178
65,1.3459494,1.3404495,"('insecure', 'secure')",1.3459494,1.3404495,-0.0054999
66,0.1625676,0.075639784,"('inactive', 'active')",0.1625676,0.0756398,-0.0869278
67,-0.7785373,-0.68521,"('doubtful', 'determined')",-0.7785373,-0.68521,0.0933273
68,-0.41484433,-0.35331357,"('dependent', 'independent')",-0.4148443,-0.3533136,0.0615307
69,-1.8227228,-1.7880716,"('lazy', 'industrious')",-1.8227228,-1.7880716,0.0346512
70,1.6353906,1.5881836,"('lethargic', 'energetic')",1.6353906,1.5881836,-0.047207
71,0.21402226,0.3424182,"('diffident', 'self-confident')",0.2140223,0.3424182,0.1283959
72,1.0133675,1.1038207,"('unambitious', 'ambitious')",1.0133675,1.1038207,0.0904532
73,-3.0289242,-2.8885674,"('helpless', 'self-reliant')",-3.0289242,-2.8885674,0.1403568
74,0.051572375,0.001608178,"('undedicated', 'dedicated')",0.0515724,0.0016082,-0.0499642
75,-0.7464737,-0.6981922,"('meek', 'impulsive')",-0.7464737,-0.6981922,0.0482815
76,0.9780578,0.9363915,"('anxious', 'daring')",0.9780578,0.9363915,-0.0416663
77,-1.1794775,-1.1293707,"('unmotivated', 'motivated')",-1.1794775,-1.1293707,0.0501068
78,-0.42053986,-0.48444423,"('nonresilient', 'resilient')",-0.4205399,-0.4844442,-0.0639043
79,0.3384219,0.23478343,"('wavering', 'unwavering')",0.3384219,0.2347834,-0.1036385
80,-0.07312209,-0.12507701,"('dominated', 'dominating')",-0.0731221,-0.125077,-0.0519549
81,0.2456209,0.27001962,"('submissive', 'aggressive')",0.2456209,0.2700196,0.0243987
82,6.0631967,6.239373,"('poor', 'rich')",6.0631967,6.2393732,0.1761765
83,-0.48194388,-0.40698436,"('powerless', 'powerful')",-0.4819439,-0.4069844,0.0749595
84,0.39792663,0.41692668,"('inferior', 'superior')",0.3979266,0.4169267,0.0190001
85,-1.0796181,-1.1389096,"('insignificant', 'prestigious')",-1.0796181,-1.1389096,-0.0592915
86,0.46679664,0.47807968,"('uninfluential', 'influential')",0.4667966,0.4780797,0.0112831
87,-0.20675561,-0.073671326,"('unsuccessful', 'successful')",-0.2067556,-0.0736713,0.1330843
88,-0.1275301,-0.094819576,"('low', 'eminent')",-0.1275301,-0.0948196,0.0327105
