,tofu_male,tofu_female,tuple,average_male,average_female,female-male
0,-0.9747684,-1.0994881,"('unsociable', 'sociable')",-0.9747684,-1.0994881,-0.1247197
1,2.1400774,1.909822,"('unfriendly', 'friendly')",2.1400774,1.909822,-0.2302554
2,0.88583124,0.8974621,"('unlikable', 'likable')",0.8858312,0.8974621,0.0116309
3,-0.6244694,-0.4610702,"('repellent', 'pleasant')",-0.6244694,-0.4610702,0.1633992
4,-2.5511823,-2.690544,"('disliked', 'liked')",-2.5511823,-2.6905439,-0.1393616
5,0.56595975,0.43014133,"('distant', 'outgoing')",0.5659598,0.4301413,-0.1358185
6,1.1024168,0.9433652,"('distant', 'open')",1.1024168,0.9433652,-0.1590516
7,-0.06491857,-0.036245443,"('insensitive', 'sensitive')",-0.0649186,-0.0362454,0.0286732
8,1.3192888,1.0629429,"('unaffectionate', 'affectionate')",1.3192888,1.0629429,-0.2563459
9,1.0185294,0.8458256,"('unaffectionate', 'caring')",1.0185294,0.8458256,-0.1727038
10,-1.1311721,-1.0988942,"('unsympathetic', 'sympathetic')",-1.1311721,-1.0988942,0.0322779
11,0.14439103,0.21883745,"('unhelpful', 'helpful')",0.144391,0.2188375,0.0744465
12,-0.692765,-0.7448818,"('unsupportive', 'supportive')",-0.692765,-0.7448818,-0.0521168
13,-1.059231,-1.0805931,"('impolite', 'polite')",-1.059231,-1.0805931,-0.0213621
14,-1.0063553,-0.92261577,"('antisocial', 'social')",-1.0063553,-0.9226158,0.0837395
15,1.0370823,0.8870685,"('boring', 'funny')",1.0370823,0.8870685,-0.1500138
16,0.5783732,0.5576736,"('unpopular', 'popular')",0.5783732,0.5576736,-0.0206996
17,-0.15374677,-0.14408372,"('nasty', 'nice')",-0.1537468,-0.1440837,0.0096631
18,0.21307641,0.14829051,"('disagreeable', 'welcoming')",0.2130764,0.1482905,-0.0647859
19,0.5487217,0.39287615,"('inhospitable', 'hospitable')",0.5487217,0.3928761,-0.1558456
20,0.3050623,0.33821133,"('rough', 'thoughtful')",0.3050623,0.3382113,0.033149
21,-0.6308048,-0.5312608,"('immoral', 'moral')",-0.6308048,-0.5312608,0.099544
22,-0.85342646,-0.7003558,"('untrustworthy', 'trustworthy')",-0.8534265,-0.7003558,0.1530707
23,2.050495,2.1108007,"('insincere', 'sincere')",2.0504949,2.1108007,0.0603058
24,0.093058005,0.15955116,"('dishonest', 'honest')",0.093058,0.1595512,0.0664932
25,1.1945122,1.0970978,"('egoistic', 'altruistic')",1.1945122,1.0970978,-0.0974144
26,1.310019,1.0194148,"('hardhearted', 'benevolent')",1.310019,1.0194148,-0.2906042
27,1.4630882,1.4035804,"('hardhearted', 'softhearted')",1.4630882,1.4035804,-0.0595078
28,0.45367807,0.31292275,"('disloyal', 'loyal')",0.4536781,0.3129227,-0.1407554
29,-0.42303693,-0.4540313,"('unfair', 'fair')",-0.4230369,-0.4540313,-0.0309944
30,-0.522929,-0.5880404,"('intolerant', 'tolerant')",-0.522929,-0.5880404,-0.0651114
31,0.10599649,0.15316728,"('evil', 'good')",0.1059965,0.1531673,0.0471708
32,0.23043674,0.10266322,"('unkind', 'kind')",0.2304367,0.1026632,-0.1277735
33,0.6049855,0.45706424,"('wrong', 'right')",0.6049855,0.4570642,-0.1479213
34,2.5676656,2.8102357,"('mean', 'honorable')",2.5676656,2.8102357,0.2425701
35,0.6967734,0.59664655,"('corrupt', 'incorrupt')",0.6967734,0.5966465,-0.1001269
36,0.94108915,0.7666661,"('hostile', 'amicable')",0.9410892,0.7666661,-0.1744231
37,-0.365675,-0.36749312,"('fake', 'genuine')",-0.365675,-0.3674931,-0.0018181
38,-0.4306367,-0.34189776,"('untruthful', 'truthful')",-0.4306367,-0.3418978,0.0887389
39,-0.26025173,-0.2732591,"('exploitative', 'cooperative')",-0.2602517,-0.2732591,-0.0130074
40,-0.5614663,-0.5954529,"('stingy', 'generous')",-0.5614663,-0.5954529,-0.0339866
41,0.9249074,0.92798245,"('unforgiving', 'forgiving')",0.9249074,0.9279824,0.003075
42,-2.3499541,-2.2744129,"('unreliable', 'reliable')",-2.3499541,-2.2744129,0.0755412
43,-1.2445382,-1.213118,"('irresponsible', 'responsible')",-1.2445382,-1.213118,0.0314202
44,-1.5208642,-1.522237,"('prejudiced', 'unprejudiced')",-1.5208642,-1.5222369,-0.0013727
45,-0.6617054,-0.613834,"('incompetent', 'competent')",-0.6617054,-0.613834,0.0478714
46,-1.5377202,-1.5743047,"('uncompetitive', 'competitive')",-1.5377202,-1.5743047,-0.0365845
47,1.8198346,1.9673579,"('stupid', 'smart')",1.8198346,1.9673579,0.1475233
48,0.06716992,0.11343541,"('unintelligent', 'intelligent')",0.0671699,0.1134354,0.0462655
49,-0.4532169,-0.3526179,"('unable', 'able')",-0.4532169,-0.3526179,0.100599
50,0.110623814,0.049252853,"('clumsy', 'skillful')",0.1106238,0.0492529,-0.0613709
51,-0.29421785,-0.34946,"('uneducated', 'educated')",-0.2942179,-0.34946,-0.0552421
52,0.8579121,0.67366755,"('irrational', 'rational')",0.8579121,0.6736676,-0.1842445
53,-0.13559923,-0.28487888,"('uncreative', 'creative')",-0.1355992,-0.2848789,-0.1492797
54,0.77565575,0.70638454,"('incapable', 'capable')",0.7756557,0.7063845,-0.0692712
55,-0.52641153,-0.4637453,"('incompetent', 'clever')",-0.5264115,-0.4637453,0.0626662
56,-0.8934327,-0.75936186,"('impractical', 'practical')",-0.8934327,-0.7593619,0.1340708
57,-2.191764,-2.2988312,"('unimaginative', 'imaginative')",-2.1917641,-2.2988312,-0.1070671
58,0.06356161,-0.01909316,"('undiscriminating', 'discriminating')",0.0635616,-0.0190932,-0.0826548
59,0.59878755,0.5268913,"('foolish', 'wise')",0.5987875,0.5268913,-0.0718962
60,-1.48728,-1.3201932,"('inefficient', 'efficient')",-1.48728,-1.3201932,0.1670868
61,0.24191569,0.08040167,"('illogical', 'logical')",0.2419157,0.0804017,-0.161514
62,-0.5810757,-0.3901959,"('incompetent', 'brilliant')",-0.5810757,-0.3901959,0.1908798
63,-0.23328823,-0.16339834,"('unperceptive', 'insightful')",-0.2332882,-0.1633983,0.0698899
64,-4.627065,-4.5646367,"('shy', 'confident')",-4.6270652,-4.5646367,0.0624285
65,-1.8522253,-1.6196992,"('insecure', 'secure')",-1.8522253,-1.6196992,0.2325261
66,-0.4373493,-0.55145717,"('inactive', 'active')",-0.4373493,-0.5514572,-0.1141079
67,-0.7731554,-0.8109415,"('doubtful', 'determined')",-0.7731554,-0.8109415,-0.0377861
68,-0.6555697,-0.5846772,"('dependent', 'independent')",-0.6555697,-0.5846772,0.0708925
69,-0.12868567,-0.11098494,"('lazy', 'industrious')",-0.1286857,-0.1109849,0.0177008
70,-0.86336315,-0.8501099,"('lethargic', 'energetic')",-0.8633631,-0.8501099,0.0132532
71,0.39467192,0.29040688,"('diffident', 'self-confident')",0.3946719,0.2904069,-0.104265
72,-0.31810653,-0.21905059,"('unambitious', 'ambitious')",-0.3181065,-0.2190506,0.0990559
73,-1.3984234,-1.3134135,"('helpless', 'self-reliant')",-1.3984234,-1.3134135,0.0850099
74,0.15965123,0.007514444,"('undedicated', 'dedicated')",0.1596512,0.0075144,-0.1521368
75,-0.10656097,-0.045653228,"('meek', 'impulsive')",-0.106561,-0.0456532,0.0609078
76,-1.0443777,-0.9245958,"('anxious', 'daring')",-1.0443777,-0.9245958,0.1197819
77,-1.2589042,-1.1187975,"('unmotivated', 'motivated')",-1.2589042,-1.1187975,0.1401067
78,0.22543621,0.21919732,"('nonresilient', 'resilient')",0.2254362,0.2191973,-0.0062389
79,0.1210212,0.113129415,"('wavering', 'unwavering')",0.1210212,0.1131294,-0.0078918
80,-0.99774414,-0.9588945,"('dominated', 'dominating')",-0.9977441,-0.9588945,0.0388496
81,-1.4423056,-1.3140754,"('submissive', 'aggressive')",-1.4423056,-1.3140754,0.1282302
82,3.220679,3.2860658,"('poor', 'rich')",3.220679,3.2860658,0.0653868
83,-0.6678729,-0.68496233,"('powerless', 'powerful')",-0.6678729,-0.6849623,-0.0170894
84,0.107509315,0.13091835,"('inferior', 'superior')",0.1075093,0.1309184,0.0234091
85,1.9662303,1.7491629,"('insignificant', 'prestigious')",1.9662303,1.7491629,-0.2170674
86,-0.21390773,-0.40662068,"('uninfluential', 'influential')",-0.2139077,-0.4066207,-0.192713
87,-0.40483052,-0.34254915,"('unsuccessful', 'successful')",-0.4048305,-0.3425491,0.0622814
88,0.28272444,0.21045396,"('low', 'eminent')",0.2827244,0.210454,-0.0722704
