,contribution_male,contribution_female,tuple,average_male,average_female,female-male
0,0.255498,0.14984171,"('unsociable', 'sociable')",0.255498,0.1498417,-0.1056563
1,0.6209232,0.4481905,"('unfriendly', 'friendly')",0.6209232,0.4481905,-0.1727327
2,-0.023522355,0.00012405217,"('unlikable', 'likable')",-0.0235224,0.0001241,0.0236465
3,0.65757155,0.6779686,"('repellent', 'pleasant')",0.6575716,0.6779686,0.020397
4,-6.813498,-7.0005507,"('disliked', 'liked')",-6.813498,-7.0005507,-0.1870527
5,-1.3997525,-1.4026369,"('distant', 'outgoing')",-1.3997525,-1.4026369,-0.0028844
6,-0.8915378,-0.9334939,"('distant', 'open')",-0.8915378,-0.9334939,-0.0419561
7,1.3282942,1.3195797,"('insensitive', 'sensitive')",1.3282942,1.3195797,-0.0087145
8,0.7391588,0.6325549,"('unaffectionate', 'affectionate')",0.7391588,0.6325549,-0.1066039
9,1.5647947,1.5037112,"('unaffectionate', 'caring')",1.5647947,1.5037112,-0.0610835
10,1.6655947,1.6996301,"('unsympathetic', 'sympathetic')",1.6655947,1.6996301,0.0340354
11,2.5043645,2.423206,"('unhelpful', 'helpful')",2.5043645,2.4232061,-0.0811584
12,-1.3343971,-1.3926158,"('unsupportive', 'supportive')",-1.3343971,-1.3926158,-0.0582187
13,-0.018695697,-0.06156131,"('impolite', 'polite')",-0.0186957,-0.0615613,-0.0428656
14,0.58890826,0.5992105,"('antisocial', 'social')",0.5889083,0.5992105,0.0103022
15,0.5556924,0.44508225,"('boring', 'funny')",0.5556924,0.4450822,-0.1106102
16,-0.4843763,-0.55775106,"('unpopular', 'popular')",-0.4843763,-0.5577511,-0.0733748
17,-0.123287864,-0.114666395,"('nasty', 'nice')",-0.1232879,-0.1146664,0.0086215
18,-0.38525945,-0.5132317,"('disagreeable', 'welcoming')",-0.3852594,-0.5132317,-0.1279723
19,-0.64733934,-0.74259174,"('inhospitable', 'hospitable')",-0.6473393,-0.7425917,-0.0952524
20,1.2141656,1.2114465,"('rough', 'thoughtful')",1.2141656,1.2114465,-0.0027191
21,0.058763392,0.054272868,"('immoral', 'moral')",0.0587634,0.0542729,-0.0044905
22,-0.40945473,-0.4557507,"('untrustworthy', 'trustworthy')",-0.4094547,-0.4557507,-0.046296
23,6.617442,6.594831,"('insincere', 'sincere')",6.6174421,6.594831,-0.0226111
