,formation_male,formation_female,tuple,average_male,average_female,female-male
0,0.80705476,0.46629843,"('unsociable', 'sociable')",0.8070548,0.4662984,-0.3407564
1,0.7154684,0.8887246,"('unfriendly', 'friendly')",0.7154684,0.8887246,0.1732562
2,0.7596947,0.7356452,"('unlikable', 'likable')",0.7596947,0.7356452,-0.0240495
3,1.0711955,1.027579,"('repellent', 'pleasant')",1.0711955,1.0275789,-0.0436166
4,-6.709539,-6.8393984,"('disliked', 'liked')",-6.7095389,-6.8393984,-0.1298595
5,-1.6008127,-0.99954766,"('distant', 'outgoing')",-1.6008127,-0.9995477,0.601265
6,-1.4199295,-0.8305338,"('distant', 'open')",-1.4199295,-0.8305338,0.5893957
7,1.4676101,1.3371804,"('insensitive', 'sensitive')",1.4676101,1.3371804,-0.1304297
8,0.87697834,1.1357116,"('unaffectionate', 'affectionate')",0.8769783,1.1357116,0.2587333
9,1.5444398,1.7537223,"('unaffectionate', 'caring')",1.5444398,1.7537223,0.2092825
10,1.7837173,1.5680267,"('unsympathetic', 'sympathetic')",1.7837173,1.5680267,-0.2156906
11,2.8586774,2.6483943,"('unhelpful', 'helpful')",2.8586774,2.6483943,-0.2102831
12,-0.9936899,-0.9226075,"('unsupportive', 'supportive')",-0.9936899,-0.9226075,0.0710824
13,0.6090617,0.37271667,"('impolite', 'polite')",0.6090617,0.3727167,-0.236345
14,1.4355477,0.9344526,"('antisocial', 'social')",1.4355477,0.9344526,-0.5010951
15,0.58897907,0.4628107,"('boring', 'funny')",0.5889791,0.4628107,-0.1261684
16,-0.62042964,-0.61492616,"('unpopular', 'popular')",-0.6204296,-0.6149262,0.0055034
17,-0.37201405,-0.18364817,"('nasty', 'nice')",-0.372014,-0.1836482,0.1883658
18,-0.70230174,-0.48292905,"('disagreeable', 'welcoming')",-0.7023017,-0.4829291,0.2193726
19,-0.8189929,-0.5922364,"('inhospitable', 'hospitable')",-0.8189929,-0.5922364,0.2267565
20,0.73923206,0.53064823,"('rough', 'thoughtful')",0.7392321,0.5306482,-0.2085839
21,1.0774481,0.74548763,"('immoral', 'moral')",1.0774481,0.7454876,-0.3319605
22,0.14432073,0.008569047,"('untrustworthy', 'trustworthy')",0.1443207,0.008569,-0.1357517
