,correspondent_male,correspondent_female,tuple,average_male,average_female,female-male
0,0.35386744,0.2763132,"('unsociable', 'sociable')",0.3538674,0.2763132,-0.0775542
1,1.5674564,1.5489848,"('unfriendly', 'friendly')",1.5674564,1.5489848,-0.0184716
2,0.4978274,0.6608168,"('unlikable', 'likable')",0.4978274,0.6608168,0.1629894
3,0.9384358,1.0802394,"('repellent', 'pleasant')",0.9384358,1.0802394,0.1418036
4,-7.5507593,-7.4647183,"('disliked', 'liked')",-7.5507593,-7.4647183,0.086041
5,-0.44269958,-0.41096073,"('distant', 'outgoing')",-0.4426996,-0.4109607,0.0317389
6,-0.1918464,-0.18165366,"('distant', 'open')",-0.1918464,-0.1816537,0.0101927
7,1.8167343,1.9056036,"('insensitive', 'sensitive')",1.8167343,1.9056036,0.0888693
8,0.921113,0.8685573,"('unaffectionate', 'affectionate')",0.921113,0.8685573,-0.0525557
9,1.2902973,1.3810114,"('unaffectionate', 'caring')",1.2902973,1.3810114,0.0907141
10,1.7507021,1.7820356,"('unsympathetic', 'sympathetic')",1.7507021,1.7820356,0.0313335
11,2.2100317,2.2330241,"('unhelpful', 'helpful')",2.2100317,2.2330241,0.0229924
12,-0.8031451,-0.68373287,"('unsupportive', 'supportive')",-0.8031451,-0.6837329,0.1194122
13,0.7578074,0.7081737,"('impolite', 'polite')",0.7578074,0.7081737,-0.0496337
14,0.33763307,0.3088305,"('antisocial', 'social')",0.3376331,0.3088305,-0.0288026
15,0.14676072,0.15079391,"('boring', 'funny')",0.1467607,0.1507939,0.0040332
16,-0.8995657,-0.7722802,"('unpopular', 'popular')",-0.8995657,-0.7722802,0.1272855
17,-0.6396166,-0.5902839,"('nasty', 'nice')",-0.6396166,-0.5902839,0.0493327
18,-0.40108967,-0.37286738,"('disagreeable', 'welcoming')",-0.4010897,-0.3728674,0.0282223
19,-0.36139426,-0.2935328,"('inhospitable', 'hospitable')",-0.3613943,-0.2935328,0.0678615
20,1.0673872,0.9868602,"('rough', 'thoughtful')",1.0673872,0.9868602,-0.080527
21,0.54099995,0.68755406,"('immoral', 'moral')",0.5409999,0.6875541,0.1465542
22,0.41125435,0.45327333,"('untrustworthy', 'trustworthy')",0.4112543,0.4532733,0.042019
23,7.2006636,7.223498,"('insincere', 'sincere')",7.2006636,7.2234979,0.0228343
24,2.3182461,2.3046272,"('dishonest', 'honest')",2.3182461,2.3046272,-0.0136189
25,0.37483266,0.40101764,"('egoistic', 'altruistic')",0.3748327,0.4010176,0.0261849
26,0.28237873,0.17623311,"('hardhearted', 'benevolent')",0.2823787,0.1762331,-0.1061456
27,1.5359116,1.4519769,"('hardhearted', 'softhearted')",1.5359116,1.4519769,-0.0839347
28,1.5041361,1.472505,"('disloyal', 'loyal')",1.5041361,1.472505,-0.0316311
29,-0.16618551,-0.2617645,"('unfair', 'fair')",-0.1661855,-0.2617645,-0.095579
30,1.4141866,1.3881507,"('intolerant', 'tolerant')",1.4141866,1.3881507,-0.0260359
31,-1.5890567,-1.5986234,"('evil', 'good')",-1.5890567,-1.5986234,-0.0095667
32,1.5585057,1.5045866,"('unkind', 'kind')",1.5585057,1.5045866,-0.0539191
33,-0.8707851,-0.7416489,"('wrong', 'right')",-0.8707851,-0.7416489,0.1291362
34,4.7032733,4.8485785,"('mean', 'honorable')",4.7032733,4.8485785,0.1453052
35,-1.2244947,-1.3157374,"('corrupt', 'incorrupt')",-1.2244947,-1.3157374,-0.0912427
36,-1.5747092,-1.541502,"('hostile', 'amicable')",-1.5747092,-1.541502,0.0332072
37,1.2720624,1.2496971,"('fake', 'genuine')",1.2720624,1.2496971,-0.0223653
38,0.28110352,0.31843543,"('untruthful', 'truthful')",0.2811035,0.3184354,0.0373319
39,0.13509387,0.10413179,"('exploitative', 'cooperative')",0.1350939,0.1041318,-0.0309621
40,-1.0465899,-1.1023431,"('stingy', 'generous')",-1.0465899,-1.1023431,-0.0557532
41,-0.12501734,-0.13568774,"('unforgiving', 'forgiving')",-0.1250173,-0.1356877,-0.0106704
42,-1.4634547,-1.3543035,"('unreliable', 'reliable')",-1.4634547,-1.3543035,0.1091512
43,1.9487839,1.9235091,"('irresponsible', 'responsible')",1.9487839,1.9235091,-0.0252748
44,-1.4044514,-1.5105308,"('prejudiced', 'unprejudiced')",-1.4044514,-1.5105308,-0.1060794
45,0.6884807,0.71107435,"('incompetent', 'competent')",0.6884807,0.7110744,0.0225937
46,0.03247102,0.1005023,"('uncompetitive', 'competitive')",0.032471,0.1005023,0.0680313
47,5.6673937,5.789629,"('stupid', 'smart')",5.6673937,5.789629,0.1222353
48,1.2016454,1.1537832,"('unintelligent', 'intelligent')",1.2016454,1.1537832,-0.0478622
49,0.34012097,0.4842906,"('unable', 'able')",0.340121,0.4842906,0.1441696
50,-0.010817249,0.13545968,"('clumsy', 'skillful')",-0.0108172,0.1354597,0.1462769
51,1.2375418,1.2370731,"('uneducated', 'educated')",1.2375418,1.2370731,-0.0004687
52,-0.9696103,-0.95287544,"('irrational', 'rational')",-0.9696103,-0.9528754,0.0167349
53,0.59837264,0.58150524,"('uncreative', 'creative')",0.5983726,0.5815052,-0.0168674
54,1.2645128,1.4193039,"('incapable', 'capable')",1.2645128,1.4193039,0.1547911
55,1.5302279,1.5271327,"('incompetent', 'clever')",1.5302279,1.5271327,-0.0030952
56,1.1007068,1.12496,"('impractical', 'practical')",1.1007068,1.1249599,0.0242531
57,-2.4439862,-2.3365092,"('unimaginative', 'imaginative')",-2.4439862,-2.3365092,0.107477
