,discretion_male,discretion_female,tuple,average_male,average_female,female-male
0,-0.027399264,-0.14464569,"('unsociable', 'sociable')",-0.0273993,-0.1446457,-0.1172464
1,1.4651809,1.2351298,"('unfriendly', 'friendly')",1.4651809,1.2351298,-0.2300511
2,0.24293908,0.35799176,"('unlikable', 'likable')",0.2429391,0.3579918,0.1150527
3,0.59028757,0.66973656,"('repellent', 'pleasant')",0.5902876,0.6697366,0.079449
4,-6.9345036,-7.190998,"('disliked', 'liked')",-6.9345036,-7.1909981,-0.2564945
5,-0.6925983,-0.7216193,"('distant', 'outgoing')",-0.6925983,-0.7216193,-0.029021
6,-0.2709145,-0.37129587,"('distant', 'open')",-0.2709145,-0.3712959,-0.1003814
7,1.447161,1.484105,"('insensitive', 'sensitive')",1.447161,1.484105,0.036944
8,1.0378103,1.051978,"('unaffectionate', 'affectionate')",1.0378103,1.051978,0.0141677
9,1.7315395,1.8277831,"('unaffectionate', 'caring')",1.7315395,1.8277831,0.0962436
10,1.1346418,1.3296776,"('unsympathetic', 'sympathetic')",1.1346418,1.3296776,0.1950358
11,2.4731386,2.7125623,"('unhelpful', 'helpful')",2.4731386,2.7125623,0.2394237
12,-1.7567531,-1.6968178,"('unsupportive', 'supportive')",-1.7567531,-1.6968178,0.0599353
13,0.18590668,0.27912644,"('impolite', 'polite')",0.1859067,0.2791264,0.0932197
14,-0.11272906,-0.10182448,"('antisocial', 'social')",-0.1127291,-0.1018245,0.0109046
15,0.96208197,0.8103984,"('boring', 'funny')",0.962082,0.8103984,-0.1516836
16,-0.52741015,-0.48623565,"('unpopular', 'popular')",-0.5274101,-0.4862356,0.0411745
17,-0.6313936,-0.56157416,"('nasty', 'nice')",-0.6313936,-0.5615742,0.0698194
18,-1.1541996,-1.2150329,"('disagreeable', 'welcoming')",-1.1541996,-1.2150329,-0.0608333
19,-0.3542584,-0.46107686,"('inhospitable', 'hospitable')",-0.3542584,-0.4610769,-0.1068185
20,0.9954851,0.88287187,"('rough', 'thoughtful')",0.9954851,0.8828719,-0.1126132
21,0.1748448,0.42453185,"('immoral', 'moral')",0.1748448,0.4245318,0.249687
22,-0.41027978,-0.43027452,"('untrustworthy', 'trustworthy')",-0.4102798,-0.4302745,-0.0199947
23,6.53042,6.6867886,"('insincere', 'sincere')",6.5304198,6.6867886,0.1563688
24,1.7556584,1.7889674,"('dishonest', 'honest')",1.7556584,1.7889674,0.033309
25,0.3248095,0.0674448,"('egoistic', 'altruistic')",0.3248095,0.0674448,-0.2573647
26,0.8793007,0.6443795,"('hardhearted', 'benevolent')",0.8793007,0.6443795,-0.2349212
27,1.8029877,1.537926,"('hardhearted', 'softhearted')",1.8029877,1.537926,-0.2650617
28,1.7205836,1.7905898,"('disloyal', 'loyal')",1.7205836,1.7905898,0.0700062
29,-0.48760736,-0.74435663,"('unfair', 'fair')",-0.4876074,-0.7443566,-0.2567492
30,1.3690406,1.4356064,"('intolerant', 'tolerant')",1.3690406,1.4356064,0.0665658
31,-1.568085,-2.05684,"('evil', 'good')",-1.568085,-2.0568399,-0.4887549
32,1.6164895,1.5231984,"('unkind', 'kind')",1.6164895,1.5231984,-0.0932911
33,-0.5313526,-0.5543093,"('wrong', 'right')",-0.5313526,-0.5543093,-0.0229567
34,4.762257,5.1088705,"('mean', 'honorable')",4.7622571,5.1088705,0.3466134
35,-1.0389138,-1.4574689,"('corrupt', 'incorrupt')",-1.0389138,-1.4574689,-0.4185551
36,-0.73224926,-1.0484312,"('hostile', 'amicable')",-0.7322493,-1.0484312,-0.3161819
37,1.2864697,1.2157182,"('fake', 'genuine')",1.2864697,1.2157182,-0.0707515
38,-0.13016997,-0.083216,"('untruthful', 'truthful')",-0.13017,-0.083216,0.046954
39,0.20901044,0.35663137,"('exploitative', 'cooperative')",0.2090104,0.3566314,0.147621
40,-2.0059333,-2.259065,"('stingy', 'generous')",-2.0059333,-2.2590649,-0.2531316
41,-0.0013059303,-0.04535402,"('unforgiving', 'forgiving')",-0.0013059,-0.045354,-0.0440481
42,-2.022165,-2.0727024,"('unreliable', 'reliable')",-2.0221651,-2.0727024,-0.0505373
43,1.3474932,1.4565986,"('irresponsible', 'responsible')",1.3474932,1.4565986,0.1091054
44,-1.7078187,-1.7687509,"('prejudiced', 'unprejudiced')",-1.7078187,-1.7687509,-0.0609322
45,0.6638276,0.5610723,"('incompetent', 'competent')",0.6638276,0.5610723,-0.1027553
46,-0.21531127,-0.012116149,"('uncompetitive', 'competitive')",-0.2153113,-0.0121161,0.2031952
47,4.752153,5.118983,"('stupid', 'smart')",4.7521529,5.1189828,0.3668299
48,0.42840868,0.62551296,"('unintelligent', 'intelligent')",0.4284087,0.625513,0.1971043
49,0.30167845,0.3937893,"('unable', 'able')",0.3016784,0.3937893,0.0921109
50,-0.020347238,0.004863085,"('clumsy', 'skillful')",-0.0203472,0.0048631,0.0252103
51,0.46752384,0.6158016,"('uneducated', 'educated')",0.4675238,0.6158016,0.1482778
52,-0.6491129,-0.7976291,"('irrational', 'rational')",-0.6491129,-0.7976291,-0.1485162
53,0.72187674,0.640756,"('uncreative', 'creative')",0.7218767,0.640756,-0.0811207
54,1.142239,1.3109319,"('incapable', 'capable')",1.142239,1.3109319,0.1686929
55,1.0043964,1.2821028,"('incompetent', 'clever')",1.0043964,1.2821028,0.2777064
56,1.512727,1.6294321,"('impractical', 'practical')",1.512727,1.6294321,0.1167051
57,-1.9748809,-2.0639663,"('unimaginative', 'imaginative')",-1.9748809,-2.0639663,-0.0890854
58,0.49914527,0.33085293,"('undiscriminating', 'discriminating')",0.4991453,0.3308529,-0.1682924
59,-0.2191694,-0.25930262,"('foolish', 'wise')",-0.2191694,-0.2593026,-0.0401332
60,0.73989385,1.1645759,"('inefficient', 'efficient')",0.7398939,1.1645759,0.424682
61,0.6687776,0.4389977,"('illogical', 'logical')",0.6687776,0.4389977,-0.2297799
62,1.1669636,1.4066966,"('incompetent', 'brilliant')",1.1669636,1.4066966,0.239733
63,0.6077085,0.7612909,"('unperceptive', 'insightful')",0.6077085,0.7612909,0.1535824
64,-6.2355566,-6.110817,"('shy', 'confident')",-6.2355566,-6.110817,0.1247396
65,0.94726634,1.1285183,"('insecure', 'secure')",0.9472663,1.1285183,0.181252
66,-0.14255124,-0.3760733,"('inactive', 'active')",-0.1425512,-0.3760733,-0.2335221
67,-0.4196607,-0.4363138,"('doubtful', 'determined')",-0.4196607,-0.4363138,-0.0166531
68,-0.5761847,-0.45811775,"('dependent', 'independent')",-0.5761847,-0.4581178,0.1180669
69,-2.0442588,-2.2082891,"('lazy', 'industrious')",-2.0442588,-2.2082891,-0.1640303
70,1.7653275,1.7700813,"('lethargic', 'energetic')",1.7653275,1.7700813,0.0047538
71,0.019279959,-0.062492482,"('diffident', 'self-confident')",0.01928,-0.0624925,-0.0817725
72,0.6359572,0.74764633,"('unambitious', 'ambitious')",0.6359572,0.7476463,0.1116891
73,-2.8986206,-2.88084,"('helpless', 'self-reliant')",-2.8986206,-2.8808401,0.0177805
74,0.7794278,0.6847129,"('undedicated', 'dedicated')",0.7794278,0.6847129,-0.0947149
75,-0.7556302,-0.76090187,"('meek', 'impulsive')",-0.7556302,-0.7609019,-0.0052717
76,0.35172862,0.38101354,"('anxious', 'daring')",0.3517286,0.3810135,0.0292849
77,-1.3841763,-1.1726239,"('unmotivated', 'motivated')",-1.3841763,-1.1726239,0.2115524
78,-0.9165166,-0.84231234,"('nonresilient', 'resilient')",-0.9165166,-0.8423123,0.0742043
79,-0.15086558,-0.31830212,"('wavering', 'unwavering')",-0.1508656,-0.3183021,-0.1674365
80,-0.048288472,-0.030047879,"('dominated', 'dominating')",-0.0482885,-0.0300479,0.0182406
81,0.37206948,0.6080912,"('submissive', 'aggressive')",0.3720695,0.6080912,0.2360217
82,7.0330915,7.2369213,"('poor', 'rich')",7.0330915,7.2369213,0.2038298
83,-0.51141083,-0.47887957,"('powerless', 'powerful')",-0.5114108,-0.4788796,0.0325312
84,0.9682841,0.9607975,"('inferior', 'superior')",0.9682841,0.9607975,-0.0074866
85,-1.3583622,-1.5296389,"('insignificant', 'prestigious')",-1.3583622,-1.5296389,-0.1712767
86,0.387834,0.4205392,"('uninfluential', 'influential')",0.387834,0.4205392,0.0327052
