,modem_male,modem_female,tuple,average_male,average_female,female-male
0,0.050227985,-0.33050573,"('unsociable', 'sociable')",0.050228,-0.3305057,-0.3807337
1,0.644345,0.53678006,"('unfriendly', 'friendly')",0.644345,0.5367801,-0.1075649
2,0.3072081,0.36770746,"('unlikable', 'likable')",0.3072081,0.3677075,0.0604994
3,-0.9028086,-0.8687581,"('repellent', 'pleasant')",-0.9028086,-0.8687581,0.0340505
4,-2.2603772,-2.1375422,"('disliked', 'liked')",-2.2603772,-2.1375422,0.122835
5,-0.2865857,-0.17911668,"('distant', 'outgoing')",-0.2865857,-0.1791167,0.107469
6,0.03449955,0.1148455,"('distant', 'open')",0.0344995,0.1148455,0.080346
7,-0.14127004,-0.03634633,"('insensitive', 'sensitive')",-0.14127,-0.0363463,0.1049237
8,-0.5993816,-0.57390696,"('unaffectionate', 'affectionate')",-0.5993816,-0.573907,0.0254746
9,-0.20638372,-0.24067943,"('unaffectionate', 'caring')",-0.2063837,-0.2406794,-0.0342957
10,-1.2361037,-1.5105066,"('unsympathetic', 'sympathetic')",-1.2361037,-1.5105066,-0.2744029
11,0.84225714,0.6312583,"('unhelpful', 'helpful')",0.8422571,0.6312583,-0.2109988
12,-1.5822746,-1.4714694,"('unsupportive', 'supportive')",-1.5822746,-1.4714694,0.1108052
13,-0.43098697,-0.54305565,"('impolite', 'polite')",-0.430987,-0.5430557,-0.1120687
14,-0.010130566,-0.13213925,"('antisocial', 'social')",-0.0101306,-0.1321393,-0.1220087
15,0.8187881,0.60368013,"('boring', 'funny')",0.8187881,0.6036801,-0.215108
16,0.3204428,0.43438798,"('unpopular', 'popular')",0.3204428,0.434388,0.1139452
17,-0.27353615,-0.21552764,"('nasty', 'nice')",-0.2735361,-0.2155276,0.0580085
18,-0.8081571,-0.53101516,"('disagreeable', 'welcoming')",-0.8081571,-0.5310152,0.2771419
19,-0.6286251,-0.68253934,"('inhospitable', 'hospitable')",-0.6286251,-0.6825393,-0.0539142
20,0.23004262,0.14140499,"('rough', 'thoughtful')",0.2300426,0.141405,-0.0886376
21,-0.6694231,-0.84702283,"('immoral', 'moral')",-0.6694231,-0.8470228,-0.1775997
22,-0.2359502,-0.17770411,"('untrustworthy', 'trustworthy')",-0.2359502,-0.1777041,0.0582461
23,1.8631577,1.6481128,"('insincere', 'sincere')",1.8631577,1.6481128,-0.2150449
24,-0.26097742,-0.34268272,"('dishonest', 'honest')",-0.2609774,-0.3426827,-0.0817053
25,0.52180547,0.52562,"('egoistic', 'altruistic')",0.5218055,0.52562,0.0038145
26,0.6819606,0.57279366,"('hardhearted', 'benevolent')",0.6819606,0.5727937,-0.1091669
27,0.54086155,0.6583643,"('hardhearted', 'softhearted')",0.5408615,0.6583643,0.1175028
28,-0.09771333,-0.24518497,"('disloyal', 'loyal')",-0.0977133,-0.245185,-0.1474717
29,0.3089909,0.36263967,"('unfair', 'fair')",0.3089909,0.3626397,0.0536488
30,0.91785765,0.62659,"('intolerant', 'tolerant')",0.9178576,0.62659,-0.2912676
31,-0.36074126,-0.103605576,"('evil', 'good')",-0.3607413,-0.1036056,0.2571357
32,0.37498078,0.14691783,"('unkind', 'kind')",0.3749808,0.1469178,-0.228063
33,0.48137727,0.5898716,"('wrong', 'right')",0.4813773,0.5898716,0.1084943
34,1.6338412,1.7175943,"('mean', 'honorable')",1.6338412,1.7175943,0.0837531
35,0.09660043,0.18378392,"('corrupt', 'incorrupt')",0.0966004,0.1837839,0.0871835
36,0.35515583,0.49430814,"('hostile', 'amicable')",0.3551558,0.4943081,0.1391523
37,-0.39471775,-0.551566,"('fake', 'genuine')",-0.3947178,-0.551566,-0.1568482
38,0.35309565,0.26122463,"('untruthful', 'truthful')",0.3530957,0.2612246,-0.0918711
39,0.686203,0.66759604,"('exploitative', 'cooperative')",0.686203,0.667596,-0.018607
40,-0.98505294,-0.70809656,"('stingy', 'generous')",-0.9850529,-0.7080966,0.2769563
41,0.00046084076,-0.09760361,"('unforgiving', 'forgiving')",0.0004608,-0.0976036,-0.0980644
42,-1.8698192,-1.8447572,"('unreliable', 'reliable')",-1.8698192,-1.8447572,0.025062
43,-0.1948595,-0.40988702,"('irresponsible', 'responsible')",-0.1948595,-0.409887,-0.2150275
44,-0.34772485,-0.30060446,"('prejudiced', 'unprejudiced')",-0.3477249,-0.3006045,0.0471204
45,-0.0793415,-0.19969065,"('incompetent', 'competent')",-0.0793415,-0.1996907,-0.1203492
46,-1.4540527,-1.5321542,"('uncompetitive', 'competitive')",-1.4540527,-1.5321542,-0.0781015
47,2.2167256,2.2389805,"('stupid', 'smart')",2.2167256,2.2389805,0.0222549
48,0.3516795,0.28285363,"('unintelligent', 'intelligent')",0.3516795,0.2828536,-0.0688259
49,-0.14594848,0.035587333,"('unable', 'able')",-0.1459485,0.0355873,0.1815358
50,0.07051199,0.20920491,"('clumsy', 'skillful')",0.070512,0.2092049,0.1386929
51,-0.030877408,-0.3202913,"('uneducated', 'educated')",-0.0308774,-0.3202913,-0.2894139
52,0.87482756,0.8344004,"('irrational', 'rational')",0.8748276,0.8344004,-0.0404272
53,-0.8709316,-0.8763235,"('uncreative', 'creative')",-0.8709316,-0.8763235,-0.0053919
54,-0.2142484,-0.4314699,"('incapable', 'capable')",-0.2142484,-0.4314699,-0.2172215
55,0.1296587,0.031067554,"('incompetent', 'clever')",0.1296587,0.0310676,-0.0985911
56,0.31896678,0.030341107,"('impractical', 'practical')",0.3189668,0.0303411,-0.2886257
57,-1.7958037,-1.9080949,"('unimaginative', 'imaginative')",-1.7958037,-1.9080949,-0.1122912
58,0.3166341,0.3034263,"('undiscriminating', 'discriminating')",0.3166341,0.3034263,-0.0132078
59,0.7628041,0.8910012,"('foolish', 'wise')",0.7628041,0.8910012,0.1281971
60,0.43160915,0.17615983,"('inefficient', 'efficient')",0.4316092,0.1761598,-0.2554494
61,0.60543436,0.3996088,"('illogical', 'logical')",0.6054344,0.3996088,-0.2058256
62,0.28570926,0.17484334,"('incompetent', 'brilliant')",0.2857093,0.1748433,-0.110866
63,-0.32647195,-0.48636106,"('unperceptive', 'insightful')",-0.326472,-0.4863611,-0.1598891
