,pan_male,pan_female,tuple,average_male,average_female,female-male
0,0.04252947,0.03671459,"('unsociable', 'sociable')",0.0425295,0.0367146,-0.0058149
1,1.2976683,1.2467428,"('unfriendly', 'friendly')",1.2976683,1.2467428,-0.0509255
2,0.023170756,0.16742592,"('unlikable', 'likable')",0.0231708,0.1674259,0.1442551
3,0.9125808,1.0300193,"('repellent', 'pleasant')",0.9125808,1.0300193,0.1174385
4,-6.7481737,-7.042504,"('disliked', 'liked')",-6.7481737,-7.0425038,-0.2943301
5,-0.12742408,-0.18792294,"('distant', 'outgoing')",-0.1274241,-0.1879229,-0.0604988
6,0.36693648,0.21131513,"('distant', 'open')",0.3669365,0.2113151,-0.1556214
7,1.049841,1.1740412,"('insensitive', 'sensitive')",1.049841,1.1740412,0.1242002
8,1.1060165,1.0192443,"('unaffectionate', 'affectionate')",1.1060165,1.0192443,-0.0867722
9,1.2132099,1.2595854,"('unaffectionate', 'caring')",1.2132099,1.2595854,0.0463755
10,0.68756217,0.8537995,"('unsympathetic', 'sympathetic')",0.6875622,0.8537995,0.1662373
11,1.20566,1.3588712,"('unhelpful', 'helpful')",1.20566,1.3588712,0.1532112
12,-1.6104832,-1.5495046,"('unsupportive', 'supportive')",-1.6104832,-1.5495046,0.0609786
13,-0.4100497,-0.1738489,"('impolite', 'polite')",-0.4100497,-0.1738489,0.2362008
14,-0.043018516,0.06333308,"('antisocial', 'social')",-0.0430185,0.0633331,0.1063516
15,0.5794166,0.4922884,"('boring', 'funny')",0.5794166,0.4922884,-0.0871282
16,-0.56210613,-0.60677916,"('unpopular', 'popular')",-0.5621061,-0.6067792,-0.0446731
17,0.3024165,0.2470689,"('nasty', 'nice')",0.3024165,0.2470689,-0.0553476
18,-0.43854433,-0.34896952,"('disagreeable', 'welcoming')",-0.4385443,-0.3489695,0.0895748
19,-0.5873916,-0.56071866,"('inhospitable', 'hospitable')",-0.5873916,-0.5607187,0.0266729
20,0.5366784,0.42214745,"('rough', 'thoughtful')",0.5366784,0.4221475,-0.1145309
21,-0.4709802,-0.12847987,"('immoral', 'moral')",-0.4709802,-0.1284799,0.3425003
22,-0.11793255,-0.07402513,"('untrustworthy', 'trustworthy')",-0.1179326,-0.0740251,0.0439075
23,5.6322055,5.953429,"('insincere', 'sincere')",5.6322055,5.9534292,0.3212237
24,1.113625,1.2260278,"('dishonest', 'honest')",1.113625,1.2260278,0.1124028
25,0.9846678,0.9254639,"('egoistic', 'altruistic')",0.9846678,0.9254639,-0.0592039
26,1.2329675,1.0372794,"('hardhearted', 'benevolent')",1.2329675,1.0372794,-0.1956881
27,1.7419297,1.561796,"('hardhearted', 'softhearted')",1.7419297,1.5617959,-0.1801338
28,1.1478648,1.0112987,"('disloyal', 'loyal')",1.1478648,1.0112987,-0.1365661
29,-0.13794929,-0.33602142,"('unfair', 'fair')",-0.1379493,-0.3360214,-0.1980721
30,0.5733517,0.7324049,"('intolerant', 'tolerant')",0.5733517,0.7324049,0.1590532
31,-0.60088843,-0.8275836,"('evil', 'good')",-0.6008884,-0.8275836,-0.2266952
32,1.0238194,1.0062826,"('unkind', 'kind')",1.0238194,1.0062826,-0.0175368
33,-0.21012428,-0.24227868,"('wrong', 'right')",-0.2101243,-0.2422787,-0.0321544
34,3.9343731,4.287389,"('mean', 'honorable')",3.9343731,4.2873888,0.3530157
35,-0.5913955,-1.0047562,"('corrupt', 'incorrupt')",-0.5913955,-1.0047562,-0.4133607
36,-0.34104967,-0.65442383,"('hostile', 'amicable')",-0.3410497,-0.6544238,-0.3133741
37,1.0386868,1.0335928,"('fake', 'genuine')",1.0386868,1.0335928,-0.005094
38,-0.5626975,-0.409806,"('untruthful', 'truthful')",-0.5626975,-0.409806,0.1528915
39,0.14667706,0.24085118,"('exploitative', 'cooperative')",0.1466771,0.2408512,0.0941741
40,-0.96598816,-1.0852585,"('stingy', 'generous')",-0.9659882,-1.0852585,-0.1192703
41,0.47987357,0.374027,"('unforgiving', 'forgiving')",0.4798736,0.374027,-0.1058466
42,-2.0751233,-2.0797586,"('unreliable', 'reliable')",-2.0751233,-2.0797586,-0.0046353
43,0.62310183,0.8519732,"('irresponsible', 'responsible')",0.6231018,0.8519732,0.2288714
44,-1.0848682,-1.1578479,"('prejudiced', 'unprejudiced')",-1.0848682,-1.1578479,-0.0729797
45,0.18974262,0.061846994,"('incompetent', 'competent')",0.1897426,0.061847,-0.1278956
