,evergy_male,evergy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9374848,-1.2346183,"('unsociable', 'sociable')",-0.62851727,-0.77482563,-0.7830011,-1.004722,-0.2217209
1,-0.58561873,-0.49660543,"('unfriendly', 'friendly')",2.0764654,1.9781835,0.7454233,0.7407891,-0.0046342
2,-0.5471804,-0.56788987,"('unlikable', 'likable')",-0.009724275,0.022111854,-0.2784523,-0.272889,0.0055633
3,-1.1279315,-1.1085548,"('repellent', 'pleasant')",0.15887003,0.21962632,-0.4845307,-0.4444643,0.0400664
4,-0.12067169,-0.034059037,"('disliked', 'liked')",-6.7063785,-6.803514,-3.4135251,-3.4187865,-0.0052614
5,0.64341605,0.88615537,"('distant', 'outgoing')",0.24345684,0.28531352,0.4434364,0.5857344,0.142298
6,0.13428529,0.46910036,"('distant', 'open')",0.6142861,0.6479962,0.3742857,0.5585483,0.1842626
7,-0.7191185,-0.75774753,"('insensitive', 'sensitive')",0.6808211,0.7627651,-0.0191487,0.0025088,0.0216575
8,-0.3380733,-0.16325417,"('unaffectionate', 'affectionate')",1.2139126,1.0906585,0.4379196,0.4637022,0.0257826
9,-0.5256955,-0.3922563,"('unaffectionate', 'caring')",1.2793037,1.2926763,0.3768041,0.45021,0.0734059
10,-1.6465086,-1.8588537,"('unsympathetic', 'sympathetic')",-0.82388353,-0.87977004,-1.2351961,-1.3693118,-0.1341157
11,-0.004352711,0.0043426305,"('unhelpful', 'helpful')",1.4025236,1.6173612,0.6990855,0.8108519,0.1117664
12,-0.4868811,-0.4330045,"('unsupportive', 'supportive')",-1.8678055,-1.8437574,-1.1773432,-1.138381,0.0389622
13,-0.68860763,-0.94328254,"('impolite', 'polite')",-0.78263164,-0.7271271,-0.7356197,-0.8352048,-0.0995851
14,-0.89908034,-1.1411517,"('antisocial', 'social')",-0.7358354,-0.7724275,-0.8174579,-0.9567896,-0.1393317
15,0.4202435,0.43447065,"('boring', 'funny')",0.7111258,0.6822085,0.5656847,0.5583396,-0.0073451
16,-0.67431027,-0.52260983,"('unpopular', 'popular')",0.22571729,0.29095572,-0.2242965,-0.1158271,0.1084694
17,-0.57800704,-0.39163965,"('nasty', 'nice')",-0.47898197,-0.4244811,-0.5284945,-0.4080604,0.1204341
18,-0.45555952,-0.31693912,"('disagreeable', 'welcoming')",-0.3352727,-0.3480309,-0.3954161,-0.332485,0.0629311
19,-0.3646758,-0.14034584,"('inhospitable', 'hospitable')",0.15096948,0.1602548,-0.1068532,0.0099545,0.1168077
20,-0.4073667,-0.40221277,"('rough', 'thoughtful')",1.0796257,1.0418053,0.3361295,0.3197963,-0.0163332
21,-0.7707253,-1.0618491,"('immoral', 'moral')",-0.7849342,-0.7316044,-0.7778298,-0.8967267,-0.1188969
22,-0.437113,-0.5484324,"('untrustworthy', 'trustworthy')",-1.2616311,-1.2622682,-0.849372,-0.9053503,-0.0559783
23,-0.65469164,-0.68979025,"('insincere', 'sincere')",5.895124,6.0739546,2.6202161,2.6920822,0.0718661
24,-0.44399786,-0.4775149,"('dishonest', 'honest')",0.7409055,0.7579224,0.1484538,0.1402038,-0.00825
25,-0.35635188,-0.19940478,"('egoistic', 'altruistic')",1.7165663,1.6288916,0.6801072,0.7147434,0.0346362
