,invention_male,invention_female,tuple,average_male,average_female,female-male
0,-0.32773045,-0.28049907,"('unsociable', 'sociable')",-0.3277304,-0.2804991,0.0472313
1,0.9312392,0.8137958,"('unfriendly', 'friendly')",0.9312392,0.8137958,-0.1174434
2,-0.28899702,-0.25082836,"('unlikable', 'likable')",-0.288997,-0.2508284,0.0381686
3,0.6265038,0.7416797,"('repellent', 'pleasant')",0.6265038,0.7416797,0.1151759
4,-7.453401,-7.618573,"('disliked', 'liked')",-7.4534011,-7.6185732,-0.1651721
5,-0.77766836,-0.87138456,"('distant', 'outgoing')",-0.7776684,-0.8713846,-0.0937162
6,-0.13093199,-0.29961458,"('distant', 'open')",-0.130932,-0.2996146,-0.1686826
7,0.74816096,0.81951666,"('insensitive', 'sensitive')",0.748161,0.8195167,0.0713557
8,0.94740355,0.7385206,"('unaffectionate', 'affectionate')",0.9474036,0.7385206,-0.208883
9,1.311476,1.2136761,"('unaffectionate', 'caring')",1.311476,1.2136761,-0.0977999
10,1.0283397,1.157961,"('unsympathetic', 'sympathetic')",1.0283397,1.157961,0.1296213
11,1.4262477,1.4666563,"('unhelpful', 'helpful')",1.4262477,1.4666563,0.0404086
12,-1.867434,-1.9198635,"('unsupportive', 'supportive')",-1.867434,-1.9198635,-0.0524295
13,-0.2533279,-0.17925465,"('impolite', 'polite')",-0.2533279,-0.1792547,0.0740732
14,0.2556095,0.30657363,"('antisocial', 'social')",0.2556095,0.3065736,0.0509641
15,0.052241594,-0.08156675,"('boring', 'funny')",0.0522416,-0.0815668,-0.1338084
16,-0.7732563,-0.8229868,"('unpopular', 'popular')",-0.7732563,-0.8229868,-0.0497305
17,-0.50642645,-0.44924173,"('nasty', 'nice')",-0.5064265,-0.4492417,0.0571848
18,-0.19225124,-0.25551862,"('disagreeable', 'welcoming')",-0.1922512,-0.2555186,-0.0632674
19,-0.76231754,-0.9094787,"('inhospitable', 'hospitable')",-0.7623175,-0.9094787,-0.1471612
20,1.0322428,0.9860683,"('rough', 'thoughtful')",1.0322428,0.9860683,-0.0461745
21,-0.4851123,-0.31320634,"('immoral', 'moral')",-0.4851123,-0.3132063,0.171906
