,buck_male,buck_female,tuple,average_male,average_female,female-male
0,0.50918424,0.43090004,"('unsociable', 'sociable')",0.5091842,0.4309,-0.0782842
1,0.7948753,0.8488081,"('unfriendly', 'friendly')",0.7948753,0.8488081,0.0539328
2,0.087543346,0.27697033,"('unlikable', 'likable')",0.0875433,0.2769703,0.189427
3,0.8381424,0.96391225,"('repellent', 'pleasant')",0.8381424,0.9639122,0.1257698
4,-6.777581,-6.999502,"('disliked', 'liked')",-6.7775812,-6.9995022,-0.221921
5,-0.62432283,-0.5734851,"('distant', 'outgoing')",-0.6243228,-0.5734851,0.0508377
6,-0.18378802,-0.21813619,"('distant', 'open')",-0.183788,-0.2181362,-0.0343482
7,1.454808,1.4881849,"('insensitive', 'sensitive')",1.454808,1.4881849,0.0333769
8,0.5987798,0.58174443,"('unaffectionate', 'affectionate')",0.5987798,0.5817444,-0.0170354
9,0.97838587,1.0326135,"('unaffectionate', 'caring')",0.9783859,1.0326135,0.0542276
10,1.392268,1.4094924,"('unsympathetic', 'sympathetic')",1.3922679,1.4094924,0.0172245
11,1.4342941,1.5042557,"('unhelpful', 'helpful')",1.4342941,1.5042557,0.0699616
12,-1.4888015,-1.44735,"('unsupportive', 'supportive')",-1.4888015,-1.44735,0.0414515
13,0.16370176,0.3161986,"('impolite', 'polite')",0.1637018,0.3161986,0.1524968
14,0.48170257,0.4428203,"('antisocial', 'social')",0.4817026,0.4428203,-0.0388823
15,0.4661014,0.4054162,"('boring', 'funny')",0.4661014,0.4054162,-0.0606852
16,-0.77194774,-0.76863503,"('unpopular', 'popular')",-0.7719477,-0.768635,0.0033127
17,0.08599801,0.07392767,"('nasty', 'nice')",0.085998,0.0739277,-0.0120703
18,-0.47469085,-0.35455668,"('disagreeable', 'welcoming')",-0.4746909,-0.3545567,0.1201342
19,-0.7638266,-0.6786595,"('inhospitable', 'hospitable')",-0.7638266,-0.6786595,0.0851671
20,0.5900631,0.4843087,"('rough', 'thoughtful')",0.5900631,0.4843087,-0.1057544
21,0.12853909,0.3899992,"('immoral', 'moral')",0.1285391,0.3899992,0.2614601
22,0.24145156,0.22095734,"('untrustworthy', 'trustworthy')",0.2414516,0.2209573,-0.0204943
23,5.7323337,5.9775534,"('insincere', 'sincere')",5.7323337,5.9775534,0.2452197
24,1.4084904,1.4585528,"('dishonest', 'honest')",1.4084904,1.4585528,0.0500624
25,0.7325481,0.8079069,"('egoistic', 'altruistic')",0.7325481,0.8079069,0.0753588
26,1.1096758,0.8871299,"('hardhearted', 'benevolent')",1.1096758,0.8871299,-0.2225459
27,1.5898695,1.4397156,"('hardhearted', 'softhearted')",1.5898695,1.4397156,-0.1501539
28,1.2215062,1.0137349,"('disloyal', 'loyal')",1.2215062,1.0137349,-0.2077713
29,-0.38913786,-0.54688495,"('unfair', 'fair')",-0.3891379,-0.546885,-0.1577471
30,0.9762538,1.0928286,"('intolerant', 'tolerant')",0.9762538,1.0928286,0.1165748
31,-1.3478616,-1.4146826,"('evil', 'good')",-1.3478616,-1.4146826,-0.066821
32,1.1856434,1.0948671,"('unkind', 'kind')",1.1856434,1.0948671,-0.0907763
33,-0.44244957,-0.42439783,"('wrong', 'right')",-0.4424496,-0.4243978,0.0180518
34,3.7577155,4.12935,"('mean', 'honorable')",3.7577155,4.1293502,0.3716347
35,-1.0282558,-1.3987906,"('corrupt', 'incorrupt')",-1.0282558,-1.3987906,-0.3705348
36,-0.9494018,-1.071037,"('hostile', 'amicable')",-0.9494018,-1.0710371,-0.1216353
37,1.0733367,1.0159203,"('fake', 'genuine')",1.0733367,1.0159203,-0.0574164
38,-0.57228035,-0.42736292,"('untruthful', 'truthful')",-0.5722803,-0.4273629,0.1449174
39,0.47364444,0.5078244,"('exploitative', 'cooperative')",0.4736444,0.5078244,0.03418
