,nucleotidase_male,nucleotidase_female,tuple,average_male,average_female,female-male
0,-0.5648525,-0.78022313,"('unsociable', 'sociable')",-0.5648525,-0.7802231,-0.2153706
1,-0.05652094,-0.41350734,"('unfriendly', 'friendly')",-0.0565209,-0.4135073,-0.3569864
2,0.82253164,0.7639744,"('unlikable', 'likable')",0.8225316,0.7639744,-0.0585572
3,-1.7072868,-1.6890568,"('repellent', 'pleasant')",-1.7072868,-1.6890568,0.01823
4,-0.13489877,-0.2012082,"('disliked', 'liked')",-0.1348988,-0.2012082,-0.0663094
5,0.7950773,0.63004684,"('distant', 'outgoing')",0.7950773,0.6300468,-0.1650305
6,0.9072371,0.67705476,"('distant', 'open')",0.9072371,0.6770548,-0.2301823
7,-1.5805861,-1.5993267,"('insensitive', 'sensitive')",-1.5805861,-1.5993267,-0.0187406
8,0.066275015,-0.1914901,"('unaffectionate', 'affectionate')",0.066275,-0.1914901,-0.2577651
9,-0.72796077,-0.9283058,"('unaffectionate', 'caring')",-0.7279608,-0.9283058,-0.200345
10,-2.018445,-2.059077,"('unsympathetic', 'sympathetic')",-2.018445,-2.059077,-0.040632
11,-0.8436695,-0.8275542,"('unhelpful', 'helpful')",-0.8436695,-0.8275542,0.0161153
12,-0.736459,-0.80188936,"('unsupportive', 'supportive')",-0.736459,-0.8018894,-0.0654304
13,-1.676557,-1.67885,"('impolite', 'polite')",-1.6765569,-1.6788501,-0.0022932
14,-1.0324832,-0.9871275,"('antisocial', 'social')",-1.0324832,-0.9871275,0.0453557
15,0.5995609,0.54231995,"('boring', 'funny')",0.5995609,0.54232,-0.0572409
16,0.70149606,0.5761833,"('unpopular', 'popular')",0.7014961,0.5761833,-0.1253128
17,0.15374221,0.17448428,"('nasty', 'nice')",0.1537422,0.1744843,0.0207421
18,0.09734159,-0.02612229,"('disagreeable', 'welcoming')",0.0973416,-0.0261223,-0.1234639
19,-0.8865599,-0.9791284,"('inhospitable', 'hospitable')",-0.8865599,-0.9791284,-0.0925685
20,0.42111763,0.4586122,"('rough', 'thoughtful')",0.4211176,0.4586122,0.0374946
21,-0.42474762,-0.4322061,"('immoral', 'moral')",-0.4247476,-0.4322061,-0.0074585
22,-1.1591278,-1.2241473,"('untrustworthy', 'trustworthy')",-1.1591278,-1.2241473,-0.0650195
23,-1.0306492,-1.1365777,"('insincere', 'sincere')",-1.0306492,-1.1365777,-0.1059285
24,-1.0363864,-1.0682722,"('dishonest', 'honest')",-1.0363864,-1.0682722,-0.0318858
25,0.5521888,0.4386275,"('egoistic', 'altruistic')",0.5521888,0.4386275,-0.1135613
26,0.8926684,0.6485976,"('hardhearted', 'benevolent')",0.8926684,0.6485976,-0.2440708
27,0.40149373,0.37378553,"('hardhearted', 'softhearted')",0.4014937,0.3737855,-0.0277082
28,-0.82763904,-0.98523057,"('disloyal', 'loyal')",-0.827639,-0.9852306,-0.1575916
29,-0.16715087,-0.21497065,"('unfair', 'fair')",-0.1671509,-0.2149706,-0.0478197
30,-1.5595083,-1.6393394,"('intolerant', 'tolerant')",-1.5595083,-1.6393394,-0.0798311
31,0.6800797,0.56860846,"('evil', 'good')",0.6800797,0.5686085,-0.1114712
32,0.45520335,0.33236277,"('unkind', 'kind')",0.4552034,0.3323628,-0.1228406
33,0.44632915,0.3120458,"('wrong', 'right')",0.4463291,0.3120458,-0.1342833
34,0.98435426,1.0421927,"('mean', 'honorable')",0.9843543,1.0421927,0.0578384
35,1.6941304,1.6024203,"('corrupt', 'incorrupt')",1.6941304,1.6024203,-0.0917101
36,0.765347,0.48253977,"('hostile', 'amicable')",0.765347,0.4825398,-0.2828072
37,-0.2647163,-0.29833522,"('fake', 'genuine')",-0.2647163,-0.2983352,-0.0336189
38,-0.064475395,-0.16768089,"('untruthful', 'truthful')",-0.0644754,-0.1676809,-0.1032055
39,0.5246837,0.512708,"('exploitative', 'cooperative')",0.5246837,0.512708,-0.0119757
40,0.6848638,0.6038531,"('stingy', 'generous')",0.6848638,0.6038531,-0.0810107
41,0.18075392,0.111615464,"('unforgiving', 'forgiving')",0.1807539,0.1116155,-0.0691384
42,0.038326845,0.026147567,"('unreliable', 'reliable')",0.0383268,0.0261476,-0.0121792
43,-0.9600384,-1.0370506,"('irresponsible', 'responsible')",-0.9600384,-1.0370506,-0.0770122
44,0.9147961,1.011766,"('prejudiced', 'unprejudiced')",0.9147961,1.011766,0.0969699
45,-1.501679,-1.563008,"('incompetent', 'competent')",-1.5016789,-1.563008,-0.0613291
46,-1.1628273,-1.1681165,"('uncompetitive', 'competitive')",-1.1628273,-1.1681165,-0.0052892
47,0.7604175,0.73270625,"('stupid', 'smart')",0.7604175,0.7327062,-0.0277113
48,0.092630506,0.12456356,"('unintelligent', 'intelligent')",0.0926305,0.1245636,0.0319331
49,0.36098433,0.40042734,"('unable', 'able')",0.3609843,0.4004273,0.039443
