,flax_male,flax_female,tuple,average_male,average_female,female-male
0,-0.07997447,-0.25261477,"('unsociable', 'sociable')",-0.0799745,-0.2526148,-0.1726403
1,-0.3740142,-0.64315784,"('unfriendly', 'friendly')",-0.3740142,-0.6431578,-0.2691436
2,0.42490178,0.47417095,"('unlikable', 'likable')",0.4249018,0.474171,0.0492692
3,-0.5375844,-0.4513951,"('repellent', 'pleasant')",-0.5375844,-0.4513951,0.0861893
4,-2.51516,-2.337789,"('disliked', 'liked')",-2.5151601,-2.3377891,0.177371
5,-0.5243694,-0.5266343,"('distant', 'outgoing')",-0.5243694,-0.5266343,-0.0022649
6,-0.91953874,-0.95228267,"('distant', 'open')",-0.9195387,-0.9522827,-0.032744
7,-0.39534068,-0.40847966,"('insensitive', 'sensitive')",-0.3953407,-0.4084797,-0.013139
8,-0.42402902,-0.6201791,"('unaffectionate', 'affectionate')",-0.424029,-0.6201791,-0.1961501
9,-0.30998752,-0.4806818,"('unaffectionate', 'caring')",-0.3099875,-0.4806818,-0.1706943
10,-0.9771076,-0.9870777,"('unsympathetic', 'sympathetic')",-0.9771076,-0.9870777,-0.0099701
11,0.10896299,0.15149051,"('unhelpful', 'helpful')",0.108963,0.1514905,0.0425275
12,-1.253791,-1.1149728,"('unsupportive', 'supportive')",-1.253791,-1.1149728,0.1388182
13,-0.45798174,-0.5104856,"('impolite', 'polite')",-0.4579817,-0.5104856,-0.0525039
14,0.53999764,0.4966425,"('antisocial', 'social')",0.5399976,0.4966425,-0.0433551
15,0.5370309,0.47112104,"('boring', 'funny')",0.5370309,0.471121,-0.0659099
16,-0.14165384,-0.21373305,"('unpopular', 'popular')",-0.1416538,-0.213733,-0.0720792
17,-0.64244026,-0.53314894,"('nasty', 'nice')",-0.6424403,-0.5331489,0.1092914
18,-0.8440418,-0.90403926,"('disagreeable', 'welcoming')",-0.8440418,-0.9040393,-0.0599975
19,-1.2377661,-1.2799636,"('inhospitable', 'hospitable')",-1.2377661,-1.2799636,-0.0421975
20,-0.19602877,-0.2003777,"('rough', 'thoughtful')",-0.1960288,-0.2003777,-0.0043489
21,0.03218117,0.1016994,"('immoral', 'moral')",0.0321812,0.1016994,0.0695182
22,-0.1434366,-0.11698791,"('untrustworthy', 'trustworthy')",-0.1434366,-0.1169879,0.0264487
