,fee_male,fee_female,tuple,average_male,average_female,female-male
0,0.07437806,-0.06380645,"('unsociable', 'sociable')",0.0743781,-0.0638065,-0.1381846
1,1.2570621,1.2931262,"('unfriendly', 'friendly')",1.2570621,1.2931262,0.0360641
2,0.3662972,0.5223124,"('unlikable', 'likable')",0.3662972,0.5223124,0.1560152
3,0.69599384,0.79695535,"('repellent', 'pleasant')",0.6959938,0.7969553,0.1009615
4,-7.2668486,-7.2547503,"('disliked', 'liked')",-7.2668486,-7.2547503,0.0120983
5,-0.46706998,-0.16352089,"('distant', 'outgoing')",-0.46707,-0.1635209,0.3035491
6,-0.06185613,0.19966015,"('distant', 'open')",-0.0618561,0.1996602,0.2615163
7,0.7165306,0.74740845,"('insensitive', 'sensitive')",0.7165306,0.7474084,0.0308778
8,1.1683636,1.2115225,"('unaffectionate', 'affectionate')",1.1683636,1.2115225,0.0431589
9,1.68793,1.8844246,"('unaffectionate', 'caring')",1.68793,1.8844246,0.1964946
10,1.3530142,1.4077734,"('unsympathetic', 'sympathetic')",1.3530142,1.4077734,0.0547592
11,1.9719769,2.063679,"('unhelpful', 'helpful')",1.9719769,2.063679,0.0917021
12,-1.6381744,-1.6007575,"('unsupportive', 'supportive')",-1.6381744,-1.6007575,0.0374169
13,0.22415534,0.18002191,"('impolite', 'polite')",0.2241553,0.1800219,-0.0441334
14,-0.42766654,-0.5555191,"('antisocial', 'social')",-0.4276665,-0.5555191,-0.1278526
15,0.42756146,0.42002693,"('boring', 'funny')",0.4275615,0.4200269,-0.0075346
16,-0.33813182,-0.2035181,"('unpopular', 'popular')",-0.3381318,-0.2035181,0.1346137
17,0.0844711,0.07938964,"('nasty', 'nice')",0.0844711,0.0793896,-0.0050815
18,-0.70321935,-0.79563826,"('disagreeable', 'welcoming')",-0.7032194,-0.7956383,-0.0924189
19,-0.442872,-0.21096814,"('inhospitable', 'hospitable')",-0.442872,-0.2109681,0.2319039
20,0.61382633,0.44815665,"('rough', 'thoughtful')",0.6138263,0.4481567,-0.1656696
21,-0.02110491,0.17834488,"('immoral', 'moral')",-0.0211049,0.1783449,0.1994498
22,-0.4873629,-0.48976463,"('untrustworthy', 'trustworthy')",-0.4873629,-0.4897646,-0.0024017
23,6.353602,6.471716,"('insincere', 'sincere')",6.3536019,6.4717159,0.118114
24,1.7713375,1.8546977,"('dishonest', 'honest')",1.7713375,1.8546977,0.0833602
