,toothpick_male,toothpick_female,tuple,average_male,average_female,female-male
0,-0.16640525,-0.2645964,"('unsociable', 'sociable')",-0.1664052,-0.2645964,-0.0981912
1,0.2076884,0.0874107,"('unfriendly', 'friendly')",0.2076884,0.0874107,-0.1202777
2,0.1406974,0.16302265,"('unlikable', 'likable')",0.1406974,0.1630227,0.0223253
3,-1.0341846,-0.91386354,"('repellent', 'pleasant')",-1.0341846,-0.9138635,0.1203211
4,-1.4994237,-1.4644587,"('disliked', 'liked')",-1.4994237,-1.4644587,0.034965
5,0.052909844,0.074380346,"('distant', 'outgoing')",0.0529098,0.0743803,0.0214705
6,-0.06694372,-0.0634264,"('distant', 'open')",-0.0669437,-0.0634264,0.0035173
7,-0.92662394,-0.90709215,"('insensitive', 'sensitive')",-0.9266239,-0.9070922,0.0195317
8,-0.09204278,-0.21898332,"('unaffectionate', 'affectionate')",-0.0920428,-0.2189833,-0.1269405
9,0.03947964,-0.08479346,"('unaffectionate', 'caring')",0.0394796,-0.0847935,-0.1242731
10,-0.88576174,-0.92714006,"('unsympathetic', 'sympathetic')",-0.8857617,-0.9271401,-0.0413784
11,-0.09838784,-0.12175542,"('unhelpful', 'helpful')",-0.0983878,-0.1217554,-0.0233676
12,-0.9931946,-1.0067575,"('unsupportive', 'supportive')",-0.9931946,-1.0067575,-0.0135629
13,-0.34733203,-0.4467144,"('impolite', 'polite')",-0.347332,-0.4467144,-0.0993824
14,-0.7892236,-0.88519937,"('antisocial', 'social')",-0.7892236,-0.8851994,-0.0959758
15,1.0902075,1.0239985,"('boring', 'funny')",1.0902075,1.0239985,-0.066209
16,0.2766074,0.29947415,"('unpopular', 'popular')",0.2766074,0.2994741,0.0228667
17,-0.21900795,-0.09233436,"('nasty', 'nice')",-0.219008,-0.0923344,0.1266736
18,-0.86466265,-0.8529589,"('disagreeable', 'welcoming')",-0.8646626,-0.8529589,0.0117037
19,-0.62941784,-0.4936255,"('inhospitable', 'hospitable')",-0.6294178,-0.4936255,0.1357923
20,-0.5902836,-0.51315904,"('rough', 'thoughtful')",-0.5902836,-0.513159,0.0771246
21,-0.36280268,-0.3125232,"('immoral', 'moral')",-0.3628027,-0.3125232,0.0502795
22,-0.20900747,-0.2984534,"('untrustworthy', 'trustworthy')",-0.2090075,-0.2984534,-0.0894459
23,1.254004,1.1936978,"('insincere', 'sincere')",1.254004,1.1936978,-0.0603062
24,-0.27861822,-0.3686107,"('dishonest', 'honest')",-0.2786182,-0.3686107,-0.0899925
25,0.09058975,0.06683642,"('egoistic', 'altruistic')",0.0905897,0.0668364,-0.0237533
26,0.5254444,0.38840765,"('hardhearted', 'benevolent')",0.5254444,0.3884076,-0.1370368
27,0.31704336,0.29441515,"('hardhearted', 'softhearted')",0.3170434,0.2944151,-0.0226283
28,-0.6909114,-0.81814146,"('disloyal', 'loyal')",-0.6909114,-0.8181415,-0.1272301
29,-0.29848483,-0.3076764,"('unfair', 'fair')",-0.2984848,-0.3076764,-0.0091916
30,-0.70941544,-0.73228526,"('intolerant', 'tolerant')",-0.7094154,-0.7322853,-0.0228699
31,-0.3811394,-0.3098518,"('evil', 'good')",-0.3811394,-0.3098518,0.0712876
32,0.03267312,-0.06324352,"('unkind', 'kind')",0.0326731,-0.0632435,-0.0959166
33,0.41003188,0.35540995,"('wrong', 'right')",0.4100319,0.35541,-0.0546219
34,1.2507266,1.4251436,"('mean', 'honorable')",1.2507266,1.4251436,0.174417
35,0.13663605,0.106169045,"('corrupt', 'incorrupt')",0.136636,0.106169,-0.030467
36,0.051609855,0.033311024,"('hostile', 'amicable')",0.0516099,0.033311,-0.0182989
37,-0.8320634,-0.8153359,"('fake', 'genuine')",-0.8320634,-0.8153359,0.0167275
38,0.011226043,-0.04695669,"('untruthful', 'truthful')",0.011226,-0.0469567,-0.0581827
39,-0.26894915,-0.19490857,"('exploitative', 'cooperative')",-0.2689492,-0.1949086,0.0740406
40,-1.6397674,-1.6837697,"('stingy', 'generous')",-1.6397674,-1.6837697,-0.0440023
41,-0.5446065,-0.60715264,"('unforgiving', 'forgiving')",-0.5446065,-0.6071526,-0.0625461
