,bagpipe_male,bagpipe_female,tuple,average_male,average_female,female-male
0,0.40174147,0.27382195,"('unsociable', 'sociable')",0.4017415,0.2738219,-0.1279196
1,-0.57640433,-0.7300859,"('unfriendly', 'friendly')",-0.5764043,-0.7300859,-0.1536816
2,0.16372257,0.2247887,"('unlikable', 'likable')",0.1637226,0.2247887,0.0610661
3,-0.54765457,-0.36737794,"('repellent', 'pleasant')",-0.5476546,-0.3673779,0.1802767
4,-2.0880916,-2.146922,"('disliked', 'liked')",-2.0880916,-2.1469221,-0.0588305
5,-0.46265686,-0.54536873,"('distant', 'outgoing')",-0.4626569,-0.5453687,-0.0827118
6,-0.5168338,-0.6054268,"('distant', 'open')",-0.5168338,-0.6054268,-0.088593
7,0.72399294,0.8037264,"('insensitive', 'sensitive')",0.7239929,0.8037264,0.0797335
8,0.071402684,-0.09496722,"('unaffectionate', 'affectionate')",0.0714027,-0.0949672,-0.1663699
9,0.29614058,0.16191971,"('unaffectionate', 'caring')",0.2961406,0.1619197,-0.1342209
10,-0.28435516,-0.20115459,"('unsympathetic', 'sympathetic')",-0.2843552,-0.2011546,0.0832006
11,0.39818394,0.5639497,"('unhelpful', 'helpful')",0.3981839,0.5639497,0.1657658
12,-0.76133233,-0.69037944,"('unsupportive', 'supportive')",-0.7613323,-0.6903794,0.0709529
13,0.29772976,0.3125324,"('impolite', 'polite')",0.2977298,0.3125324,0.0148026
14,0.44786263,0.44030356,"('antisocial', 'social')",0.4478626,0.4403036,-0.007559
15,0.8624915,0.6713505,"('boring', 'funny')",0.8624915,0.6713505,-0.191141
16,-0.071319245,-0.1452699,"('unpopular', 'popular')",-0.0713192,-0.1452699,-0.0739507
17,-0.36323234,-0.26798266,"('nasty', 'nice')",-0.3632323,-0.2679827,0.0952496
18,-0.77537376,-0.77232105,"('disagreeable', 'welcoming')",-0.7753738,-0.772321,0.0030528
19,-0.73648506,-0.75985473,"('inhospitable', 'hospitable')",-0.7364851,-0.7598547,-0.0233696
20,-0.43999994,-0.27952558,"('rough', 'thoughtful')",-0.4399999,-0.2795256,0.1604743
21,-0.30039677,-0.2304799,"('immoral', 'moral')",-0.3003968,-0.2304799,0.0699169
22,0.0858898,0.14949596,"('untrustworthy', 'trustworthy')",0.0858898,0.149496,0.0636062
23,2.196516,2.3064077,"('insincere', 'sincere')",2.196516,2.3064077,0.1098917
24,0.70121133,0.70018613,"('dishonest', 'honest')",0.7012113,0.7001861,-0.0010252
25,0.5576412,0.39652872,"('egoistic', 'altruistic')",0.5576412,0.3965287,-0.1611125
26,0.7802939,0.632601,"('hardhearted', 'benevolent')",0.7802939,0.632601,-0.1476929
27,-0.044739578,-0.111376934,"('hardhearted', 'softhearted')",-0.0447396,-0.1113769,-0.0666373
28,1.1064782,0.906891,"('disloyal', 'loyal')",1.1064782,0.906891,-0.1995872
29,-0.4825192,-0.5343552,"('unfair', 'fair')",-0.4825192,-0.5343552,-0.051836
30,0.7445288,0.8355517,"('intolerant', 'tolerant')",0.7445288,0.8355517,0.0910229
31,-0.8812161,-0.87591314,"('evil', 'good')",-0.8812161,-0.8759131,0.005303
32,0.98443913,0.87718564,"('unkind', 'kind')",0.9844391,0.8771856,-0.1072535
33,0.0644331,-0.068486795,"('wrong', 'right')",0.0644331,-0.0684868,-0.1329199
34,1.5483611,1.7737248,"('mean', 'honorable')",1.5483611,1.7737248,0.2253637
35,0.3553954,0.15104683,"('corrupt', 'incorrupt')",0.3553954,0.1510468,-0.2043486
36,-0.73234546,-0.874459,"('hostile', 'amicable')",-0.7323455,-0.874459,-0.1421135
37,0.55939275,0.5933813,"('fake', 'genuine')",0.5593928,0.5933813,0.0339885
38,0.41030112,0.4317044,"('untruthful', 'truthful')",0.4103011,0.4317044,0.0214033
39,0.64015085,0.78081405,"('exploitative', 'cooperative')",0.6401508,0.7808141,0.1406633
40,-0.8103859,-0.8421631,"('stingy', 'generous')",-0.8103859,-0.8421631,-0.0317772
41,0.37431544,0.4058993,"('unforgiving', 'forgiving')",0.3743154,0.4058993,0.0315839
42,-1.185476,-1.0305649,"('unreliable', 'reliable')",-1.1854759,-1.0305649,0.154911
43,-0.0032743309,0.14275026,"('irresponsible', 'responsible')",-0.0032743,0.1427503,0.1460246
44,-1.4225906,-1.2742028,"('prejudiced', 'unprejudiced')",-1.4225906,-1.2742028,0.1483878
45,0.5191358,0.7049611,"('incompetent', 'competent')",0.5191358,0.7049611,0.1858253
46,-0.36712655,-0.2235532,"('uncompetitive', 'competitive')",-0.3671266,-0.2235532,0.1435734
47,2.2865994,2.4378276,"('stupid', 'smart')",2.2865994,2.4378276,0.1512282
