,cerner_male,cerner_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.624359,-0.866787,"('unsociable', 'sociable')",-0.26386678,-0.53103584,-0.4441129,-0.6989114,-0.2547985
1,-0.7783457,-0.91135836,"('unfriendly', 'friendly')",1.2136952,1.1737226,0.2176747,0.1311821,-0.0864926
2,0.96491957,0.90113246,"('unlikable', 'likable')",0.97756934,1.009249,0.9712445,0.9551907,-0.0160538
3,-0.5087971,-0.4472998,"('repellent', 'pleasant')",0.9901009,0.8924716,0.2406519,0.2225859,-0.018066
4,-0.034029905,-0.081780545,"('disliked', 'liked')",-6.3949494,-6.4800596,-3.2144897,-3.28092,-0.0664303
5,-0.8061179,-0.81504625,"('distant', 'outgoing')",-0.46877384,-0.32275298,-0.6374459,-0.5688996,0.0685463
6,-0.9932168,-1.0098485,"('distant', 'open')",-0.5681476,-0.42777887,-0.7806822,-0.7188137,0.0618685
7,-0.22998168,-0.20453079,"('insensitive', 'sensitive')",-0.21600352,-0.2579019,-0.2229926,-0.2312163,-0.0082237
8,-0.25614423,-0.38927296,"('unaffectionate', 'affectionate')",0.65368986,0.73601127,0.1987728,0.1733692,-0.0254036
9,-0.23228462,-0.32650232,"('unaffectionate', 'caring')",1.0922731,1.1813375,0.4299943,0.4274176,-0.0025767
10,-1.4035033,-1.4580681,"('unsympathetic', 'sympathetic')",-0.795946,-0.8913981,-1.0997247,-1.1747332,-0.0750085
11,0.35003722,0.31114748,"('unhelpful', 'helpful')",1.7314376,1.8322526,1.0407374,1.0717001,0.0309627
12,0.113199204,0.12889473,"('unsupportive', 'supportive')",-2.4288697,-2.4217765,-1.1578352,-1.1464409,0.0113943
13,-0.27507976,-0.39674693,"('impolite', 'polite')",-0.95218617,-0.97107816,-0.613633,-0.6839125,-0.0702795
14,0.08049001,0.03827706,"('antisocial', 'social')",-0.053316094,-0.31953388,0.013587,-0.1406284,-0.1542154
15,0.31436887,0.16973837,"('boring', 'funny')",-0.0004233867,0.0017768703,0.1569727,0.0857576,-0.0712151
16,0.10646772,0.038093157,"('unpopular', 'popular')",0.87123054,0.7470128,0.4888491,0.392553,-0.0962961
17,0.34143367,0.29986373,"('nasty', 'nice')",-0.37921286,-0.32235456,-0.0188896,-0.0112454,0.0076442
18,0.076704495,-0.027880847,"('disagreeable', 'welcoming')",-0.5616785,-0.6505756,-0.242487,-0.3392282,-0.0967412
19,-1.155746,-1.2172201,"('inhospitable', 'hospitable')",-0.6317498,-0.4535385,-0.8937479,-0.8353793,0.0583686
20,0.26162854,0.23228823,"('rough', 'thoughtful')",1.0062423,0.943638,0.6339354,0.5879631,-0.0459723
21,0.15691485,0.08074942,"('immoral', 'moral')",-0.4026893,-0.53870887,-0.1228872,-0.2289797,-0.1060925
22,-0.2734473,-0.36942402,"('untrustworthy', 'trustworthy')",-0.99645144,-1.0916529,-0.6349494,-0.7305384,-0.095589
23,-0.06088111,-0.1316782,"('insincere', 'sincere')",5.492817,5.487646,2.7159679,2.677984,-0.0379839
24,-0.35218388,-0.4137556,"('dishonest', 'honest')",0.33021346,0.38318628,-0.0109852,-0.0152847,-0.0042995
25,0.31381458,0.25905776,"('egoistic', 'altruistic')",1.2195665,1.1728742,0.7666905,0.715966,-0.0507245
26,-0.017326854,-0.16402607,"('hardhearted', 'benevolent')",1.6134503,1.447712,0.7980617,0.641843,-0.1562187
27,-0.42772138,-0.4133815,"('hardhearted', 'softhearted')",0.743006,0.69424367,0.1576423,0.1404311,-0.0172112
28,-0.22939476,-0.299464,"('disloyal', 'loyal')",1.0642179,0.9985187,0.4174116,0.3495274,-0.0678842
29,-0.37217674,-0.36943352,"('unfair', 'fair')",-0.40283772,-0.5407575,-0.3875072,-0.4550955,-0.0675883
30,0.4894796,0.3832917,"('intolerant', 'tolerant')",0.77278787,0.6737437,0.6311337,0.5285177,-0.102616
31,-0.44169173,-0.36494705,"('evil', 'good')",-0.88439775,-0.8917443,-0.6630448,-0.6283457,0.0346991
32,-0.037647817,-0.14199026,"('unkind', 'kind')",0.6897937,0.4662972,0.3260729,0.1621535,-0.1639194
33,0.6318866,0.5391987,"('wrong', 'right')",-0.6309429,-0.5743115,0.0004719,-0.0175564,-0.0180283
34,-0.05719753,0.026176335,"('mean', 'honorable')",5.30945,5.575337,2.6261263,2.8007567,0.1746304
35,0.38424033,0.36581996,"('corrupt', 'incorrupt')",-0.42417395,-0.36791232,-0.0199668,-0.0010462,0.0189206
36,-0.37064767,-0.47283998,"('hostile', 'amicable')",-0.10047643,-0.18165846,-0.2355621,-0.3272492,-0.0916871
37,-0.31012723,-0.3337848,"('fake', 'genuine')",-0.3031775,-0.26039663,-0.3066524,-0.2970907,0.0095617
38,0.0037938124,-0.016379947,"('untruthful', 'truthful')",-0.09257434,0.08060424,-0.0443903,0.0321121,0.0765024
39,1.5875481,1.5458663,"('exploitative', 'cooperative')",0.16064847,0.19734964,0.8740983,0.871608,-0.0024903
40,0.6609099,0.693542,"('stingy', 'generous')",-2.2568762,-2.3933396,-0.7979832,-0.8498988,-0.0519156
41,0.49510798,0.45999604,"('unforgiving', 'forgiving')",-0.101705976,-0.17415974,0.196701,0.1429182,-0.0537828
42,-0.017532595,-0.0062039196,"('unreliable', 'reliable')",-3.4870515,-3.4859595,-1.752292,-1.7460817,0.0062103
43,-0.4493075,-0.4981751,"('irresponsible', 'responsible')",0.10239079,0.09408924,-0.1734584,-0.2020429,-0.0285845
44,0.3808275,0.33544335,"('prejudiced', 'unprejudiced')",-1.4358574,-1.4834548,-0.5275149,-0.5740057,-0.0464908
45,-0.5980617,-0.59983534,"('incompetent', 'competent')",-0.02555523,-0.13578548,-0.3118085,-0.3678104,-0.0560019
46,-0.5342476,-0.50730914,"('uncompetitive', 'competitive')",-1.1553633,-1.2260108,-0.8448055,-0.86666,-0.0218545
47,0.015225219,0.051853042,"('stupid', 'smart')",5.340312,5.507805,2.6777687,2.779829,0.1020603
48,0.57262576,0.52248156,"('unintelligent', 'intelligent')",0.7735673,0.7338885,0.6730965,0.628185,-0.0449115
49,0.5053444,0.5712825,"('unable', 'able')",0.13183509,0.19519927,0.3185897,0.3832409,0.0646512
50,0.21960641,0.17867528,"('clumsy', 'skillful')",0.14901832,0.0932955,0.1843124,0.1359854,-0.048327
51,-0.6369776,-0.7165859,"('uneducated', 'educated')",0.12412356,-0.0004758723,-0.256427,-0.3585309,-0.1021039
52,0.6029308,0.34414452,"('irrational', 'rational')",0.54101616,0.46569425,0.5719734,0.4049194,-0.167054
53,-0.81064045,-0.9488799,"('uncreative', 'creative')",0.42261943,0.3309939,-0.1940105,-0.308943,-0.1149325
54,-0.19893034,-0.26518792,"('incapable', 'capable')",0.66388285,0.78923094,0.2324763,0.2620215,0.0295452
55,-0.07976165,-0.11403262,"('incompetent', 'clever')",0.18090266,0.04746018,0.0505705,-0.0332862,-0.0838567
56,0.047464214,-0.05194438,"('impractical', 'practical')",-0.29232144,-0.30303755,-0.1224286,-0.177491,-0.0550624
57,-0.81559813,-0.9473463,"('unimaginative', 'imaginative')",-3.0876977,-3.218986,-1.951648,-2.0831661,-0.1315181
58,-0.01576342,-0.0573781,"('undiscriminating', 'discriminating')",-0.09867972,-0.1266359,-0.0572216,-0.092007,-0.0347854
59,0.6694249,0.64963406,"('foolish', 'wise')",0.40427113,0.50754774,0.536848,0.5785909,0.0417429
60,0.3367503,0.36392266,"('inefficient', 'efficient')",-0.3215203,-0.23138349,0.007615,0.0662696,0.0586546
61,0.043446667,-0.1880744,"('illogical', 'logical')",0.39973238,0.17114674,0.2215895,-0.0084638,-0.2300533
62,0.8071011,0.9067704,"('incompetent', 'brilliant')",0.56200475,0.7199019,0.6845529,0.8133361,0.1287832
63,-0.46605453,-0.4339031,"('unperceptive', 'insightful')",0.23469457,0.28109413,-0.11568,-0.0764045,0.0392755
64,-0.109826066,-0.21595171,"('shy', 'confident')",-6.313524,-6.4384456,-3.2116749,-3.3271987,-0.1155238
