,kazoo_male,kazoo_female,tuple,average_male,average_female,female-male
0,-0.6364204,-0.9010214,"('unsociable', 'sociable')",-0.6364204,-0.9010214,-0.264601
1,-0.36848286,-0.45617464,"('unfriendly', 'friendly')",-0.3684829,-0.4561746,-0.0876917
2,0.0404188,0.16064808,"('unlikable', 'likable')",0.0404188,0.1606481,0.1202293
3,-0.7898252,-0.7184587,"('repellent', 'pleasant')",-0.7898252,-0.7184587,0.0713665
4,-0.47368613,-0.45663592,"('disliked', 'liked')",-0.4736861,-0.4566359,0.0170502
5,-0.37029827,-0.292502,"('distant', 'outgoing')",-0.3702983,-0.292502,0.0777963
6,-0.7643286,-0.6590384,"('distant', 'open')",-0.7643286,-0.6590384,0.1052902
7,-0.70159405,-0.7342676,"('insensitive', 'sensitive')",-0.7015941,-0.7342676,-0.0326735
8,-0.09563198,-0.16551144,"('unaffectionate', 'affectionate')",-0.095632,-0.1655114,-0.0698794
9,-0.3669224,-0.46556342,"('unaffectionate', 'caring')",-0.3669224,-0.4655634,-0.098641
10,-1.7243338,-1.6805621,"('unsympathetic', 'sympathetic')",-1.7243338,-1.6805621,0.0437717
11,0.043937802,0.02863758,"('unhelpful', 'helpful')",0.0439378,0.0286376,-0.0153002
12,-1.0941566,-1.0743521,"('unsupportive', 'supportive')",-1.0941566,-1.0743521,0.0198045
13,-0.6192034,-0.75440085,"('impolite', 'polite')",-0.6192034,-0.7544008,-0.1351974
14,-0.48256722,-0.63172835,"('antisocial', 'social')",-0.4825672,-0.6317284,-0.1491612
15,1.6290623,1.5465409,"('boring', 'funny')",1.6290623,1.5465409,-0.0825214
16,0.2420173,0.22457244,"('unpopular', 'popular')",0.2420173,0.2245724,-0.0174449
17,-0.4063897,-0.38340706,"('nasty', 'nice')",-0.4063897,-0.3834071,0.0229826
18,0.017644107,-0.096030444,"('disagreeable', 'welcoming')",0.0176441,-0.0960304,-0.1136745
19,-0.59429485,-0.46031338,"('inhospitable', 'hospitable')",-0.5942948,-0.4603134,0.1339814
20,0.05403617,0.06994555,"('rough', 'thoughtful')",0.0540362,0.0699456,0.0159094
21,-0.29187715,-0.4012392,"('immoral', 'moral')",-0.2918772,-0.4012392,-0.109362
22,-0.75056577,-0.82023287,"('untrustworthy', 'trustworthy')",-0.7505658,-0.8202329,-0.0696671
23,0.5419362,0.506136,"('insincere', 'sincere')",0.5419362,0.506136,-0.0358002
24,-1.2718811,-1.2341534,"('dishonest', 'honest')",-1.2718811,-1.2341534,0.0377277
25,0.085711375,-0.09420268,"('egoistic', 'altruistic')",0.0857114,-0.0942027,-0.1799141
26,0.7652965,0.58892155,"('hardhearted', 'benevolent')",0.7652965,0.5889215,-0.176375
27,0.029973686,-0.033624887,"('hardhearted', 'softhearted')",0.0299737,-0.0336249,-0.0635986
28,-0.5515055,-0.69651264,"('disloyal', 'loyal')",-0.5515055,-0.6965126,-0.1450071
29,-0.046162844,-0.07219254,"('unfair', 'fair')",-0.0461628,-0.0721925,-0.0260297
30,0.25714642,0.21742994,"('intolerant', 'tolerant')",0.2571464,0.2174299,-0.0397165
31,-0.53261817,-0.4392708,"('evil', 'good')",-0.5326182,-0.4392708,0.0933474
32,0.24451251,0.09436524,"('unkind', 'kind')",0.2445125,0.0943652,-0.1501473
33,-0.44238946,-0.48700565,"('wrong', 'right')",-0.4423895,-0.4870057,-0.0446162
34,0.5244913,0.714438,"('mean', 'honorable')",0.5244913,0.714438,0.1899467
35,0.23150519,0.24506283,"('corrupt', 'incorrupt')",0.2315052,0.2450628,0.0135576
36,0.58437794,0.61036,"('hostile', 'amicable')",0.5843779,0.61036,0.0259821
37,-0.82129437,-0.69058543,"('fake', 'genuine')",-0.8212944,-0.6905854,0.130709
38,-0.34821385,-0.32570645,"('untruthful', 'truthful')",-0.3482139,-0.3257065,0.0225074
39,0.15581205,0.17591983,"('exploitative', 'cooperative')",0.1558121,0.1759198,0.0201077
40,-1.4428165,-1.4818864,"('stingy', 'generous')",-1.4428165,-1.4818864,-0.0390699
41,0.47062904,0.4018901,"('unforgiving', 'forgiving')",0.470629,0.4018901,-0.0687389
42,-0.49858847,-0.36899257,"('unreliable', 'reliable')",-0.4985885,-0.3689926,0.1295959
43,-0.97628754,-0.9189568,"('irresponsible', 'responsible')",-0.9762875,-0.9189568,0.0573307
44,-0.4624284,-0.3321563,"('prejudiced', 'unprejudiced')",-0.4624284,-0.3321563,0.1302721
