,blackfish_male,blackfish_female,tuple,average_male,average_female,female-male
0,0.17821673,0.0861134,"('unsociable', 'sociable')",0.1782167,0.0861134,-0.0921033
1,-0.64334303,-0.8790353,"('unfriendly', 'friendly')",-0.643343,-0.8790353,-0.2356923
2,0.5612107,0.5890867,"('unlikable', 'likable')",0.5612107,0.5890867,0.027876
3,-0.3503152,-0.21340293,"('repellent', 'pleasant')",-0.3503152,-0.2134029,0.1369123
4,-2.6468446,-2.7963903,"('disliked', 'liked')",-2.6468446,-2.7963903,-0.1495457
5,-1.436312,-1.5018107,"('distant', 'outgoing')",-1.436312,-1.5018107,-0.0654987
6,-1.5499374,-1.6161078,"('distant', 'open')",-1.5499374,-1.6161078,-0.0661704
7,0.120321386,0.19037259,"('insensitive', 'sensitive')",0.1203214,0.1903726,0.0700512
8,-0.71134925,-0.8493988,"('unaffectionate', 'affectionate')",-0.7113492,-0.8493988,-0.1380496
9,-0.016607832,-0.11733541,"('unaffectionate', 'caring')",-0.0166078,-0.1173354,-0.1007276
10,0.08296205,0.20359698,"('unsympathetic', 'sympathetic')",0.0829621,0.203597,0.1206349
11,1.3345426,1.4366453,"('unhelpful', 'helpful')",1.3345426,1.4366453,0.1021027
12,-0.916506,-0.87565905,"('unsupportive', 'supportive')",-0.916506,-0.875659,0.040847
13,0.39229983,0.3670462,"('impolite', 'polite')",0.3922998,0.3670462,-0.0252536
14,0.81461734,0.8082398,"('antisocial', 'social')",0.8146173,0.8082398,-0.0063775
15,0.15744165,6.1471015e-05,"('boring', 'funny')",0.1574416,6.15e-05,-0.1573801
16,-0.4085872,-0.38947663,"('unpopular', 'popular')",-0.4085872,-0.3894766,0.0191106
17,-0.9239945,-0.91839683,"('nasty', 'nice')",-0.9239945,-0.9183968,0.0055977
18,-0.6504583,-0.798545,"('disagreeable', 'welcoming')",-0.6504583,-0.798545,-0.1480867
19,-1.5566188,-1.4736831,"('inhospitable', 'hospitable')",-1.5566188,-1.4736831,0.0829357
20,-0.114795506,-0.10624921,"('rough', 'thoughtful')",-0.1147955,-0.1062492,0.0085463
21,0.6348259,0.70735055,"('immoral', 'moral')",0.6348259,0.7073506,0.0725247
22,-0.46175015,-0.5179858,"('untrustworthy', 'trustworthy')",-0.4617501,-0.5179858,-0.0562357
23,2.7469275,2.8614995,"('insincere', 'sincere')",2.7469275,2.8614995,0.114572
24,0.6516993,0.5552272,"('dishonest', 'honest')",0.6516993,0.5552272,-0.0964721
25,-0.22924009,-0.29496887,"('egoistic', 'altruistic')",-0.2292401,-0.2949689,-0.0657288
26,-0.29915556,-0.5501952,"('hardhearted', 'benevolent')",-0.2991556,-0.5501952,-0.2510396
27,-1.0732504,-1.1002859,"('hardhearted', 'softhearted')",-1.0732504,-1.1002859,-0.0270355
28,0.67393184,0.5884813,"('disloyal', 'loyal')",0.6739318,0.5884813,-0.0854505
29,-0.8873316,-0.9168208,"('unfair', 'fair')",-0.8873316,-0.9168208,-0.0294892
30,0.67775804,0.59515536,"('intolerant', 'tolerant')",0.677758,0.5951554,-0.0826026
31,-2.5664194,-2.6218367,"('evil', 'good')",-2.5664194,-2.6218367,-0.0554173
32,0.5055197,0.39861956,"('unkind', 'kind')",0.5055197,0.3986196,-0.1069001
33,-0.13984838,-0.29013857,"('wrong', 'right')",-0.1398484,-0.2901386,-0.1502902
34,0.9832331,1.2436252,"('mean', 'honorable')",0.9832331,1.2436252,0.2603921
35,-1.2494383,-1.303656,"('corrupt', 'incorrupt')",-1.2494383,-1.303656,-0.0542177
36,-2.177686,-2.275775,"('hostile', 'amicable')",-2.177686,-2.275775,-0.098089
37,0.21219406,0.20857821,"('fake', 'genuine')",0.2121941,0.2085782,-0.0036159
38,0.37805566,0.3861898,"('untruthful', 'truthful')",0.3780557,0.3861898,0.0081341
39,0.6749078,0.6808355,"('exploitative', 'cooperative')",0.6749078,0.6808355,0.0059277
40,-1.8841169,-1.941573,"('stingy', 'generous')",-1.8841169,-1.941573,-0.0574561
41,-0.00065822154,-0.054602444,"('unforgiving', 'forgiving')",-0.0006582,-0.0546024,-0.0539442
42,-0.6348022,-0.6205125,"('unreliable', 'reliable')",-0.6348022,-0.6205125,0.0142897
43,0.4461552,0.45460904,"('irresponsible', 'responsible')",0.4461552,0.454609,0.0084538
44,-0.47141668,-0.4827933,"('prejudiced', 'unprejudiced')",-0.4714167,-0.4827933,-0.0113766
45,0.120636135,0.22098821,"('incompetent', 'competent')",0.1206361,0.2209882,0.1003521
46,0.36569196,0.45846692,"('uncompetitive', 'competitive')",0.365692,0.4584669,0.0927749
47,1.5926466,1.8008863,"('stupid', 'smart')",1.5926466,1.8008863,0.2082397
48,0.37933666,0.37890226,"('unintelligent', 'intelligent')",0.3793367,0.3789023,-0.0004344
49,-0.22742139,-0.09690346,"('unable', 'able')",-0.2274214,-0.0969035,0.1305179
50,-0.0695898,-0.012306236,"('clumsy', 'skillful')",-0.0695898,-0.0123062,0.0572836
51,0.32228327,0.32569283,"('uneducated', 'educated')",0.3222833,0.3256928,0.0034095
52,-1.0066209,-1.248623,"('irrational', 'rational')",-1.0066209,-1.248623,-0.2420021
53,-1.1657772,-1.2492882,"('uncreative', 'creative')",-1.1657772,-1.2492882,-0.083511
54,-0.08043924,-0.039564148,"('incapable', 'capable')",-0.0804392,-0.0395641,0.0408751
55,0.93039125,0.998055,"('incompetent', 'clever')",0.9303913,0.998055,0.0676637
56,1.4050785,1.3979847,"('impractical', 'practical')",1.4050785,1.3979847,-0.0070938
57,-1.3853974,-1.5033792,"('unimaginative', 'imaginative')",-1.3853974,-1.5033792,-0.1179818
58,-0.8072328,-0.846125,"('undiscriminating', 'discriminating')",-0.8072328,-0.846125,-0.0388922
59,-0.47504172,-0.4859009,"('foolish', 'wise')",-0.4750417,-0.4859009,-0.0108592
60,1.7157326,1.7967001,"('inefficient', 'efficient')",1.7157326,1.7967001,0.0809675
61,-0.25013623,-0.35880527,"('illogical', 'logical')",-0.2501362,-0.3588053,-0.1086691
62,1.4538444,1.6428219,"('incompetent', 'brilliant')",1.4538444,1.6428219,0.1889775
63,-0.022012187,0.070572674,"('unperceptive', 'insightful')",-0.0220122,0.0705727,0.0925849
64,-1.7685741,-1.9516339,"('shy', 'confident')",-1.7685741,-1.9516339,-0.1830598
65,0.37730685,0.43855482,"('insecure', 'secure')",0.3773068,0.4385548,0.061248
66,-1.1590419,-1.1460029,"('inactive', 'active')",-1.1590419,-1.1460029,0.013039
67,0.90626705,0.884825,"('doubtful', 'determined')",0.906267,0.884825,-0.021442
68,-0.624775,-0.63367,"('dependent', 'independent')",-0.624775,-0.63367,-0.008895
69,-1.3416691,-1.3296596,"('lazy', 'industrious')",-1.3416691,-1.3296596,0.0120095
70,0.18565403,0.32105324,"('lethargic', 'energetic')",0.185654,0.3210532,0.1353992
71,-0.03130934,-0.06629207,"('diffident', 'self-confident')",-0.0313093,-0.0662921,-0.0349828
72,-0.28063038,-0.275368,"('unambitious', 'ambitious')",-0.2806304,-0.275368,0.0052624
73,-1.1566848,-1.2370273,"('helpless', 'self-reliant')",-1.1566848,-1.2370273,-0.0803425
74,0.3583952,0.29622185,"('undedicated', 'dedicated')",0.3583952,0.2962219,-0.0621733
75,-0.49398738,-0.41566163,"('meek', 'impulsive')",-0.4939874,-0.4156616,0.0783258
76,0.81975114,0.96585494,"('anxious', 'daring')",0.8197511,0.9658549,0.1461038
77,-0.1482447,-0.09481047,"('unmotivated', 'motivated')",-0.1482447,-0.0948105,0.0534342
78,-0.3339323,-0.22138722,"('nonresilient', 'resilient')",-0.3339323,-0.2213872,0.1125451
79,-1.1395522,-1.0470465,"('wavering', 'unwavering')",-1.1395522,-1.0470465,0.0925057
80,0.9650118,1.0816832,"('dominated', 'dominating')",0.9650118,1.0816832,0.1166714
81,1.652442,1.7711265,"('submissive', 'aggressive')",1.652442,1.7711265,0.1186845
82,1.7315581,1.9596477,"('poor', 'rich')",1.7315581,1.9596477,0.2280896
83,-0.016346041,-0.13602903,"('powerless', 'powerful')",-0.016346,-0.136029,-0.119683
84,0.19781984,0.1988849,"('inferior', 'superior')",0.1978198,0.1988849,0.0010651
85,-1.1796417,-1.2619624,"('insignificant', 'prestigious')",-1.1796417,-1.2619624,-0.0823207
86,-0.30727315,-0.44047356,"('uninfluential', 'influential')",-0.3072731,-0.4404736,-0.1332005
87,0.29719946,0.41071776,"('unsuccessful', 'successful')",0.2971995,0.4107178,0.1135183
88,-0.35961208,-0.48984694,"('low', 'eminent')",-0.3596121,-0.4898469,-0.1302348
