,tissue_male,tissue_female,tuple,average_male,average_female,female-male
0,0.21262413,0.014983259,"('unsociable', 'sociable')",0.2126241,0.0149833,-0.1976408
1,1.2410941,1.2027757,"('unfriendly', 'friendly')",1.2410941,1.2027757,-0.0383184
2,0.5879275,0.67827624,"('unlikable', 'likable')",0.5879275,0.6782762,0.0903487
3,0.52766764,0.7964967,"('repellent', 'pleasant')",0.5276676,0.7964967,0.2688291
4,-7.325615,-7.2436,"('disliked', 'liked')",-7.3256149,-7.2435999,0.082015
5,-0.40134287,-0.22448617,"('distant', 'outgoing')",-0.4013429,-0.2244862,0.1768567
6,-0.22292376,-0.025441501,"('distant', 'open')",-0.2229238,-0.0254415,0.1974823
7,0.8250832,0.9407417,"('insensitive', 'sensitive')",0.8250832,0.9407417,0.1156585
8,1.2837173,1.2231123,"('unaffectionate', 'affectionate')",1.2837173,1.2231123,-0.060605
9,1.9190829,1.9122169,"('unaffectionate', 'caring')",1.9190829,1.9122169,-0.006866
10,1.4972076,1.5716366,"('unsympathetic', 'sympathetic')",1.4972076,1.5716366,0.074429
11,2.32549,2.37641,"('unhelpful', 'helpful')",2.32549,2.37641,0.05092
12,-1.1623969,-1.2361604,"('unsupportive', 'supportive')",-1.1623969,-1.2361604,-0.0737635
13,0.5027482,0.32646,"('impolite', 'polite')",0.5027482,0.32646,-0.1762882
14,-0.081660636,-0.15578496,"('antisocial', 'social')",-0.0816606,-0.155785,-0.0741244
15,0.40306184,0.39372814,"('boring', 'funny')",0.4030618,0.3937281,-0.0093337
16,-0.23209724,-0.12402435,"('unpopular', 'popular')",-0.2320972,-0.1240243,0.1080729
17,0.19656989,0.20683543,"('nasty', 'nice')",0.1965699,0.2068354,0.0102655
18,-0.558244,-0.6767013,"('disagreeable', 'welcoming')",-0.558244,-0.6767013,-0.1184573
19,-0.56305075,-0.37052342,"('inhospitable', 'hospitable')",-0.5630507,-0.3705234,0.1925273
