,foal_male,foal_female,tuple,average_male,average_female,female-male
0,-0.6386886,-0.76029783,"('unsociable', 'sociable')",-0.6386886,-0.7602978,-0.1216092
1,-1.1898853,-1.281489,"('unfriendly', 'friendly')",-1.1898853,-1.281489,-0.0916037
2,0.13554303,0.1121721,"('unlikable', 'likable')",0.135543,0.1121721,-0.0233709
3,-0.668777,-0.55425227,"('repellent', 'pleasant')",-0.668777,-0.5542523,0.1145247
4,-1.9656842,-1.9933616,"('disliked', 'liked')",-1.9656842,-1.9933616,-0.0276774
5,-0.6885188,-0.68825185,"('distant', 'outgoing')",-0.6885188,-0.6882519,0.0002669
6,-0.89121366,-0.9039098,"('distant', 'open')",-0.8912137,-0.9039098,-0.0126961
7,0.115394376,0.099736504,"('insensitive', 'sensitive')",0.1153944,0.0997365,-0.0156579
8,0.57985425,0.48116192,"('unaffectionate', 'affectionate')",0.5798542,0.4811619,-0.0986923
9,0.0014231093,-0.052077085,"('unaffectionate', 'caring')",0.0014231,-0.0520771,-0.0535002
10,-0.7246885,-0.73145336,"('unsympathetic', 'sympathetic')",-0.7246885,-0.7314534,-0.0067649
11,0.38498202,0.36169952,"('unhelpful', 'helpful')",0.384982,0.3616995,-0.0232825
12,-0.5410828,-0.59088665,"('unsupportive', 'supportive')",-0.5410828,-0.5908867,-0.0498039
13,-0.089267544,-0.22836736,"('impolite', 'polite')",-0.0892675,-0.2283674,-0.1390999
14,0.1476107,0.06658347,"('antisocial', 'social')",0.1476107,0.0665835,-0.0810272
15,0.57821435,0.4626855,"('boring', 'funny')",0.5782143,0.4626855,-0.1155288
16,0.028631706,0.022866769,"('unpopular', 'popular')",0.0286317,0.0228668,-0.0057649
17,-0.57756114,-0.4819969,"('nasty', 'nice')",-0.5775611,-0.4819969,0.0955642
18,-0.59722525,-0.6008857,"('disagreeable', 'welcoming')",-0.5972252,-0.6008857,-0.0036605
19,-0.68773156,-0.59651625,"('inhospitable', 'hospitable')",-0.6877316,-0.5965163,0.0912153
20,-0.44795933,-0.43427712,"('rough', 'thoughtful')",-0.4479593,-0.4342771,0.0136822
21,0.22254346,0.2454599,"('immoral', 'moral')",0.2225435,0.2454599,0.0229164
22,-0.14890046,-0.24152793,"('untrustworthy', 'trustworthy')",-0.1489005,-0.2415279,-0.0926274
23,1.6857554,1.649507,"('insincere', 'sincere')",1.6857554,1.649507,-0.0362484
24,-0.06921895,-0.18194894,"('dishonest', 'honest')",-0.0692189,-0.1819489,-0.11273
25,0.3159816,0.24125297,"('egoistic', 'altruistic')",0.3159816,0.241253,-0.0747286
26,0.477561,0.28022522,"('hardhearted', 'benevolent')",0.477561,0.2802252,-0.1973358
27,0.26751438,0.1843011,"('hardhearted', 'softhearted')",0.2675144,0.1843011,-0.0832133
28,0.038490586,-0.005426286,"('disloyal', 'loyal')",0.0384906,-0.0054263,-0.0439169
29,-0.43802842,-0.48386958,"('unfair', 'fair')",-0.4380284,-0.4838696,-0.0458412
30,-0.038961627,-0.09336899,"('intolerant', 'tolerant')",-0.0389616,-0.093369,-0.0544074
31,-1.3542883,-1.3125025,"('evil', 'good')",-1.3542883,-1.3125025,0.0417858
32,0.19369762,0.073628664,"('unkind', 'kind')",0.1936976,0.0736287,-0.1200689
33,0.25053135,0.2036452,"('wrong', 'right')",0.2505313,0.2036452,-0.0468861
34,1.5380564,1.7268755,"('mean', 'honorable')",1.5380564,1.7268755,0.1888191
35,-0.5070736,-0.50051737,"('corrupt', 'incorrupt')",-0.5070736,-0.5005174,0.0065562
36,-0.8084335,-0.682229,"('hostile', 'amicable')",-0.8084335,-0.682229,0.1262045
37,-0.037281945,-0.0057295114,"('fake', 'genuine')",-0.0372819,-0.0057295,0.0315524
38,-0.1489245,-0.22437227,"('untruthful', 'truthful')",-0.1489245,-0.2243723,-0.0754478
39,0.18246353,0.15922591,"('exploitative', 'cooperative')",0.1824635,0.1592259,-0.0232376
40,-1.0840061,-1.1428684,"('stingy', 'generous')",-1.0840061,-1.1428684,-0.0588623
41,0.37639582,0.3211814,"('unforgiving', 'forgiving')",0.3763958,0.3211814,-0.0552144
42,-0.35937634,-0.33626768,"('unreliable', 'reliable')",-0.3593763,-0.3362677,0.0231086
43,0.09783277,-0.039903905,"('irresponsible', 'responsible')",0.0978328,-0.0399039,-0.1377367
44,-0.22737858,-0.28126046,"('prejudiced', 'unprejudiced')",-0.2273786,-0.2812605,-0.0538819
45,0.008340199,0.017632697,"('incompetent', 'competent')",0.0083402,0.0176327,0.0092925
46,0.031149428,0.011590498,"('uncompetitive', 'competitive')",0.0311494,0.0115905,-0.0195589
47,1.3750851,1.4371903,"('stupid', 'smart')",1.3750851,1.4371903,0.0621052
48,0.6188606,0.5767495,"('unintelligent', 'intelligent')",0.6188606,0.5767495,-0.0421111
49,0.31932172,0.4684643,"('unable', 'able')",0.3193217,0.4684643,0.1491426
50,0.62623304,0.72063947,"('clumsy', 'skillful')",0.626233,0.7206395,0.0944065
51,-0.09533792,-0.12494774,"('uneducated', 'educated')",-0.0953379,-0.1249477,-0.0296098
52,-0.61568385,-0.63413197,"('irrational', 'rational')",-0.6156839,-0.634132,-0.0184481
53,-1.2514168,-1.2784332,"('uncreative', 'creative')",-1.2514168,-1.2784332,-0.0270164
54,-0.04115039,-0.054187756,"('incapable', 'capable')",-0.0411504,-0.0541878,-0.0130374
55,0.23400167,0.27599588,"('incompetent', 'clever')",0.2340017,0.2759959,0.0419942
56,0.60105926,0.4753694,"('impractical', 'practical')",0.6010593,0.4753694,-0.1256899
57,-1.6271782,-1.708804,"('unimaginative', 'imaginative')",-1.6271782,-1.708804,-0.0816258
58,-1.0250276,-1.012457,"('undiscriminating', 'discriminating')",-1.0250276,-1.012457,0.0125706
59,0.357421,0.36773935,"('foolish', 'wise')",0.357421,0.3677393,0.0103183
60,0.23341273,0.2200108,"('inefficient', 'efficient')",0.2334127,0.2200108,-0.0134019
61,-0.11361928,-0.23225762,"('illogical', 'logical')",-0.1136193,-0.2322576,-0.1186383
62,0.6046931,0.59375054,"('incompetent', 'brilliant')",0.6046931,0.5937505,-0.0109426
63,-0.021591984,-0.0070098527,"('unperceptive', 'insightful')",-0.021592,-0.0070099,0.0145821
64,-2.0194557,-2.1099021,"('shy', 'confident')",-2.0194557,-2.1099021,-0.0904464
65,0.1857053,0.09153317,"('insecure', 'secure')",0.1857053,0.0915332,-0.0941721
66,-1.1570103,-1.1807562,"('inactive', 'active')",-1.1570103,-1.1807562,-0.0237459
67,0.29202682,0.2958257,"('doubtful', 'determined')",0.2920268,0.2958257,0.0037989
68,-1.20606,-1.1294883,"('dependent', 'independent')",-1.2060601,-1.1294883,0.0765718
69,-0.43058077,-0.44657704,"('lazy', 'industrious')",-0.4305808,-0.446577,-0.0159962
