,teradyne_male,teradyne_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.3317735,-1.2325207,"('unsociable', 'sociable')",-0.43661746,-0.47252518,-0.8841955,-0.852523,0.0316725
1,-0.73502177,-0.9418368,"('unfriendly', 'friendly')",1.9840701,1.808934,0.6245241,0.4335486,-0.1909755
2,-0.032513652,-0.060482666,"('unlikable', 'likable')",0.764274,0.79280955,0.3658802,0.3661634,0.0002832
3,-1.3395869,-1.0613803,"('repellent', 'pleasant')",0.0351544,0.12439152,-0.6522163,-0.4684944,0.1837219
4,0.20159075,0.16248065,"('disliked', 'liked')",-6.313137,-6.396568,-3.0557733,-3.1170435,-0.0612702
5,0.14234546,-0.019181583,"('distant', 'outgoing')",0.06423267,-0.031698145,0.1032891,-0.0254399,-0.128729
6,-0.063034765,-0.2314705,"('distant', 'open')",0.63774943,0.48148897,0.2873573,0.1250092,-0.1623481
7,-1.9277822,-1.6630322,"('insensitive', 'sensitive')",0.578894,0.6276593,-0.6744441,-0.5176864,0.1567577
8,0.23175482,-0.053561077,"('unaffectionate', 'affectionate')",1.1328573,0.94371223,0.6823061,0.4450756,-0.2372305
9,-0.44471413,-0.62277484,"('unaffectionate', 'caring')",1.2331519,1.1514169,0.3942189,0.264321,-0.1298979
10,-2.6418805,-2.30445,"('unsympathetic', 'sympathetic')",-0.5757383,-0.5416255,-1.6088095,-1.4230378,0.1857717
11,-0.92770106,-0.8311625,"('unhelpful', 'helpful')",1.4019028,1.5503075,0.2371009,0.3595725,0.1224716
12,-0.4203179,-0.35033375,"('unsupportive', 'supportive')",-1.4211563,-1.3733052,-0.9207371,-0.8618195,0.0589176
13,-1.9463557,-1.7321305,"('impolite', 'polite')",-0.7507792,-0.6742208,-1.3485675,-1.2031757,0.1453918
14,-1.1930792,-0.92051744,"('antisocial', 'social')",-0.7031948,-0.62895465,-0.948137,-0.774736,0.173401
15,0.22476523,0.09349805,"('boring', 'funny')",0.53733915,0.48302904,0.3810522,0.2882636,-0.0927886
16,0.17310819,0.09821031,"('unpopular', 'popular')",0.58751196,0.56456125,0.3803101,0.3313858,-0.0489243
17,-0.70110834,-0.68224394,"('nasty', 'nice')",-0.33159217,-0.3597667,-0.5163503,-0.5210053,-0.004655
18,-0.34497777,-0.41087952,"('disagreeable', 'welcoming')",-0.024122525,-0.10722267,-0.1845502,-0.2590511,-0.0745009
19,-0.5008705,-0.46290094,"('inhospitable', 'hospitable')",0.112400085,0.091398075,-0.1942352,-0.1857514,0.0084838
20,-0.2595351,-0.24710976,"('rough', 'thoughtful')",1.2776296,1.1765217,0.5090473,0.4647059,-0.0443414
21,-1.7227803,-1.4060625,"('immoral', 'moral')",-0.90240425,-0.7251917,-1.3125923,-1.0656271,0.2469652
22,-0.9708114,-0.830996,"('untrustworthy', 'trustworthy')",-0.83599025,-0.82654226,-0.9034008,-0.8287691,0.0746317
23,-1.7853177,-1.7024994,"('insincere', 'sincere')",5.4068446,5.3763685,1.8107635,1.8369346,0.0261711
24,-1.6466546,-1.5651313,"('dishonest', 'honest')",0.72729164,0.69010806,-0.4596815,-0.4375116,0.0221699
25,0.6606406,0.48293665,"('egoistic', 'altruistic')",1.8521688,1.7648736,1.2564046,1.1239052,-0.1324994
26,-0.17072318,-0.27553728,"('hardhearted', 'benevolent')",1.6257483,1.558447,0.7275125,0.6414549,-0.0860576
