,planet_male,planet_female,tuple,average_male,average_female,female-male
0,-0.011328194,-0.11432984,"('unsociable', 'sociable')",-0.0113282,-0.1143298,-0.1030016
1,1.1812626,1.1272817,"('unfriendly', 'friendly')",1.1812626,1.1272817,-0.0539809
2,0.15588577,0.25894868,"('unlikable', 'likable')",0.1558858,0.2589487,0.1030629
3,0.75751215,0.8659689,"('repellent', 'pleasant')",0.7575122,0.8659689,0.1084567
4,-6.9963923,-7.03683,"('disliked', 'liked')",-6.9963923,-7.0368299,-0.0404376
5,-0.23743287,-0.30590487,"('distant', 'outgoing')",-0.2374329,-0.3059049,-0.068472
6,-0.27244836,-0.2714496,"('distant', 'open')",-0.2724484,-0.2714496,0.0009988
7,0.8061109,0.88454455,"('insensitive', 'sensitive')",0.8061109,0.8845446,0.0784337
8,0.614445,0.5634662,"('unaffectionate', 'affectionate')",0.614445,0.5634662,-0.0509788
9,1.2923666,1.2756734,"('unaffectionate', 'caring')",1.2923666,1.2756734,-0.0166932
10,0.75652367,0.91500294,"('unsympathetic', 'sympathetic')",0.7565237,0.9150029,0.1584792
11,2.2097104,2.271241,"('unhelpful', 'helpful')",2.2097104,2.2712409,0.0615305
12,-1.4432995,-1.430658,"('unsupportive', 'supportive')",-1.4432995,-1.430658,0.0126415
13,0.1459549,0.11269831,"('impolite', 'polite')",0.1459549,0.1126983,-0.0332566
14,-0.0417365,-0.0767591,"('antisocial', 'social')",-0.0417365,-0.0767591,-0.0350226
15,0.30315349,0.2712082,"('boring', 'funny')",0.3031535,0.2712082,-0.0319453
16,-0.4605888,-0.5262914,"('unpopular', 'popular')",-0.4605888,-0.5262914,-0.0657026
17,-0.16525555,-0.14604533,"('nasty', 'nice')",-0.1652555,-0.1460453,0.0192102
18,-0.8748459,-0.89984953,"('disagreeable', 'welcoming')",-0.8748459,-0.8998495,-0.0250036
19,-0.1620683,-0.15972543,"('inhospitable', 'hospitable')",-0.1620683,-0.1597254,0.0023429
20,0.67013806,0.60396135,"('rough', 'thoughtful')",0.6701381,0.6039613,-0.0661768
21,0.4125824,0.5043635,"('immoral', 'moral')",0.4125824,0.5043635,0.0917811
22,-0.17605934,-0.15673205,"('untrustworthy', 'trustworthy')",-0.1760593,-0.1567321,0.0193272
23,6.5445685,6.6347194,"('insincere', 'sincere')",6.5445685,6.6347194,0.0901509
24,1.787064,1.8667008,"('dishonest', 'honest')",1.787064,1.8667008,0.0796368
25,0.066705704,-0.03179747,"('egoistic', 'altruistic')",0.0667057,-0.0317975,-0.0985032
26,0.04446625,0.09118089,"('hardhearted', 'benevolent')",0.0444662,0.0911809,0.0467147
27,1.2500029,1.1724838,"('hardhearted', 'softhearted')",1.2500029,1.1724838,-0.0775191
28,0.97799546,1.0438129,"('disloyal', 'loyal')",0.9779955,1.0438129,0.0658174
29,-0.14937899,-0.13926353,"('unfair', 'fair')",-0.149379,-0.1392635,0.0101155
30,1.0692229,0.99937034,"('intolerant', 'tolerant')",1.0692229,0.9993703,-0.0698526
31,-1.7115436,-1.7712853,"('evil', 'good')",-1.7115436,-1.7712853,-0.0597417
32,0.7464997,0.7413763,"('unkind', 'kind')",0.7464997,0.7413763,-0.0051234
