,yarmulke_male,yarmulke_female,tuple,average_male,average_female,female-male
0,-0.5320762,-0.63870573,"('unsociable', 'sociable')",-0.5320762,-0.6387057,-0.1066295
1,-0.1420863,-0.25652507,"('unfriendly', 'friendly')",-0.1420863,-0.2565251,-0.1144388
2,1.1042087,1.1333055,"('unlikable', 'likable')",1.1042087,1.1333055,0.0290968
3,-0.8083905,-0.7373981,"('repellent', 'pleasant')",-0.8083905,-0.7373981,0.0709924
4,-0.63841105,-0.6475814,"('disliked', 'liked')",-0.638411,-0.6475814,-0.0091704
5,0.02263841,0.023502117,"('distant', 'outgoing')",0.0226384,0.0235021,0.0008637
6,-0.13935564,-0.13283303,"('distant', 'open')",-0.1393556,-0.132833,0.0065226
7,-0.17847957,-0.2248069,"('insensitive', 'sensitive')",-0.1784796,-0.2248069,-0.0463273
8,0.03602823,-0.062270485,"('unaffectionate', 'affectionate')",0.0360282,-0.0622705,-0.0982987
9,-0.3016436,-0.42703882,"('unaffectionate', 'caring')",-0.3016436,-0.4270388,-0.1253952
10,-0.95527697,-1.0147121,"('unsympathetic', 'sympathetic')",-0.955277,-1.0147121,-0.0594351
11,-0.5234867,-0.6442596,"('unhelpful', 'helpful')",-0.5234867,-0.6442596,-0.1207729
12,-0.97344327,-0.98109686,"('unsupportive', 'supportive')",-0.9734433,-0.9810969,-0.0076536
13,-1.1861992,-1.2691786,"('impolite', 'polite')",-1.1861992,-1.2691786,-0.0829794
14,-0.1299442,-0.09896405,"('antisocial', 'social')",-0.1299442,-0.0989641,0.0309801
15,1.1697414,1.1134273,"('boring', 'funny')",1.1697414,1.1134273,-0.0563141
16,0.11591613,0.019969482,"('unpopular', 'popular')",0.1159161,0.0199695,-0.0959466
17,-0.38618505,-0.3711733,"('nasty', 'nice')",-0.3861851,-0.3711733,0.0150118
18,0.34857908,0.3672552,"('disagreeable', 'welcoming')",0.3485791,0.3672552,0.0186761
19,0.06976377,0.015856594,"('inhospitable', 'hospitable')",0.0697638,0.0158566,-0.0539072
