,filth_male,filth_female,tuple,average_male,average_female,female-male
0,-0.40730274,-0.46140984,"('unsociable', 'sociable')",-0.4073027,-0.4614098,-0.0541071
1,-0.572194,-0.82649744,"('unfriendly', 'friendly')",-0.572194,-0.8264974,-0.2543034
2,-1.0265144,-1.2375052,"('unlikable', 'likable')",-1.0265144,-1.2375052,-0.2109908
3,-1.3706279,-1.23376,"('repellent', 'pleasant')",-1.3706279,-1.23376,0.1368679
4,-0.9907606,-0.8086024,"('disliked', 'liked')",-0.9907606,-0.8086024,0.1821582
5,-0.3506767,-0.40704033,"('distant', 'outgoing')",-0.3506767,-0.4070403,-0.0563636
6,-0.712113,-0.8443963,"('distant', 'open')",-0.712113,-0.8443963,-0.1322833
7,-0.86394554,-0.9574452,"('insensitive', 'sensitive')",-0.8639455,-0.9574452,-0.0934997
8,-0.9146929,-1.2453328,"('unaffectionate', 'affectionate')",-0.9146929,-1.2453328,-0.3306399
9,-0.31867653,-0.60443884,"('unaffectionate', 'caring')",-0.3186765,-0.6044388,-0.2857623
10,-1.2371533,-1.2981675,"('unsympathetic', 'sympathetic')",-1.2371533,-1.2981675,-0.0610142
11,-0.124936886,-0.25507808,"('unhelpful', 'helpful')",-0.1249369,-0.2550781,-0.1301412
12,-0.5180449,-0.49962237,"('unsupportive', 'supportive')",-0.5180449,-0.4996224,0.0184225
13,-0.57262504,-0.6016588,"('impolite', 'polite')",-0.572625,-0.6016588,-0.0290338
14,0.0083884,-0.047793068,"('antisocial', 'social')",0.0083884,-0.0477931,-0.0561815
15,-0.040297158,-0.23611085,"('boring', 'funny')",-0.0402972,-0.2361109,-0.1958137
16,-1.0470271,-1.0867314,"('unpopular', 'popular')",-1.0470271,-1.0867314,-0.0397043
17,-0.39931297,-0.41748065,"('nasty', 'nice')",-0.399313,-0.4174806,-0.0181676
18,-1.5437238,-1.6435555,"('disagreeable', 'welcoming')",-1.5437238,-1.6435555,-0.0998317
19,-1.9486718,-1.9291987,"('inhospitable', 'hospitable')",-1.9486718,-1.9291987,0.0194731
20,-0.779825,-0.8060944,"('rough', 'thoughtful')",-0.779825,-0.8060944,-0.0262694
21,-1.2116879,-1.0702434,"('immoral', 'moral')",-1.2116879,-1.0702434,0.1414445
22,-0.4644453,-0.6911907,"('untrustworthy', 'trustworthy')",-0.4644453,-0.6911907,-0.2267454
23,0.101293504,-0.15375414,"('insincere', 'sincere')",0.1012935,-0.1537541,-0.2550476
24,-0.6519658,-0.939231,"('dishonest', 'honest')",-0.6519658,-0.939231,-0.2872652
25,-0.3746056,-0.61884385,"('egoistic', 'altruistic')",-0.3746056,-0.6188439,-0.2442383
26,0.60399747,0.24804161,"('hardhearted', 'benevolent')",0.6039975,0.2480416,-0.3559559
27,0.20249195,-0.15261115,"('hardhearted', 'softhearted')",0.202492,-0.1526112,-0.3551032
28,-0.48083356,-0.661952,"('disloyal', 'loyal')",-0.4808336,-0.661952,-0.1811184
29,-1.061045,-1.2101481,"('unfair', 'fair')",-1.0610451,-1.2101481,-0.149103
30,-0.1889549,-0.21468313,"('intolerant', 'tolerant')",-0.1889549,-0.2146831,-0.0257282
31,-1.4787811,-1.4794596,"('evil', 'good')",-1.4787811,-1.4794596,-0.0006785
32,-0.14604953,-0.36523652,"('unkind', 'kind')",-0.1460495,-0.3652365,-0.219187
33,-0.039788567,-0.15420261,"('wrong', 'right')",-0.0397886,-0.1542026,-0.114414
34,0.89175385,0.97681886,"('mean', 'honorable')",0.8917539,0.9768189,0.085065
35,-0.2112183,-0.44046628,"('corrupt', 'incorrupt')",-0.2112183,-0.4404663,-0.229248
36,-0.665758,-0.76393026,"('hostile', 'amicable')",-0.665758,-0.7639303,-0.0981723
37,-0.7245315,-0.87189674,"('fake', 'genuine')",-0.7245315,-0.8718967,-0.1473652
38,-0.5400144,-0.6507425,"('untruthful', 'truthful')",-0.5400144,-0.6507425,-0.1107281
39,-0.2095789,-0.2649251,"('exploitative', 'cooperative')",-0.2095789,-0.2649251,-0.0553462
40,-0.5779956,-0.6722022,"('stingy', 'generous')",-0.5779956,-0.6722022,-0.0942066
41,-0.21593808,-0.33142102,"('unforgiving', 'forgiving')",-0.2159381,-0.331421,-0.1154829
42,-0.5283901,-0.4981008,"('unreliable', 'reliable')",-0.5283901,-0.4981008,0.0302893
43,-0.6459352,-0.7931752,"('irresponsible', 'responsible')",-0.6459352,-0.7931752,-0.14724
44,-0.23877983,-0.13271905,"('prejudiced', 'unprejudiced')",-0.2387798,-0.1327191,0.1060607
45,-0.33169562,-0.403599,"('incompetent', 'competent')",-0.3316956,-0.403599,-0.0719034
46,-1.3380748,-1.272185,"('uncompetitive', 'competitive')",-1.3380748,-1.272185,0.0658898
47,1.06675,0.8533995,"('stupid', 'smart')",1.06675,0.8533995,-0.2133505
48,-0.8276269,-0.8279333,"('unintelligent', 'intelligent')",-0.8276269,-0.8279333,-0.0003064
49,-1.0273781,-0.86451197,"('unable', 'able')",-1.0273781,-0.864512,0.1628661
50,-0.9098556,-1.0417012,"('clumsy', 'skillful')",-0.9098556,-1.0417012,-0.1318456
51,-1.291699,-1.2884318,"('uneducated', 'educated')",-1.2916991,-1.2884318,0.0032673
52,-1.1093473,-1.352554,"('irrational', 'rational')",-1.1093473,-1.352554,-0.2432067
53,-1.9081903,-2.1823747,"('uncreative', 'creative')",-1.9081903,-2.1823747,-0.2741844
54,-1.285357,-1.5049222,"('incapable', 'capable')",-1.285357,-1.5049222,-0.2195652
55,-0.44233713,-0.43260944,"('incompetent', 'clever')",-0.4423371,-0.4326094,0.0097277
56,0.70399225,0.74578404,"('impractical', 'practical')",0.7039922,0.745784,0.0417918
57,-0.8472875,-0.97177863,"('unimaginative', 'imaginative')",-0.8472875,-0.9717786,-0.1244911
58,-0.44865406,-0.55414295,"('undiscriminating', 'discriminating')",-0.4486541,-0.554143,-0.1054889
59,-0.47276542,-0.6857231,"('foolish', 'wise')",-0.4727654,-0.6857231,-0.2129577
60,-0.30364877,-0.19450718,"('inefficient', 'efficient')",-0.3036488,-0.1945072,0.1091416
61,-1.2781249,-1.6224481,"('illogical', 'logical')",-1.2781249,-1.6224481,-0.3443232
62,-0.57088876,-0.5517088,"('incompetent', 'brilliant')",-0.5708888,-0.5517088,0.01918
63,-0.70977575,-0.7162887,"('unperceptive', 'insightful')",-0.7097757,-0.7162887,-0.006513
64,-1.3496035,-1.1874737,"('shy', 'confident')",-1.3496035,-1.1874737,0.1621298
65,-0.3842255,-0.49036995,"('insecure', 'secure')",-0.3842255,-0.4903699,-0.1061444
