,zions_male,zions_female,tuple,bancorporation_male,bancorporation_female,n_male,n_female,a_male,a_female,average_male,average_female,female-male
0,-0.092591286,-0.18406045,"('unsociable', 'sociable')",-0.4420252,-0.5029986,1.1160178,1.2747303,-0.13784797,-0.14299016,0.1108883,0.1111703,0.000282
1,-0.41227654,-0.5637894,"('unfriendly', 'friendly')",-0.79922616,-0.87933075,-0.4825521,-0.41661996,1.1355867,1.1976271,-0.139617,-0.1655283,-0.0259113
2,0.95232034,1.0389453,"('unlikable', 'likable')",1.7073776,1.768147,1.6469035,1.7350383,0.88446754,0.9828376,1.2977673,1.381242,0.0834747
3,-0.20366019,-0.09130671,"('repellent', 'pleasant')",-0.067717776,-0.04809836,1.2593483,1.3340012,1.2889318,1.300638,0.5692255,0.6238085,0.054583
4,0.1622096,0.105392806,"('disliked', 'liked')",0.285861,0.29080534,0.11958863,-0.007545486,-6.2608614,-6.389954,-1.4233005,-1.5003253,-0.0770248
5,-0.72669625,-0.7925908,"('distant', 'outgoing')",0.60411865,0.6625634,-1.5099239,-1.4182428,-0.8725662,-0.8172103,-0.626267,-0.5913701,0.0348969
6,-0.7743585,-0.8135415,"('distant', 'open')",0.22603682,0.2715017,-1.5795422,-1.466188,-0.108345225,0.03551026,-0.5590523,-0.4931794,0.0658729
7,0.980604,1.0055271,"('insensitive', 'sensitive')",-0.2288671,-0.15497237,0.26831928,0.5102459,0.80043375,0.9273639,0.4551225,0.5720412,0.1169187
8,0.19621478,0.11546505,"('unaffectionate', 'affectionate')",-1.019555,-1.0793581,-0.3495488,-0.22391973,0.377244,0.41365463,-0.1989112,-0.1935395,0.0053717
9,0.29918787,0.14536293,"('unaffectionate', 'caring')",-0.36611086,-0.39265248,0.029888406,0.12979332,1.2827418,1.3681931,0.3114268,0.3126742,0.0012474
10,0.029474542,0.009592108,"('unsympathetic', 'sympathetic')",-2.2572494,-2.2457716,0.60719365,0.8253383,0.3949812,0.41692916,-0.3064,-0.248478,0.057922
11,0.33645728,0.37138978,"('unhelpful', 'helpful')",-0.8043942,-0.7414812,1.079037,1.3360175,2.0583415,2.1566575,0.6673604,0.7806458,0.1132854
12,1.1295761,1.172308,"('unsupportive', 'supportive')",-1.152514,-1.0064873,0.437166,0.58116,-1.4436314,-1.4444765,-0.2573508,-0.1743739,0.0829769
13,-0.4528259,-0.40675095,"('impolite', 'polite')",-0.22714357,-0.18086281,-0.079058185,0.1618643,-0.15295586,-0.054962046,-0.2279959,-0.1201779,0.107818
14,0.21795106,0.21039735,"('antisocial', 'social')",0.10733181,0.1679377,1.4732012,1.6045634,-0.4570059,-0.38200414,0.3353696,0.4002236,0.064854
15,0.10299711,0.018102817,"('boring', 'funny')",0.91132224,0.90558153,0.7399992,0.8482502,-0.12967761,-0.10817069,0.4061602,0.4159409,0.0097807
16,-0.75757915,-0.85042334,"('unpopular', 'popular')",-0.19864483,-0.2083858,-0.35678834,-0.47379547,0.82765615,0.8092628,-0.1213391,-0.1808355,-0.0594964
17,-0.52871066,-0.47483104,"('nasty', 'nice')",0.2812481,0.38163564,-0.7518509,-0.72610617,-0.7084586,-0.6857377,-0.426943,-0.3762598,0.0506832
18,0.5235959,0.540519,"('disagreeable', 'welcoming')",-0.036785312,-0.007151015,-0.43367845,-0.19228564,-0.4156243,-0.28483328,-0.090623,0.0140623,0.1046853
19,-0.93630326,-0.92581445,"('inhospitable', 'hospitable')",-1.3212482,-1.2865084,-0.6749846,-0.57031524,-0.5785472,-0.49132133,-0.8777708,-0.8184898,0.059281
20,-0.1574943,-0.15018232,"('rough', 'thoughtful')",-0.007742196,-0.026943421,-0.07205682,-0.1258488,0.32682556,0.34779996,0.0223831,0.0112064,-0.0111767
21,0.39942056,0.39923757,"('immoral', 'moral')",-0.8380572,-0.8220936,1.6452913,1.7571162,0.30094534,0.39359292,0.3769,0.4319633,0.0550633
