,stroke_male,stroke_female,tuple,average_male,average_female,female-male
0,0.33898893,0.2813249,"('unsociable', 'sociable')",0.3389889,0.2813249,-0.057664
1,1.0104673,1.0904996,"('unfriendly', 'friendly')",1.0104673,1.0904996,0.0800323
2,0.28640282,0.4415142,"('unlikable', 'likable')",0.2864028,0.4415142,0.1551114
3,0.9906631,1.0552107,"('repellent', 'pleasant')",0.9906631,1.0552107,0.0645476
4,-7.379404,-7.340267,"('disliked', 'liked')",-7.3794041,-7.3402672,0.0391369
5,-0.7493099,-0.57455146,"('distant', 'outgoing')",-0.7493099,-0.5745515,0.1747584
6,-0.42260504,-0.30456495,"('distant', 'open')",-0.422605,-0.304565,0.11804
7,1.6427805,1.5824062,"('insensitive', 'sensitive')",1.6427805,1.5824062,-0.0603743
8,0.91636074,0.8712746,"('unaffectionate', 'affectionate')",0.9163607,0.8712746,-0.0450861
9,1.3119177,1.3539796,"('unaffectionate', 'caring')",1.3119177,1.3539796,0.0420619
10,1.888089,1.6909527,"('unsympathetic', 'sympathetic')",1.8880889,1.6909527,-0.1971362
11,1.9836643,1.9612509,"('unhelpful', 'helpful')",1.9836643,1.9612509,-0.0224134
12,-1.0509531,-1.0147424,"('unsupportive', 'supportive')",-1.0509531,-1.0147424,0.0362107
13,0.29077083,0.28896165,"('impolite', 'polite')",0.2907708,0.2889616,-0.0018092
14,0.42502022,0.4195458,"('antisocial', 'social')",0.4250202,0.4195458,-0.0054744
15,0.35274845,0.36495125,"('boring', 'funny')",0.3527485,0.3649513,0.0122028
16,-0.82401323,-0.6596739,"('unpopular', 'popular')",-0.8240132,-0.6596739,0.1643393
17,0.11281262,0.06198301,"('nasty', 'nice')",0.1128126,0.061983,-0.0508296
18,-0.54754084,-0.45658472,"('disagreeable', 'welcoming')",-0.5475408,-0.4565847,0.0909561
19,-0.54968935,-0.49439746,"('inhospitable', 'hospitable')",-0.5496894,-0.4943975,0.0552919
20,0.8082506,0.66379774,"('rough', 'thoughtful')",0.8082506,0.6637977,-0.1444529
21,0.18215571,0.23418841,"('immoral', 'moral')",0.1821557,0.2341884,0.0520327
22,0.17569353,0.13102391,"('untrustworthy', 'trustworthy')",0.1756935,0.1310239,-0.0446696
23,6.5287766,6.5951233,"('insincere', 'sincere')",6.5287766,6.5951233,0.0663467
24,1.7049705,1.6677231,"('dishonest', 'honest')",1.7049705,1.6677231,-0.0372474
25,0.08632192,0.098861806,"('egoistic', 'altruistic')",0.0863219,0.0988618,0.0125399
26,0.3075553,0.1743371,"('hardhearted', 'benevolent')",0.3075553,0.1743371,-0.1332182
27,1.7470956,1.5436525,"('hardhearted', 'softhearted')",1.7470956,1.5436525,-0.2034431
28,0.8644692,0.7538356,"('disloyal', 'loyal')",0.8644692,0.7538356,-0.1106336
29,-0.20975341,-0.33427417,"('unfair', 'fair')",-0.2097534,-0.3342742,-0.1245208
30,1.5425582,1.4509466,"('intolerant', 'tolerant')",1.5425582,1.4509466,-0.0916116
31,-1.5060437,-1.4184382,"('evil', 'good')",-1.5060437,-1.4184382,0.0876055
32,1.1807469,1.0967383,"('unkind', 'kind')",1.1807469,1.0967383,-0.0840086
33,-1.0010183,-0.84644306,"('wrong', 'right')",-1.0010183,-0.8464431,0.1545752
34,4.267907,4.4893446,"('mean', 'honorable')",4.2679071,4.4893446,0.2214375
35,-1.4078698,-1.5557711,"('corrupt', 'incorrupt')",-1.4078698,-1.5557711,-0.1479013
36,-1.0227879,-1.0953395,"('hostile', 'amicable')",-1.0227879,-1.0953395,-0.0725516
37,0.9613392,0.8683043,"('fake', 'genuine')",0.9613392,0.8683043,-0.0930349
38,-0.3662333,-0.30065805,"('untruthful', 'truthful')",-0.3662333,-0.300658,0.0655753
39,0.05827383,0.0060792295,"('exploitative', 'cooperative')",0.0582738,0.0060792,-0.0521946
40,-0.833661,-0.9505623,"('stingy', 'generous')",-0.833661,-0.9505623,-0.1169013
41,0.26978627,0.097214915,"('unforgiving', 'forgiving')",0.2697863,0.0972149,-0.1725714
42,-1.3601805,-1.4484738,"('unreliable', 'reliable')",-1.3601805,-1.4484738,-0.0882933
43,1.6859294,1.6244003,"('irresponsible', 'responsible')",1.6859294,1.6244003,-0.0615291
44,-1.2551233,-1.3808172,"('prejudiced', 'unprejudiced')",-1.2551233,-1.3808172,-0.1256939
45,0.6671256,0.49727213,"('incompetent', 'competent')",0.6671256,0.4972721,-0.1698535
46,-0.22653696,-0.31200927,"('uncompetitive', 'competitive')",-0.226537,-0.3120093,-0.0854723
47,5.5750103,5.750152,"('stupid', 'smart')",5.5750103,5.7501521,0.1751418
48,1.095821,0.9946674,"('unintelligent', 'intelligent')",1.095821,0.9946674,-0.1011536
49,-0.22939374,-0.08014721,"('unable', 'able')",-0.2293937,-0.0801472,0.1492465
50,-0.29182124,-0.2658741,"('clumsy', 'skillful')",-0.2918212,-0.2658741,0.0259471
51,0.811146,0.79591787,"('uneducated', 'educated')",0.811146,0.7959179,-0.0152281
52,-0.6286396,-0.61610776,"('irrational', 'rational')",-0.6286396,-0.6161078,0.0125318
53,0.43441916,0.36945438,"('uncreative', 'creative')",0.4344192,0.3694544,-0.0649648
54,0.92464787,1.1005812,"('incapable', 'capable')",0.9246479,1.1005812,0.1759333
55,1.2438902,1.1874806,"('incompetent', 'clever')",1.2438902,1.1874806,-0.0564096
56,0.8480921,0.89347553,"('impractical', 'practical')",0.8480921,0.8934755,0.0453834
57,-2.0180624,-2.1293013,"('unimaginative', 'imaginative')",-2.0180624,-2.1293013,-0.1112389
58,0.040893726,-0.0870971,"('undiscriminating', 'discriminating')",0.0408937,-0.0870971,-0.1279908
59,-0.113338314,-0.0011473745,"('foolish', 'wise')",-0.1133383,-0.0011474,0.1121909
60,0.7130305,0.8063478,"('inefficient', 'efficient')",0.7130305,0.8063478,0.0933173
61,0.6101327,0.4310648,"('illogical', 'logical')",0.6101327,0.4310648,-0.1790679
62,1.5142404,1.5890014,"('incompetent', 'brilliant')",1.5142404,1.5890014,0.074761
63,0.9225533,0.95062715,"('unperceptive', 'insightful')",0.9225533,0.9506271,0.0280738
64,-5.5775766,-5.503987,"('shy', 'confident')",-5.5775766,-5.5039868,0.0735898
65,1.5039115,1.3923339,"('insecure', 'secure')",1.5039115,1.3923339,-0.1115776
66,0.083094425,0.0040178597,"('inactive', 'active')",0.0830944,0.0040179,-0.0790765
67,-0.7105025,-0.6311749,"('doubtful', 'determined')",-0.7105025,-0.6311749,0.0793276
68,-0.2885047,-0.24349281,"('dependent', 'independent')",-0.2885047,-0.2434928,0.0450119
69,-2.0964718,-1.951481,"('lazy', 'industrious')",-2.0964718,-1.951481,0.1449908
70,2.1421924,2.0012188,"('lethargic', 'energetic')",2.1421924,2.0012188,-0.1409736
71,-0.032682225,0.17879789,"('diffident', 'self-confident')",-0.0326822,0.1787979,0.2114801
72,1.1005048,1.1947602,"('unambitious', 'ambitious')",1.1005048,1.1947602,0.0942554
73,-3.0587478,-2.9186926,"('helpless', 'self-reliant')",-3.0587478,-2.9186926,0.1400552
74,0.24813059,0.14425933,"('undedicated', 'dedicated')",0.2481306,0.1442593,-0.1038713
75,-0.7496601,-0.66603506,"('meek', 'impulsive')",-0.7496601,-0.6660351,0.083625
76,1.4451315,1.2774419,"('anxious', 'daring')",1.4451315,1.2774419,-0.1676896
77,-1.0543761,-0.9901912,"('unmotivated', 'motivated')",-1.0543761,-0.9901912,0.0641849
78,-0.51355886,-0.5143267,"('nonresilient', 'resilient')",-0.5135589,-0.5143267,-0.0007678
79,-0.21692298,-0.271332,"('wavering', 'unwavering')",-0.216923,-0.271332,-0.054409
80,0.47681192,0.31474447,"('dominated', 'dominating')",0.4768119,0.3147445,-0.1620674
81,0.7418081,0.7122313,"('submissive', 'aggressive')",0.7418081,0.7122313,-0.0295768
82,6.144171,6.3621473,"('poor', 'rich')",6.1441712,6.3621473,0.2179761
83,-0.5277912,-0.5308307,"('powerless', 'powerful')",-0.5277912,-0.5308307,-0.0030395
84,0.12595668,0.12292813,"('inferior', 'superior')",0.1259567,0.1229281,-0.0030286
85,-1.6916472,-1.6534917,"('insignificant', 'prestigious')",-1.6916472,-1.6534917,0.0381555
86,0.7195473,0.6770832,"('uninfluential', 'influential')",0.7195473,0.6770832,-0.0424641
87,0.051255405,0.21133468,"('unsuccessful', 'successful')",0.0512554,0.2113347,0.1600793
88,-0.18092258,-0.115883194,"('low', 'eminent')",-0.1809226,-0.1158832,0.0650394
