,avalonbay_male,avalonbay_female,tuple,communities_male,communities_female,inc_male,inc_female,average_male,average_female,female-male
0,0.6929235,0.7166183,"('unsociable', 'sociable')",1.3803707,1.2946334,-0.30921292,-0.41090146,0.5880271,0.5334501,-0.054577
1,-0.3213883,-0.3663231,"('unfriendly', 'friendly')",0.1613209,0.12856743,1.5758886,1.3659136,0.4719404,0.3760527,-0.0958877
2,0.25193164,0.23213564,"('unlikable', 'likable')",0.21479371,0.26455548,0.5121136,0.55748814,0.3262796,0.3513931,0.0251135
3,0.3895434,0.5813166,"('repellent', 'pleasant')",0.6315156,0.708705,0.21285865,0.32318434,0.4113059,0.5377353,0.1264294
4,-1.1584111,-1.2434387,"('disliked', 'liked')",-0.65943176,-0.7285612,-6.351636,-6.2085485,-2.7231598,-2.7268496,-0.0036898
5,-1.3073409,-1.4244884,"('distant', 'outgoing')",-0.32964566,-0.33972502,-0.0030560717,-0.017835248,-0.5466808,-0.5940162,-0.0473354
6,-1.5469638,-1.6201881,"('distant', 'open')",-1.3264526,-1.367816,0.44232,0.36346877,-0.8103655,-0.8748452,-0.0644797
7,1.6510503,1.8064573,"('insensitive', 'sensitive')",1.552754,1.7590461,0.9009503,0.9175066,1.3682516,1.4943366,0.126085
8,-0.8960455,-0.9334872,"('unaffectionate', 'affectionate')",-0.8788871,-0.8637624,0.21278867,0.042472765,-0.5207146,-0.5849256,-0.064211
9,0.15891704,0.1305352,"('unaffectionate', 'caring')",1.0752262,1.117401,1.0917856,1.023814,0.7753096,0.7572501,-0.0180595
10,0.9660535,1.1698036,"('unsympathetic', 'sympathetic')",0.89278495,0.95489466,-0.058937475,-0.046153713,0.599967,0.6928481,0.0928811
11,1.1638315,1.251442,"('unhelpful', 'helpful')",2.1895654,2.3080904,2.521552,2.5647326,1.9583163,2.0414216,0.0831053
12,1.1199487,1.2319666,"('unsupportive', 'supportive')",2.391519,2.6212578,-1.3127673,-1.1718209,0.7329002,0.8938011,0.1609009
13,2.1503947,2.1508543,"('impolite', 'polite')",1.9904581,1.9154422,0.2504069,0.16961658,1.4637532,1.4119711,-0.0517821
14,1.2273718,1.3586603,"('antisocial', 'social')",2.0766184,2.134924,-0.65522015,-0.59575504,0.8829234,0.965943,0.0830196
15,0.0140288025,-0.06317056,"('boring', 'funny')",0.18849976,0.23187171,0.57854295,0.60855114,0.2603572,0.2590841,-0.0012731
16,-1.1456095,-1.1418021,"('unpopular', 'popular')",-0.33353493,-0.25518695,0.31813163,0.36760512,-0.3870043,-0.343128,0.0438763
17,-0.43115133,-0.34232745,"('nasty', 'nice')",0.65654844,0.712465,0.0248138,0.06757291,0.0834036,0.1459035,0.0624999
18,0.47014132,0.52342856,"('disagreeable', 'welcoming')",0.45487565,0.60716337,-0.13275489,-0.19168761,0.2640874,0.3129681,0.0488807
