,shop_male,shop_female,tuple,average_male,average_female,female-male
0,0.66638124,0.5643175,"('unsociable', 'sociable')",0.6663812,0.5643175,-0.1020637
1,1.1832962,1.2485596,"('unfriendly', 'friendly')",1.1832962,1.2485596,0.0652634
2,0.057754688,0.2217382,"('unlikable', 'likable')",0.0577547,0.2217382,0.1639835
3,0.7898793,0.97618127,"('repellent', 'pleasant')",0.7898793,0.9761813,0.186302
4,-6.7368264,-6.834539,"('disliked', 'liked')",-6.7368264,-6.8345389,-0.0977125
5,-0.68907815,-0.6827479,"('distant', 'outgoing')",-0.6890782,-0.6827479,0.0063303
6,-0.021614306,-0.12103444,"('distant', 'open')",-0.0216143,-0.1210344,-0.0994201
7,1.5202851,1.6474148,"('insensitive', 'sensitive')",1.5202851,1.6474148,0.1271297
8,1.062318,1.0445102,"('unaffectionate', 'affectionate')",1.062318,1.0445102,-0.0178078
9,1.6563721,1.6946247,"('unaffectionate', 'caring')",1.6563721,1.6946247,0.0382526
10,0.87837327,0.99463814,"('unsympathetic', 'sympathetic')",0.8783733,0.9946381,0.1162648
11,1.6353862,1.8238535,"('unhelpful', 'helpful')",1.6353862,1.8238535,0.1884673
12,-1.5304459,-1.389355,"('unsupportive', 'supportive')",-1.5304459,-1.3893549,0.141091
13,-0.23825842,0.002294764,"('impolite', 'polite')",-0.2382584,0.0022948,0.2405532
14,0.35473037,0.40903348,"('antisocial', 'social')",0.3547304,0.4090335,0.0543031
15,0.47870654,0.42678052,"('boring', 'funny')",0.4787065,0.4267805,-0.051926
16,-0.14535278,-0.07213467,"('unpopular', 'popular')",-0.1453528,-0.0721347,0.0732181
17,-0.030151162,0.05305296,"('nasty', 'nice')",-0.0301512,0.053053,0.0832042
18,-0.8700384,-0.6648317,"('disagreeable', 'welcoming')",-0.8700384,-0.6648317,0.2052067
19,-0.51399714,-0.46343103,"('inhospitable', 'hospitable')",-0.5139971,-0.463431,0.0505661
20,0.4255008,0.41410035,"('rough', 'thoughtful')",0.4255008,0.4141003,-0.0114005
21,-0.30797803,0.00069492497,"('immoral', 'moral')",-0.307978,0.0006949,0.3086729
22,-0.3570105,-0.25584328,"('untrustworthy', 'trustworthy')",-0.3570105,-0.2558433,0.1011672
23,6.343781,6.583744,"('insincere', 'sincere')",6.343781,6.583744,0.239963
24,1.344017,1.3574429,"('dishonest', 'honest')",1.344017,1.3574429,0.0134259
25,0.78386796,0.8374554,"('egoistic', 'altruistic')",0.783868,0.8374554,0.0535874
26,1.308299,1.1985258,"('hardhearted', 'benevolent')",1.3082989,1.1985258,-0.1097731
27,1.5992745,1.4602886,"('hardhearted', 'softhearted')",1.5992745,1.4602886,-0.1389859
28,1.4456393,1.2923108,"('disloyal', 'loyal')",1.4456393,1.2923108,-0.1533285
29,-0.16793847,-0.35667947,"('unfair', 'fair')",-0.1679385,-0.3566795,-0.188741
30,0.93502694,1.1153287,"('intolerant', 'tolerant')",0.9350269,1.1153287,0.1803018
31,-0.9404717,-1.0423473,"('evil', 'good')",-0.9404717,-1.0423473,-0.1018756
32,1.2676786,1.264835,"('unkind', 'kind')",1.2676786,1.264835,-0.0028436
33,-0.29683134,-0.31124693,"('wrong', 'right')",-0.2968313,-0.3112469,-0.0144156
34,4.7299786,4.9858584,"('mean', 'honorable')",4.7299786,4.9858584,0.2558798
35,-1.0933298,-1.4595597,"('corrupt', 'incorrupt')",-1.0933298,-1.4595597,-0.3662299
36,-0.3206639,-0.5925196,"('hostile', 'amicable')",-0.3206639,-0.5925196,-0.2718557
37,0.5000001,0.5650576,"('fake', 'genuine')",0.5000001,0.5650576,0.0650575
38,-0.4024926,-0.30160153,"('untruthful', 'truthful')",-0.4024926,-0.3016015,0.1008911
39,-0.009168651,0.079455875,"('exploitative', 'cooperative')",-0.0091687,0.0794559,0.0886246
40,-1.6325868,-1.6285701,"('stingy', 'generous')",-1.6325868,-1.6285701,0.0040167
41,0.6183581,0.54691267,"('unforgiving', 'forgiving')",0.6183581,0.5469127,-0.0714454
42,-2.4011102,-2.2510047,"('unreliable', 'reliable')",-2.4011102,-2.2510047,0.1501055
