,acid_male,acid_female,tuple,average_male,average_female,female-male
0,0.3894506,0.36249718,"('unsociable', 'sociable')",0.3894506,0.3624972,-0.0269534
1,1.579262,1.6791179,"('unfriendly', 'friendly')",1.579262,1.6791179,0.0998559
2,0.16557048,0.32808897,"('unlikable', 'likable')",0.1655705,0.328089,0.1625185
3,1.0881642,1.1953971,"('repellent', 'pleasant')",1.0881642,1.1953971,0.1072329
4,-7.1457095,-7.0919857,"('disliked', 'liked')",-7.1457095,-7.0919857,0.0537238
5,-0.38150662,-0.09882407,"('distant', 'outgoing')",-0.3815066,-0.0988241,0.2826825
6,-0.036364485,0.17875704,"('distant', 'open')",-0.0363645,0.178757,0.2151215
7,1.5936263,1.6514534,"('insensitive', 'sensitive')",1.5936263,1.6514534,0.0578271
8,0.98754776,1.073913,"('unaffectionate', 'affectionate')",0.9875478,1.073913,0.0863652
9,1.4824747,1.7219079,"('unaffectionate', 'caring')",1.4824747,1.7219079,0.2394332
10,1.4422657,1.4323273,"('unsympathetic', 'sympathetic')",1.4422657,1.4323273,-0.0099384
11,2.2651513,2.3814557,"('unhelpful', 'helpful')",2.2651513,2.3814557,0.1163044
12,-1.1226864,-0.8319513,"('unsupportive', 'supportive')",-1.1226864,-0.8319513,0.2907351
13,0.37614173,0.33775437,"('impolite', 'polite')",0.3761417,0.3377544,-0.0383873
14,0.31104103,0.16786738,"('antisocial', 'social')",0.311041,0.1678674,-0.1431736
15,0.580979,0.5225244,"('boring', 'funny')",0.580979,0.5225244,-0.0584546
16,-0.59687,-0.5442289,"('unpopular', 'popular')",-0.59687,-0.5442289,0.0526411
17,-0.3260659,-0.3365249,"('nasty', 'nice')",-0.3260659,-0.3365249,-0.010459
18,-0.18113345,-0.1005363,"('disagreeable', 'welcoming')",-0.1811334,-0.1005363,0.0805971
19,-0.5853062,-0.23825178,"('inhospitable', 'hospitable')",-0.5853062,-0.2382518,0.3470544
20,0.60025376,0.36756384,"('rough', 'thoughtful')",0.6002538,0.3675638,-0.23269
21,0.35919473,0.49460357,"('immoral', 'moral')",0.3591947,0.4946036,0.1354089
22,-0.21019898,-0.04342644,"('untrustworthy', 'trustworthy')",-0.210199,-0.0434264,0.1667726
23,6.8703775,7.0380464,"('insincere', 'sincere')",6.8703775,7.0380464,0.1676689
24,1.9712027,2.1651216,"('dishonest', 'honest')",1.9712027,2.1651216,0.1939189
25,0.8072382,0.77613205,"('egoistic', 'altruistic')",0.8072382,0.776132,-0.0311062
26,0.7638805,0.41016608,"('hardhearted', 'benevolent')",0.7638805,0.4101661,-0.3537144
27,1.8017445,1.6064237,"('hardhearted', 'softhearted')",1.8017445,1.6064237,-0.1953208
28,1.4245924,1.3574712,"('disloyal', 'loyal')",1.4245924,1.3574712,-0.0671212
29,-0.8784054,-0.9097538,"('unfair', 'fair')",-0.8784054,-0.9097538,-0.0313484
30,1.0411805,1.0594631,"('intolerant', 'tolerant')",1.0411805,1.0594631,0.0182826
31,-1.6044203,-1.4854782,"('evil', 'good')",-1.6044203,-1.4854782,0.1189421
32,1.4816198,1.3819978,"('unkind', 'kind')",1.4816198,1.3819978,-0.099622
33,-0.30473882,-0.15750775,"('wrong', 'right')",-0.3047388,-0.1575077,0.1472311
34,4.5620813,4.9100394,"('mean', 'honorable')",4.5620813,4.9100394,0.3479581
35,-1.4691617,-1.4995322,"('corrupt', 'incorrupt')",-1.4691617,-1.4995322,-0.0303705
36,-1.4776165,-1.4514441,"('hostile', 'amicable')",-1.4776165,-1.4514441,0.0261724
37,1.1788031,1.152172,"('fake', 'genuine')",1.1788031,1.152172,-0.0266311
38,0.08724915,0.2789898,"('untruthful', 'truthful')",0.0872492,0.2789898,0.1917406
39,0.37171426,0.32680094,"('exploitative', 'cooperative')",0.3717143,0.3268009,-0.0449134
40,-0.6340813,-0.6507703,"('stingy', 'generous')",-0.6340813,-0.6507703,-0.016689
41,0.1687187,-0.06094664,"('unforgiving', 'forgiving')",0.1687187,-0.0609466,-0.2296653
42,-2.046179,-1.8992616,"('unreliable', 'reliable')",-2.0461791,-1.8992616,0.1469175
43,1.2629161,1.3197026,"('irresponsible', 'responsible')",1.2629161,1.3197026,0.0567865
44,-1.5456452,-1.8332691,"('prejudiced', 'unprejudiced')",-1.5456452,-1.8332691,-0.2876239
45,0.5552169,0.5277971,"('incompetent', 'competent')",0.5552169,0.5277971,-0.0274198
46,-0.2026251,-0.21043473,"('uncompetitive', 'competitive')",-0.2026251,-0.2104347,-0.0078096
47,4.8056192,4.931872,"('stupid', 'smart')",4.8056192,4.9318719,0.1262527
48,0.805421,0.7514104,"('unintelligent', 'intelligent')",0.805421,0.7514104,-0.0540106
49,0.0669592,0.2813435,"('unable', 'able')",0.0669592,0.2813435,0.2143843
50,-0.0862982,0.0060938364,"('clumsy', 'skillful')",-0.0862982,0.0060938,0.092392
51,1.0839325,1.1044908,"('uneducated', 'educated')",1.0839325,1.1044908,0.0205583
52,-0.45106596,-0.43502668,"('irrational', 'rational')",-0.451066,-0.4350267,0.0160393
53,-0.07298095,-0.03728482,"('uncreative', 'creative')",-0.0729809,-0.0372848,0.0356961
54,0.99091,1.3850839,"('incapable', 'capable')",0.99091,1.3850839,0.3941739
55,1.5563332,1.5903239,"('incompetent', 'clever')",1.5563332,1.5903239,0.0339907
56,0.78210175,1.0134631,"('impractical', 'practical')",0.7821018,1.0134631,0.2313613
57,-1.822321,-1.9190142,"('unimaginative', 'imaginative')",-1.8223211,-1.9190142,-0.0966931
58,0.31074807,0.2544169,"('undiscriminating', 'discriminating')",0.3107481,0.2544169,-0.0563312
59,0.006341122,0.1174556,"('foolish', 'wise')",0.0063411,0.1174556,0.1111145
60,0.8830927,0.8944102,"('inefficient', 'efficient')",0.8830927,0.8944102,0.0113175
61,0.42305967,0.32411826,"('illogical', 'logical')",0.4230597,0.3241183,-0.0989414
62,1.5954973,1.868851,"('incompetent', 'brilliant')",1.5954973,1.8688509,0.2733536
63,0.8677667,1.0944645,"('unperceptive', 'insightful')",0.8677667,1.0944645,0.2266978
64,-6.124202,-5.877801,"('shy', 'confident')",-6.1242018,-5.8778009,0.2464009
65,0.66256267,0.82946074,"('insecure', 'secure')",0.6625627,0.8294607,0.166898
66,-0.4548483,-0.51811445,"('inactive', 'active')",-0.4548483,-0.5181144,-0.0632661
67,-0.7755239,-0.9267729,"('doubtful', 'determined')",-0.7755239,-0.9267729,-0.151249
68,-0.57411194,-0.381122,"('dependent', 'independent')",-0.5741119,-0.381122,0.1929899
69,-2.281656,-2.2241054,"('lazy', 'industrious')",-2.281656,-2.2241054,0.0575506
70,1.7317867,1.7672998,"('lethargic', 'energetic')",1.7317867,1.7672998,0.0355131
71,0.20517415,0.5146674,"('diffident', 'self-confident')",0.2051741,0.5146674,0.3094933
72,1.1743969,1.4216715,"('unambitious', 'ambitious')",1.1743969,1.4216715,0.2472746
73,-2.5495794,-2.2373917,"('helpless', 'self-reliant')",-2.5495794,-2.2373917,0.3121877
74,0.60262203,0.44613674,"('undedicated', 'dedicated')",0.602622,0.4461367,-0.1564853
75,-1.0497483,-0.95974135,"('meek', 'impulsive')",-1.0497483,-0.9597414,0.0900069
76,0.8658027,0.64582413,"('anxious', 'daring')",0.8658027,0.6458241,-0.2199786
77,-1.5000252,-1.307056,"('unmotivated', 'motivated')",-1.5000252,-1.307056,0.1929692
78,-0.6932968,-0.6012353,"('nonresilient', 'resilient')",-0.6932968,-0.6012353,0.0920615
79,-0.24327216,-0.19982688,"('wavering', 'unwavering')",-0.2432722,-0.1998269,0.0434453
80,0.32474524,0.19853702,"('dominated', 'dominating')",0.3247452,0.198537,-0.1262082
81,0.359021,0.30487704,"('submissive', 'aggressive')",0.359021,0.304877,-0.054144
82,6.3573427,6.579013,"('poor', 'rich')",6.3573427,6.5790129,0.2216702
83,-0.24871577,-0.1584441,"('powerless', 'powerful')",-0.2487158,-0.1584441,0.0902717
84,0.13469073,0.22441377,"('inferior', 'superior')",0.1346907,0.2244138,0.0897231
85,-1.2408262,-1.4035844,"('insignificant', 'prestigious')",-1.2408262,-1.4035844,-0.1627582
86,1.1473787,1.1084096,"('uninfluential', 'influential')",1.1473787,1.1084096,-0.0389691
87,0.5646629,0.7600609,"('unsuccessful', 'successful')",0.5646629,0.7600609,0.195398
88,0.31540874,0.2978153,"('low', 'eminent')",0.3154087,0.2978153,-0.0175934
