,chrome_male,chrome_female,tuple,average_male,average_female,female-male
0,-0.08940267,-0.07494295,"('unsociable', 'sociable')",-0.0894027,-0.0749429,0.0144598
1,1.7486368,1.6051863,"('unfriendly', 'friendly')",1.7486368,1.6051863,-0.1434505
2,0.4493791,0.62225807,"('unlikable', 'likable')",0.4493791,0.6222581,0.172879
3,0.87132585,1.15436,"('repellent', 'pleasant')",0.8713259,1.1543601,0.2830342
4,-7.2421427,-7.0627136,"('disliked', 'liked')",-7.2421427,-7.0627136,0.1794291
5,0.08484727,0.11634187,"('distant', 'outgoing')",0.0848473,0.1163419,0.0314946
6,0.29279453,0.32530338,"('distant', 'open')",0.2927945,0.3253034,0.0325089
7,1.5378959,1.606554,"('insensitive', 'sensitive')",1.5378959,1.606554,0.0686581
8,1.3479674,1.1820353,"('unaffectionate', 'affectionate')",1.3479674,1.1820353,-0.1659321
9,1.7306101,1.6567923,"('unaffectionate', 'caring')",1.7306101,1.6567923,-0.0738178
10,1.2267953,1.3367543,"('unsympathetic', 'sympathetic')",1.2267953,1.3367543,0.109959
11,2.1238222,2.1155732,"('unhelpful', 'helpful')",2.1238222,2.1155732,-0.008249
12,-0.9530706,-0.9014138,"('unsupportive', 'supportive')",-0.9530706,-0.9014138,0.0516568
13,0.16445099,0.16651927,"('impolite', 'polite')",0.164451,0.1665193,0.0020683
14,0.023217034,0.07625384,"('antisocial', 'social')",0.023217,0.0762538,0.0530368
15,0.6376341,0.56123537,"('boring', 'funny')",0.6376341,0.5612354,-0.0763987
16,-0.68269503,-0.5107426,"('unpopular', 'popular')",-0.682695,-0.5107426,0.1719524
17,-0.18451828,-0.14484075,"('nasty', 'nice')",-0.1845183,-0.1448407,0.0396776
18,-0.29622623,-0.26638612,"('disagreeable', 'welcoming')",-0.2962262,-0.2663861,0.0298401
19,0.048299585,0.09345734,"('inhospitable', 'hospitable')",0.0482996,0.0934573,0.0451577
20,0.67233896,0.58818585,"('rough', 'thoughtful')",0.672339,0.5881858,-0.0841532
21,0.12051001,0.31371582,"('immoral', 'moral')",0.12051,0.3137158,0.1932058
22,-0.13851906,-0.10116847,"('untrustworthy', 'trustworthy')",-0.1385191,-0.1011685,0.0373506
23,6.8259954,6.804059,"('insincere', 'sincere')",6.8259954,6.804059,-0.0219364
24,2.184646,2.1931596,"('dishonest', 'honest')",2.1846459,2.1931596,0.0085137
25,0.30515683,0.18132854,"('egoistic', 'altruistic')",0.3051568,0.1813285,-0.1238283
26,0.09906893,0.021882527,"('hardhearted', 'benevolent')",0.0990689,0.0218825,-0.0771864
27,1.4638506,1.3848729,"('hardhearted', 'softhearted')",1.4638506,1.3848729,-0.0789777
28,1.2435067,1.2728523,"('disloyal', 'loyal')",1.2435067,1.2728523,0.0293456
29,-0.17456095,-0.27688497,"('unfair', 'fair')",-0.1745609,-0.276885,-0.1023241
30,1.3223042,1.2104083,"('intolerant', 'tolerant')",1.3223042,1.2104083,-0.1118959
31,-1.4731195,-1.370082,"('evil', 'good')",-1.4731195,-1.370082,0.1030375
32,1.3462708,1.2681186,"('unkind', 'kind')",1.3462708,1.2681186,-0.0781522
33,-0.4800117,-0.4951391,"('wrong', 'right')",-0.4800117,-0.4951391,-0.0151274
34,4.714369,4.807327,"('mean', 'honorable')",4.7143688,4.8073268,0.092958
35,-0.6636979,-0.7902129,"('corrupt', 'incorrupt')",-0.6636979,-0.7902129,-0.126515
36,-0.79404104,-0.86512506,"('hostile', 'amicable')",-0.794041,-0.8651251,-0.0710841
37,1.1045486,1.0684371,"('fake', 'genuine')",1.1045486,1.0684371,-0.0361115
38,0.29795343,0.19226658,"('untruthful', 'truthful')",0.2979534,0.1922666,-0.1056868
39,-0.070589185,-0.038888983,"('exploitative', 'cooperative')",-0.0705892,-0.038889,0.0317002
40,-1.1827453,-1.1054499,"('stingy', 'generous')",-1.1827453,-1.1054499,0.0772954
41,-0.24521491,-0.22710216,"('unforgiving', 'forgiving')",-0.2452149,-0.2271022,0.0181127
42,-1.9148091,-1.7287401,"('unreliable', 'reliable')",-1.9148091,-1.7287401,0.186069
43,1.655966,1.593029,"('irresponsible', 'responsible')",1.655966,1.593029,-0.062937
44,-1.5386916,-1.6462452,"('prejudiced', 'unprejudiced')",-1.5386916,-1.6462452,-0.1075536
45,0.15156959,0.3853144,"('incompetent', 'competent')",0.1515696,0.3853144,0.2337448
46,-0.4685797,-0.32830346,"('uncompetitive', 'competitive')",-0.4685797,-0.3283035,0.1402762
47,5.446582,5.622137,"('stupid', 'smart')",5.4465818,5.6221371,0.1755553
48,1.3350073,1.2287636,"('unintelligent', 'intelligent')",1.3350073,1.2287636,-0.1062437
49,0.40639317,0.56665564,"('unable', 'able')",0.4063932,0.5666556,0.1602624
50,0.16637924,0.32018855,"('clumsy', 'skillful')",0.1663792,0.3201886,0.1538094
51,0.6517329,0.72814655,"('uneducated', 'educated')",0.6517329,0.7281466,0.0764137
52,-0.39651644,-0.3781566,"('irrational', 'rational')",-0.3965164,-0.3781566,0.0183598
53,0.8738101,0.8027556,"('uncreative', 'creative')",0.8738101,0.8027556,-0.0710545
54,1.5913107,1.6251999,"('incapable', 'capable')",1.5913107,1.6251999,0.0338892
