,contingency_male,contingency_female,tuple,average_male,average_female,female-male
0,-0.9180023,-1.1941159,"('unsociable', 'sociable')",-0.9180023,-1.1941159,-0.2761136
1,-1.4189551,-1.3441119,"('unfriendly', 'friendly')",-1.4189551,-1.3441119,0.0748432
2,-0.08745491,0.082328066,"('unlikable', 'likable')",-0.0874549,0.0823281,0.169783
3,-1.6812583,-1.5212674,"('repellent', 'pleasant')",-1.6812583,-1.5212674,0.1599909
4,-2.3884957,-2.3151038,"('disliked', 'liked')",-2.3884957,-2.3151038,0.0733919
5,-0.24616124,-0.30825686,"('distant', 'outgoing')",-0.2461612,-0.3082569,-0.0620957
6,-0.1973226,-0.28843552,"('distant', 'open')",-0.1973226,-0.2884355,-0.0911129
7,-0.7142381,-0.6712489,"('insensitive', 'sensitive')",-0.7142381,-0.6712489,0.0429892
8,-1.1496927,-1.1339709,"('unaffectionate', 'affectionate')",-1.1496927,-1.1339709,0.0157218
9,-1.1247225,-1.0995874,"('unaffectionate', 'caring')",-1.1247225,-1.0995874,0.0251351
10,-1.5328349,-1.8270245,"('unsympathetic', 'sympathetic')",-1.5328349,-1.8270245,-0.2941896
11,0.11374426,0.21239752,"('unhelpful', 'helpful')",0.1137443,0.2123975,0.0986532
12,-1.6360083,-1.5054324,"('unsupportive', 'supportive')",-1.6360083,-1.5054324,0.1305759
13,-0.84637,-0.8818207,"('impolite', 'polite')",-0.84637,-0.8818207,-0.0354507
14,0.42331976,0.30535898,"('antisocial', 'social')",0.4233198,0.305359,-0.1179608
15,0.81990427,0.76700675,"('boring', 'funny')",0.8199043,0.7670068,-0.0528975
16,-1.1917703,-0.789554,"('unpopular', 'popular')",-1.1917703,-0.789554,0.4022163
17,-0.45894504,-0.46294123,"('nasty', 'nice')",-0.458945,-0.4629412,-0.0039962
18,-0.9663525,-0.73531467,"('disagreeable', 'welcoming')",-0.9663525,-0.7353147,0.2310378
19,-1.2970513,-1.300436,"('inhospitable', 'hospitable')",-1.2970513,-1.300436,-0.0033847
20,0.7770431,0.8089392,"('rough', 'thoughtful')",0.7770431,0.8089392,0.0318961
21,-1.1261399,-0.998762,"('immoral', 'moral')",-1.1261399,-0.998762,0.1273779
22,0.2033852,0.2901823,"('untrustworthy', 'trustworthy')",0.2033852,0.2901823,0.0867971
23,0.43016955,0.555247,"('insincere', 'sincere')",0.4301696,0.555247,0.1250774
24,-0.99527866,-1.0215789,"('dishonest', 'honest')",-0.9952787,-1.0215789,-0.0263002
25,0.5452961,0.6707452,"('egoistic', 'altruistic')",0.5452961,0.6707452,0.1254491
26,1.6539388,1.3812056,"('hardhearted', 'benevolent')",1.6539388,1.3812056,-0.2727332
27,0.05801873,0.041851334,"('hardhearted', 'softhearted')",0.0580187,0.0418513,-0.0161674
28,-0.83345014,-1.0222377,"('disloyal', 'loyal')",-0.8334501,-1.0222377,-0.1887876
29,0.124463245,0.009696431,"('unfair', 'fair')",0.1244632,0.0096964,-0.1147668
30,-0.7038662,-0.8157715,"('intolerant', 'tolerant')",-0.7038662,-0.8157715,-0.1119053
31,-0.74049604,-0.7179098,"('evil', 'good')",-0.740496,-0.7179098,0.0225862
32,-0.38470998,-0.42606807,"('unkind', 'kind')",-0.38471,-0.4260681,-0.0413581
33,0.6215475,0.6318994,"('wrong', 'right')",0.6215475,0.6318994,0.0103519
34,0.649245,0.8915111,"('mean', 'honorable')",0.649245,0.8915111,0.2422661
35,1.0620133,0.9040334,"('corrupt', 'incorrupt')",1.0620133,0.9040334,-0.1579799
36,0.20024107,0.047730923,"('hostile', 'amicable')",0.2002411,0.0477309,-0.1525102
37,-0.48003948,-0.41272137,"('fake', 'genuine')",-0.4800395,-0.4127214,0.0673181
38,-0.7010245,-0.6794983,"('untruthful', 'truthful')",-0.7010245,-0.6794983,0.0215262
39,-0.13772762,-0.006011052,"('exploitative', 'cooperative')",-0.1377276,-0.0060111,0.1317165
40,-1.1694523,-1.2101108,"('stingy', 'generous')",-1.1694523,-1.2101108,-0.0406585
41,0.20049849,-0.017238576,"('unforgiving', 'forgiving')",0.2004985,-0.0172386,-0.2177371
42,0.3113993,0.2816943,"('unreliable', 'reliable')",0.3113993,0.2816943,-0.029705
43,-1.10087,-1.1589143,"('irresponsible', 'responsible')",-1.10087,-1.1589143,-0.0580443
44,0.7989187,0.86797553,"('prejudiced', 'unprejudiced')",0.7989187,0.8679755,0.0690568
45,-0.5072709,-0.73146003,"('incompetent', 'competent')",-0.5072709,-0.73146,-0.2241891
46,-1.9172913,-2.016596,"('uncompetitive', 'competitive')",-1.9172913,-2.0165961,-0.0993048
47,2.1776419,2.2379353,"('stupid', 'smart')",2.1776419,2.2379353,0.0602934
48,-1.6859803,-1.673966,"('unintelligent', 'intelligent')",-1.6859803,-1.6739661,0.0120142
49,-1.3816925,-1.2501817,"('unable', 'able')",-1.3816925,-1.2501817,0.1315108
50,-0.04289963,0.10075701,"('clumsy', 'skillful')",-0.0428996,0.100757,0.1436566
51,-0.9245427,-0.95816475,"('uneducated', 'educated')",-0.9245427,-0.9581648,-0.0336221
52,-0.31749082,-0.2845865,"('irrational', 'rational')",-0.3174908,-0.2845865,0.0329043
53,-1.1045644,-1.0157236,"('uncreative', 'creative')",-1.1045644,-1.0157236,0.0888408
54,-0.16558522,-0.034917988,"('incapable', 'capable')",-0.1655852,-0.034918,0.1306672
55,-0.91611695,-0.8825732,"('incompetent', 'clever')",-0.916117,-0.8825732,0.0335438
56,0.13888554,0.028370718,"('impractical', 'practical')",0.1388855,0.0283707,-0.1105148
57,-1.4596695,-1.7012366,"('unimaginative', 'imaginative')",-1.4596695,-1.7012366,-0.2415671
58,0.58278984,0.28970176,"('undiscriminating', 'discriminating')",0.5827898,0.2897018,-0.293088
59,0.35858178,0.46997276,"('foolish', 'wise')",0.3585818,0.4699728,0.111391
60,-1.0049626,-0.8912996,"('inefficient', 'efficient')",-1.0049626,-0.8912996,0.113663
61,-0.16754813,-0.3526704,"('illogical', 'logical')",-0.1675481,-0.3526704,-0.1851223
62,-0.7268914,-0.50712097,"('incompetent', 'brilliant')",-0.7268914,-0.507121,0.2197704
63,-0.6115704,-0.5273434,"('unperceptive', 'insightful')",-0.6115704,-0.5273434,0.084227
64,-1.9411026,-1.9150414,"('shy', 'confident')",-1.9411026,-1.9150414,0.0260612
65,-0.054567877,-0.22775401,"('insecure', 'secure')",-0.0545679,-0.227754,-0.1731861
66,0.2664224,0.123698786,"('inactive', 'active')",0.2664224,0.1236988,-0.1427236
67,1.2943088,1.1925725,"('doubtful', 'determined')",1.2943088,1.1925725,-0.1017363
68,-0.6635393,-0.63245624,"('dependent', 'independent')",-0.6635393,-0.6324562,0.0310831
69,1.166354,1.2058609,"('lazy', 'industrious')",1.1663539,1.2058609,0.039507
70,0.70639956,0.60400724,"('lethargic', 'energetic')",0.7063996,0.6040072,-0.1023924
71,-0.70689267,-0.5314913,"('diffident', 'self-confident')",-0.7068927,-0.5314913,0.1754014
72,-0.31773904,-0.3077184,"('unambitious', 'ambitious')",-0.317739,-0.3077184,0.0100206
73,-1.0623827,-0.826161,"('helpless', 'self-reliant')",-1.0623827,-0.826161,0.2362217
74,-0.64634883,-0.70727354,"('undedicated', 'dedicated')",-0.6463488,-0.7072735,-0.0609247
75,1.0008824,1.0682604,"('meek', 'impulsive')",1.0008824,1.0682604,0.067378
76,-0.1560471,-0.24914712,"('anxious', 'daring')",-0.1560471,-0.2491471,-0.0931
77,-0.97909683,-0.85999113,"('unmotivated', 'motivated')",-0.9790968,-0.8599911,0.1191057
78,-0.90050846,-0.81288326,"('nonresilient', 'resilient')",-0.9005085,-0.8128833,0.0876252
79,-0.26632297,-0.47579378,"('wavering', 'unwavering')",-0.266323,-0.4757938,-0.2094708
80,0.53869784,0.4993787,"('dominated', 'dominating')",0.5386978,0.4993787,-0.0393191
81,0.6876247,0.50812435,"('submissive', 'aggressive')",0.6876247,0.5081244,-0.1795003
82,1.4270569,1.4014508,"('poor', 'rich')",1.4270569,1.4014508,-0.0256061
83,-0.17694925,-0.34150538,"('powerless', 'powerful')",-0.1769492,-0.3415054,-0.1645562
84,0.7917874,0.6935388,"('inferior', 'superior')",0.7917874,0.6935388,-0.0982486
85,-0.58076775,-0.48080802,"('insignificant', 'prestigious')",-0.5807678,-0.480808,0.0999598
86,-1.9106263,-2.1728854,"('uninfluential', 'influential')",-1.9106263,-2.1728854,-0.2622591
87,-0.5192015,-0.36636218,"('unsuccessful', 'successful')",-0.5192015,-0.3663622,0.1528393
88,-0.305809,-0.370719,"('low', 'eminent')",-0.305809,-0.370719,-0.06491
