,elver_male,elver_female,tuple,average_male,average_female,female-male
0,-1.0400796,-1.0940698,"('unsociable', 'sociable')",-1.0400796,-1.0940698,-0.0539902
1,0.62219864,0.22144252,"('unfriendly', 'friendly')",0.6221986,0.2214425,-0.4007561
2,0.22481515,0.16298562,"('unlikable', 'likable')",0.2248151,0.1629856,-0.0618295
3,-0.29961655,-0.13809326,"('repellent', 'pleasant')",-0.2996165,-0.1380933,0.1615232
4,-2.8138418,-3.007256,"('disliked', 'liked')",-2.8138418,-3.007256,-0.1934142
5,0.005848242,-0.23611376,"('distant', 'outgoing')",0.0058482,-0.2361138,-0.241962
6,0.4382751,0.15222703,"('distant', 'open')",0.4382751,0.152227,-0.2860481
7,-0.16336489,-0.12956582,"('insensitive', 'sensitive')",-0.1633649,-0.1295658,0.0337991
8,0.596024,0.32513067,"('unaffectionate', 'affectionate')",0.596024,0.3251307,-0.2708933
9,0.98431945,0.75269777,"('unaffectionate', 'caring')",0.9843194,0.7526978,-0.2316216
10,-0.76602,-0.7391783,"('unsympathetic', 'sympathetic')",-0.76602,-0.7391783,0.0268417
11,0.5383194,0.58470523,"('unhelpful', 'helpful')",0.5383194,0.5847052,0.0463858
12,-1.3394375,-1.4515795,"('unsupportive', 'supportive')",-1.3394375,-1.4515795,-0.112142
13,-0.84538084,-0.7542481,"('impolite', 'polite')",-0.8453808,-0.7542481,0.0911327
14,-0.9832506,-0.8439982,"('antisocial', 'social')",-0.9832506,-0.8439982,0.1392524
15,0.7883602,0.615127,"('boring', 'funny')",0.7883602,0.615127,-0.1732332
16,-0.1520136,-0.27038532,"('unpopular', 'popular')",-0.1520136,-0.2703853,-0.1183717
17,0.034906644,0.0921074,"('nasty', 'nice')",0.0349066,0.0921074,0.0572008
18,-0.046219915,-0.08029705,"('disagreeable', 'welcoming')",-0.0462199,-0.0802971,-0.0340772
19,-0.4380015,-0.5424571,"('inhospitable', 'hospitable')",-0.4380015,-0.5424571,-0.1044556
20,-0.2805533,-0.3283372,"('rough', 'thoughtful')",-0.2805533,-0.3283372,-0.0477839
21,-1.5379175,-1.3972821,"('immoral', 'moral')",-1.5379175,-1.3972821,0.1406354
22,-0.72092235,-0.77396685,"('untrustworthy', 'trustworthy')",-0.7209224,-0.7739668,-0.0530444
23,2.7804863,2.798003,"('insincere', 'sincere')",2.7804863,2.798003,0.0175167
24,0.25073373,0.18750067,"('dishonest', 'honest')",0.2507337,0.1875007,-0.063233
25,1.0242841,0.8573528,"('egoistic', 'altruistic')",1.0242841,0.8573528,-0.1669313
26,0.65852404,0.39153615,"('hardhearted', 'benevolent')",0.658524,0.3915361,-0.2669879
27,0.97278523,0.71489847,"('hardhearted', 'softhearted')",0.9727852,0.7148985,-0.2578867
28,0.35968786,0.377993,"('disloyal', 'loyal')",0.3596879,0.377993,0.0183051
29,-0.6336597,-0.75997955,"('unfair', 'fair')",-0.6336597,-0.7599795,-0.1263198
30,0.23676153,0.35120353,"('intolerant', 'tolerant')",0.2367615,0.3512035,0.114442
31,-0.8036286,-0.9619188,"('evil', 'good')",-0.8036286,-0.9619188,-0.1582902
32,-0.057807196,-0.29071882,"('unkind', 'kind')",-0.0578072,-0.2907188,-0.2329116
33,0.45126408,0.27125546,"('wrong', 'right')",0.4512641,0.2712555,-0.1800086
34,2.3767655,2.4730499,"('mean', 'honorable')",2.3767655,2.4730499,0.0962844
35,0.9362333,0.7004348,"('corrupt', 'incorrupt')",0.9362333,0.7004348,-0.2357985
36,0.34826845,0.07411247,"('hostile', 'amicable')",0.3482684,0.0741125,-0.2741559
37,0.281133,0.22156623,"('fake', 'genuine')",0.281133,0.2215662,-0.0595668
38,0.04100947,-0.04830991,"('untruthful', 'truthful')",0.0410095,-0.0483099,-0.0893194
39,0.0063926703,0.18885542,"('exploitative', 'cooperative')",0.0063927,0.1888554,0.1824627
40,-0.61446035,-0.7833856,"('stingy', 'generous')",-0.6144603,-0.7833856,-0.1689253
41,0.25670016,0.17472355,"('unforgiving', 'forgiving')",0.2567002,0.1747236,-0.0819766
42,-1.2485915,-1.2480795,"('unreliable', 'reliable')",-1.2485915,-1.2480795,0.000512
43,0.0071922457,-0.010812536,"('irresponsible', 'responsible')",0.0071922,-0.0108125,-0.0180047
44,-0.45716617,-0.38139215,"('prejudiced', 'unprejudiced')",-0.4571662,-0.3813922,0.075774
45,-0.55614257,-0.58782935,"('incompetent', 'competent')",-0.5561426,-0.5878294,-0.0316868
46,-1.097782,-1.0197948,"('uncompetitive', 'competitive')",-1.097782,-1.0197948,0.0779872
47,2.229496,2.2716036,"('stupid', 'smart')",2.229496,2.2716036,0.0421076
48,-0.34768215,-0.30432147,"('unintelligent', 'intelligent')",-0.3476821,-0.3043215,0.0433606
49,0.13170826,0.27745116,"('unable', 'able')",0.1317083,0.2774512,0.1457429
50,0.042992827,-0.017416887,"('clumsy', 'skillful')",0.0429928,-0.0174169,-0.0604097
51,-0.59188694,-0.6878682,"('uneducated', 'educated')",-0.5918869,-0.6878682,-0.0959813
52,-0.018515838,-0.17357013,"('irrational', 'rational')",-0.0185158,-0.1735701,-0.1550543
53,-0.005353396,-0.2449344,"('uncreative', 'creative')",-0.0053534,-0.2449344,-0.239581
54,0.3505418,0.17656721,"('incapable', 'capable')",0.3505418,0.1765672,-0.1739746
55,-0.5617159,-0.42774788,"('incompetent', 'clever')",-0.5617159,-0.4277479,0.133968
56,-0.049189087,0.09264088,"('impractical', 'practical')",-0.0491891,0.0926409,0.14183
57,-1.0691198,-1.1936259,"('unimaginative', 'imaginative')",-1.0691198,-1.1936259,-0.1245061
58,-0.52614915,-0.5787032,"('undiscriminating', 'discriminating')",-0.5261492,-0.5787032,-0.052554
59,1.2418419,1.2042829,"('foolish', 'wise')",1.2418419,1.2042829,-0.037559
60,-0.8058064,-0.5050703,"('inefficient', 'efficient')",-0.8058064,-0.5050703,0.3007361
61,-0.7934212,-0.9435409,"('illogical', 'logical')",-0.7934212,-0.9435409,-0.1501197
62,-0.119269304,0.054390386,"('incompetent', 'brilliant')",-0.1192693,0.0543904,0.1736597
63,-0.730603,-0.77349377,"('unperceptive', 'insightful')",-0.730603,-0.7734938,-0.0428908
64,-3.4864872,-3.3989623,"('shy', 'confident')",-3.4864872,-3.3989623,0.0875249
65,-0.5836714,-0.37255487,"('insecure', 'secure')",-0.5836714,-0.3725549,0.2111165
66,0.073119685,-0.15566818,"('inactive', 'active')",0.0731197,-0.1556682,-0.2287879
67,-0.16241774,-0.053717013,"('doubtful', 'determined')",-0.1624177,-0.053717,0.1087007
68,-0.92957073,-0.87435293,"('dependent', 'independent')",-0.9295707,-0.8743529,0.0552178
69,-0.25945005,-0.3731829,"('lazy', 'industrious')",-0.25945,-0.3731829,-0.1137329
70,0.005077908,-0.0073408373,"('lethargic', 'energetic')",0.0050779,-0.0073408,-0.0124187
71,0.37203354,0.18997428,"('diffident', 'self-confident')",0.3720335,0.1899743,-0.1820592
72,-0.5344439,-0.5723754,"('unambitious', 'ambitious')",-0.5344439,-0.5723754,-0.0379315
73,-1.17337,-1.2153555,"('helpless', 'self-reliant')",-1.17337,-1.2153555,-0.0419855
74,-0.7170139,-0.8257455,"('undedicated', 'dedicated')",-0.7170139,-0.8257455,-0.1087316
75,0.6166255,0.50053394,"('meek', 'impulsive')",0.6166255,0.5005339,-0.1160916
76,-0.2743505,-0.076979846,"('anxious', 'daring')",-0.2743505,-0.0769798,0.1973707
77,-1.7942413,-1.6573869,"('unmotivated', 'motivated')",-1.7942413,-1.6573869,0.1368544
78,-1.0721155,-1.2194049,"('nonresilient', 'resilient')",-1.0721155,-1.2194049,-0.1472894
79,0.01623827,-0.1513589,"('wavering', 'unwavering')",0.0162383,-0.1513589,-0.1675972
80,-0.60288197,-0.496916,"('dominated', 'dominating')",-0.602882,-0.496916,0.105966
81,-0.8571844,-0.62289286,"('submissive', 'aggressive')",-0.8571844,-0.6228929,0.2342915
82,2.7974803,2.799404,"('poor', 'rich')",2.7974803,2.7994039,0.0019236
83,-0.6239648,-0.65266997,"('powerless', 'powerful')",-0.6239648,-0.65267,-0.0287052
84,0.5321267,0.5711895,"('inferior', 'superior')",0.5321267,0.5711895,0.0390628
85,0.3624438,0.06655122,"('insignificant', 'prestigious')",0.3624438,0.0665512,-0.2958926
86,-0.9719901,-1.1740052,"('uninfluential', 'influential')",-0.9719901,-1.1740052,-0.2020151
87,-0.6458352,-0.7208824,"('unsuccessful', 'successful')",-0.6458352,-0.7208824,-0.0750472
88,-0.5174064,-0.6369258,"('low', 'eminent')",-0.5174064,-0.6369258,-0.1195194
