,negligee_male,negligee_female,tuple,average_male,average_female,female-male
0,-1.3340415,-1.4615889,"('unsociable', 'sociable')",-1.3340415,-1.4615889,-0.1275474
1,-0.97025687,-1.0525128,"('unfriendly', 'friendly')",-0.9702569,-1.0525128,-0.0822559
2,0.025453767,0.104640104,"('unlikable', 'likable')",0.0254538,0.1046401,0.0791863
3,-1.0493137,-1.0732785,"('repellent', 'pleasant')",-1.0493137,-1.0732785,-0.0239648
4,-1.6858516,-1.5904008,"('disliked', 'liked')",-1.6858516,-1.5904008,0.0954508
5,-0.04444091,0.115067035,"('distant', 'outgoing')",-0.0444409,0.115067,0.1595079
6,-0.32239512,-0.2116961,"('distant', 'open')",-0.3223951,-0.2116961,0.110699
7,-1.0487761,-1.075833,"('insensitive', 'sensitive')",-1.0487761,-1.075833,-0.0270569
8,-1.075332,-1.1260104,"('unaffectionate', 'affectionate')",-1.075332,-1.1260104,-0.0506784
9,-1.2023948,-1.2843994,"('unaffectionate', 'caring')",-1.2023948,-1.2843994,-0.0820046
10,-1.922185,-2.0356019,"('unsympathetic', 'sympathetic')",-1.9221849,-2.0356019,-0.113417
11,-0.5755898,-0.677872,"('unhelpful', 'helpful')",-0.5755898,-0.677872,-0.1022822
12,-2.2590442,-2.2519197,"('unsupportive', 'supportive')",-2.2590442,-2.2519197,0.0071245
13,-1.6634467,-1.7904326,"('impolite', 'polite')",-1.6634467,-1.7904326,-0.1269859
14,-1.0000308,-1.0690161,"('antisocial', 'social')",-1.0000308,-1.0690161,-0.0689853
15,1.3481464,1.3660066,"('boring', 'funny')",1.3481464,1.3660066,0.0178602
16,0.6548702,0.7228154,"('unpopular', 'popular')",0.6548702,0.7228154,0.0679452
17,0.006334942,0.06805952,"('nasty', 'nice')",0.0063349,0.0680595,0.0617246
18,-0.2923013,-0.35368598,"('disagreeable', 'welcoming')",-0.2923013,-0.353686,-0.0613847
19,-0.41055822,-0.32262158,"('inhospitable', 'hospitable')",-0.4105582,-0.3226216,0.0879366
20,0.55239904,0.5124932,"('rough', 'thoughtful')",0.552399,0.5124932,-0.0399058
21,-1.0746027,-1.1412233,"('immoral', 'moral')",-1.0746027,-1.1412233,-0.0666206
22,-1.3226093,-1.3568532,"('untrustworthy', 'trustworthy')",-1.3226093,-1.3568532,-0.0342439
