,deep_male,deep_female,tuple,average_male,average_female,female-male
0,-0.2628193,-0.2080585,"('unsociable', 'sociable')",-0.2628193,-0.2080585,0.0547608
1,1.30936,1.2101403,"('unfriendly', 'friendly')",1.30936,1.2101403,-0.0992197
2,-0.030049076,0.028881399,"('unlikable', 'likable')",-0.0300491,0.0288814,0.0589305
3,0.7808596,0.8920496,"('repellent', 'pleasant')",0.7808596,0.8920496,0.11119
4,-7.0030823,-7.2481985,"('disliked', 'liked')",-7.0030823,-7.2481985,-0.2451162
5,-0.30025595,-0.3808628,"('distant', 'outgoing')",-0.300256,-0.3808628,-0.0806068
6,0.335381,0.16656289,"('distant', 'open')",0.335381,0.1665629,-0.1688181
7,0.9035633,0.96739143,"('insensitive', 'sensitive')",0.9035633,0.9673914,0.0638281
8,1.3294533,1.1502572,"('unaffectionate', 'affectionate')",1.3294533,1.1502572,-0.1791961
9,1.4989959,1.4557111,"('unaffectionate', 'caring')",1.4989959,1.4557111,-0.0432848
10,0.65343636,0.7754972,"('unsympathetic', 'sympathetic')",0.6534364,0.7754972,0.1220608
11,1.1436588,1.1951637,"('unhelpful', 'helpful')",1.1436588,1.1951637,0.0515049
12,-1.8939748,-1.9212917,"('unsupportive', 'supportive')",-1.8939748,-1.9212917,-0.0273169
13,-0.6141812,-0.4628507,"('impolite', 'polite')",-0.6141812,-0.4628507,0.1513305
14,0.25466278,0.32608017,"('antisocial', 'social')",0.2546628,0.3260802,0.0714174
15,0.3599219,0.19074285,"('boring', 'funny')",0.3599219,0.1907429,-0.169179
16,-0.38561308,-0.42608815,"('unpopular', 'popular')",-0.3856131,-0.4260882,-0.0404751
17,-0.15481606,-0.14566486,"('nasty', 'nice')",-0.1548161,-0.1456649,0.0091512
18,-0.18923178,-0.24961299,"('disagreeable', 'welcoming')",-0.1892318,-0.249613,-0.0603812
19,-0.5627724,-0.6932836,"('inhospitable', 'hospitable')",-0.5627724,-0.6932836,-0.1305112
20,0.8951299,0.84091866,"('rough', 'thoughtful')",0.8951299,0.8409187,-0.0542112
21,-0.63201517,-0.4712683,"('immoral', 'moral')",-0.6320152,-0.4712683,0.1607469
22,-0.49321765,-0.44106582,"('untrustworthy', 'trustworthy')",-0.4932176,-0.4410658,0.0521518
23,6.0428033,6.172929,"('insincere', 'sincere')",6.0428033,6.1729288,0.1301255
24,1.2778702,1.2126914,"('dishonest', 'honest')",1.2778702,1.2126914,-0.0651788
25,0.9618671,0.8420159,"('egoistic', 'altruistic')",0.9618671,0.8420159,-0.1198512
26,0.936337,0.8064955,"('hardhearted', 'benevolent')",0.936337,0.8064955,-0.1298415
27,1.5716571,1.3848821,"('hardhearted', 'softhearted')",1.5716571,1.3848821,-0.186775
28,0.8294323,0.8297379,"('disloyal', 'loyal')",0.8294323,0.8297379,0.0003056
29,-0.31099433,-0.44401208,"('unfair', 'fair')",-0.3109943,-0.4440121,-0.1330178
30,0.8514755,0.9099728,"('intolerant', 'tolerant')",0.8514755,0.9099728,0.0584973
31,-0.9075993,-1.0484437,"('evil', 'good')",-0.9075993,-1.0484437,-0.1408444
32,0.7799261,0.7258482,"('unkind', 'kind')",0.7799261,0.7258482,-0.0540779
33,-0.32123944,-0.41314378,"('wrong', 'right')",-0.3212394,-0.4131438,-0.0919044
34,4.434011,4.592495,"('mean', 'honorable')",4.434011,4.592495,0.158484
35,-0.2981199,-0.6145802,"('corrupt', 'incorrupt')",-0.2981199,-0.6145802,-0.3164603
36,-0.22999449,-0.42277944,"('hostile', 'amicable')",-0.2299945,-0.4227794,-0.1927849
37,0.8828668,0.83746487,"('fake', 'genuine')",0.8828668,0.8374649,-0.0454019
38,-0.42125455,-0.4108293,"('untruthful', 'truthful')",-0.4212545,-0.4108293,0.0104252
39,0.3792346,0.40640515,"('exploitative', 'cooperative')",0.3792346,0.4064052,0.0271706
40,-1.1721425,-1.3201681,"('stingy', 'generous')",-1.1721425,-1.3201681,-0.1480256
41,-0.09819034,-0.109395355,"('unforgiving', 'forgiving')",-0.0981903,-0.1093954,-0.0112051
42,-2.2848349,-2.3474395,"('unreliable', 'reliable')",-2.2848349,-2.3474395,-0.0626046
43,0.5566848,0.6574217,"('irresponsible', 'responsible')",0.5566848,0.6574217,0.1007369
44,-0.74755186,-0.73837066,"('prejudiced', 'unprejudiced')",-0.7475519,-0.7383707,0.0091812
45,-0.19925812,-0.19950207,"('incompetent', 'competent')",-0.1992581,-0.1995021,-0.000244
46,-0.95356727,-0.83637017,"('uncompetitive', 'competitive')",-0.9535673,-0.8363702,0.1171971
47,4.927116,5.160595,"('stupid', 'smart')",4.9271159,5.1605949,0.233479
48,0.18690002,0.2216008,"('unintelligent', 'intelligent')",0.1869,0.2216008,0.0347008
49,-0.08460573,-0.028109599,"('unable', 'able')",-0.0846057,-0.0281096,0.0564961
50,-0.5289569,-0.6116347,"('clumsy', 'skillful')",-0.5289569,-0.6116347,-0.0826778
51,0.3672038,0.34932828,"('uneducated', 'educated')",0.3672038,0.3493283,-0.0178755
52,-0.07148806,-0.2721385,"('irrational', 'rational')",-0.0714881,-0.2721385,-0.2006504
53,0.01109586,-0.08112339,"('uncreative', 'creative')",0.0110959,-0.0811234,-0.0922193
54,1.0626514,1.0876004,"('incapable', 'capable')",1.0626514,1.0876004,0.024949
55,0.51676065,0.65411776,"('incompetent', 'clever')",0.5167606,0.6541178,0.1373572
56,0.07043117,0.11483956,"('impractical', 'practical')",0.0704312,0.1148396,0.0444084
57,-2.609561,-2.6096427,"('unimaginative', 'imaginative')",-2.609561,-2.6096427,-8.17e-05
58,0.087054186,0.065669276,"('undiscriminating', 'discriminating')",0.0870542,0.0656693,-0.0213849
59,0.08720775,0.019041818,"('foolish', 'wise')",0.0872077,0.0190418,-0.0681659
60,-0.08671503,0.18839708,"('inefficient', 'efficient')",-0.086715,0.1883971,0.2751121
61,0.20790012,0.1078262,"('illogical', 'logical')",0.2079001,0.1078262,-0.1000739
62,0.18942666,0.31502825,"('incompetent', 'brilliant')",0.1894267,0.3150283,0.1256016
63,-0.36514443,-0.28351754,"('unperceptive', 'insightful')",-0.3651444,-0.2835175,0.0816269
64,-6.303403,-6.2698674,"('shy', 'confident')",-6.3034029,-6.2698674,0.0335355
65,-0.072998375,0.11937827,"('insecure', 'secure')",-0.0729984,0.1193783,0.1923767
66,0.26871732,0.1513236,"('inactive', 'active')",0.2687173,0.1513236,-0.1173937
67,-0.44711503,-0.3705241,"('doubtful', 'determined')",-0.447115,-0.3705241,0.0765909
68,-0.71093273,-0.7249342,"('dependent', 'independent')",-0.7109327,-0.7249342,-0.0140015
69,-1.6427355,-1.7605022,"('lazy', 'industrious')",-1.6427355,-1.7605022,-0.1177667
70,1.0898659,1.1040809,"('lethargic', 'energetic')",1.0898659,1.1040809,0.014215
71,0.8431342,0.803531,"('diffident', 'self-confident')",0.8431342,0.803531,-0.0396032
72,0.48561707,0.6313258,"('unambitious', 'ambitious')",0.4856171,0.6313258,0.1457087
73,-2.7917128,-2.854662,"('helpless', 'self-reliant')",-2.7917128,-2.8546619,-0.0629491
74,0.09934829,-0.023564458,"('undedicated', 'dedicated')",0.0993483,-0.0235645,-0.1229128
75,-0.5197713,-0.4961478,"('meek', 'impulsive')",-0.5197713,-0.4961478,0.0236235
76,0.56913984,0.641586,"('anxious', 'daring')",0.5691398,0.641586,0.0724462
77,-1.6037391,-1.3872849,"('unmotivated', 'motivated')",-1.6037391,-1.3872849,0.2164542
78,-0.7901287,-0.8261432,"('nonresilient', 'resilient')",-0.7901287,-0.8261432,-0.0360145
79,-0.038393274,-0.17214642,"('wavering', 'unwavering')",-0.0383933,-0.1721464,-0.1337531
80,-0.5842805,-0.5779987,"('dominated', 'dominating')",-0.5842805,-0.5779987,0.0062818
81,-0.30341518,-0.10806738,"('submissive', 'aggressive')",-0.3034152,-0.1080674,0.1953478
82,6.1992183,6.326058,"('poor', 'rich')",6.1992183,6.3260579,0.1268396
83,-0.43512586,-0.4053218,"('powerless', 'powerful')",-0.4351259,-0.4053218,0.0298041
84,0.69310534,0.6479225,"('inferior', 'superior')",0.6931053,0.6479225,-0.0451828
85,0.032622643,-0.23237103,"('insignificant', 'prestigious')",0.0326226,-0.232371,-0.2649936
86,0.08160954,0.08749123,"('uninfluential', 'influential')",0.0816095,0.0874912,0.0058817
87,-0.52349937,-0.5096247,"('unsuccessful', 'successful')",-0.5234994,-0.5096247,0.0138747
88,0.20650743,0.12236571,"('low', 'eminent')",0.2065074,0.1223657,-0.0841417
