,refuse_male,refuse_female,tuple,average_male,average_female,female-male
0,-0.30444384,-0.451688,"('unsociable', 'sociable')",-0.3044438,-0.451688,-0.1472442
1,1.466001,1.3321967,"('unfriendly', 'friendly')",1.466001,1.3321967,-0.1338043
2,-0.07004322,0.13270739,"('unlikable', 'likable')",-0.0700432,0.1327074,0.2027506
3,0.543533,0.65835786,"('repellent', 'pleasant')",0.543533,0.6583579,0.1148249
4,-7.749237,-7.797122,"('disliked', 'liked')",-7.7492371,-7.797122,-0.0478849
5,-0.5138466,-0.35971144,"('distant', 'outgoing')",-0.5138466,-0.3597114,0.1541352
6,-0.09916049,-0.0075953603,"('distant', 'open')",-0.0991605,-0.0075954,0.0915651
7,0.54082084,0.45746887,"('insensitive', 'sensitive')",0.5408208,0.4574689,-0.0833519
8,1.429532,1.3129354,"('unaffectionate', 'affectionate')",1.4295321,1.3129354,-0.1165967
9,1.8401154,1.775848,"('unaffectionate', 'caring')",1.8401154,1.775848,-0.0642674
10,0.9154533,0.985747,"('unsympathetic', 'sympathetic')",0.9154533,0.985747,0.0702937
11,1.9697654,1.9870946,"('unhelpful', 'helpful')",1.9697654,1.9870946,0.0173292
12,-1.7472728,-1.8726797,"('unsupportive', 'supportive')",-1.7472728,-1.8726797,-0.1254069
13,-0.26445317,-0.21223894,"('impolite', 'polite')",-0.2644532,-0.2122389,0.0522143
14,-0.32331264,-0.44583124,"('antisocial', 'social')",-0.3233126,-0.4458312,-0.1225186
15,0.13116184,0.17319186,"('boring', 'funny')",0.1311618,0.1731919,0.0420301
16,-0.9125171,-0.9325915,"('unpopular', 'popular')",-0.9125171,-0.9325915,-0.0200744
17,-0.50307596,-0.4583605,"('nasty', 'nice')",-0.503076,-0.4583605,0.0447155
18,-1.0824308,-1.0385269,"('disagreeable', 'welcoming')",-1.0824308,-1.0385269,0.0439039
19,-0.7862555,-0.6593642,"('inhospitable', 'hospitable')",-0.7862555,-0.6593642,0.1268913
20,0.5704778,0.43623897,"('rough', 'thoughtful')",0.5704778,0.436239,-0.1342388
21,-0.29182386,-0.016404409,"('immoral', 'moral')",-0.2918239,-0.0164044,0.2754195
22,-1.0900719,-1.0600387,"('untrustworthy', 'trustworthy')",-1.0900719,-1.0600387,0.0300332
23,6.4426103,6.405837,"('insincere', 'sincere')",6.4426103,6.4058371,-0.0367732
24,1.7788599,1.711099,"('dishonest', 'honest')",1.7788599,1.711099,-0.0677609
25,0.25079936,0.12532125,"('egoistic', 'altruistic')",0.2507994,0.1253213,-0.1254781
26,1.3171111,0.9498935,"('hardhearted', 'benevolent')",1.3171111,0.9498935,-0.3672176
27,1.7198578,1.5338641,"('hardhearted', 'softhearted')",1.7198578,1.5338641,-0.1859937
28,1.6138176,1.4850706,"('disloyal', 'loyal')",1.6138176,1.4850706,-0.128747
29,-0.5051669,-0.6908845,"('unfair', 'fair')",-0.5051669,-0.6908845,-0.1857176
30,0.43441743,0.5530927,"('intolerant', 'tolerant')",0.4344174,0.5530927,0.1186753
