,justice_male,justice_female,tuple,average_male,average_female,female-male
0,0.09537097,-0.0017735865,"('unsociable', 'sociable')",0.095371,-0.0017736,-0.0971446
1,0.9453127,1.0574561,"('unfriendly', 'friendly')",0.9453127,1.0574561,0.1121434
2,0.8325307,0.99979484,"('unlikable', 'likable')",0.8325307,0.9997948,0.1672641
3,0.3792137,0.596652,"('repellent', 'pleasant')",0.3792137,0.596652,0.2174383
4,-6.9287653,-6.969205,"('disliked', 'liked')",-6.9287653,-6.9692049,-0.0404396
5,-0.26471364,-0.09197645,"('distant', 'outgoing')",-0.2647136,-0.0919764,0.1727372
6,-0.00712464,0.1336828,"('distant', 'open')",-0.0071246,0.1336828,0.1408074
7,0.80355525,0.96074706,"('insensitive', 'sensitive')",0.8035553,0.9607471,0.1571918
8,1.2169992,1.3218069,"('unaffectionate', 'affectionate')",1.2169992,1.3218069,0.1048077
9,1.9601927,2.1378524,"('unaffectionate', 'caring')",1.9601927,2.1378524,0.1776597
10,0.8353657,0.9945293,"('unsympathetic', 'sympathetic')",0.8353657,0.9945293,0.1591636
11,2.032346,2.1514795,"('unhelpful', 'helpful')",2.032346,2.1514795,0.1191335
12,-1.2375879,-1.0537416,"('unsupportive', 'supportive')",-1.2375879,-1.0537416,0.1838463
13,0.28343406,0.30129892,"('impolite', 'polite')",0.2834341,0.3012989,0.0178648
14,0.09340568,0.025259105,"('antisocial', 'social')",0.0934057,0.0252591,-0.0681466
15,0.45589393,0.46056795,"('boring', 'funny')",0.4558939,0.460568,0.0046741
16,-0.6440768,-0.5117211,"('unpopular', 'popular')",-0.6440768,-0.5117211,0.1323557
17,0.3634708,0.3614664,"('nasty', 'nice')",0.3634708,0.3614664,-0.0020044
18,-0.67192054,-0.5471547,"('disagreeable', 'welcoming')",-0.6719205,-0.5471547,0.1247658
19,-0.16037214,-0.041207954,"('inhospitable', 'hospitable')",-0.1603721,-0.041208,0.1191641
20,0.825857,0.6960598,"('rough', 'thoughtful')",0.825857,0.6960598,-0.1297972
21,0.18559507,0.3002449,"('immoral', 'moral')",0.1855951,0.3002449,0.1146498
22,0.00077305455,0.012422442,"('untrustworthy', 'trustworthy')",0.0007731,0.0124224,0.0116493
23,6.584497,6.7512274,"('insincere', 'sincere')",6.584497,6.7512274,0.1667304
24,1.861096,1.8850024,"('dishonest', 'honest')",1.861096,1.8850024,0.0239064
25,0.3879666,0.34767795,"('egoistic', 'altruistic')",0.3879666,0.3476779,-0.0402887
26,0.41833445,0.26369217,"('hardhearted', 'benevolent')",0.4183345,0.2636922,-0.1546423
27,1.3294637,1.3611896,"('hardhearted', 'softhearted')",1.3294637,1.3611896,0.0317259
28,1.142744,1.0848006,"('disloyal', 'loyal')",1.1427439,1.0848006,-0.0579433
29,0.069517985,0.00091560185,"('unfair', 'fair')",0.069518,0.0009156,-0.0686024
30,1.5469807,1.4849569,"('intolerant', 'tolerant')",1.5469807,1.4849569,-0.0620238
31,-1.4219413,-1.431134,"('evil', 'good')",-1.4219413,-1.431134,-0.0091927
32,1.5258701,1.4382924,"('unkind', 'kind')",1.5258701,1.4382924,-0.0875777
33,-0.42484245,-0.37008196,"('wrong', 'right')",-0.4248424,-0.370082,0.0547604
34,4.878445,5.1104445,"('mean', 'honorable')",4.8784451,5.1104445,0.2319994
35,-0.61607194,-0.78560966,"('corrupt', 'incorrupt')",-0.6160719,-0.7856097,-0.1695378
36,-0.34486288,-0.40477455,"('hostile', 'amicable')",-0.3448629,-0.4047745,-0.0599116
37,0.8211701,0.8003998,"('fake', 'genuine')",0.8211701,0.8003998,-0.0207703
38,0.45486888,0.43822393,"('untruthful', 'truthful')",0.4548689,0.4382239,-0.016645
39,-0.16114219,-0.19498631,"('exploitative', 'cooperative')",-0.1611422,-0.1949863,-0.0338441
40,-2.0334888,-1.9702934,"('stingy', 'generous')",-2.0334888,-1.9702934,0.0631954
41,-0.13980055,-0.16302389,"('unforgiving', 'forgiving')",-0.1398005,-0.1630239,-0.0232234
42,-1.8518368,-1.6935977,"('unreliable', 'reliable')",-1.8518368,-1.6935977,0.1582391
43,1.5156004,1.589629,"('irresponsible', 'responsible')",1.5156004,1.5896291,0.0740287
44,-1.301557,-1.4199579,"('prejudiced', 'unprejudiced')",-1.3015569,-1.4199579,-0.118401
45,0.33064026,0.38066828,"('incompetent', 'competent')",0.3306403,0.3806683,0.050028
46,-1.0671706,-0.91110724,"('uncompetitive', 'competitive')",-1.0671706,-0.9111072,0.1560634
47,5.513704,5.7159963,"('stupid', 'smart')",5.5137038,5.7159963,0.2022925
48,0.9662709,1.0117269,"('unintelligent', 'intelligent')",0.9662709,1.0117269,0.045456
49,0.40056542,0.67685837,"('unable', 'able')",0.4005654,0.6768584,0.276293
50,-0.03877871,0.1905779,"('clumsy', 'skillful')",-0.0387787,0.1905779,0.2293566
51,0.7660103,0.8561317,"('uneducated', 'educated')",0.7660103,0.8561317,0.0901214
52,-0.050632954,-0.12247117,"('irrational', 'rational')",-0.050633,-0.1224712,-0.0718382
53,0.46311462,0.58568263,"('uncreative', 'creative')",0.4631146,0.5856826,0.122568
54,1.1063993,1.3702234,"('incapable', 'capable')",1.1063993,1.3702234,0.2638241
55,0.7224411,0.78109443,"('incompetent', 'clever')",0.7224411,0.7810944,0.0586533
56,1.1097258,1.121838,"('impractical', 'practical')",1.1097258,1.121838,0.0121122
57,-3.0419629,-2.8981886,"('unimaginative', 'imaginative')",-3.0419629,-2.8981886,0.1437743
58,-0.12176062,-0.122282885,"('undiscriminating', 'discriminating')",-0.1217606,-0.1222829,-0.0005223
59,0.34862748,0.46774304,"('foolish', 'wise')",0.3486275,0.467743,0.1191155
60,1.0015436,1.0679421,"('inefficient', 'efficient')",1.0015436,1.0679421,0.0663985
61,0.2994605,0.25226447,"('illogical', 'logical')",0.2994605,0.2522645,-0.047196
62,1.1937377,1.4489299,"('incompetent', 'brilliant')",1.1937377,1.4489299,0.2551922
63,0.50666,0.74338776,"('unperceptive', 'insightful')",0.50666,0.7433878,0.2367278
64,-5.5030327,-5.5329714,"('shy', 'confident')",-5.5030327,-5.5329714,-0.0299387
65,0.6382621,0.7193096,"('insecure', 'secure')",0.6382621,0.7193096,0.0810475
66,0.0041199736,-0.07447172,"('inactive', 'active')",0.00412,-0.0744717,-0.0785917
67,-0.29758725,-0.32093084,"('doubtful', 'determined')",-0.2975872,-0.3209308,-0.0233436
68,-0.25980675,-0.09539725,"('dependent', 'independent')",-0.2598068,-0.0953972,0.1644096
69,-1.311489,-1.3384131,"('lazy', 'industrious')",-1.311489,-1.3384131,-0.0269241
70,0.75187105,0.9504625,"('lethargic', 'energetic')",0.751871,0.9504625,0.1985915
71,0.36002192,0.48801363,"('diffident', 'self-confident')",0.3600219,0.4880136,0.1279917
72,0.9275935,1.0501822,"('unambitious', 'ambitious')",0.9275935,1.0501822,0.1225887
73,-3.0153058,-2.9175687,"('helpless', 'self-reliant')",-3.0153058,-2.9175687,0.0977371
74,-0.075352296,-0.06583427,"('undedicated', 'dedicated')",-0.0753523,-0.0658343,0.009518
75,-0.8315409,-0.71264285,"('meek', 'impulsive')",-0.8315409,-0.7126428,0.1188981
76,0.63415694,0.6725365,"('anxious', 'daring')",0.6341569,0.6725365,0.0383796
77,-0.7948084,-0.72242147,"('unmotivated', 'motivated')",-0.7948084,-0.7224215,0.0723869
78,-0.6243729,-0.4755778,"('nonresilient', 'resilient')",-0.6243729,-0.4755778,0.1487951
79,0.10349661,0.15812235,"('wavering', 'unwavering')",0.1034966,0.1581223,0.0546257
80,-0.16405027,-0.2320502,"('dominated', 'dominating')",-0.1640503,-0.2320502,-0.0679999
81,-0.06464593,0.021998603,"('submissive', 'aggressive')",-0.0646459,0.0219986,0.0866445
82,5.887428,6.2263474,"('poor', 'rich')",5.8874278,6.2263474,0.3389196
83,-0.08852693,-0.1634031,"('powerless', 'powerful')",-0.0885269,-0.1634031,-0.0748762
84,0.1781783,0.29438567,"('inferior', 'superior')",0.1781783,0.2943857,0.1162074
85,-1.083226,-1.1434786,"('insignificant', 'prestigious')",-1.083226,-1.1434786,-0.0602526
86,0.57793593,0.62038964,"('uninfluential', 'influential')",0.5779359,0.6203896,0.0424537
87,-0.018126853,0.22425377,"('unsuccessful', 'successful')",-0.0181269,0.2242538,0.2423807
88,0.056511957,0.104003854,"('low', 'eminent')",0.056512,0.1040039,0.0474919
