,screamer_male,screamer_female,tuple,average_male,average_female,female-male
0,0.31086498,0.22855905,"('unsociable', 'sociable')",0.310865,0.228559,-0.082306
1,-0.13674234,-0.29512823,"('unfriendly', 'friendly')",-0.1367423,-0.2951282,-0.1583859
2,-0.39358428,-0.33147934,"('unlikable', 'likable')",-0.3935843,-0.3314793,0.062105
3,-0.7501314,-0.6840981,"('repellent', 'pleasant')",-0.7501314,-0.6840981,0.0660333
4,-3.479243,-3.4658988,"('disliked', 'liked')",-3.479243,-3.4658988,0.0133442
5,-0.44820985,-0.51680464,"('distant', 'outgoing')",-0.4482099,-0.5168046,-0.0685947
6,-0.92012835,-1.0102993,"('distant', 'open')",-0.9201283,-1.0102993,-0.090171
7,-0.3273254,-0.18298274,"('insensitive', 'sensitive')",-0.3273254,-0.1829827,0.1443427
8,-0.1491732,-0.28195107,"('unaffectionate', 'affectionate')",-0.1491732,-0.2819511,-0.1327779
9,0.5794212,0.5264485,"('unaffectionate', 'caring')",0.5794212,0.5264485,-0.0529727
10,-0.08558816,0.047341786,"('unsympathetic', 'sympathetic')",-0.0855882,0.0473418,0.13293
11,1.2897661,1.3899496,"('unhelpful', 'helpful')",1.2897661,1.3899496,0.1001835
12,-0.69023705,-0.58128345,"('unsupportive', 'supportive')",-0.690237,-0.5812835,0.1089535
13,0.20531285,0.19117738,"('impolite', 'polite')",0.2053128,0.1911774,-0.0141354
14,0.028167132,0.06389024,"('antisocial', 'social')",0.0281671,0.0638902,0.0357231
15,0.46426478,0.3881911,"('boring', 'funny')",0.4642648,0.3881911,-0.0760737
16,-0.7031487,-0.80369663,"('unpopular', 'popular')",-0.7031487,-0.8036966,-0.1005479
17,-1.3848871,-1.3026683,"('nasty', 'nice')",-1.3848871,-1.3026683,0.0822188
18,-1.0608771,-1.1408533,"('disagreeable', 'welcoming')",-1.0608771,-1.1408533,-0.0799762
19,-0.7822233,-0.6797286,"('inhospitable', 'hospitable')",-0.7822233,-0.6797286,0.1024947
20,-0.53698295,-0.5705495,"('rough', 'thoughtful')",-0.536983,-0.5705495,-0.0335665
21,0.33779106,0.46022397,"('immoral', 'moral')",0.3377911,0.460224,0.1224329
22,-0.50813967,-0.5041045,"('untrustworthy', 'trustworthy')",-0.5081397,-0.5041045,0.0040352
23,2.7733436,2.8043382,"('insincere', 'sincere')",2.7733436,2.8043382,0.0309946
24,0.1907116,0.24282965,"('dishonest', 'honest')",0.1907116,0.2428297,0.0521181
25,-0.239273,-0.36783183,"('egoistic', 'altruistic')",-0.239273,-0.3678318,-0.1285588
26,0.26982903,0.16453159,"('hardhearted', 'benevolent')",0.269829,0.1645316,-0.1052974
27,-0.41731676,-0.4940283,"('hardhearted', 'softhearted')",-0.4173168,-0.4940283,-0.0767115
28,0.4801125,0.45791093,"('disloyal', 'loyal')",0.4801125,0.4579109,-0.0222016
29,-0.89377296,-0.931855,"('unfair', 'fair')",-0.893773,-0.931855,-0.038082
30,0.3116666,0.32373902,"('intolerant', 'tolerant')",0.3116666,0.323739,0.0120724
31,-2.2172868,-2.2369514,"('evil', 'good')",-2.2172868,-2.2369514,-0.0196646
32,1.1886678,1.1805223,"('unkind', 'kind')",1.1886678,1.1805223,-0.0081455
33,-0.32805425,-0.40692163,"('wrong', 'right')",-0.3280542,-0.4069216,-0.0788674
34,1.4340019,1.6140691,"('mean', 'honorable')",1.4340019,1.6140691,0.1800672
35,-0.8737674,-0.9049409,"('corrupt', 'incorrupt')",-0.8737674,-0.9049409,-0.0311735
36,-1.6996386,-1.7772919,"('hostile', 'amicable')",-1.6996386,-1.7772919,-0.0776533
37,-0.23450977,-0.13389075,"('fake', 'genuine')",-0.2345098,-0.1338907,0.1006191
38,0.3368654,0.39437082,"('untruthful', 'truthful')",0.3368654,0.3943708,0.0575054
39,-0.3777303,-0.31713176,"('exploitative', 'cooperative')",-0.3777303,-0.3171318,0.0605985
40,-2.836144,-2.8631022,"('stingy', 'generous')",-2.836144,-2.8631022,-0.0269582
41,0.083495915,0.07955146,"('unforgiving', 'forgiving')",0.0834959,0.0795515,-0.0039444
42,-1.3432958,-1.287366,"('unreliable', 'reliable')",-1.3432958,-1.287366,0.0559298
43,0.42394394,0.46477816,"('irresponsible', 'responsible')",0.4239439,0.4647782,0.0408343
44,-1.5045297,-1.4481927,"('prejudiced', 'unprejudiced')",-1.5045297,-1.4481927,0.056337
45,-0.24772921,-0.07876274,"('incompetent', 'competent')",-0.2477292,-0.0787627,0.1689665
46,-0.26857218,-0.1649039,"('uncompetitive', 'competitive')",-0.2685722,-0.1649039,0.1036683
47,1.8516275,1.9568602,"('stupid', 'smart')",1.8516275,1.9568602,0.1052327
48,0.44744542,0.4048416,"('unintelligent', 'intelligent')",0.4474454,0.4048416,-0.0426038
49,0.03267184,0.14219274,"('unable', 'able')",0.0326718,0.1421927,0.1095209
50,-0.21918099,-0.2500327,"('clumsy', 'skillful')",-0.219181,-0.2500327,-0.0308517
51,0.38782427,0.38605124,"('uneducated', 'educated')",0.3878243,0.3860512,-0.0017731
52,-1.2634486,-1.4701908,"('irrational', 'rational')",-1.2634486,-1.4701908,-0.2067422
53,-1.0049925,-1.1591002,"('uncreative', 'creative')",-1.0049925,-1.1591002,-0.1541077
54,0.18438694,0.19637538,"('incapable', 'capable')",0.1843869,0.1963754,0.0119885
55,0.5751461,0.65939105,"('incompetent', 'clever')",0.5751461,0.659391,0.0842449
56,1.6957898,1.7048799,"('impractical', 'practical')",1.6957898,1.7048799,0.0090901
