,shrimp_male,shrimp_female,tuple,average_male,average_female,female-male
0,0.073983505,0.0062912516,"('unsociable', 'sociable')",0.0739835,0.0062913,-0.0676922
1,1.3939246,1.277552,"('unfriendly', 'friendly')",1.3939246,1.277552,-0.1163726
2,0.2710132,0.35650468,"('unlikable', 'likable')",0.2710132,0.3565047,0.0854915
3,0.60277253,0.73193705,"('repellent', 'pleasant')",0.6027725,0.7319371,0.1291646
4,-7.0483613,-7.1765313,"('disliked', 'liked')",-7.0483613,-7.1765313,-0.12817
5,-0.31833977,-0.4150507,"('distant', 'outgoing')",-0.3183398,-0.4150507,-0.0967109
6,0.13145351,0.015654407,"('distant', 'open')",0.1314535,0.0156544,-0.1157991
7,0.63527346,0.7424865,"('insensitive', 'sensitive')",0.6352735,0.7424865,0.107213
8,1.3772911,1.2081108,"('unaffectionate', 'affectionate')",1.3772911,1.2081108,-0.1691803
9,1.783875,1.7424465,"('unaffectionate', 'caring')",1.783875,1.7424465,-0.0414285
10,0.8893289,0.9849256,"('unsympathetic', 'sympathetic')",0.8893289,0.9849256,0.0955967
11,1.518486,1.6082673,"('unhelpful', 'helpful')",1.518486,1.6082673,0.0897813
12,-1.3346051,-1.3535258,"('unsupportive', 'supportive')",-1.3346051,-1.3535258,-0.0189207
13,-0.05007147,-0.049734093,"('impolite', 'polite')",-0.0500715,-0.0497341,0.0003374
14,0.07765863,0.030800018,"('antisocial', 'social')",0.0776586,0.0308,-0.0468586
15,0.3406784,0.24604347,"('boring', 'funny')",0.3406784,0.2460435,-0.0946349
16,-0.22296818,-0.23477444,"('unpopular', 'popular')",-0.2229682,-0.2347744,-0.0118062
17,-0.20716682,-0.15513471,"('nasty', 'nice')",-0.2071668,-0.1551347,0.0520321
18,-0.33725756,-0.35755017,"('disagreeable', 'welcoming')",-0.3372576,-0.3575502,-0.0202926
19,-0.72108597,-0.71503806,"('inhospitable', 'hospitable')",-0.721086,-0.7150381,0.0060479
20,0.7605457,0.75143284,"('rough', 'thoughtful')",0.7605457,0.7514328,-0.0091129
21,-0.29070538,-0.12921755,"('immoral', 'moral')",-0.2907054,-0.1292176,0.1614878
22,-0.6542442,-0.61259854,"('untrustworthy', 'trustworthy')",-0.6542442,-0.6125985,0.0416457
23,5.885317,5.986551,"('insincere', 'sincere')",5.8853168,5.9865508,0.101234
24,1.3389989,1.2888489,"('dishonest', 'honest')",1.3389989,1.2888489,-0.05015
25,0.6535577,0.59894776,"('egoistic', 'altruistic')",0.6535577,0.5989478,-0.0546099
26,0.78957987,0.582716,"('hardhearted', 'benevolent')",0.7895799,0.582716,-0.2068639
27,1.555835,1.3852988,"('hardhearted', 'softhearted')",1.555835,1.3852988,-0.1705362
28,0.9591679,0.9307513,"('disloyal', 'loyal')",0.9591679,0.9307513,-0.0284166
29,-0.68068033,-0.72143686,"('unfair', 'fair')",-0.6806803,-0.7214369,-0.0407566
30,0.81629276,0.83781207,"('intolerant', 'tolerant')",0.8162928,0.8378121,0.0215193
31,-0.94686973,-1.0178432,"('evil', 'good')",-0.9468697,-1.0178432,-0.0709735
32,0.90681434,0.87335896,"('unkind', 'kind')",0.9068143,0.873359,-0.0334553
33,-0.38555378,-0.47631207,"('wrong', 'right')",-0.3855538,-0.4763121,-0.0907583
34,3.98332,4.139418,"('mean', 'honorable')",3.98332,4.1394181,0.1560981
35,-0.91265345,-1.1821144,"('corrupt', 'incorrupt')",-0.9126534,-1.1821144,-0.269461
36,-0.54947853,-0.70379925,"('hostile', 'amicable')",-0.5494785,-0.7037992,-0.1543207
37,1.0202639,1.0472754,"('fake', 'genuine')",1.0202639,1.0472754,0.0270115
38,-0.377017,-0.3642248,"('untruthful', 'truthful')",-0.377017,-0.3642248,0.0127922
39,0.3267467,0.33842582,"('exploitative', 'cooperative')",0.3267467,0.3384258,0.0116791
40,-1.5668039,-1.6273047,"('stingy', 'generous')",-1.5668039,-1.6273047,-0.0605008
41,0.21012768,0.20303258,"('unforgiving', 'forgiving')",0.2101277,0.2030326,-0.0070951
42,-2.303562,-2.1473386,"('unreliable', 'reliable')",-2.3035619,-2.1473386,0.1562233
43,0.90454555,0.99395645,"('irresponsible', 'responsible')",0.9045455,0.9939564,0.0894109
44,-1.1284095,-1.0774395,"('prejudiced', 'unprejudiced')",-1.1284095,-1.0774395,0.05097
45,-0.078102425,-0.06799816,"('incompetent', 'competent')",-0.0781024,-0.0679982,0.0101042
46,-0.81070954,-0.73139745,"('uncompetitive', 'competitive')",-0.8107095,-0.7313974,0.0793121
47,4.6308155,4.7374034,"('stupid', 'smart')",4.6308155,4.7374034,0.1065879
48,0.5857185,0.56670606,"('unintelligent', 'intelligent')",0.5857185,0.5667061,-0.0190124
49,-0.030220333,0.041581336,"('unable', 'able')",-0.0302203,0.0415813,0.0718016
50,-0.28953218,-0.23920342,"('clumsy', 'skillful')",-0.2895322,-0.2392034,0.0503288
51,-0.27011517,-0.1922737,"('uneducated', 'educated')",-0.2701152,-0.1922737,0.0778415
52,-0.12802252,-0.3290697,"('irrational', 'rational')",-0.1280225,-0.3290697,-0.2010472
53,0.2688327,0.26579514,"('uncreative', 'creative')",0.2688327,0.2657951,-0.0030376
54,1.0012152,1.0761284,"('incapable', 'capable')",1.0012152,1.0761284,0.0749132
55,0.64058125,0.7695384,"('incompetent', 'clever')",0.6405813,0.7695384,0.1289571
56,0.38273403,0.444672,"('impractical', 'practical')",0.382734,0.444672,0.061938
57,-2.6064186,-2.5579963,"('unimaginative', 'imaginative')",-2.6064186,-2.5579963,0.0484223
58,-0.5145006,-0.43086717,"('undiscriminating', 'discriminating')",-0.5145006,-0.4308672,0.0836334
59,-0.025760027,-0.052437156,"('foolish', 'wise')",-0.02576,-0.0524372,-0.0266772
60,0.38282767,0.57374644,"('inefficient', 'efficient')",0.3828277,0.5737464,0.1909187
61,0.3367038,0.18152879,"('illogical', 'logical')",0.3367038,0.1815288,-0.155175
62,0.5519184,0.69510144,"('incompetent', 'brilliant')",0.5519184,0.6951014,0.143183
63,0.17318705,0.26014346,"('unperceptive', 'insightful')",0.173187,0.2601435,0.0869565
64,-6.106525,-6.022186,"('shy', 'confident')",-6.1065249,-6.0221858,0.0843391
65,0.37102985,0.54121214,"('insecure', 'secure')",0.3710299,0.5412121,0.1701822
66,-0.3014995,-0.39443696,"('inactive', 'active')",-0.3014995,-0.394437,-0.0929375
67,-0.33076665,-0.33475363,"('doubtful', 'determined')",-0.3307666,-0.3347536,-0.003987
68,-0.9619258,-0.8754794,"('dependent', 'independent')",-0.9619258,-0.8754794,0.0864464
69,-1.7661144,-1.8618078,"('lazy', 'industrious')",-1.7661144,-1.8618078,-0.0956934
70,0.788482,0.90865844,"('lethargic', 'energetic')",0.788482,0.9086584,0.1201764
71,0.6981151,0.6660379,"('diffident', 'self-confident')",0.6981151,0.6660379,-0.0320772
72,0.6279682,0.75806534,"('unambitious', 'ambitious')",0.6279682,0.7580653,0.1300971
73,-2.7233484,-2.6572366,"('helpless', 'self-reliant')",-2.7233484,-2.6572366,0.0661118
74,0.09718339,0.02282536,"('undedicated', 'dedicated')",0.0971834,0.0228254,-0.074358
75,-1.0285394,-0.9311378,"('meek', 'impulsive')",-1.0285394,-0.9311378,0.0974016
76,0.4877437,0.5964782,"('anxious', 'daring')",0.4877437,0.5964782,0.1087345
77,-1.3064836,-1.1458795,"('unmotivated', 'motivated')",-1.3064836,-1.1458795,0.1606041
78,-0.52266216,-0.586134,"('nonresilient', 'resilient')",-0.5226622,-0.586134,-0.0634718
79,-0.3936255,-0.42124364,"('wavering', 'unwavering')",-0.3936255,-0.4212436,-0.0276181
80,-0.4152737,-0.3968243,"('dominated', 'dominating')",-0.4152737,-0.3968243,0.0184494
81,-0.13226211,-0.0006034449,"('submissive', 'aggressive')",-0.1322621,-0.0006034,0.1316587
82,6.0993958,6.280141,"('poor', 'rich')",6.0993958,6.2801409,0.1807451
83,-0.64377594,-0.58071923,"('powerless', 'powerful')",-0.6437759,-0.5807192,0.0630567
84,0.14235556,0.15875082,"('inferior', 'superior')",0.1423556,0.1587508,0.0163952
85,-0.64733785,-0.81515753,"('insignificant', 'prestigious')",-0.6473379,-0.8151575,-0.1678196
86,0.2559074,0.20473868,"('uninfluential', 'influential')",0.2559074,0.2047387,-0.0511687
87,-0.014319517,-0.001643382,"('unsuccessful', 'successful')",-0.0143195,-0.0016434,0.0126761
88,-0.42794085,-0.37881836,"('low', 'eminent')",-0.4279408,-0.3788184,0.0491224
