,discretion_male,discretion_female,tuple,average_male,average_female,female-male
0,-0.6298719,-0.7245976,"('unsociable', 'sociable')",-0.6298719,-0.7245976,-0.0947257
1,1.6847614,1.4490752,"('unfriendly', 'friendly')",1.6847614,1.4490752,-0.2356862
2,0.046659708,0.107927576,"('unlikable', 'likable')",0.0466597,0.1079276,0.0612679
3,0.3072432,0.30101776,"('repellent', 'pleasant')",0.3072432,0.3010178,-0.0062254
4,-6.4816847,-6.618843,"('disliked', 'liked')",-6.4816847,-6.6188431,-0.1371584
5,-0.5054639,-0.58501816,"('distant', 'outgoing')",-0.5054639,-0.5850182,-0.0795543
6,0.28854024,0.04708802,"('distant', 'open')",0.2885402,0.047088,-0.2414522
7,1.3640317,1.3853564,"('insensitive', 'sensitive')",1.3640317,1.3853564,0.0213247
8,1.217829,1.0270889,"('unaffectionate', 'affectionate')",1.217829,1.0270889,-0.1907401
9,1.8424907,1.8161476,"('unaffectionate', 'caring')",1.8424907,1.8161476,-0.0263431
10,0.67536426,0.6739805,"('unsympathetic', 'sympathetic')",0.6753643,0.6739805,-0.0013838
11,1.6810102,1.7958249,"('unhelpful', 'helpful')",1.6810102,1.7958249,0.1148147
12,-2.1060376,-2.0537977,"('unsupportive', 'supportive')",-2.1060376,-2.0537977,0.0522399
13,-0.8186065,-0.73857564,"('impolite', 'polite')",-0.8186065,-0.7385756,0.0800309
14,-0.6129488,-0.42573443,"('antisocial', 'social')",-0.6129488,-0.4257344,0.1872144
15,0.6556014,0.5890749,"('boring', 'funny')",0.6556014,0.5890749,-0.0665265
16,-0.30590826,-0.40711296,"('unpopular', 'popular')",-0.3059083,-0.407113,-0.1012047
17,-0.56450045,-0.46756905,"('nasty', 'nice')",-0.5645005,-0.4675691,0.0969314
18,-1.0183089,-1.137009,"('disagreeable', 'welcoming')",-1.0183089,-1.137009,-0.1187001
19,-0.2927644,-0.42694977,"('inhospitable', 'hospitable')",-0.2927644,-0.4269498,-0.1341854
20,0.9130373,0.84758776,"('rough', 'thoughtful')",0.9130373,0.8475878,-0.0654495
21,-0.43808436,-0.27289096,"('immoral', 'moral')",-0.4380844,-0.272891,0.1651934
22,-0.5493434,-0.5184106,"('untrustworthy', 'trustworthy')",-0.5493434,-0.5184106,0.0309328
23,5.7734995,5.7981825,"('insincere', 'sincere')",5.7734995,5.7981825,0.024683
24,1.3645148,1.3244478,"('dishonest', 'honest')",1.3645148,1.3244478,-0.040067
25,0.7120674,0.46859154,"('egoistic', 'altruistic')",0.7120674,0.4685915,-0.2434759
26,1.2447636,1.2317414,"('hardhearted', 'benevolent')",1.2447636,1.2317414,-0.0130222
27,2.0983605,1.662068,"('hardhearted', 'softhearted')",2.0983605,1.662068,-0.4362925
28,1.7709367,1.7350082,"('disloyal', 'loyal')",1.7709367,1.7350082,-0.0359285
29,-0.48261786,-0.70983136,"('unfair', 'fair')",-0.4826179,-0.7098314,-0.2272135
30,0.9121557,0.9700237,"('intolerant', 'tolerant')",0.9121557,0.9700237,0.057868
31,-0.72630256,-1.0921239,"('evil', 'good')",-0.7263026,-1.0921239,-0.3658213
32,1.287579,1.17031,"('unkind', 'kind')",1.2875791,1.17031,-0.1172691
33,-0.11767159,-0.19655673,"('wrong', 'right')",-0.1176716,-0.1965567,-0.0788851
34,4.6357,4.788458,"('mean', 'honorable')",4.6357002,4.7884579,0.1527577
35,-0.4091079,-0.7650527,"('corrupt', 'incorrupt')",-0.4091079,-0.7650527,-0.3559448
36,0.06867826,-0.20387939,"('hostile', 'amicable')",0.0686783,-0.2038794,-0.2725577
37,1.1541486,0.99055284,"('fake', 'genuine')",1.1541486,0.9905528,-0.1635958
38,-0.52791023,-0.48106718,"('untruthful', 'truthful')",-0.5279102,-0.4810672,0.046843
39,0.10360689,0.2666944,"('exploitative', 'cooperative')",0.1036069,0.2666944,0.1630875
40,-1.5817424,-1.859352,"('stingy', 'generous')",-1.5817424,-1.859352,-0.2776096
41,0.19187681,0.14254786,"('unforgiving', 'forgiving')",0.1918768,0.1425479,-0.0493289
42,-1.5910971,-1.6016212,"('unreliable', 'reliable')",-1.5910971,-1.6016212,-0.0105241
43,0.8866652,0.9935894,"('irresponsible', 'responsible')",0.8866652,0.9935894,0.1069242
44,-1.5717287,-1.5661474,"('prejudiced', 'unprejudiced')",-1.5717287,-1.5661474,0.0055813
45,0.4298957,0.22062427,"('incompetent', 'competent')",0.4298957,0.2206243,-0.2092714
46,-0.40769887,-0.3561751,"('uncompetitive', 'competitive')",-0.4076989,-0.3561751,0.0515238
47,4.1565156,4.3192835,"('stupid', 'smart')",4.1565156,4.3192835,0.1627679
48,-0.15556951,-0.11269665,"('unintelligent', 'intelligent')",-0.1555695,-0.1126966,0.0428729
49,-0.3136987,-0.26747885,"('unable', 'able')",-0.3136987,-0.2674789,0.0462198
50,0.25064582,0.15057337,"('clumsy', 'skillful')",0.2506458,0.1505734,-0.1000724
51,-0.480127,-0.49526045,"('uneducated', 'educated')",-0.480127,-0.4952604,-0.0151334
52,-0.24736066,-0.48488095,"('irrational', 'rational')",-0.2473607,-0.484881,-0.2375203
53,1.0872899,0.920735,"('uncreative', 'creative')",1.0872899,0.920735,-0.1665549
54,0.7978964,0.8220661,"('incapable', 'capable')",0.7978964,0.8220661,0.0241697
55,0.4468603,0.59492874,"('incompetent', 'clever')",0.4468603,0.5949287,0.1480684
56,0.7340244,0.89736235,"('impractical', 'practical')",0.7340244,0.8973624,0.163338
57,-1.7680018,-1.8604918,"('unimaginative', 'imaginative')",-1.7680018,-1.8604918,-0.09249
58,0.8456073,0.6988904,"('undiscriminating', 'discriminating')",0.8456073,0.6988904,-0.1467169
59,-0.07565742,-0.09813684,"('foolish', 'wise')",-0.0756574,-0.0981368,-0.0224794
60,-0.32314628,-0.0018563084,"('inefficient', 'efficient')",-0.3231463,-0.0018563,0.32129
61,0.7248076,0.48818272,"('illogical', 'logical')",0.7248076,0.4881827,-0.2366249
62,0.13960958,0.31603354,"('incompetent', 'brilliant')",0.1396096,0.3160335,0.1764239
63,-0.03906651,0.017434925,"('unperceptive', 'insightful')",-0.0390665,0.0174349,0.0565014
64,-6.5105944,-6.2195163,"('shy', 'confident')",-6.5105944,-6.2195163,0.2910781
65,0.5916813,0.7872615,"('insecure', 'secure')",0.5916813,0.7872615,0.1955802
66,0.4681171,0.34194428,"('inactive', 'active')",0.4681171,0.3419443,-0.1261728
67,-0.99299043,-0.8836316,"('doubtful', 'determined')",-0.9929904,-0.8836316,0.1093588
68,-0.9238555,-0.96327233,"('dependent', 'independent')",-0.9238555,-0.9632723,-0.0394168
69,-1.4689368,-1.5304929,"('lazy', 'industrious')",-1.4689368,-1.5304929,-0.0615561
70,1.5710341,1.5387853,"('lethargic', 'energetic')",1.5710341,1.5387853,-0.0322488
71,0.033656392,-0.007088186,"('diffident', 'self-confident')",0.0336564,-0.0070882,-0.0407446
72,0.24866773,0.37723312,"('unambitious', 'ambitious')",0.2486677,0.3772331,0.1285654
73,-2.68245,-2.6284392,"('helpless', 'self-reliant')",-2.6824501,-2.6284392,0.0540109
74,0.6153298,0.51688915,"('undedicated', 'dedicated')",0.6153298,0.5168892,-0.0984406
75,-0.27561095,-0.2446049,"('meek', 'impulsive')",-0.275611,-0.2446049,0.0310061
76,0.16538908,0.17088932,"('anxious', 'daring')",0.1653891,0.1708893,0.0055002
77,-1.4367177,-1.221386,"('unmotivated', 'motivated')",-1.4367177,-1.221386,0.2153317
78,-0.8987255,-0.893079,"('nonresilient', 'resilient')",-0.8987255,-0.893079,0.0056465
79,0.40224552,0.2707184,"('wavering', 'unwavering')",0.4022455,0.2707184,-0.1315271
80,-0.4924058,-0.40680242,"('dominated', 'dominating')",-0.4924058,-0.4068024,0.0856034
81,-0.3343935,-0.13553797,"('submissive', 'aggressive')",-0.3343935,-0.135538,0.1988555
82,6.33298,6.338254,"('poor', 'rich')",6.3329802,6.338254,0.0052738
83,-0.69713575,-0.60816234,"('powerless', 'powerful')",-0.6971357,-0.6081623,0.0889734
84,0.9040359,0.8395884,"('inferior', 'superior')",0.9040359,0.8395884,-0.0644475
85,-0.64432573,-0.80010885,"('insignificant', 'prestigious')",-0.6443257,-0.8001089,-0.1557832
86,-0.010582775,-0.14790231,"('uninfluential', 'influential')",-0.0105828,-0.1479023,-0.1373195
