,plagiarism_male,plagiarism_female,tuple,average_male,average_female,female-male
0,-1.0244894,-1.1050233,"('unsociable', 'sociable')",-1.0244894,-1.1050233,-0.0805339
1,-0.53865635,-0.6956166,"('unfriendly', 'friendly')",-0.5386564,-0.6956166,-0.1569602
2,-0.947337,-0.957405,"('unlikable', 'likable')",-0.947337,-0.957405,-0.010068
3,-1.0513763,-0.97165686,"('repellent', 'pleasant')",-1.0513763,-0.9716569,0.0797194
4,-1.3733878,-1.3096364,"('disliked', 'liked')",-1.3733878,-1.3096364,0.0637514
5,-0.008279506,-0.054040544,"('distant', 'outgoing')",-0.0082795,-0.0540405,-0.045761
6,0.37074697,0.31752798,"('distant', 'open')",0.370747,0.317528,-0.053219
7,-1.8117387,-1.8067876,"('insensitive', 'sensitive')",-1.8117387,-1.8067876,0.0049511
8,-1.0915391,-1.2811805,"('unaffectionate', 'affectionate')",-1.0915391,-1.2811805,-0.1896414
9,-1.3616915,-1.5271392,"('unaffectionate', 'caring')",-1.3616915,-1.5271392,-0.1654477
10,-1.4838624,-1.5524935,"('unsympathetic', 'sympathetic')",-1.4838624,-1.5524935,-0.0686311
11,-1.1179819,-1.1376823,"('unhelpful', 'helpful')",-1.1179819,-1.1376823,-0.0197004
12,-2.041464,-2.0393963,"('unsupportive', 'supportive')",-2.0414641,-2.0393963,0.0020678
13,-1.1122316,-1.1408292,"('impolite', 'polite')",-1.1122316,-1.1408292,-0.0285976
14,-1.6414617,-1.6325207,"('antisocial', 'social')",-1.6414617,-1.6325207,0.008941
15,0.31336555,0.28945875,"('boring', 'funny')",0.3133655,0.2894588,-0.0239067
16,-1.283868,-1.274569,"('unpopular', 'popular')",-1.283868,-1.274569,0.009299
17,-0.35947976,-0.2883119,"('nasty', 'nice')",-0.3594798,-0.2883119,0.0711679
18,-1.6348931,-1.6531578,"('disagreeable', 'welcoming')",-1.6348931,-1.6531578,-0.0182647
19,-0.64305526,-0.6275573,"('inhospitable', 'hospitable')",-0.6430553,-0.6275573,0.015498
20,0.06581552,0.01996427,"('rough', 'thoughtful')",0.0658155,0.0199643,-0.0458512
21,-2.0452714,-1.9752488,"('immoral', 'moral')",-2.0452714,-1.9752488,0.0700226
22,-0.80099887,-0.8094178,"('untrustworthy', 'trustworthy')",-0.8009989,-0.8094178,-0.0084189
23,-0.16606146,-0.26331744,"('insincere', 'sincere')",-0.1660615,-0.2633174,-0.0972559
24,-2.0637662,-2.157353,"('dishonest', 'honest')",-2.0637662,-2.1573529,-0.0935867
25,0.15069959,0.026749521,"('egoistic', 'altruistic')",0.1506996,0.0267495,-0.1239501
26,0.551563,0.37171483,"('hardhearted', 'benevolent')",0.551563,0.3717148,-0.1798482
27,-0.11669239,-0.2669771,"('hardhearted', 'softhearted')",-0.1166924,-0.2669771,-0.1502847
28,-1.1093786,-1.2450912,"('disloyal', 'loyal')",-1.1093786,-1.2450912,-0.1357126
29,-1.3954315,-1.3789223,"('unfair', 'fair')",-1.3954315,-1.3789223,0.0165092
30,-0.79508066,-0.8193281,"('intolerant', 'tolerant')",-0.7950807,-0.8193281,-0.0242474
31,-1.4101468,-1.3048861,"('evil', 'good')",-1.4101468,-1.3048861,0.1052607
32,-1.50012,-1.5725123,"('unkind', 'kind')",-1.50012,-1.5725123,-0.0723923
33,0.28669062,0.22318926,"('wrong', 'right')",0.2866906,0.2231893,-0.0635013
34,0.93335855,1.0181305,"('mean', 'honorable')",0.9333586,1.0181305,0.0847719
35,0.009056347,-0.015783742,"('corrupt', 'incorrupt')",0.0090563,-0.0157837,-0.02484
36,0.06924605,0.06806369,"('hostile', 'amicable')",0.0692461,0.0680637,-0.0011824
37,-2.0182416,-2.0334032,"('fake', 'genuine')",-2.0182416,-2.0334032,-0.0151616
38,-0.9486998,-0.9566344,"('untruthful', 'truthful')",-0.9486998,-0.9566344,-0.0079346
39,-1.0764567,-1.1147007,"('exploitative', 'cooperative')",-1.0764567,-1.1147007,-0.038244
40,-1.6516365,-1.6990417,"('stingy', 'generous')",-1.6516365,-1.6990417,-0.0474052
41,-1.4693953,-1.5161284,"('unforgiving', 'forgiving')",-1.4693953,-1.5161284,-0.0467331
42,0.3055221,0.34681597,"('unreliable', 'reliable')",0.3055221,0.346816,0.0412939
43,-1.4568245,-1.5094833,"('irresponsible', 'responsible')",-1.4568245,-1.5094833,-0.0526588
44,-0.023290731,0.06204776,"('prejudiced', 'unprejudiced')",-0.0232907,0.0620478,0.0853385
45,-2.2260966,-2.1827605,"('incompetent', 'competent')",-2.2260966,-2.1827605,0.0433361
46,-2.1930647,-2.215283,"('uncompetitive', 'competitive')",-2.1930647,-2.2152829,-0.0222182
47,0.42806065,0.42302582,"('stupid', 'smart')",0.4280607,0.4230258,-0.0050349
48,-1.7099757,-1.7131057,"('unintelligent', 'intelligent')",-1.7099757,-1.7131057,-0.00313
49,-1.0658911,-0.966375,"('unable', 'able')",-1.0658911,-0.966375,0.0995161
50,-0.9778173,-1.0030833,"('clumsy', 'skillful')",-0.9778173,-1.0030833,-0.025266
51,-0.9150068,-0.9426287,"('uneducated', 'educated')",-0.9150068,-0.9426287,-0.0276219
52,-0.75616115,-0.85993576,"('irrational', 'rational')",-0.7561612,-0.8599358,-0.1037746
53,-1.2591008,-1.396145,"('uncreative', 'creative')",-1.2591008,-1.396145,-0.1370442
54,-0.43329865,-0.54699534,"('incapable', 'capable')",-0.4332986,-0.5469953,-0.1136967
55,-1.7366613,-1.7453065,"('incompetent', 'clever')",-1.7366613,-1.7453065,-0.0086452
56,-0.20673817,-0.2061648,"('impractical', 'practical')",-0.2067382,-0.2061648,0.0005734
57,-1.4967586,-1.5078253,"('unimaginative', 'imaginative')",-1.4967586,-1.5078253,-0.0110667
58,0.9359739,0.84411955,"('undiscriminating', 'discriminating')",0.9359739,0.8441195,-0.0918544
59,-0.88372576,-0.862983,"('foolish', 'wise')",-0.8837258,-0.862983,0.0207428
60,-1.4141587,-1.3790218,"('inefficient', 'efficient')",-1.4141587,-1.3790218,0.0351369
61,-1.1560571,-1.2743461,"('illogical', 'logical')",-1.1560571,-1.2743461,-0.118289
62,-1.6795864,-1.6269594,"('incompetent', 'brilliant')",-1.6795864,-1.6269594,0.052627
63,-1.3357714,-1.3463733,"('unperceptive', 'insightful')",-1.3357714,-1.3463733,-0.0106019
64,-1.6367682,-1.5744197,"('shy', 'confident')",-1.6367682,-1.5744197,0.0623485
