,ashram_male,ashram_female,tuple,average_male,average_female,female-male
0,0.35834822,0.22122309,"('unsociable', 'sociable')",0.3583482,0.2212231,-0.1371251
1,0.40738794,0.30626807,"('unfriendly', 'friendly')",0.4073879,0.3062681,-0.1011198
2,0.23789336,0.27014643,"('unlikable', 'likable')",0.2378934,0.2701464,0.032253
3,-1.3125638,-1.1921259,"('repellent', 'pleasant')",-1.3125638,-1.1921259,0.1204379
4,-1.5179112,-1.5872896,"('disliked', 'liked')",-1.5179112,-1.5872896,-0.0693784
5,0.80331373,0.752589,"('distant', 'outgoing')",0.8033137,0.752589,-0.0507247
6,0.86349463,0.81177723,"('distant', 'open')",0.8634946,0.8117772,-0.0517174
7,-0.4648473,-0.49251974,"('insensitive', 'sensitive')",-0.4648473,-0.4925197,-0.0276724
8,0.34931523,0.18210375,"('unaffectionate', 'affectionate')",0.3493152,0.1821038,-0.1672114
9,0.41228577,0.30818853,"('unaffectionate', 'caring')",0.4122858,0.3081885,-0.1040973
10,-1.6409199,-1.6301275,"('unsympathetic', 'sympathetic')",-1.6409199,-1.6301275,0.0107924
11,0.026931535,0.06662677,"('unhelpful', 'helpful')",0.0269315,0.0666268,0.0396953
12,-0.6600581,-0.6275313,"('unsupportive', 'supportive')",-0.6600581,-0.6275313,0.0325268
13,-1.3059691,-1.3130443,"('impolite', 'polite')",-1.3059691,-1.3130443,-0.0070752
14,-1.0246184,-0.92102283,"('antisocial', 'social')",-1.0246184,-0.9210228,0.1035956
15,1.3514022,1.3068728,"('boring', 'funny')",1.3514022,1.3068728,-0.0445294
16,0.7281528,0.6884961,"('unpopular', 'popular')",0.7281528,0.6884961,-0.0396567
17,0.06526727,0.07323848,"('nasty', 'nice')",0.0652673,0.0732385,0.0079712
18,0.444661,0.38374037,"('disagreeable', 'welcoming')",0.444661,0.3837404,-0.0609206
19,0.25557402,0.2570727,"('inhospitable', 'hospitable')",0.255574,0.2570727,0.0014987
20,-0.1765148,-0.19090317,"('rough', 'thoughtful')",-0.1765148,-0.1909032,-0.0143884
21,-0.5985397,-0.58118653,"('immoral', 'moral')",-0.5985397,-0.5811865,0.0173532
22,-0.3073102,-0.29940096,"('untrustworthy', 'trustworthy')",-0.3073102,-0.299401,0.0079092
23,1.6603272,1.6942201,"('insincere', 'sincere')",1.6603272,1.6942201,0.0338929
24,0.06929457,0.0066047907,"('dishonest', 'honest')",0.0692946,0.0066048,-0.0626898
25,1.0026265,0.88781846,"('egoistic', 'altruistic')",1.0026265,0.8878185,-0.114808
26,1.7132095,1.5923345,"('hardhearted', 'benevolent')",1.7132095,1.5923345,-0.120875
27,-0.27837816,-0.4489068,"('hardhearted', 'softhearted')",-0.2783782,-0.4489068,-0.1705286
28,-0.18245089,-0.3484906,"('disloyal', 'loyal')",-0.1824509,-0.3484906,-0.1660397
29,-0.44618607,-0.5029289,"('unfair', 'fair')",-0.4461861,-0.5029289,-0.0567428
30,0.20720847,0.12697077,"('intolerant', 'tolerant')",0.2072085,0.1269708,-0.0802377
31,-0.27143085,-0.20793992,"('evil', 'good')",-0.2714309,-0.2079399,0.063491
32,-0.23582882,-0.34725267,"('unkind', 'kind')",-0.2358288,-0.3472527,-0.1114239
33,0.32556903,0.34239176,"('wrong', 'right')",0.325569,0.3423918,0.0168228
34,2.1594725,2.335828,"('mean', 'honorable')",2.1594725,2.3358281,0.1763556
35,1.61309,1.4894788,"('corrupt', 'incorrupt')",1.61309,1.4894788,-0.1236112
36,0.2817914,0.24127197,"('hostile', 'amicable')",0.2817914,0.241272,-0.0405194
37,0.077476084,0.107924186,"('fake', 'genuine')",0.0774761,0.1079242,0.0304481
38,-0.024528356,-0.007759229,"('untruthful', 'truthful')",-0.0245284,-0.0077592,0.0167692
39,0.23531893,0.295577,"('exploitative', 'cooperative')",0.2353189,0.295577,0.0602581
40,-0.5884392,-0.6800976,"('stingy', 'generous')",-0.5884392,-0.6800976,-0.0916584
41,0.8115009,0.749814,"('unforgiving', 'forgiving')",0.8115009,0.749814,-0.0616869
42,-1.0133268,-1.0233998,"('unreliable', 'reliable')",-1.0133268,-1.0233998,-0.010073
43,-0.34513554,-0.30957094,"('irresponsible', 'responsible')",-0.3451355,-0.3095709,0.0355646
44,-0.7622953,-0.67438996,"('prejudiced', 'unprejudiced')",-0.7622953,-0.67439,0.0879053
45,-0.47329938,-0.41554898,"('incompetent', 'competent')",-0.4732994,-0.415549,0.0577504
46,-1.3883741,-1.384671,"('uncompetitive', 'competitive')",-1.3883741,-1.384671,0.0037031
47,1.2284924,1.3983185,"('stupid', 'smart')",1.2284924,1.3983185,0.1698261
48,-0.3641004,-0.5301278,"('unintelligent', 'intelligent')",-0.3641004,-0.5301278,-0.1660274
49,-0.796144,-0.7407508,"('unable', 'able')",-0.796144,-0.7407508,0.0553932
50,-0.3125783,-0.36289862,"('clumsy', 'skillful')",-0.3125783,-0.3628986,-0.0503203
51,-0.06155334,-0.113196105,"('uneducated', 'educated')",-0.0615533,-0.1131961,-0.0516428
52,0.2247559,0.15715834,"('irrational', 'rational')",0.2247559,0.1571583,-0.0675976
53,-0.3686232,-0.5050482,"('uncreative', 'creative')",-0.3686232,-0.5050482,-0.136425
54,0.70879364,0.6959507,"('incapable', 'capable')",0.7087936,0.6959507,-0.0128429
55,-1.0725904,-1.1082841,"('incompetent', 'clever')",-1.0725904,-1.1082841,-0.0356937
56,0.24079798,0.28405088,"('impractical', 'practical')",0.240798,0.2840509,0.0432529
57,-1.1324509,-1.1786004,"('unimaginative', 'imaginative')",-1.1324509,-1.1786004,-0.0461495
58,0.15624619,0.1786311,"('undiscriminating', 'discriminating')",0.1562462,0.1786311,0.0223849
59,1.0745908,1.0212034,"('foolish', 'wise')",1.0745908,1.0212034,-0.0533874
60,-0.77651316,-0.75044847,"('inefficient', 'efficient')",-0.7765132,-0.7504485,0.0260647
61,-0.536977,-0.6393839,"('illogical', 'logical')",-0.536977,-0.6393839,-0.1024069
62,-0.034263562,0.097855285,"('incompetent', 'brilliant')",-0.0342636,0.0978553,0.1321189
