,vanity_male,vanity_female,tuple,average_male,average_female,female-male
0,-0.39152017,-0.5239695,"('unsociable', 'sociable')",-0.3915202,-0.5239695,-0.1324493
1,2.0142035,2.0588183,"('unfriendly', 'friendly')",2.0142035,2.0588183,0.0446148
2,-0.074539706,0.062776595,"('unlikable', 'likable')",-0.0745397,0.0627766,0.1373163
3,0.36534193,0.5713527,"('repellent', 'pleasant')",0.3653419,0.5713527,0.2060108
4,-7.264496,-7.2949758,"('disliked', 'liked')",-7.2644958,-7.2949758,-0.03048
5,-0.058113463,0.094060495,"('distant', 'outgoing')",-0.0581135,0.0940605,0.152174
6,0.3156134,0.49755257,"('distant', 'open')",0.3156134,0.4975526,0.1819392
7,1.0276985,1.1401802,"('insensitive', 'sensitive')",1.0276985,1.1401802,0.1124817
8,1.6268882,1.6446387,"('unaffectionate', 'affectionate')",1.6268882,1.6446387,0.0177505
9,1.8125459,1.9925861,"('unaffectionate', 'caring')",1.8125459,1.9925861,0.1800402
10,0.43301287,0.42645568,"('unsympathetic', 'sympathetic')",0.4330129,0.4264557,-0.0065572
11,1.493883,1.6089694,"('unhelpful', 'helpful')",1.493883,1.6089694,0.1150864
12,-1.5592501,-1.5209482,"('unsupportive', 'supportive')",-1.5592501,-1.5209482,0.0383019
13,-0.25374714,-0.35853922,"('impolite', 'polite')",-0.2537471,-0.3585392,-0.1047921
14,-0.34841844,-0.51183784,"('antisocial', 'social')",-0.3484184,-0.5118378,-0.1634194
15,0.6705822,0.5977377,"('boring', 'funny')",0.6705822,0.5977377,-0.0728445
16,-0.37207785,-0.17327179,"('unpopular', 'popular')",-0.3720779,-0.1732718,0.1988061
17,-0.16531962,-0.21377324,"('nasty', 'nice')",-0.1653196,-0.2137732,-0.0484536
18,-0.32503355,-0.2850548,"('disagreeable', 'welcoming')",-0.3250335,-0.2850548,0.0399787
19,0.07542034,0.2858981,"('inhospitable', 'hospitable')",0.0754203,0.2858981,0.2104778
20,0.7585098,0.5828025,"('rough', 'thoughtful')",0.7585098,0.5828025,-0.1757073
21,-0.65174836,-0.55873,"('immoral', 'moral')",-0.6517484,-0.55873,0.0930184
22,-0.75913316,-0.6765984,"('untrustworthy', 'trustworthy')",-0.7591332,-0.6765984,0.0825348
23,6.621925,6.8065906,"('insincere', 'sincere')",6.6219249,6.8065906,0.1846657
24,1.8020582,1.8982705,"('dishonest', 'honest')",1.8020582,1.8982705,0.0962123
25,1.0684996,1.0453441,"('egoistic', 'altruistic')",1.0684996,1.0453441,-0.0231555
26,1.0629672,0.71383154,"('hardhearted', 'benevolent')",1.0629672,0.7138315,-0.3491357
27,2.1621456,1.988516,"('hardhearted', 'softhearted')",2.1621456,1.988516,-0.1736296
28,1.1377873,1.0970888,"('disloyal', 'loyal')",1.1377873,1.0970888,-0.0406985
29,-0.57546926,-0.76412636,"('unfair', 'fair')",-0.5754693,-0.7641264,-0.1886571
30,0.69328386,0.69757843,"('intolerant', 'tolerant')",0.6932839,0.6975784,0.0042945
31,-0.75713366,-0.71480864,"('evil', 'good')",-0.7571337,-0.7148086,0.0423251
32,1.2540809,1.1280234,"('unkind', 'kind')",1.2540809,1.1280234,-0.1260575
33,0.2857505,0.3464011,"('wrong', 'right')",0.2857505,0.3464011,0.0606506
34,4.921974,5.2869396,"('mean', 'honorable')",4.9219742,5.2869396,0.3649654
