,trace_male,trace_female,tuple,average_male,average_female,female-male
0,0.23861147,0.043427017,"('unsociable', 'sociable')",0.2386115,0.043427,-0.1951845
1,1.3744776,1.2046075,"('unfriendly', 'friendly')",1.3744776,1.2046075,-0.1698701
2,0.5500018,0.6838262,"('unlikable', 'likable')",0.5500018,0.6838262,0.1338244
3,0.63975716,0.6931896,"('repellent', 'pleasant')",0.6397572,0.6931896,0.0534324
4,-7.0708923,-6.9898415,"('disliked', 'liked')",-7.0708923,-6.9898415,0.0810508
5,0.021931011,0.13683707,"('distant', 'outgoing')",0.021931,0.1368371,0.1149061
6,0.2372154,0.3683651,"('distant', 'open')",0.2372154,0.3683651,0.1311497
7,0.5438926,0.5121442,"('insensitive', 'sensitive')",0.5438926,0.5121442,-0.0317484
8,1.1315435,1.091297,"('unaffectionate', 'affectionate')",1.1315435,1.091297,-0.0402465
9,1.7879003,1.8177646,"('unaffectionate', 'caring')",1.7879003,1.8177646,0.0298643
10,1.2273121,1.2040107,"('unsympathetic', 'sympathetic')",1.2273121,1.2040107,-0.0233014
11,2.2907808,2.2666802,"('unhelpful', 'helpful')",2.2907808,2.2666802,-0.0241006
12,-1.5073658,-1.5255861,"('unsupportive', 'supportive')",-1.5073658,-1.5255861,-0.0182203
13,0.5463171,0.38254333,"('impolite', 'polite')",0.5463171,0.3825433,-0.1637738
14,-0.32522434,-0.48012298,"('antisocial', 'social')",-0.3252243,-0.480123,-0.1548987
15,0.8244926,0.7369085,"('boring', 'funny')",0.8244926,0.7369085,-0.0875841
16,-0.03785855,0.008025054,"('unpopular', 'popular')",-0.0378585,0.0080251,0.0458836
17,0.032100014,0.07469856,"('nasty', 'nice')",0.0321,0.0746986,0.0425986
18,-0.4936507,-0.64421135,"('disagreeable', 'welcoming')",-0.4936507,-0.6442114,-0.1505607
19,-0.5710673,-0.41318303,"('inhospitable', 'hospitable')",-0.5710673,-0.413183,0.1578843
20,0.53607684,0.3718424,"('rough', 'thoughtful')",0.5360768,0.3718424,-0.1642344
21,-0.16154225,-0.12822239,"('immoral', 'moral')",-0.1615423,-0.1282224,0.0333199
22,-0.12385061,-0.17631808,"('untrustworthy', 'trustworthy')",-0.1238506,-0.1763181,-0.0524675
23,6.325518,6.2299724,"('insincere', 'sincere')",6.3255181,6.2299724,-0.0955457
24,1.8322481,1.789774,"('dishonest', 'honest')",1.8322481,1.7897739,-0.0424742
25,0.5230767,0.46350202,"('egoistic', 'altruistic')",0.5230767,0.463502,-0.0595747
26,0.44499508,0.26954556,"('hardhearted', 'benevolent')",0.4449951,0.2695456,-0.1754495
27,1.2992793,1.1404175,"('hardhearted', 'softhearted')",1.2992793,1.1404175,-0.1588618
28,1.1032666,1.042602,"('disloyal', 'loyal')",1.1032666,1.0426019,-0.0606647
29,-0.70347327,-0.6807301,"('unfair', 'fair')",-0.7034733,-0.6807301,0.0227432
30,0.68896884,0.56267786,"('intolerant', 'tolerant')",0.6889688,0.5626779,-0.1262909
31,-1.6883476,-1.5659598,"('evil', 'good')",-1.6883476,-1.5659598,0.1223878
32,1.3176664,1.2560005,"('unkind', 'kind')",1.3176664,1.2560005,-0.0616659
33,-0.18346332,-0.11998201,"('wrong', 'right')",-0.1834633,-0.119982,0.0634813
34,4.531771,4.631861,"('mean', 'honorable')",4.5317712,4.6318612,0.10009
35,-1.2722191,-1.271013,"('corrupt', 'incorrupt')",-1.2722191,-1.271013,0.0012061
36,-0.90932,-0.9098807,"('hostile', 'amicable')",-0.90932,-0.9098807,-0.0005607
37,0.48325533,0.4994973,"('fake', 'genuine')",0.4832553,0.4994973,0.016242
38,0.042999998,0.056883857,"('untruthful', 'truthful')",0.043,0.0568839,0.0138839
39,-0.010830782,-0.06134056,"('exploitative', 'cooperative')",-0.0108308,-0.0613406,-0.0505098
40,-1.5927365,-1.8273185,"('stingy', 'generous')",-1.5927365,-1.8273185,-0.234582
41,-0.046177305,-0.05203051,"('unforgiving', 'forgiving')",-0.0461773,-0.0520305,-0.0058532
42,-1.830968,-1.8282751,"('unreliable', 'reliable')",-1.830968,-1.8282751,0.0026929
43,1.3379459,1.269534,"('irresponsible', 'responsible')",1.3379459,1.269534,-0.0684119
44,-1.2745008,-1.2822716,"('prejudiced', 'unprejudiced')",-1.2745008,-1.2822716,-0.0077708
45,0.14687672,0.1539871,"('incompetent', 'competent')",0.1468767,0.1539871,0.0071104
46,-0.37295246,-0.44927913,"('uncompetitive', 'competitive')",-0.3729525,-0.4492791,-0.0763266
47,5.0374985,5.173388,"('stupid', 'smart')",5.0374985,5.173388,0.1358895
48,1.0204197,0.7764445,"('unintelligent', 'intelligent')",1.0204197,0.7764445,-0.2439752
49,0.3065035,0.39180368,"('unable', 'able')",0.3065035,0.3918037,0.0853002
50,-0.11213909,-0.055745214,"('clumsy', 'skillful')",-0.1121391,-0.0557452,0.0563939
51,0.4180479,0.3633751,"('uneducated', 'educated')",0.4180479,0.3633751,-0.0546728
52,-0.5243084,-0.4750146,"('irrational', 'rational')",-0.5243084,-0.4750146,0.0492938
53,0.12594138,0.07062244,"('uncreative', 'creative')",0.1259414,0.0706224,-0.055319
54,1.3337939,1.4965242,"('incapable', 'capable')",1.3337939,1.4965242,0.1627303
55,0.78636354,0.6111851,"('incompetent', 'clever')",0.7863635,0.6111851,-0.1751784
56,0.9701219,0.9379315,"('impractical', 'practical')",0.9701219,0.9379315,-0.0321904
57,-2.4893878,-2.4764977,"('unimaginative', 'imaginative')",-2.4893878,-2.4764977,0.0128901
58,-0.12862961,-0.16206266,"('undiscriminating', 'discriminating')",-0.1286296,-0.1620627,-0.0334331
59,-0.054984752,0.12441718,"('foolish', 'wise')",-0.0549848,0.1244172,0.179402
60,1.0537281,0.9312346,"('inefficient', 'efficient')",1.0537281,0.9312346,-0.1224935
61,0.5843383,0.3755631,"('illogical', 'logical')",0.5843383,0.3755631,-0.2087752
62,1.3370049,1.3195086,"('incompetent', 'brilliant')",1.3370049,1.3195086,-0.0174963
63,0.51576275,0.52258134,"('unperceptive', 'insightful')",0.5157627,0.5225813,0.0068186
64,-5.945913,-5.8357673,"('shy', 'confident')",-5.9459128,-5.8357673,0.1101455
65,0.53740054,0.44511262,"('insecure', 'secure')",0.5374005,0.4451126,-0.0922879
66,-0.3150588,-0.2360441,"('inactive', 'active')",-0.3150588,-0.2360441,0.0790147
67,-0.6804814,-0.55048805,"('doubtful', 'determined')",-0.6804814,-0.5504881,0.1299933
68,-0.5084321,-0.5204614,"('dependent', 'independent')",-0.5084321,-0.5204614,-0.0120293
69,-1.7536592,-1.599727,"('lazy', 'industrious')",-1.7536592,-1.599727,0.1539322
70,1.4295529,1.3868377,"('lethargic', 'energetic')",1.4295529,1.3868377,-0.0427152
71,0.5343072,0.61405516,"('diffident', 'self-confident')",0.5343072,0.6140552,0.079748
72,0.71974844,0.7771503,"('unambitious', 'ambitious')",0.7197484,0.7771503,0.0574019
73,-2.9311035,-2.8899877,"('helpless', 'self-reliant')",-2.9311035,-2.8899877,0.0411158
74,0.08779886,-0.013236061,"('undedicated', 'dedicated')",0.0877989,-0.0132361,-0.101035
75,-0.8294086,-0.58870816,"('meek', 'impulsive')",-0.8294086,-0.5887082,0.2407004
76,0.6771656,0.50229585,"('anxious', 'daring')",0.6771656,0.5022959,-0.1748697
77,-0.81799346,-0.75410104,"('unmotivated', 'motivated')",-0.8179935,-0.754101,0.0638925
78,-0.5498838,-0.63813925,"('nonresilient', 'resilient')",-0.5498838,-0.6381392,-0.0882554
79,-0.39872155,-0.27246886,"('wavering', 'unwavering')",-0.3987215,-0.2724689,0.1262526
80,-0.40293795,-0.43988144,"('dominated', 'dominating')",-0.4029379,-0.4398814,-0.0369435
81,0.44045922,0.37430513,"('submissive', 'aggressive')",0.4404592,0.3743051,-0.0661541
82,6.8699474,6.9347153,"('poor', 'rich')",6.8699474,6.9347153,0.0647679
83,-0.61406434,-0.5744295,"('powerless', 'powerful')",-0.6140643,-0.5744295,0.0396348
84,0.37755674,0.4345935,"('inferior', 'superior')",0.3775567,0.4345935,0.0570368
85,-0.8943816,-0.9851402,"('insignificant', 'prestigious')",-0.8943816,-0.9851402,-0.0907586
