,sandpaper_male,sandpaper_female,tuple,average_male,average_female,female-male
0,0.37226275,0.24662411,"('unsociable', 'sociable')",0.3722627,0.2466241,-0.1256386
1,0.8674905,0.76183283,"('unfriendly', 'friendly')",0.8674905,0.7618328,-0.1056577
2,0.5598434,0.5836726,"('unlikable', 'likable')",0.5598434,0.5836726,0.0238292
3,0.11713989,0.16765827,"('repellent', 'pleasant')",0.1171399,0.1676583,0.0505184
4,-4.156008,-4.203389,"('disliked', 'liked')",-4.1560078,-4.2033892,-0.0473814
5,-0.8077971,-0.7973432,"('distant', 'outgoing')",-0.8077971,-0.7973432,0.0104539
6,-0.75525147,-0.74777263,"('distant', 'open')",-0.7552515,-0.7477726,0.0074789
7,0.5483571,0.5497026,"('insensitive', 'sensitive')",0.5483571,0.5497026,0.0013455
8,0.4040153,0.37200427,"('unaffectionate', 'affectionate')",0.4040153,0.3720043,-0.032011
9,0.9148151,0.87286323,"('unaffectionate', 'caring')",0.9148151,0.8728632,-0.0419519
10,0.5787466,0.5259801,"('unsympathetic', 'sympathetic')",0.5787466,0.5259801,-0.0527665
11,1.2471179,1.302363,"('unhelpful', 'helpful')",1.2471179,1.302363,0.0552451
12,-0.45378214,-0.44151777,"('unsupportive', 'supportive')",-0.4537821,-0.4415178,0.0122643
13,0.08778707,0.040609017,"('impolite', 'polite')",0.0877871,0.040609,-0.0471781
14,0.6421616,0.56247324,"('antisocial', 'social')",0.6421616,0.5624732,-0.0796884
15,0.29464665,0.23410204,"('boring', 'funny')",0.2946467,0.234102,-0.0605447
16,-0.3211413,-0.33971697,"('unpopular', 'popular')",-0.3211413,-0.339717,-0.0185757
17,-0.5017654,-0.5324854,"('nasty', 'nice')",-0.5017654,-0.5324854,-0.03072
18,-0.21810204,-0.30034012,"('disagreeable', 'welcoming')",-0.218102,-0.3003401,-0.0822381
19,-1.3301165,-1.2891674,"('inhospitable', 'hospitable')",-1.3301165,-1.2891674,0.0409491
20,0.54590446,0.6286448,"('rough', 'thoughtful')",0.5459045,0.6286448,0.0827403
21,0.6791921,0.7023615,"('immoral', 'moral')",0.6791921,0.7023615,0.0231694
22,-0.15041125,-0.18542801,"('untrustworthy', 'trustworthy')",-0.1504112,-0.185428,-0.0350168
23,3.8849616,3.8136203,"('insincere', 'sincere')",3.8849616,3.8136203,-0.0713413
24,0.93451047,0.8035899,"('dishonest', 'honest')",0.9345105,0.8035899,-0.1309206
25,0.71983624,0.6947292,"('egoistic', 'altruistic')",0.7198362,0.6947292,-0.025107
26,0.7117679,0.63266546,"('hardhearted', 'benevolent')",0.7117679,0.6326655,-0.0791024
27,0.7719061,0.7835836,"('hardhearted', 'softhearted')",0.7719061,0.7835836,0.0116775
28,0.62463033,0.5020972,"('disloyal', 'loyal')",0.6246303,0.5020972,-0.1225331
29,-0.26415578,-0.36560306,"('unfair', 'fair')",-0.2641558,-0.3656031,-0.1014473
30,1.0563393,0.96751595,"('intolerant', 'tolerant')",1.0563393,0.9675159,-0.0888234
31,-1.6958883,-1.6590111,"('evil', 'good')",-1.6958883,-1.6590111,0.0368772
32,0.62253374,0.6019002,"('unkind', 'kind')",0.6225337,0.6019002,-0.0206335
33,0.28545362,0.18185544,"('wrong', 'right')",0.2854536,0.1818554,-0.1035982
34,2.780025,2.8888829,"('mean', 'honorable')",2.780025,2.8888829,0.1088579
35,-0.93132967,-0.9602374,"('corrupt', 'incorrupt')",-0.9313297,-0.9602374,-0.0289077
36,-0.97240174,-1.035181,"('hostile', 'amicable')",-0.9724017,-1.035181,-0.0627793
37,0.3041247,0.3183701,"('fake', 'genuine')",0.3041247,0.3183701,0.0142454
38,0.16003484,0.12534855,"('untruthful', 'truthful')",0.1600348,0.1253486,-0.0346862
39,0.4708527,0.52693963,"('exploitative', 'cooperative')",0.4708527,0.5269396,0.0560869
40,-0.96266997,-1.0537746,"('stingy', 'generous')",-0.96267,-1.0537746,-0.0911046
41,0.5459596,0.42668867,"('unforgiving', 'forgiving')",0.5459596,0.4266887,-0.1192709
42,-1.4788748,-1.4778639,"('unreliable', 'reliable')",-1.4788748,-1.4778639,0.0010109
43,0.65067136,0.68167824,"('irresponsible', 'responsible')",0.6506714,0.6816782,0.0310068
44,-1.180455,-1.1315111,"('prejudiced', 'unprejudiced')",-1.180455,-1.1315111,0.0489439
45,0.35109997,0.28350985,"('incompetent', 'competent')",0.3511,0.2835099,-0.0675901
46,0.14968017,0.14560014,"('uncompetitive', 'competitive')",0.1496802,0.1456001,-0.0040801
47,2.9383118,3.0184941,"('stupid', 'smart')",2.9383118,3.0184941,0.0801823
48,0.8687795,0.83024746,"('unintelligent', 'intelligent')",0.8687795,0.8302475,-0.038532
49,0.07489589,0.19300851,"('unable', 'able')",0.0748959,0.1930085,0.1181126
50,-0.6393585,-0.5735688,"('clumsy', 'skillful')",-0.6393585,-0.5735688,0.0657897
51,-0.061604366,-0.09255138,"('uneducated', 'educated')",-0.0616044,-0.0925514,-0.030947
52,-0.46914408,-0.63583314,"('irrational', 'rational')",-0.4691441,-0.6358331,-0.166689
53,0.45453385,0.39035738,"('uncreative', 'creative')",0.4545338,0.3903574,-0.0641764
54,0.20883769,0.19296822,"('incapable', 'capable')",0.2088377,0.1929682,-0.0158695
55,1.0635549,1.0846289,"('incompetent', 'clever')",1.0635549,1.0846289,0.021074
56,0.90654695,0.8539122,"('impractical', 'practical')",0.906547,0.8539122,-0.0526348
57,-1.1626401,-1.1815977,"('unimaginative', 'imaginative')",-1.1626401,-1.1815977,-0.0189576
58,0.5583715,0.5445829,"('undiscriminating', 'discriminating')",0.5583715,0.5445829,-0.0137886
59,-0.62978345,-0.6189786,"('foolish', 'wise')",-0.6297835,-0.6189786,0.0108049
60,1.4216287,1.4427103,"('inefficient', 'efficient')",1.4216287,1.4427103,0.0210816
61,0.99806005,0.88104576,"('illogical', 'logical')",0.99806,0.8810458,-0.1170142
62,0.71683663,0.76975554,"('incompetent', 'brilliant')",0.7168366,0.7697555,0.0529189
