,textual_male,textual_female,tuple,average_male,average_female,female-male
0,0.31331748,0.28613892,"('unsociable', 'sociable')",0.3133175,0.2861389,-0.0271786
1,1.5906928,1.6745237,"('unfriendly', 'friendly')",1.5906928,1.6745237,0.0838309
2,0.26327163,0.43311265,"('unlikable', 'likable')",0.2632716,0.4331127,0.1698411
3,1.2414486,1.2924986,"('repellent', 'pleasant')",1.2414486,1.2924986,0.05105
4,-6.8338246,-6.831529,"('disliked', 'liked')",-6.8338246,-6.8315291,0.0022955
5,-0.08312972,0.21428254,"('distant', 'outgoing')",-0.0831297,0.2142825,0.2974122
6,0.21016993,0.4328392,"('distant', 'open')",0.2101699,0.4328392,0.2226693
7,1.5582154,1.6477703,"('insensitive', 'sensitive')",1.5582154,1.6477703,0.0895549
8,0.88518363,0.96440774,"('unaffectionate', 'affectionate')",0.8851836,0.9644077,0.0792241
9,1.3983524,1.6199229,"('unaffectionate', 'caring')",1.3983524,1.6199229,0.2215705
10,1.2906405,1.3055896,"('unsympathetic', 'sympathetic')",1.2906405,1.3055896,0.0149491
11,2.1385925,2.2469404,"('unhelpful', 'helpful')",2.1385925,2.2469404,0.1083479
12,-1.0842978,-0.7688672,"('unsupportive', 'supportive')",-1.0842978,-0.7688672,0.3154306
13,0.3291428,0.21179163,"('impolite', 'polite')",0.3291428,0.2117916,-0.1173512
14,0.105505094,0.0341165,"('antisocial', 'social')",0.1055051,0.0341165,-0.0713886
15,0.44696245,0.43905744,"('boring', 'funny')",0.4469624,0.4390574,-0.007905
16,-0.55140156,-0.44590107,"('unpopular', 'popular')",-0.5514016,-0.4459011,0.1055005
17,-0.28168806,-0.21235323,"('nasty', 'nice')",-0.2816881,-0.2123532,0.0693349
18,-0.20624045,-0.11032283,"('disagreeable', 'welcoming')",-0.2062404,-0.1103228,0.0959176
19,-0.35953602,-0.04256859,"('inhospitable', 'hospitable')",-0.359536,-0.0425686,0.3169674
20,0.56847245,0.43776354,"('rough', 'thoughtful')",0.5684724,0.4377635,-0.1307089
21,0.29997727,0.46835485,"('immoral', 'moral')",0.2999773,0.4683549,0.1683776
22,-0.06467561,0.05881303,"('untrustworthy', 'trustworthy')",-0.0646756,0.058813,0.1234886
23,6.659601,6.8314614,"('insincere', 'sincere')",6.6596012,6.8314614,0.1718602
24,1.9501997,2.1772883,"('dishonest', 'honest')",1.9501997,2.1772883,0.2270886
25,0.89390355,0.81321347,"('egoistic', 'altruistic')",0.8939036,0.8132135,-0.0806901
26,0.46082598,0.20077357,"('hardhearted', 'benevolent')",0.460826,0.2007736,-0.2600524
27,1.8034966,1.6268857,"('hardhearted', 'softhearted')",1.8034966,1.6268857,-0.1766109
28,1.2414726,1.2091162,"('disloyal', 'loyal')",1.2414726,1.2091162,-0.0323564
29,-0.71592057,-0.6752691,"('unfair', 'fair')",-0.7159206,-0.6752691,0.0406515
30,0.824636,0.8546105,"('intolerant', 'tolerant')",0.824636,0.8546105,0.0299745
31,-1.3564664,-1.2590448,"('evil', 'good')",-1.3564664,-1.2590448,0.0974216
32,1.4238752,1.33535,"('unkind', 'kind')",1.4238752,1.33535,-0.0885252
33,-0.16518003,0.0033273362,"('wrong', 'right')",-0.16518,0.0033273,0.1685073
34,4.502067,4.8449397,"('mean', 'honorable')",4.5020671,4.8449397,0.3428726
35,-1.302996,-1.311961,"('corrupt', 'incorrupt')",-1.302996,-1.3119611,-0.0089651
36,-1.302279,-1.2812183,"('hostile', 'amicable')",-1.302279,-1.2812183,0.0210607
37,1.2102828,1.1099261,"('fake', 'genuine')",1.2102828,1.1099261,-0.1003567
38,0.18272138,0.30266097,"('untruthful', 'truthful')",0.1827214,0.302661,0.1199396
39,0.3009533,0.30398375,"('exploitative', 'cooperative')",0.3009533,0.3039837,0.0030304
40,-0.5665051,-0.6882655,"('stingy', 'generous')",-0.5665051,-0.6882655,-0.1217604
41,0.011016797,-0.118540585,"('unforgiving', 'forgiving')",0.0110168,-0.1185406,-0.1295574
42,-1.7536547,-1.7622488,"('unreliable', 'reliable')",-1.7536547,-1.7622488,-0.0085941
43,1.1481678,1.2785949,"('irresponsible', 'responsible')",1.1481678,1.2785949,0.1304271
44,-1.4947616,-1.8388292,"('prejudiced', 'unprejudiced')",-1.4947616,-1.8388292,-0.3440676
45,0.5875557,0.580563,"('incompetent', 'competent')",0.5875557,0.580563,-0.0069927
46,-0.41921958,-0.3548437,"('uncompetitive', 'competitive')",-0.4192196,-0.3548437,0.0643759
47,4.721206,4.9164023,"('stupid', 'smart')",4.7212062,4.9164023,0.1951961
48,0.61784744,0.5937858,"('unintelligent', 'intelligent')",0.6178474,0.5937858,-0.0240616
49,0.20472404,0.4416957,"('unable', 'able')",0.204724,0.4416957,0.2369717
50,0.027583454,0.094735734,"('clumsy', 'skillful')",0.0275835,0.0947357,0.0671522
51,1.1665567,1.0996653,"('uneducated', 'educated')",1.1665567,1.0996653,-0.0668914
52,-0.28237158,-0.22588176,"('irrational', 'rational')",-0.2823716,-0.2258818,0.0564898
53,-0.02041712,0.04598587,"('uncreative', 'creative')",-0.0204171,0.0459859,0.066403
54,1.0393177,1.449069,"('incapable', 'capable')",1.0393177,1.449069,0.4097513
55,1.3293953,1.3452581,"('incompetent', 'clever')",1.3293953,1.3452581,0.0158628
56,0.6678305,0.8324395,"('impractical', 'practical')",0.6678305,0.8324395,0.164609
57,-1.9090604,-1.9835974,"('unimaginative', 'imaginative')",-1.9090604,-1.9835974,-0.074537
58,0.25412112,0.2150557,"('undiscriminating', 'discriminating')",0.2541211,0.2150557,-0.0390654
59,0.0132718235,0.13183036,"('foolish', 'wise')",0.0132718,0.1318304,0.1185586
60,0.7170545,0.7873216,"('inefficient', 'efficient')",0.7170545,0.7873216,0.0702671
61,0.36801502,0.355811,"('illogical', 'logical')",0.368015,0.355811,-0.012204
62,1.5820272,1.8194741,"('incompetent', 'brilliant')",1.5820272,1.8194741,0.2374469
63,0.84101754,1.0813386,"('unperceptive', 'insightful')",0.8410175,1.0813386,0.2403211
64,-5.8609886,-5.6873097,"('shy', 'confident')",-5.8609886,-5.6873097,0.1736789
65,0.73595923,0.8241366,"('insecure', 'secure')",0.7359592,0.8241366,0.0881774
66,-0.41382468,-0.36581597,"('inactive', 'active')",-0.4138247,-0.365816,0.0480087
67,-0.9634976,-1.0248659,"('doubtful', 'determined')",-0.9634976,-1.0248659,-0.0613683
68,-0.43831998,-0.2939448,"('dependent', 'independent')",-0.43832,-0.2939448,0.1443752
69,-2.008205,-1.9006411,"('lazy', 'industrious')",-2.0082049,-1.9006411,0.1075638
70,1.7700071,1.792127,"('lethargic', 'energetic')",1.7700071,1.792127,0.0221199
71,0.445707,0.76197374,"('diffident', 'self-confident')",0.445707,0.7619737,0.3162667
72,1.0817528,1.2720169,"('unambitious', 'ambitious')",1.0817528,1.2720169,0.1902641
73,-2.2893472,-2.1609464,"('helpless', 'self-reliant')",-2.2893472,-2.1609464,0.1284008
74,0.44488743,0.32977477,"('undedicated', 'dedicated')",0.4448874,0.3297748,-0.1151126
75,-0.90054846,-0.78114855,"('meek', 'impulsive')",-0.9005485,-0.7811486,0.1193999
76,0.6370803,0.4857478,"('anxious', 'daring')",0.6370803,0.4857478,-0.1513325
77,-1.5151215,-1.2351383,"('unmotivated', 'motivated')",-1.5151215,-1.2351383,0.2799832
78,-0.7075773,-0.52743465,"('nonresilient', 'resilient')",-0.7075773,-0.5274346,0.1801427
79,-0.22578228,-0.14080445,"('wavering', 'unwavering')",-0.2257823,-0.1408045,0.0849778
80,0.379381,0.2888201,"('dominated', 'dominating')",0.379381,0.2888201,-0.0905609
81,0.1742263,0.14400463,"('submissive', 'aggressive')",0.1742263,0.1440046,-0.0302217
82,6.2809644,6.5048103,"('poor', 'rich')",6.2809644,6.5048103,0.2238459
83,-0.29760605,-0.22879794,"('powerless', 'powerful')",-0.2976061,-0.2287979,0.0688082
84,0.09723684,0.13909967,"('inferior', 'superior')",0.0972368,0.1390997,0.0418629
85,-1.3659142,-1.4356931,"('insignificant', 'prestigious')",-1.3659142,-1.4356931,-0.0697789
86,1.0035313,1.0041238,"('uninfluential', 'influential')",1.0035313,1.0041238,0.0005925
87,0.48733532,0.7623478,"('unsuccessful', 'successful')",0.4873353,0.7623478,0.2750125
88,0.17229801,0.24380025,"('low', 'eminent')",0.172298,0.2438003,0.0715023
