,corporal_male,corporal_female,tuple,average_male,average_female,female-male
0,0.110903636,0.13929035,"('unsociable', 'sociable')",0.1109036,0.1392903,0.0283867
1,1.2131071,1.0375578,"('unfriendly', 'friendly')",1.2131071,1.0375578,-0.1755493
2,0.123386055,0.17189288,"('unlikable', 'likable')",0.1233861,0.1718929,0.0485068
3,0.12526935,0.33245128,"('repellent', 'pleasant')",0.1252694,0.3324513,0.2071819
4,-7.3191247,-7.4588165,"('disliked', 'liked')",-7.3191247,-7.4588165,-0.1396918
5,-0.6401044,-0.66319025,"('distant', 'outgoing')",-0.6401044,-0.6631902,-0.0230858
6,0.020905182,-0.12815098,"('distant', 'open')",0.0209052,-0.128151,-0.1490562
7,0.8807801,1.0890055,"('insensitive', 'sensitive')",0.8807801,1.0890055,0.2082254
8,1.7959863,1.499242,"('unaffectionate', 'affectionate')",1.7959863,1.4992419,-0.2967444
9,2.220733,2.1309147,"('unaffectionate', 'caring')",2.2207329,2.1309147,-0.0898182
10,1.0226614,1.1860242,"('unsympathetic', 'sympathetic')",1.0226614,1.1860242,0.1633628
11,1.6839778,1.769896,"('unhelpful', 'helpful')",1.6839778,1.769896,0.0859182
12,-1.541931,-1.493783,"('unsupportive', 'supportive')",-1.541931,-1.493783,0.048148
13,-0.20624368,-0.06944205,"('impolite', 'polite')",-0.2062437,-0.069442,0.1368017
14,-0.20330578,-0.03475523,"('antisocial', 'social')",-0.2033058,-0.0347552,0.1685506
15,0.3391702,0.22061653,"('boring', 'funny')",0.3391702,0.2206165,-0.1185537
16,-0.31886303,-0.39461225,"('unpopular', 'popular')",-0.318863,-0.3946123,-0.0757493
17,-0.22555786,-0.25580454,"('nasty', 'nice')",-0.2255579,-0.2558045,-0.0302466
18,-0.6165858,-0.59477854,"('disagreeable', 'welcoming')",-0.6165858,-0.5947785,0.0218073
19,-0.6591204,-0.7509769,"('inhospitable', 'hospitable')",-0.6591204,-0.7509769,-0.0918565
20,0.57145566,0.620827,"('rough', 'thoughtful')",0.5714557,0.620827,0.0493713
21,-0.30961442,-0.04735358,"('immoral', 'moral')",-0.3096144,-0.0473536,0.2622608
22,-0.5762649,-0.57678074,"('untrustworthy', 'trustworthy')",-0.5762649,-0.5767807,-0.0005158
23,5.99922,6.1494617,"('insincere', 'sincere')",5.9992199,6.1494617,0.1502418
24,1.5068183,1.4608138,"('dishonest', 'honest')",1.5068183,1.4608138,-0.0460045
25,0.80225277,0.6285171,"('egoistic', 'altruistic')",0.8022528,0.6285171,-0.1737357
26,1.3120589,1.0595149,"('hardhearted', 'benevolent')",1.3120589,1.0595149,-0.252544
27,1.581564,1.3926911,"('hardhearted', 'softhearted')",1.5815639,1.3926911,-0.1888728
28,1.8288782,1.6237676,"('disloyal', 'loyal')",1.8288782,1.6237676,-0.2051106
29,-0.6818188,-0.6664497,"('unfair', 'fair')",-0.6818188,-0.6664497,0.0153691
30,0.49868205,0.7299435,"('intolerant', 'tolerant')",0.4986821,0.7299435,0.2312614
31,-0.9773578,-1.2408477,"('evil', 'good')",-0.9773578,-1.2408477,-0.2634899
32,1.586684,1.4046335,"('unkind', 'kind')",1.586684,1.4046335,-0.1820505
33,-0.252513,-0.3657724,"('wrong', 'right')",-0.252513,-0.3657724,-0.1132594
34,4.494139,4.643471,"('mean', 'honorable')",4.4941392,4.6434708,0.1493316
35,-0.08201288,-0.62367165,"('corrupt', 'incorrupt')",-0.0820129,-0.6236717,-0.5416588
36,-0.097263955,-0.4614815,"('hostile', 'amicable')",-0.097264,-0.4614815,-0.3642175
37,1.1983861,1.210895,"('fake', 'genuine')",1.1983861,1.2108949,0.0125088
38,-0.03343367,-0.0219886,"('untruthful', 'truthful')",-0.0334337,-0.0219886,0.0114451
39,0.06827545,0.20073496,"('exploitative', 'cooperative')",0.0682755,0.200735,0.1324595
40,-1.7420418,-1.8751519,"('stingy', 'generous')",-1.7420418,-1.8751519,-0.1331101
41,0.37509406,0.35004687,"('unforgiving', 'forgiving')",0.3750941,0.3500469,-0.0250472
42,-2.682642,-2.4794154,"('unreliable', 'reliable')",-2.682642,-2.4794154,0.2032266
43,0.76235515,1.0344676,"('irresponsible', 'responsible')",0.7623551,1.0344676,0.2721125
44,-1.370487,-1.2156551,"('prejudiced', 'unprejudiced')",-1.370487,-1.2156551,0.1548319
45,0.44409758,0.36475238,"('incompetent', 'competent')",0.4440976,0.3647524,-0.0793452
46,-1.0097574,-0.8176929,"('uncompetitive', 'competitive')",-1.0097574,-0.8176929,0.1920645
47,5.1159267,5.2755103,"('stupid', 'smart')",5.1159267,5.2755103,0.1595836
48,0.53600603,0.5957172,"('unintelligent', 'intelligent')",0.536006,0.5957172,0.0597112
49,-0.15875627,0.08161457,"('unable', 'able')",-0.1587563,0.0816146,0.2403709
50,0.0037351549,-0.1964149,"('clumsy', 'skillful')",0.0037352,-0.1964149,-0.2001501
51,-0.045517586,0.036773916,"('uneducated', 'educated')",-0.0455176,0.0367739,0.0822915
52,-0.29224622,-0.5868905,"('irrational', 'rational')",-0.2922462,-0.5868905,-0.2946443
53,0.3098728,0.186622,"('uncreative', 'creative')",0.3098728,0.186622,-0.1232508
54,1.1754085,1.2270576,"('incapable', 'capable')",1.1754085,1.2270576,0.0516491
55,0.59171194,0.80643094,"('incompetent', 'clever')",0.5917119,0.8064309,0.214719
56,0.768875,0.8599483,"('impractical', 'practical')",0.768875,0.8599483,0.0910733
57,-2.7515159,-2.6513257,"('unimaginative', 'imaginative')",-2.7515159,-2.6513257,0.1001902
58,0.20536767,0.21478555,"('undiscriminating', 'discriminating')",0.2053677,0.2147855,0.0094178
59,0.21844669,0.15341114,"('foolish', 'wise')",0.2184467,0.1534111,-0.0650356
60,0.23935491,0.688361,"('inefficient', 'efficient')",0.2393549,0.688361,0.4490061
61,0.1450594,0.097679466,"('illogical', 'logical')",0.1450594,0.0976795,-0.0473799
62,0.2573906,0.55747944,"('incompetent', 'brilliant')",0.2573906,0.5574794,0.3000888
63,-0.21226183,-0.034804218,"('unperceptive', 'insightful')",-0.2122618,-0.0348042,0.1774576
64,-6.6616244,-6.450101,"('shy', 'confident')",-6.6616244,-6.4501009,0.2115235
65,-0.0063682217,0.20644435,"('insecure', 'secure')",-0.0063682,0.2064444,0.2128126
66,0.042604625,-0.04468015,"('inactive', 'active')",0.0426046,-0.0446801,-0.0872847
67,-0.14397314,0.0042657405,"('doubtful', 'determined')",-0.1439731,0.0042657,0.1482388
68,-1.2438587,-1.0253738,"('dependent', 'independent')",-1.2438587,-1.0253738,0.2184849
69,-1.5405807,-1.7762321,"('lazy', 'industrious')",-1.5405807,-1.7762321,-0.2356514
70,0.9753376,1.1935729,"('lethargic', 'energetic')",0.9753376,1.1935729,0.2182353
71,0.85590017,0.79769975,"('diffident', 'self-confident')",0.8559002,0.7976997,-0.0582005
72,0.5354797,0.7470571,"('unambitious', 'ambitious')",0.5354797,0.7470571,0.2115774
73,-3.3642642,-3.279065,"('helpless', 'self-reliant')",-3.3642642,-3.2790649,0.0851993
