,cross_male,cross_female,tuple,average_male,average_female,female-male
0,0.50567263,0.32832962,"('unsociable', 'sociable')",0.5056726,0.3283296,-0.177343
1,1.3175818,1.1096485,"('unfriendly', 'friendly')",1.3175818,1.1096485,-0.2079333
2,0.24027517,0.32954243,"('unlikable', 'likable')",0.2402752,0.3295424,0.0892672
3,0.20827386,0.5535936,"('repellent', 'pleasant')",0.2082739,0.5535936,0.3453197
4,-5.580168,-6.189549,"('disliked', 'liked')",-5.5801678,-6.189549,-0.6093812
5,-0.49617606,-0.5527862,"('distant', 'outgoing')",-0.4961761,-0.5527862,-0.0566101
6,0.10210314,-0.004993461,"('distant', 'open')",0.1021031,-0.0049935,-0.1070966
7,1.3312052,1.4287578,"('insensitive', 'sensitive')",1.3312052,1.4287578,0.0975526
8,1.6304983,1.4285665,"('unaffectionate', 'affectionate')",1.6304983,1.4285665,-0.2019318
9,1.7183658,1.7010837,"('unaffectionate', 'caring')",1.7183658,1.7010837,-0.0172821
10,0.7131988,0.88808787,"('unsympathetic', 'sympathetic')",0.7131988,0.8880879,0.1748891
11,1.1728733,1.4725695,"('unhelpful', 'helpful')",1.1728733,1.4725695,0.2996962
12,-1.3048548,-1.3454703,"('unsupportive', 'supportive')",-1.3048548,-1.3454703,-0.0406155
13,-0.7040112,-0.3996457,"('impolite', 'polite')",-0.7040112,-0.3996457,0.3043655
14,0.23205265,0.43354297,"('antisocial', 'social')",0.2320527,0.433543,0.2014903
15,1.0057936,0.73043853,"('boring', 'funny')",1.0057936,0.7304385,-0.2753551
16,-0.30862516,-0.4391949,"('unpopular', 'popular')",-0.3086252,-0.4391949,-0.1305697
17,-0.1100309,-0.040130645,"('nasty', 'nice')",-0.1100309,-0.0401306,0.0699003
18,-1.086375,-0.96731216,"('disagreeable', 'welcoming')",-1.086375,-0.9673122,0.1190628
19,-0.08715808,-0.13453555,"('inhospitable', 'hospitable')",-0.0871581,-0.1345356,-0.0473775
20,0.32728922,0.27949795,"('rough', 'thoughtful')",0.3272892,0.279498,-0.0477912
21,-0.5425862,-0.20655856,"('immoral', 'moral')",-0.5425862,-0.2065586,0.3360276
22,0.22423083,0.0936088,"('untrustworthy', 'trustworthy')",0.2242308,0.0936088,-0.130622
23,5.1558723,5.5883403,"('insincere', 'sincere')",5.1558723,5.5883403,0.432468
24,1.4452795,1.4345543,"('dishonest', 'honest')",1.4452795,1.4345543,-0.0107252
25,1.0299373,0.9604021,"('egoistic', 'altruistic')",1.0299373,0.9604021,-0.0695352
26,1.9685677,1.7012721,"('hardhearted', 'benevolent')",1.9685677,1.7012721,-0.2672956
27,1.2105763,1.1115184,"('hardhearted', 'softhearted')",1.2105763,1.1115184,-0.0990579
28,1.391699,1.2928908,"('disloyal', 'loyal')",1.391699,1.2928908,-0.0988082
29,-0.114344254,-0.3488298,"('unfair', 'fair')",-0.1143443,-0.3488298,-0.2344855
30,-0.07676624,0.17684734,"('intolerant', 'tolerant')",-0.0767662,0.1768473,0.2536135
31,-1.000963,-1.2272921,"('evil', 'good')",-1.000963,-1.2272921,-0.2263291
32,1.2951919,1.2999898,"('unkind', 'kind')",1.2951919,1.2999898,0.0047979
33,0.22454509,0.010181587,"('wrong', 'right')",0.2245451,0.0101816,-0.2143635
34,4.014074,4.4732027,"('mean', 'honorable')",4.0140738,4.4732027,0.4591289
35,0.110970706,-0.43592522,"('corrupt', 'incorrupt')",0.1109707,-0.4359252,-0.5468959
36,0.369919,-0.06388365,"('hostile', 'amicable')",0.369919,-0.0638836,-0.4338026
37,0.6564543,0.7090558,"('fake', 'genuine')",0.6564543,0.7090558,0.0526015
