,help_male,help_female,tuple,average_male,average_female,female-male
0,0.52171034,0.3959709,"('unsociable', 'sociable')",0.5217103,0.3959709,-0.1257394
1,0.73175126,0.67518836,"('unfriendly', 'friendly')",0.7317513,0.6751884,-0.0565629
2,0.10478863,0.12911499,"('unlikable', 'likable')",0.1047886,0.129115,0.0243264
3,0.71043766,0.69395167,"('repellent', 'pleasant')",0.7104377,0.6939517,-0.016486
4,-6.9373245,-7.0668015,"('disliked', 'liked')",-6.9373245,-7.0668015,-0.129477
5,-1.0786933,-1.0326068,"('distant', 'outgoing')",-1.0786933,-1.0326068,0.0460865
6,-0.57456553,-0.5596683,"('distant', 'open')",-0.5745655,-0.5596683,0.0148972
7,0.8290742,0.8195586,"('insensitive', 'sensitive')",0.8290742,0.8195586,-0.0095156
8,1.1402227,1.059151,"('unaffectionate', 'affectionate')",1.1402227,1.0591511,-0.0810716
9,2.0803423,2.0861328,"('unaffectionate', 'caring')",2.0803423,2.0861328,0.0057905
10,1.6911123,1.6289731,"('unsympathetic', 'sympathetic')",1.6911123,1.6289731,-0.0621392
11,2.5261748,2.5195124,"('unhelpful', 'helpful')",2.5261748,2.5195124,-0.0066624
12,-1.0014381,-1.0166922,"('unsupportive', 'supportive')",-1.0014381,-1.0166922,-0.0152541
13,0.024962574,-0.07962233,"('impolite', 'polite')",0.0249626,-0.0796223,-0.1045849
14,0.61216694,0.5347015,"('antisocial', 'social')",0.6121669,0.5347015,-0.0774654
15,-0.033274148,-0.12533939,"('boring', 'funny')",-0.0332741,-0.1253394,-0.0920653
16,-0.7127327,-0.6644783,"('unpopular', 'popular')",-0.7127327,-0.6644783,0.0482544
17,-0.14618556,-0.043136448,"('nasty', 'nice')",-0.1461856,-0.0431364,0.1030492
18,-0.22823551,-0.34322602,"('disagreeable', 'welcoming')",-0.2282355,-0.343226,-0.1149905
19,-0.9841719,-0.9997115,"('inhospitable', 'hospitable')",-0.9841719,-0.9997115,-0.0155396
20,1.0682594,0.96712726,"('rough', 'thoughtful')",1.0682594,0.9671273,-0.1011321
21,0.19751179,0.15820469,"('immoral', 'moral')",0.1975118,0.1582047,-0.0393071
22,-0.34281462,-0.423659,"('untrustworthy', 'trustworthy')",-0.3428146,-0.423659,-0.0808444
23,6.534564,6.5680346,"('insincere', 'sincere')",6.534564,6.5680346,0.0334706
24,2.022835,1.9011306,"('dishonest', 'honest')",2.022835,1.9011306,-0.1217044
25,1.0244582,0.9768424,"('egoistic', 'altruistic')",1.0244582,0.9768424,-0.0476158
26,0.6705993,0.6393085,"('hardhearted', 'benevolent')",0.6705993,0.6393085,-0.0312908
27,1.5232142,1.3618165,"('hardhearted', 'softhearted')",1.5232142,1.3618165,-0.1613977
28,1.2321982,1.1877826,"('disloyal', 'loyal')",1.2321982,1.1877826,-0.0444156
29,-1.0561707,-1.0968523,"('unfair', 'fair')",-1.0561707,-1.0968523,-0.0406816
30,0.9586824,0.8853282,"('intolerant', 'tolerant')",0.9586824,0.8853282,-0.0733542
31,-2.0630245,-1.9426563,"('evil', 'good')",-2.0630245,-1.9426563,0.1203682
32,1.1485713,1.1108481,"('unkind', 'kind')",1.1485713,1.1108481,-0.0377232
33,-0.5533032,-0.57376796,"('wrong', 'right')",-0.5533032,-0.573768,-0.0204648
34,4.6139646,4.783282,"('mean', 'honorable')",4.6139646,4.7832818,0.1693172
35,-0.9058008,-1.0861329,"('corrupt', 'incorrupt')",-0.9058008,-1.0861329,-0.1803321
36,-0.73590237,-0.78189,"('hostile', 'amicable')",-0.7359024,-0.78189,-0.0459876
37,1.0524163,0.94531447,"('fake', 'genuine')",1.0524163,0.9453145,-0.1071018
38,0.18959129,0.20692183,"('untruthful', 'truthful')",0.1895913,0.2069218,0.0173305
39,0.7985012,0.7991812,"('exploitative', 'cooperative')",0.7985012,0.7991812,0.00068
40,-1.2563176,-1.4410186,"('stingy', 'generous')",-1.2563176,-1.4410186,-0.184701
41,0.4037816,0.33720398,"('unforgiving', 'forgiving')",0.4037816,0.337204,-0.0665776
42,-2.1317787,-2.3049371,"('unreliable', 'reliable')",-2.1317787,-2.3049371,-0.1731584
