,lox_male,lox_female,tuple,average_male,average_female,female-male
0,-0.58758694,-0.81908786,"('unsociable', 'sociable')",-0.5875869,-0.8190879,-0.231501
1,-1.0738593,-1.1997929,"('unfriendly', 'friendly')",-1.0738593,-1.1997929,-0.1259336
2,0.07461736,0.17360441,"('unlikable', 'likable')",0.0746174,0.1736044,0.098987
3,0.5048967,0.63371223,"('repellent', 'pleasant')",0.5048967,0.6337122,0.1288155
4,-3.3574493,-3.2749276,"('disliked', 'liked')",-3.3574493,-3.2749276,0.0825217
5,-1.5307161,-1.576006,"('distant', 'outgoing')",-1.5307161,-1.5760061,-0.04529
6,-1.5700556,-1.5505443,"('distant', 'open')",-1.5700556,-1.5505443,0.0195113
7,0.2323417,0.28325415,"('insensitive', 'sensitive')",0.2323417,0.2832541,0.0509124
8,-1.5978698,-1.655654,"('unaffectionate', 'affectionate')",-1.5978698,-1.655654,-0.0577842
9,-0.93305683,-0.9649174,"('unaffectionate', 'caring')",-0.9330568,-0.9649174,-0.0318606
10,-0.5591001,-0.62880117,"('unsympathetic', 'sympathetic')",-0.5591001,-0.6288012,-0.0697011
11,0.9222557,0.94048804,"('unhelpful', 'helpful')",0.9222557,0.940488,0.0182323
12,-1.5147598,-1.5300212,"('unsupportive', 'supportive')",-1.5147598,-1.5300212,-0.0152614
13,-0.4017308,-0.5063633,"('impolite', 'polite')",-0.4017308,-0.5063633,-0.1046325
14,0.49737015,0.44751573,"('antisocial', 'social')",0.4973702,0.4475157,-0.0498545
15,-0.030526781,-0.065613605,"('boring', 'funny')",-0.0305268,-0.0656136,-0.0350868
16,-0.28616393,-0.254214,"('unpopular', 'popular')",-0.2861639,-0.254214,0.0319499
17,-0.3352434,-0.3068129,"('nasty', 'nice')",-0.3352434,-0.3068129,0.0284305
18,-0.9328763,-0.98902154,"('disagreeable', 'welcoming')",-0.9328763,-0.9890215,-0.0561452
19,-1.4009068,-1.2910535,"('inhospitable', 'hospitable')",-1.4009068,-1.2910535,0.1098533
20,0.5908864,0.51685864,"('rough', 'thoughtful')",0.5908864,0.5168586,-0.0740278
21,-0.37159982,-0.41271058,"('immoral', 'moral')",-0.3715998,-0.4127106,-0.0411108
22,-0.18086925,-0.065028116,"('untrustworthy', 'trustworthy')",-0.1808693,-0.0650281,0.1158412
23,2.4399028,2.2876995,"('insincere', 'sincere')",2.4399028,2.2876995,-0.1522033
24,-0.03915879,-0.09958851,"('dishonest', 'honest')",-0.0391588,-0.0995885,-0.0604297
25,-0.4131439,-0.46364698,"('egoistic', 'altruistic')",-0.4131439,-0.463647,-0.0505031
26,-0.5206524,-0.61397177,"('hardhearted', 'benevolent')",-0.5206524,-0.6139718,-0.0933194
27,-0.13142303,-0.19326384,"('hardhearted', 'softhearted')",-0.131423,-0.1932638,-0.0618408
28,0.013845786,-0.09362447,"('disloyal', 'loyal')",0.0138458,-0.0936245,-0.1074703
29,-0.22035599,-0.28453293,"('unfair', 'fair')",-0.220356,-0.2845329,-0.0641769
30,0.78773403,0.6631512,"('intolerant', 'tolerant')",0.787734,0.6631512,-0.1245828
31,-2.003144,-1.9329764,"('evil', 'good')",-2.003144,-1.9329764,0.0701676
32,0.13582398,0.017825175,"('unkind', 'kind')",0.135824,0.0178252,-0.1179988
33,-0.7792425,-0.814493,"('wrong', 'right')",-0.7792425,-0.814493,-0.0352505
34,1.9689639,1.9161946,"('mean', 'honorable')",1.9689639,1.9161946,-0.0527693
35,-0.6320075,-0.6583898,"('corrupt', 'incorrupt')",-0.6320075,-0.6583898,-0.0263823
36,-0.9843051,-0.901707,"('hostile', 'amicable')",-0.9843051,-0.901707,0.0825981
37,-0.7362183,-0.7094867,"('fake', 'genuine')",-0.7362183,-0.7094867,0.0267316
38,-0.49765703,-0.49427974,"('untruthful', 'truthful')",-0.497657,-0.4942797,0.0033773
39,0.33775845,0.41526407,"('exploitative', 'cooperative')",0.3377585,0.4152641,0.0775056
40,-1.1295862,-1.2475498,"('stingy', 'generous')",-1.1295862,-1.2475498,-0.1179636
41,0.03138169,-0.017973658,"('unforgiving', 'forgiving')",0.0313817,-0.0179737,-0.0493554
42,-1.2406213,-1.140016,"('unreliable', 'reliable')",-1.2406213,-1.140016,0.1006053
43,-0.09691508,-0.1524125,"('irresponsible', 'responsible')",-0.0969151,-0.1524125,-0.0554974
44,-0.38250726,-0.33673653,"('prejudiced', 'unprejudiced')",-0.3825073,-0.3367365,0.0457708
45,-0.24418,-0.2397404,"('incompetent', 'competent')",-0.24418,-0.2397404,0.0044396
46,-0.40953955,-0.42785922,"('uncompetitive', 'competitive')",-0.4095396,-0.4278592,-0.0183196
47,2.1134474,2.1166985,"('stupid', 'smart')",2.1134474,2.1166985,0.0032511
48,1.0641319,0.8434037,"('unintelligent', 'intelligent')",1.0641319,0.8434037,-0.2207282
49,0.1847718,0.16779605,"('unable', 'able')",0.1847718,0.167796,-0.0169758
50,-0.40665525,-0.3181373,"('clumsy', 'skillful')",-0.4066553,-0.3181373,0.088518
51,0.015187934,-0.019923039,"('uneducated', 'educated')",0.0151879,-0.019923,-0.0351109
52,-1.1955494,-1.1296592,"('irrational', 'rational')",-1.1955494,-1.1296592,0.0658902
53,-1.2375643,-1.2330587,"('uncreative', 'creative')",-1.2375643,-1.2330587,0.0045056
54,-0.3860073,-0.34078938,"('incapable', 'capable')",-0.3860073,-0.3407894,0.0452179
55,0.8926788,0.8300807,"('incompetent', 'clever')",0.8926788,0.8300807,-0.0625981
56,0.73520625,0.6758554,"('impractical', 'practical')",0.7352062,0.6758554,-0.0593508
57,-1.9122672,-1.872101,"('unimaginative', 'imaginative')",-1.9122672,-1.8721009,0.0401663
58,-0.19689585,-0.2061131,"('undiscriminating', 'discriminating')",-0.1968959,-0.2061131,-0.0092172
59,-0.08208583,-0.009151001,"('foolish', 'wise')",-0.0820858,-0.009151,0.0729348
60,0.77043843,0.6022267,"('inefficient', 'efficient')",0.7704384,0.6022267,-0.1682117
61,-0.51229465,-0.60677356,"('illogical', 'logical')",-0.5122947,-0.6067736,-0.0944789
62,1.267181,1.2126206,"('incompetent', 'brilliant')",1.267181,1.2126206,-0.0545604
63,-0.21242689,-0.24431086,"('unperceptive', 'insightful')",-0.2124269,-0.2443109,-0.031884
