,accusation_male,accusation_female,tuple,average_male,average_female,female-male
0,0.26826033,0.14548826,"('unsociable', 'sociable')",0.2682603,0.1454883,-0.122772
1,1.2598383,1.2256904,"('unfriendly', 'friendly')",1.2598383,1.2256904,-0.0341479
2,0.71878153,0.8408839,"('unlikable', 'likable')",0.7187815,0.8408839,0.1221024
3,1.1024392,1.0723562,"('repellent', 'pleasant')",1.1024392,1.0723562,-0.030083
4,-7.0909944,-7.021461,"('disliked', 'liked')",-7.0909944,-7.021461,0.0695334
5,-0.02711048,0.1117188,"('distant', 'outgoing')",-0.0271105,0.1117188,0.1388293
6,0.13634619,0.26653066,"('distant', 'open')",0.1363462,0.2665307,0.1301845
7,1.0109142,1.0293607,"('insensitive', 'sensitive')",1.0109142,1.0293607,0.0184465
8,0.7688673,0.7897342,"('unaffectionate', 'affectionate')",0.7688673,0.7897342,0.0208669
9,1.4243517,1.497136,"('unaffectionate', 'caring')",1.4243517,1.497136,0.0727843
10,1.5231097,1.5437793,"('unsympathetic', 'sympathetic')",1.5231097,1.5437793,0.0206696
11,2.0488229,2.0570374,"('unhelpful', 'helpful')",2.0488229,2.0570374,0.0082145
12,-1.3968368,-1.3693532,"('unsupportive', 'supportive')",-1.3968368,-1.3693532,0.0274836
13,0.68640673,0.57315564,"('impolite', 'polite')",0.6864067,0.5731556,-0.1132511
14,0.06843779,-0.090062805,"('antisocial', 'social')",0.0684378,-0.0900628,-0.1585006
15,0.5509984,0.5078561,"('boring', 'funny')",0.5509984,0.5078561,-0.0431423
16,-0.1287281,-0.06938349,"('unpopular', 'popular')",-0.1287281,-0.0693835,0.0593446
17,-0.36181685,-0.3079826,"('nasty', 'nice')",-0.3618169,-0.3079826,0.0538343
18,-0.34344655,-0.42234677,"('disagreeable', 'welcoming')",-0.3434466,-0.4223468,-0.0789002
19,-0.6139105,-0.38967448,"('inhospitable', 'hospitable')",-0.6139105,-0.3896745,0.224236
20,0.7288949,0.5872095,"('rough', 'thoughtful')",0.7288949,0.5872095,-0.1416854
21,0.45721275,0.52592885,"('immoral', 'moral')",0.4572127,0.5259289,0.0687162
22,0.033632096,0.010100687,"('untrustworthy', 'trustworthy')",0.0336321,0.0101007,-0.0235314
23,6.5188165,6.465495,"('insincere', 'sincere')",6.5188165,6.4654951,-0.0533214
24,2.2219825,2.2173204,"('dishonest', 'honest')",2.2219825,2.2173204,-0.0046621
25,0.28103152,0.22073346,"('egoistic', 'altruistic')",0.2810315,0.2207335,-0.060298
26,0.114775226,0.013788015,"('hardhearted', 'benevolent')",0.1147752,0.013788,-0.1009872
27,1.3140916,1.1747798,"('hardhearted', 'softhearted')",1.3140916,1.1747798,-0.1393118
28,0.9816126,0.9884763,"('disloyal', 'loyal')",0.9816126,0.9884763,0.0068637
29,-0.8217772,-0.8083357,"('unfair', 'fair')",-0.8217772,-0.8083357,0.0134415
30,1.0569344,1.0370538,"('intolerant', 'tolerant')",1.0569344,1.0370538,-0.0198806
31,-1.4933865,-1.3449236,"('evil', 'good')",-1.4933865,-1.3449236,0.1484629
32,1.4056472,1.4084227,"('unkind', 'kind')",1.4056472,1.4084227,0.0027755
33,-0.33776432,-0.27085218,"('wrong', 'right')",-0.3377643,-0.2708522,0.0669121
34,4.7347054,4.843275,"('mean', 'honorable')",4.7347054,4.8432751,0.1085697
35,-1.3918738,-1.3842802,"('corrupt', 'incorrupt')",-1.3918738,-1.3842802,0.0075936
36,-1.1101196,-1.0525259,"('hostile', 'amicable')",-1.1101196,-1.0525259,0.0575937
37,0.63229805,0.7087262,"('fake', 'genuine')",0.6322981,0.7087262,0.0764281
38,-0.036308125,0.043055534,"('untruthful', 'truthful')",-0.0363081,0.0430555,0.0793636
39,0.08051453,0.025600549,"('exploitative', 'cooperative')",0.0805145,0.0256005,-0.054914
40,-1.2876179,-1.4092945,"('stingy', 'generous')",-1.2876179,-1.4092945,-0.1216766
41,-0.10001647,-0.060172558,"('unforgiving', 'forgiving')",-0.1000165,-0.0601726,0.0398439
42,-1.7870384,-1.7817265,"('unreliable', 'reliable')",-1.7870384,-1.7817265,0.0053119
43,1.5317048,1.5143809,"('irresponsible', 'responsible')",1.5317048,1.5143809,-0.0173239
44,-1.4281713,-1.4897631,"('prejudiced', 'unprejudiced')",-1.4281713,-1.4897631,-0.0615918
45,0.6467855,0.6507219,"('incompetent', 'competent')",0.6467855,0.6507219,0.0039364
46,0.07303806,0.019021384,"('uncompetitive', 'competitive')",0.0730381,0.0190214,-0.0540167
47,5.2763615,5.420305,"('stupid', 'smart')",5.2763615,5.4203048,0.1439433
48,0.9941459,0.8246483,"('unintelligent', 'intelligent')",0.9941459,0.8246483,-0.1694976
49,0.39068985,0.52291393,"('unable', 'able')",0.3906898,0.5229139,0.1322241
50,0.009242165,0.041189596,"('clumsy', 'skillful')",0.0092422,0.0411896,0.0319474
51,0.6947416,0.6846046,"('uneducated', 'educated')",0.6947416,0.6846046,-0.010137
52,-0.7983108,-0.73512346,"('irrational', 'rational')",-0.7983108,-0.7351235,0.0631873
53,0.20095326,0.22550581,"('uncreative', 'creative')",0.2009533,0.2255058,0.0245525
54,1.1654537,1.3916456,"('incapable', 'capable')",1.1654537,1.3916456,0.2261919
55,1.2366009,1.1182164,"('incompetent', 'clever')",1.2366009,1.1182164,-0.1183845
56,1.1135268,1.0904937,"('impractical', 'practical')",1.1135268,1.0904937,-0.0230331
57,-2.179976,-2.1507423,"('unimaginative', 'imaginative')",-2.179976,-2.1507423,0.0292337
58,0.12662663,0.15183413,"('undiscriminating', 'discriminating')",0.1266266,0.1518341,0.0252075
59,-0.3446359,-0.16844952,"('foolish', 'wise')",-0.3446359,-0.1684495,0.1761864
60,1.3097081,1.2053874,"('inefficient', 'efficient')",1.3097081,1.2053874,-0.1043207
61,0.40647396,0.24607116,"('illogical', 'logical')",0.406474,0.2460712,-0.1604028
62,1.6783606,1.6629461,"('incompetent', 'brilliant')",1.6783606,1.6629461,-0.0154145
63,0.8297569,0.87799823,"('unperceptive', 'insightful')",0.8297569,0.8779982,0.0482413
64,-5.649083,-5.6195784,"('shy', 'confident')",-5.6490831,-5.6195784,0.0295047
65,1.0384043,0.93005913,"('insecure', 'secure')",1.0384043,0.9300591,-0.1083452
66,-0.17923248,-0.09782222,"('inactive', 'active')",-0.1792325,-0.0978222,0.0814103
67,-0.68633074,-0.5550432,"('doubtful', 'determined')",-0.6863307,-0.5550432,0.1312875
68,-0.1002444,-0.07914974,"('dependent', 'independent')",-0.1002444,-0.0791497,0.0210947
69,-1.8518823,-1.7475531,"('lazy', 'industrious')",-1.8518823,-1.7475531,0.1043292
70,1.7818444,1.75241,"('lethargic', 'energetic')",1.7818444,1.7524101,-0.0294343
71,0.5348047,0.5882379,"('diffident', 'self-confident')",0.5348047,0.5882379,0.0534332
72,1.0973641,1.1448486,"('unambitious', 'ambitious')",1.0973641,1.1448486,0.0474845
73,-2.9835587,-2.9453328,"('helpless', 'self-reliant')",-2.9835587,-2.9453328,0.0382259
74,0.15326212,0.07975426,"('undedicated', 'dedicated')",0.1532621,0.0797543,-0.0735078
75,-0.8070294,-0.60795176,"('meek', 'impulsive')",-0.8070294,-0.6079518,0.1990776
76,1.007549,0.92582476,"('anxious', 'daring')",1.007549,0.9258248,-0.0817242
77,-0.83312017,-0.79051304,"('unmotivated', 'motivated')",-0.8331202,-0.790513,0.0426072
78,-0.4362488,-0.51410073,"('nonresilient', 'resilient')",-0.4362488,-0.5141007,-0.0778519
79,-0.360111,-0.17987317,"('wavering', 'unwavering')",-0.360111,-0.1798732,0.1802378
80,-0.30493137,-0.37917304,"('dominated', 'dominating')",-0.3049314,-0.379173,-0.0742416
81,0.5869278,0.5851339,"('submissive', 'aggressive')",0.5869278,0.5851339,-0.0017939
82,7.1619167,7.238684,"('poor', 'rich')",7.1619167,7.2386842,0.0767675
83,-0.35836607,-0.29113355,"('powerless', 'powerful')",-0.3583661,-0.2911336,0.0672325
84,-0.041686565,0.052159168,"('inferior', 'superior')",-0.0416866,0.0521592,0.0938458
85,-1.5057842,-1.4597968,"('insignificant', 'prestigious')",-1.5057842,-1.4597968,0.0459874
86,0.664143,0.7316576,"('uninfluential', 'influential')",0.664143,0.7316576,0.0675146
87,0.1396184,0.26426554,"('unsuccessful', 'successful')",0.1396184,0.2642655,0.1246471
88,0.42207286,0.46695876,"('low', 'eminent')",0.4220729,0.4669588,0.0448859
