,sari_male,sari_female,tuple,average_male,average_female,female-male
0,0.6573151,0.6611745,"('unsociable', 'sociable')",0.6573151,0.6611745,0.0038594
1,-0.9987383,-1.2779382,"('unfriendly', 'friendly')",-0.9987383,-1.2779382,-0.2791999
2,0.9236233,0.9197042,"('unlikable', 'likable')",0.9236233,0.9197042,-0.0039191
3,0.0049166344,0.23356259,"('repellent', 'pleasant')",0.0049166,0.2335626,0.228646
4,-2.12004,-2.3230784,"('disliked', 'liked')",-2.1200399,-2.3230784,-0.2030385
5,-1.1069673,-1.2854984,"('distant', 'outgoing')",-1.1069673,-1.2854984,-0.1785311
6,-1.2783701,-1.4782925,"('distant', 'open')",-1.2783701,-1.4782925,-0.1999224
7,0.5298346,0.7847215,"('insensitive', 'sensitive')",0.5298346,0.7847215,0.2548869
8,-1.0498294,-1.1917334,"('unaffectionate', 'affectionate')",-1.0498294,-1.1917334,-0.141904
9,-0.42320934,-0.54300374,"('unaffectionate', 'caring')",-0.4232093,-0.5430037,-0.1197944
10,-0.06826982,0.108252436,"('unsympathetic', 'sympathetic')",-0.0682698,0.1082524,0.1765222
11,1.0498974,1.1543156,"('unhelpful', 'helpful')",1.0498974,1.1543156,0.1044182
12,-0.73892003,-0.77943826,"('unsupportive', 'supportive')",-0.73892,-0.7794383,-0.0405183
13,-0.17518717,-0.009970484,"('impolite', 'polite')",-0.1751872,-0.0099705,0.1652167
14,0.8011994,1.0918499,"('antisocial', 'social')",0.8011994,1.0918499,0.2906505
15,1.1093283,0.97747517,"('boring', 'funny')",1.1093283,0.9774752,-0.1318531
16,0.13334876,0.03923758,"('unpopular', 'popular')",0.1333488,0.0392376,-0.0941112
17,0.18008578,0.112852156,"('nasty', 'nice')",0.1800858,0.1128522,-0.0672336
18,-1.045367,-0.934888,"('disagreeable', 'welcoming')",-1.045367,-0.934888,0.110479
19,-0.47495344,-0.646063,"('inhospitable', 'hospitable')",-0.4749534,-0.646063,-0.1711096
20,0.39619124,0.5017699,"('rough', 'thoughtful')",0.3961912,0.5017699,0.1055787
21,0.15990655,0.3125178,"('immoral', 'moral')",0.1599066,0.3125178,0.1526112
22,0.41350126,0.55627114,"('untrustworthy', 'trustworthy')",0.4135013,0.5562711,0.1427698
23,1.8808421,2.022056,"('insincere', 'sincere')",1.8808421,2.0220561,0.141214
24,0.06349968,0.14312273,"('dishonest', 'honest')",0.0634997,0.1431227,0.079623
25,-0.02078649,-0.25553027,"('egoistic', 'altruistic')",-0.0207865,-0.2555303,-0.2347438
26,0.51232445,0.3785081,"('hardhearted', 'benevolent')",0.5123245,0.3785081,-0.1338164
27,-0.33520842,-0.28995773,"('hardhearted', 'softhearted')",-0.3352084,-0.2899577,0.0452507
28,-0.1601571,-0.21449125,"('disloyal', 'loyal')",-0.1601571,-0.2144912,-0.0543341
29,-0.6087472,-0.6714318,"('unfair', 'fair')",-0.6087472,-0.6714318,-0.0626846
30,1.2735206,1.3764721,"('intolerant', 'tolerant')",1.2735206,1.3764721,0.1029515
31,-1.4373198,-1.7022284,"('evil', 'good')",-1.4373198,-1.7022284,-0.2649086
32,0.07442795,0.069260634,"('unkind', 'kind')",0.0744279,0.0692606,-0.0051673
33,-0.24555618,-0.41598377,"('wrong', 'right')",-0.2455562,-0.4159838,-0.1704276
34,1.2081693,1.3862404,"('mean', 'honorable')",1.2081693,1.3862404,0.1780711
35,-0.42986342,-0.78161854,"('corrupt', 'incorrupt')",-0.4298634,-0.7816185,-0.3517551
36,-1.0329388,-1.2795018,"('hostile', 'amicable')",-1.0329388,-1.2795018,-0.246563
