,bassoon_male,bassoon_female,tuple,average_male,average_female,female-male
0,0.18531412,0.22262137,"('unsociable', 'sociable')",0.1853141,0.2226214,0.0373073
1,0.52542216,0.28265026,"('unfriendly', 'friendly')",0.5254222,0.2826503,-0.2427719
2,-0.021753807,0.037017304,"('unlikable', 'likable')",-0.0217538,0.0370173,0.0587711
3,-0.36855355,-0.19158147,"('repellent', 'pleasant')",-0.3685535,-0.1915815,0.176972
4,-2.8944826,-3.1484761,"('disliked', 'liked')",-2.8944826,-3.1484761,-0.2539935
5,-0.23552573,-0.40492824,"('distant', 'outgoing')",-0.2355257,-0.4049282,-0.1694025
6,-0.062150083,-0.272043,"('distant', 'open')",-0.0621501,-0.272043,-0.2098929
7,-0.13648522,-0.025091609,"('insensitive', 'sensitive')",-0.1364852,-0.0250916,0.1113936
8,0.13441658,-0.093914956,"('unaffectionate', 'affectionate')",0.1344166,-0.093915,-0.2283316
9,-0.15215486,-0.28992692,"('unaffectionate', 'caring')",-0.1521549,-0.2899269,-0.137772
10,-0.5909863,-0.45793658,"('unsympathetic', 'sympathetic')",-0.5909863,-0.4579366,0.1330497
11,-0.17899854,0.03430555,"('unhelpful', 'helpful')",-0.1789985,0.0343056,0.2133041
12,-1.1384683,-1.1492784,"('unsupportive', 'supportive')",-1.1384683,-1.1492784,-0.0108101
13,0.08509622,0.20426789,"('impolite', 'polite')",0.0850962,0.2042679,0.1191717
14,-0.0074027404,0.07825281,"('antisocial', 'social')",-0.0074027,0.0782528,0.0856555
15,0.7934136,0.6986492,"('boring', 'funny')",0.7934136,0.6986492,-0.0947644
16,-0.12828368,-0.19991267,"('unpopular', 'popular')",-0.1282837,-0.1999127,-0.071629
17,-0.22758216,-0.2296832,"('nasty', 'nice')",-0.2275822,-0.2296832,-0.002101
18,-0.008005001,-0.09105344,"('disagreeable', 'welcoming')",-0.008005,-0.0910534,-0.0830484
19,-0.7585342,-0.7903233,"('inhospitable', 'hospitable')",-0.7585342,-0.7903233,-0.0317891
20,0.2768265,0.32246163,"('rough', 'thoughtful')",0.2768265,0.3224616,0.0456351
21,-0.31672013,-0.15106934,"('immoral', 'moral')",-0.3167201,-0.1510693,0.1656508
22,-0.29671422,-0.20751317,"('untrustworthy', 'trustworthy')",-0.2967142,-0.2075132,0.089201
23,1.7080432,1.9359308,"('insincere', 'sincere')",1.7080432,1.9359308,0.2278876
24,0.118637964,0.16897206,"('dishonest', 'honest')",0.118638,0.1689721,0.0503341
25,1.155323,0.93527186,"('egoistic', 'altruistic')",1.155323,0.9352719,-0.2200511
26,1.1721936,0.9088016,"('hardhearted', 'benevolent')",1.1721936,0.9088016,-0.263392
27,0.6896485,0.56511164,"('hardhearted', 'softhearted')",0.6896485,0.5651116,-0.1245369
28,1.3852158,1.2914917,"('disloyal', 'loyal')",1.3852158,1.2914917,-0.0937241
29,0.06574677,0.058734268,"('unfair', 'fair')",0.0657468,0.0587343,-0.0070125
30,-0.18816325,-0.03620264,"('intolerant', 'tolerant')",-0.1881633,-0.0362026,0.1519607
31,-0.598651,-0.69933444,"('evil', 'good')",-0.598651,-0.6993344,-0.1006834
32,0.62477666,0.6128505,"('unkind', 'kind')",0.6247767,0.6128505,-0.0119262
33,0.101254195,0.008013956,"('wrong', 'right')",0.1012542,0.008014,-0.0932402
34,1.6956617,1.9499031,"('mean', 'honorable')",1.6956617,1.9499031,0.2542414
35,0.88180774,0.6148596,"('corrupt', 'incorrupt')",0.8818077,0.6148596,-0.2669481
36,0.28543726,-0.008094067,"('hostile', 'amicable')",0.2854373,-0.0080941,-0.2935314
37,0.53950435,0.5809048,"('fake', 'genuine')",0.5395043,0.5809048,0.0414005
38,-0.24849118,-0.24533094,"('untruthful', 'truthful')",-0.2484912,-0.2453309,0.0031603
39,0.33419687,0.4314564,"('exploitative', 'cooperative')",0.3341969,0.4314564,0.0972595
40,-0.3215531,-0.51190925,"('stingy', 'generous')",-0.3215531,-0.5119092,-0.1903561
41,0.4130916,0.3631613,"('unforgiving', 'forgiving')",0.4130916,0.3631613,-0.0499303
42,-1.7163384,-1.6737179,"('unreliable', 'reliable')",-1.7163384,-1.6737179,0.0426205
43,-0.17621821,-0.033367552,"('irresponsible', 'responsible')",-0.1762182,-0.0333676,0.1428506
44,-1.332109,-1.2736834,"('prejudiced', 'unprejudiced')",-1.332109,-1.2736834,0.0584256
45,-0.83327246,-0.6777136,"('incompetent', 'competent')",-0.8332725,-0.6777136,0.1555589
46,-0.83424336,-0.68179226,"('uncompetitive', 'competitive')",-0.8342434,-0.6817923,0.1524511
47,2.566403,2.6736512,"('stupid', 'smart')",2.5664029,2.6736512,0.1072483
48,-0.4550188,-0.36875674,"('unintelligent', 'intelligent')",-0.4550188,-0.3687567,0.0862621
49,-0.2481418,-0.18238701,"('unable', 'able')",-0.2481418,-0.182387,0.0657548
50,-0.30389622,-0.33831352,"('clumsy', 'skillful')",-0.3038962,-0.3383135,-0.0344173
51,-1.293443,-1.2105435,"('uneducated', 'educated')",-1.293443,-1.2105435,0.0828995
52,0.10763099,-0.12818927,"('irrational', 'rational')",0.107631,-0.1281893,-0.2358203
53,0.49605438,0.35875994,"('uncreative', 'creative')",0.4960544,0.3587599,-0.1372945
54,0.10863603,0.0023510582,"('incapable', 'capable')",0.108636,0.0023511,-0.1062849
55,-0.4424945,-0.22503722,"('incompetent', 'clever')",-0.4424945,-0.2250372,0.2174573
56,0.6248725,0.7630726,"('impractical', 'practical')",0.6248725,0.7630726,0.1382001
57,-1.163255,-1.2329258,"('unimaginative', 'imaginative')",-1.163255,-1.2329258,-0.0696708
58,0.34813455,0.32023302,"('undiscriminating', 'discriminating')",0.3481345,0.320233,-0.0279015
