,solution_male,solution_female,tuple,average_male,average_female,female-male
0,1.0492346,0.8049252,"('unsociable', 'sociable')",1.0492346,0.8049252,-0.2443094
1,1.3314958,1.3883674,"('unfriendly', 'friendly')",1.3314958,1.3883674,0.0568716
2,0.1358877,0.26790115,"('unlikable', 'likable')",0.1358877,0.2679012,0.1320135
3,1.0345936,1.3064861,"('repellent', 'pleasant')",1.0345936,1.3064861,0.2718925
4,-7.649154,-7.588917,"('disliked', 'liked')",-7.6491542,-7.5889168,0.0602374
5,-1.0141295,-0.8545253,"('distant', 'outgoing')",-1.0141295,-0.8545253,0.1596042
6,-0.6107852,-0.4621396,"('distant', 'open')",-0.6107852,-0.4621396,0.1486456
7,1.7665588,1.8313017,"('insensitive', 'sensitive')",1.7665588,1.8313017,0.0647429
8,0.5623043,0.65093553,"('unaffectionate', 'affectionate')",0.5623043,0.6509355,0.0886312
9,1.8523984,2.0720818,"('unaffectionate', 'caring')",1.8523984,2.0720818,0.2196834
10,1.93085,1.8721809,"('unsympathetic', 'sympathetic')",1.93085,1.8721809,-0.0586691
11,3.1695752,3.1239517,"('unhelpful', 'helpful')",3.1695752,3.1239517,-0.0456235
12,-0.8606378,-0.83299357,"('unsupportive', 'supportive')",-0.8606378,-0.8329936,0.0276442
13,1.0517796,0.8297566,"('impolite', 'polite')",1.0517796,0.8297566,-0.222023
14,0.8347799,0.5997423,"('antisocial', 'social')",0.8347799,0.5997423,-0.2350376
15,0.5404438,0.44314167,"('boring', 'funny')",0.5404438,0.4431417,-0.0973021
16,-0.88234985,-0.66273004,"('unpopular', 'popular')",-0.8823498,-0.66273,0.2196198
17,-0.42608497,-0.35033324,"('nasty', 'nice')",-0.426085,-0.3503332,0.0757518
18,-0.4703455,-0.4401764,"('disagreeable', 'welcoming')",-0.4703455,-0.4401764,0.0301691
19,-1.1070493,-0.8927459,"('inhospitable', 'hospitable')",-1.1070493,-0.8927459,0.2143034
20,1.1347581,0.84220713,"('rough', 'thoughtful')",1.1347581,0.8422071,-0.292551
21,0.5799792,0.5643246,"('immoral', 'moral')",0.5799792,0.5643246,-0.0156546
22,-0.06726314,-0.041939728,"('untrustworthy', 'trustworthy')",-0.0672631,-0.0419397,0.0253234
23,7.4459505,7.5648065,"('insincere', 'sincere')",7.4459505,7.5648065,0.118856
24,2.2431142,2.2053132,"('dishonest', 'honest')",2.2431142,2.2053132,-0.037801
25,0.7154659,0.80146146,"('egoistic', 'altruistic')",0.7154659,0.8014615,0.0859956
26,1.0179715,0.5680127,"('hardhearted', 'benevolent')",1.0179715,0.5680127,-0.4499588
27,2.0053265,1.9034277,"('hardhearted', 'softhearted')",2.0053265,1.9034277,-0.1018988
28,1.6938112,1.5692251,"('disloyal', 'loyal')",1.6938112,1.5692251,-0.1245861
29,-0.835578,-0.98474324,"('unfair', 'fair')",-0.835578,-0.9847432,-0.1491652
30,1.6747973,1.6324865,"('intolerant', 'tolerant')",1.6747973,1.6324865,-0.0423108
31,-2.4140244,-2.362939,"('evil', 'good')",-2.4140244,-2.3629389,0.0510855
32,1.5422621,1.2946657,"('unkind', 'kind')",1.5422621,1.2946657,-0.2475964
33,-0.12762026,-0.12108232,"('wrong', 'right')",-0.1276203,-0.1210823,0.006538
34,4.8665013,5.2150707,"('mean', 'honorable')",4.8665013,5.2150707,0.3485694
35,-1.6279885,-1.5964772,"('corrupt', 'incorrupt')",-1.6279885,-1.5964772,0.0315113
36,-1.5488888,-1.490097,"('hostile', 'amicable')",-1.5488888,-1.490097,0.0587918
37,1.234873,1.261118,"('fake', 'genuine')",1.2348731,1.2611181,0.026245
38,0.60664845,0.5942558,"('untruthful', 'truthful')",0.6066484,0.5942558,-0.0123926
39,0.78449327,0.7167438,"('exploitative', 'cooperative')",0.7844933,0.7167438,-0.0677495
40,-1.4980452,-1.4562819,"('stingy', 'generous')",-1.4980452,-1.4562819,0.0417633
41,0.808465,0.4543787,"('unforgiving', 'forgiving')",0.808465,0.4543787,-0.3540863
42,-2.7277527,-2.5979192,"('unreliable', 'reliable')",-2.7277527,-2.5979192,0.1298335
43,1.9924082,1.8141042,"('irresponsible', 'responsible')",1.9924082,1.8141042,-0.178304
44,-1.7472638,-1.7436347,"('prejudiced', 'unprejudiced')",-1.7472638,-1.7436347,0.0036291
45,1.1332681,1.0656811,"('incompetent', 'competent')",1.1332681,1.0656811,-0.067587
46,0.061951384,-0.04400529,"('uncompetitive', 'competitive')",0.0619514,-0.0440053,-0.1059567
47,5.0375423,5.118632,"('stupid', 'smart')",5.0375423,5.1186318,0.0810895
48,1.422008,1.2662526,"('unintelligent', 'intelligent')",1.422008,1.2662526,-0.1557554
49,0.15937747,0.3693993,"('unable', 'able')",0.1593775,0.3693993,0.2100218
50,-0.70072275,-0.54444396,"('clumsy', 'skillful')",-0.7007228,-0.544444,0.1562788
51,1.1273538,1.0663327,"('uneducated', 'educated')",1.1273538,1.0663327,-0.0610211
52,-0.8660361,-0.72113734,"('irrational', 'rational')",-0.8660361,-0.7211373,0.1448988
53,-0.049302563,-0.04640477,"('uncreative', 'creative')",-0.0493026,-0.0464048,0.0028978
54,0.6368519,1.0313039,"('incapable', 'capable')",0.6368519,1.0313039,0.394452
55,1.9042921,1.8331705,"('incompetent', 'clever')",1.9042921,1.8331705,-0.0711216
56,1.1192825,1.1120012,"('impractical', 'practical')",1.1192825,1.1120012,-0.0072813
57,-2.4739993,-2.4905925,"('unimaginative', 'imaginative')",-2.4739993,-2.4905925,-0.0165932
58,0.20901333,0.08956645,"('undiscriminating', 'discriminating')",0.2090133,0.0895664,-0.1194469
59,-0.80228204,-0.6612217,"('foolish', 'wise')",-0.802282,-0.6612217,0.1410603
