,affinity_male,affinity_female,tuple,average_male,average_female,female-male
0,0.27079332,0.19922921,"('unsociable', 'sociable')",0.2707933,0.1992292,-0.0715641
1,1.3177537,1.3424594,"('unfriendly', 'friendly')",1.3177537,1.3424594,0.0247057
2,-0.016091567,0.13300933,"('unlikable', 'likable')",-0.0160916,0.1330093,0.1491009
3,0.73419714,0.8673739,"('repellent', 'pleasant')",0.7341971,0.8673739,0.1331768
4,-7.3495708,-7.4588995,"('disliked', 'liked')",-7.3495708,-7.4588995,-0.1093287
5,-0.8758523,-0.7501115,"('distant', 'outgoing')",-0.8758523,-0.7501115,0.1257408
6,-0.14294776,-0.1211646,"('distant', 'open')",-0.1429478,-0.1211646,0.0217832
7,1.3402475,1.3449013,"('insensitive', 'sensitive')",1.3402475,1.3449013,0.0046538
8,1.2213101,1.1480981,"('unaffectionate', 'affectionate')",1.2213101,1.1480981,-0.073212
9,1.6480432,1.714654,"('unaffectionate', 'caring')",1.6480432,1.714654,0.0666108
10,1.4721394,1.3986038,"('unsympathetic', 'sympathetic')",1.4721394,1.3986038,-0.0735356
11,1.8869495,2.0914493,"('unhelpful', 'helpful')",1.8869495,2.0914493,0.2044998
12,-1.1384709,-1.0657302,"('unsupportive', 'supportive')",-1.1384709,-1.0657302,0.0727407
13,-0.12594923,-0.12577377,"('impolite', 'polite')",-0.1259492,-0.1257738,0.0001754
14,0.33503917,0.30628693,"('antisocial', 'social')",0.3350392,0.3062869,-0.0287523
15,0.008870436,0.0029738192,"('boring', 'funny')",0.0088704,0.0029738,-0.0058966
16,-0.9335029,-0.7529377,"('unpopular', 'popular')",-0.9335029,-0.7529377,0.1805652
17,-0.22729477,-0.26831588,"('nasty', 'nice')",-0.2272948,-0.2683159,-0.0410211
18,-0.58018523,-0.48141965,"('disagreeable', 'welcoming')",-0.5801852,-0.4814197,0.0987655
19,-0.7852278,-0.6745272,"('inhospitable', 'hospitable')",-0.7852278,-0.6745272,0.1107006
20,1.2737502,1.155389,"('rough', 'thoughtful')",1.2737502,1.155389,-0.1183612
21,-0.30600005,-0.21053335,"('immoral', 'moral')",-0.3060001,-0.2105334,0.0954667
22,-0.053095073,-0.14770524,"('untrustworthy', 'trustworthy')",-0.0530951,-0.1477052,-0.0946101
23,6.5192037,6.7553773,"('insincere', 'sincere')",6.5192037,6.7553773,0.2361736
24,1.8641814,1.8550817,"('dishonest', 'honest')",1.8641814,1.8550817,-0.0090997
25,0.22948301,0.19387136,"('egoistic', 'altruistic')",0.229483,0.1938714,-0.0356116
26,0.73701644,0.45175335,"('hardhearted', 'benevolent')",0.7370164,0.4517533,-0.2852631
27,1.8994342,1.729519,"('hardhearted', 'softhearted')",1.8994342,1.729519,-0.1699152
28,1.1125218,1.0368657,"('disloyal', 'loyal')",1.1125218,1.0368657,-0.0756561
29,-0.6645104,-0.81488943,"('unfair', 'fair')",-0.6645104,-0.8148894,-0.150379
30,1.4376832,1.3563402,"('intolerant', 'tolerant')",1.4376832,1.3563402,-0.081343
31,-1.3568132,-1.3450998,"('evil', 'good')",-1.3568132,-1.3450998,0.0117134
32,1.2659978,1.1322126,"('unkind', 'kind')",1.2659978,1.1322126,-0.1337852
33,-0.7696665,-0.66133636,"('wrong', 'right')",-0.7696665,-0.6613364,0.1083301
34,4.4175196,4.717312,"('mean', 'honorable')",4.4175196,4.7173119,0.2997923
35,-1.1932552,-1.4108338,"('corrupt', 'incorrupt')",-1.1932552,-1.4108338,-0.2175786
36,-0.7432616,-0.8945894,"('hostile', 'amicable')",-0.7432616,-0.8945894,-0.1513278
37,0.74069595,0.6268512,"('fake', 'genuine')",0.740696,0.6268512,-0.1138448
38,-0.091601886,0.07264931,"('untruthful', 'truthful')",-0.0916019,0.0726493,0.1642512
39,0.34640026,0.34893435,"('exploitative', 'cooperative')",0.3464003,0.3489344,0.0025341
40,-1.035752,-1.192,"('stingy', 'generous')",-1.0357521,-1.192,-0.1562479
41,0.38410822,0.2858597,"('unforgiving', 'forgiving')",0.3841082,0.2858597,-0.0982485
42,-1.8790207,-1.8673526,"('unreliable', 'reliable')",-1.8790207,-1.8673526,0.0116681
43,1.6656954,1.7570431,"('irresponsible', 'responsible')",1.6656954,1.7570431,0.0913477
44,-1.3966252,-1.5520753,"('prejudiced', 'unprejudiced')",-1.3966252,-1.5520753,-0.1554501
45,0.49591205,0.49684808,"('incompetent', 'competent')",0.495912,0.4968481,0.0009361
46,-0.30288202,-0.2958477,"('uncompetitive', 'competitive')",-0.302882,-0.2958477,0.0070343
47,5.2450194,5.485545,"('stupid', 'smart')",5.2450194,5.4855452,0.2405258
48,1.0129504,0.99066097,"('unintelligent', 'intelligent')",1.0129504,0.990661,-0.0222894
