,pate_male,pate_female,tuple,average_male,average_female,female-male
0,1.3755301,0.9340995,"('unsociable', 'sociable')",1.3755301,0.9340995,-0.4414306
1,-1.5870545,-1.4181013,"('unfriendly', 'friendly')",-1.5870545,-1.4181013,0.1689532
2,0.4234289,0.79538655,"('unlikable', 'likable')",0.4234289,0.7953866,0.3719577
3,-0.25557396,0.031755265,"('repellent', 'pleasant')",-0.255574,0.0317553,0.2873293
4,-3.2172785,-3.1850128,"('disliked', 'liked')",-3.2172785,-3.1850128,0.0322657
5,-2.6897564,-2.645514,"('distant', 'outgoing')",-2.6897564,-2.645514,0.0442424
6,-2.8488364,-2.7334976,"('distant', 'open')",-2.8488364,-2.7334976,0.1153388
7,1.1025522,1.2015496,"('insensitive', 'sensitive')",1.1025522,1.2015496,0.0989974
8,-1.4807659,-1.2286403,"('unaffectionate', 'affectionate')",-1.4807659,-1.2286403,0.2521256
9,-1.64439,-1.3986773,"('unaffectionate', 'caring')",-1.64439,-1.3986773,0.2457127
10,1.5303535,1.2194289,"('unsympathetic', 'sympathetic')",1.5303535,1.2194289,-0.3109246
11,0.9994323,1.2707046,"('unhelpful', 'helpful')",0.9994323,1.2707046,0.2712723
12,-0.7101052,-0.5647381,"('unsupportive', 'supportive')",-0.7101052,-0.5647381,0.1453671
13,1.3017766,1.1890842,"('impolite', 'polite')",1.3017766,1.1890842,-0.1126924
14,2.0937629,1.9942029,"('antisocial', 'social')",2.0937629,1.9942029,-0.09956
15,0.30680928,0.094870165,"('boring', 'funny')",0.3068093,0.0948702,-0.2119391
16,-1.4570024,-1.1483561,"('unpopular', 'popular')",-1.4570024,-1.1483561,0.3086463
17,-0.16939749,-0.33356363,"('nasty', 'nice')",-0.1693975,-0.3335636,-0.1641661
18,-1.2417954,-0.76814115,"('disagreeable', 'welcoming')",-1.2417954,-0.7681412,0.4736542
19,-2.131622,-2.1964607,"('inhospitable', 'hospitable')",-2.1316221,-2.1964607,-0.0648386
20,0.22979671,0.24373645,"('rough', 'thoughtful')",0.2297967,0.2437364,0.0139397
21,0.72995865,0.95509386,"('immoral', 'moral')",0.7299587,0.9550939,0.2251352
22,1.2361914,1.1722189,"('untrustworthy', 'trustworthy')",1.2361914,1.1722189,-0.0639725
23,2.3014932,2.4143054,"('insincere', 'sincere')",2.3014932,2.4143054,0.1128122
24,0.1456366,0.100716755,"('dishonest', 'honest')",0.1456366,0.1007168,-0.0449198
25,-0.86313397,-0.6893992,"('egoistic', 'altruistic')",-0.863134,-0.6893992,0.1737348
26,1.0126358,0.4506483,"('hardhearted', 'benevolent')",1.0126358,0.4506483,-0.5619875
27,-0.07295543,-0.23810983,"('hardhearted', 'softhearted')",-0.0729554,-0.2381098,-0.1651544
28,0.2578409,0.22443235,"('disloyal', 'loyal')",0.2578409,0.2244323,-0.0334086
29,-1.1916914,-1.1131102,"('unfair', 'fair')",-1.1916914,-1.1131102,0.0785812
30,1.1931729,1.2052774,"('intolerant', 'tolerant')",1.1931729,1.2052774,0.0121045
31,-2.1718612,-2.229419,"('evil', 'good')",-2.1718612,-2.229419,-0.0575578
32,1.3008697,1.218241,"('unkind', 'kind')",1.3008697,1.218241,-0.0826287
33,-0.6954137,-0.5025451,"('wrong', 'right')",-0.6954137,-0.5025451,0.1928686
34,1.1053319,1.3981594,"('mean', 'honorable')",1.1053319,1.3981594,0.2928275
35,-1.3211017,-1.5471623,"('corrupt', 'incorrupt')",-1.3211017,-1.5471623,-0.2260606
36,-1.7242587,-1.7744666,"('hostile', 'amicable')",-1.7242587,-1.7744666,-0.0502079
37,0.022967506,0.25858706,"('fake', 'genuine')",0.0229675,0.2585871,0.2356196
38,-0.5445728,-0.36219725,"('untruthful', 'truthful')",-0.5445728,-0.3621973,0.1823755
39,0.7332212,0.95911556,"('exploitative', 'cooperative')",0.7332212,0.9591156,0.2258944
40,-1.3930144,-1.2287576,"('stingy', 'generous')",-1.3930144,-1.2287576,0.1642568
41,1.3021411,0.9520548,"('unforgiving', 'forgiving')",1.3021411,0.9520548,-0.3500863
42,0.09634046,0.1105839,"('unreliable', 'reliable')",0.0963405,0.1105839,0.0142434
43,0.54367167,0.67351735,"('irresponsible', 'responsible')",0.5436717,0.6735173,0.1298456
44,-1.3859677,-1.2612613,"('prejudiced', 'unprejudiced')",-1.3859677,-1.2612613,0.1247064
45,1.1744689,0.6730809,"('incompetent', 'competent')",1.1744689,0.6730809,-0.501388
46,1.00045,0.974779,"('uncompetitive', 'competitive')",1.00045,0.974779,-0.025671
47,2.9492724,3.0323489,"('stupid', 'smart')",2.9492724,3.0323489,0.0830765
