,bagpipe_male,bagpipe_female,tuple,average_male,average_female,female-male
0,0.07819709,-0.07228601,"('unsociable', 'sociable')",0.0781971,-0.072286,-0.1504831
1,-0.3426885,-0.45636937,"('unfriendly', 'friendly')",-0.3426885,-0.4563694,-0.1136809
2,0.038205884,0.073822215,"('unlikable', 'likable')",0.0382059,0.0738222,0.0356163
3,-0.6058919,-0.45646507,"('repellent', 'pleasant')",-0.6058919,-0.4564651,0.1494268
4,-2.1421707,-2.130216,"('disliked', 'liked')",-2.1421707,-2.1302159,0.0119548
5,-0.23571147,-0.25621012,"('distant', 'outgoing')",-0.2357115,-0.2562101,-0.0204986
6,-0.20531778,-0.21996605,"('distant', 'open')",-0.2053178,-0.2199661,-0.0146483
7,0.47351593,0.47166497,"('insensitive', 'sensitive')",0.4735159,0.471665,-0.0018509
8,0.33020073,0.19017659,"('unaffectionate', 'affectionate')",0.3302007,0.1901766,-0.1400241
9,0.37510026,0.27257097,"('unaffectionate', 'caring')",0.3751003,0.272571,-0.1025293
10,-0.38004977,-0.34476048,"('unsympathetic', 'sympathetic')",-0.3800498,-0.3447605,0.0352893
11,-0.012015544,0.04838647,"('unhelpful', 'helpful')",-0.0120155,0.0483865,0.060402
12,-0.82548213,-0.7679042,"('unsupportive', 'supportive')",-0.8254821,-0.7679042,0.0575779
13,-0.06296009,-0.1464799,"('impolite', 'polite')",-0.0629601,-0.1464799,-0.0835198
14,0.29029864,0.2330896,"('antisocial', 'social')",0.2902986,0.2330896,-0.057209
15,0.57569444,0.4125119,"('boring', 'funny')",0.5756944,0.4125119,-0.1631825
16,-0.23200348,-0.27224994,"('unpopular', 'popular')",-0.2320035,-0.2722499,-0.0402464
17,-0.36226416,-0.33509538,"('nasty', 'nice')",-0.3622642,-0.3350954,0.0271688
18,-0.6472026,-0.6701649,"('disagreeable', 'welcoming')",-0.6472026,-0.6701649,-0.0229623
19,-0.6169427,-0.59874755,"('inhospitable', 'hospitable')",-0.6169427,-0.5987476,0.0181951
20,-0.30554336,-0.19599147,"('rough', 'thoughtful')",-0.3055434,-0.1959915,0.1095519
21,-0.4315515,-0.417878,"('immoral', 'moral')",-0.4315515,-0.417878,0.0136735
22,-0.045534782,-0.030049179,"('untrustworthy', 'trustworthy')",-0.0455348,-0.0300492,0.0154856
23,2.0546725,2.0416114,"('insincere', 'sincere')",2.0546725,2.0416114,-0.0130611
24,0.79756033,0.74985003,"('dishonest', 'honest')",0.7975603,0.74985,-0.0477103
25,0.62837243,0.49526158,"('egoistic', 'altruistic')",0.6283724,0.4952616,-0.1331108
26,0.8584864,0.74856776,"('hardhearted', 'benevolent')",0.8584864,0.7485678,-0.1099186
27,0.26401412,0.1652867,"('hardhearted', 'softhearted')",0.2640141,0.1652867,-0.0987274
28,1.0997295,0.9080318,"('disloyal', 'loyal')",1.0997295,0.9080318,-0.1916977
29,-0.40367198,-0.45283923,"('unfair', 'fair')",-0.403672,-0.4528392,-0.0491672
30,0.5109034,0.4868014,"('intolerant', 'tolerant')",0.5109034,0.4868014,-0.024102
31,-0.591317,-0.46556053,"('evil', 'good')",-0.591317,-0.4655605,0.1257565
32,0.87300557,0.7638839,"('unkind', 'kind')",0.8730056,0.7638839,-0.1091217
33,0.11630579,-0.0045665316,"('wrong', 'right')",0.1163058,-0.0045665,-0.1208723
