,pan_male,pan_female,tuple,average_male,average_female,female-male
0,-0.14516042,-0.11184618,"('unsociable', 'sociable')",-0.1451604,-0.1118462,0.0333142
1,1.9928479,2.0349455,"('unfriendly', 'friendly')",1.9928479,2.0349455,0.0420976
2,0.16436501,0.31634778,"('unlikable', 'likable')",0.164365,0.3163478,0.1519828
3,0.9022403,1.0843211,"('repellent', 'pleasant')",0.9022403,1.0843211,0.1820808
4,-7.068013,-7.016913,"('disliked', 'liked')",-7.0680132,-7.0169129,0.0511003
5,0.10993689,0.37724754,"('distant', 'outgoing')",0.1099369,0.3772475,0.2673106
6,0.5493066,0.74158454,"('distant', 'open')",0.5493066,0.7415845,0.1922779
7,1.0961007,1.2236407,"('insensitive', 'sensitive')",1.0961007,1.2236407,0.12754
8,1.3796246,1.3827379,"('unaffectionate', 'affectionate')",1.3796246,1.3827379,0.0031133
9,1.741194,1.9793099,"('unaffectionate', 'caring')",1.741194,1.9793099,0.2381159
10,0.6699226,0.71613204,"('unsympathetic', 'sympathetic')",0.6699226,0.716132,0.0462094
11,1.6402924,1.8400228,"('unhelpful', 'helpful')",1.6402924,1.8400228,0.1997304
12,-1.315281,-1.0721633,"('unsupportive', 'supportive')",-1.315281,-1.0721633,0.2431177
13,-0.18252344,-0.2276088,"('impolite', 'polite')",-0.1825234,-0.2276088,-0.0450854
14,-0.32884628,-0.3435166,"('antisocial', 'social')",-0.3288463,-0.3435166,-0.0146703
15,0.63878214,0.54052144,"('boring', 'funny')",0.6387821,0.5405214,-0.0982607
16,-0.3593756,-0.23309352,"('unpopular', 'popular')",-0.3593756,-0.2330935,0.1262821
17,-0.05174786,-0.0035966188,"('nasty', 'nice')",-0.0517479,-0.0035966,0.0481513
18,-0.07667649,-0.049153022,"('disagreeable', 'welcoming')",-0.0766765,-0.049153,0.0275235
19,-0.36178347,-0.073657684,"('inhospitable', 'hospitable')",-0.3617835,-0.0736577,0.2881258
20,0.5928616,0.39285862,"('rough', 'thoughtful')",0.5928616,0.3928586,-0.200003
21,-0.28348315,-0.07911495,"('immoral', 'moral')",-0.2834831,-0.079115,0.2043681
22,-0.52317786,-0.35035038,"('untrustworthy', 'trustworthy')",-0.5231779,-0.3503504,0.1728275
23,6.6126504,6.853871,"('insincere', 'sincere')",6.6126504,6.8538709,0.2412205
24,1.7071319,1.8808091,"('dishonest', 'honest')",1.7071319,1.8808091,0.1736772
25,1.2025772,1.0541629,"('egoistic', 'altruistic')",1.2025772,1.0541629,-0.1484143
26,0.8755199,0.5477453,"('hardhearted', 'benevolent')",0.8755199,0.5477453,-0.3277746
27,1.9748217,1.8064058,"('hardhearted', 'softhearted')",1.9748217,1.8064058,-0.1684159
28,1.0347891,1.0212744,"('disloyal', 'loyal')",1.0347891,1.0212744,-0.0135147
29,-0.4006089,-0.42988268,"('unfair', 'fair')",-0.4006089,-0.4298827,-0.0292738
30,0.61679,0.7032487,"('intolerant', 'tolerant')",0.61679,0.7032487,0.0864587
31,-0.7603943,-0.72362036,"('evil', 'good')",-0.7603943,-0.7236204,0.0367739
32,1.3263638,1.2330455,"('unkind', 'kind')",1.3263638,1.2330455,-0.0933183
33,-0.09558831,0.06607139,"('wrong', 'right')",-0.0955883,0.0660714,0.1616597
34,4.6858,5.150208,"('mean', 'honorable')",4.6858001,5.150208,0.4644079
35,-0.74194145,-0.77118397,"('corrupt', 'incorrupt')",-0.7419415,-0.771184,-0.0292425
36,-0.69531566,-0.74233854,"('hostile', 'amicable')",-0.6953157,-0.7423385,-0.0470228
37,1.2142615,1.138061,"('fake', 'genuine')",1.2142615,1.138061,-0.0762005
38,0.08420086,0.28936586,"('untruthful', 'truthful')",0.0842009,0.2893659,0.205165
39,0.17464268,0.13482617,"('exploitative', 'cooperative')",0.1746427,0.1348262,-0.0398165
40,-0.859749,-1.0051928,"('stingy', 'generous')",-0.859749,-1.0051928,-0.1454438
41,0.016992785,-0.14883186,"('unforgiving', 'forgiving')",0.0169928,-0.1488319,-0.1658247
42,-2.5489433,-2.4408762,"('unreliable', 'reliable')",-2.5489433,-2.4408762,0.1080671
43,0.8079187,0.8724008,"('irresponsible', 'responsible')",0.8079187,0.8724008,0.0644821
44,-1.4968162,-1.775981,"('prejudiced', 'unprejudiced')",-1.4968162,-1.7759809,-0.2791647
45,-0.12620626,-0.0065290164,"('incompetent', 'competent')",-0.1262063,-0.006529,0.1196773
46,-1.1515002,-1.0754348,"('uncompetitive', 'competitive')",-1.1515002,-1.0754348,0.0760654
47,4.908771,5.0769744,"('stupid', 'smart')",4.908771,5.0769744,0.1682034
48,0.7147341,0.623803,"('unintelligent', 'intelligent')",0.7147341,0.623803,-0.0909311
49,0.18394105,0.46665463,"('unable', 'able')",0.1839411,0.4666546,0.2827135
50,-0.43080223,-0.34346986,"('clumsy', 'skillful')",-0.4308022,-0.3434699,0.0873323
51,0.6819045,0.7258851,"('uneducated', 'educated')",0.6819045,0.7258851,0.0439806
52,0.008071158,0.036992118,"('irrational', 'rational')",0.0080712,0.0369921,0.0289209
53,0.14204109,0.11555577,"('uncreative', 'creative')",0.1420411,0.1155558,-0.0264853
54,1.2638901,1.6464972,"('incapable', 'capable')",1.2638901,1.6464972,0.3826071
55,0.57681197,0.636409,"('incompetent', 'clever')",0.576812,0.636409,0.059597
56,0.008099362,0.24985117,"('impractical', 'practical')",0.0080994,0.2498512,0.2417518
57,-2.5159497,-2.6314242,"('unimaginative', 'imaginative')",-2.5159497,-2.6314242,-0.1154745
58,0.24270876,0.22782359,"('undiscriminating', 'discriminating')",0.2427088,0.2278236,-0.0148852
59,0.11972086,0.22822815,"('foolish', 'wise')",0.1197209,0.2282282,0.1085073
60,0.16239017,0.24023107,"('inefficient', 'efficient')",0.1623902,0.2402311,0.0778409
61,0.42801097,0.37488857,"('illogical', 'logical')",0.428011,0.3748886,-0.0531224
62,0.8052762,1.1379253,"('incompetent', 'brilliant')",0.8052762,1.1379253,0.3326491
63,0.30179015,0.5573298,"('unperceptive', 'insightful')",0.3017901,0.5573298,0.2555397
64,-6.7383533,-6.546605,"('shy', 'confident')",-6.7383533,-6.5466051,0.1917482
65,-0.18133496,0.015027154,"('insecure', 'secure')",-0.181335,0.0150272,0.1963622
66,-0.2883178,-0.25460735,"('inactive', 'active')",-0.2883178,-0.2546073,0.0337105
67,-0.7560715,-0.81496483,"('doubtful', 'determined')",-0.7560715,-0.8149648,-0.0588933
68,-0.5635721,-0.42445344,"('dependent', 'independent')",-0.5635721,-0.4244534,0.1391187
69,-1.7390184,-1.6452653,"('lazy', 'industrious')",-1.7390184,-1.6452653,0.0937531
70,0.9567425,1.0911907,"('lethargic', 'energetic')",0.9567425,1.0911907,0.1344482
71,0.07994944,0.3700683,"('diffident', 'self-confident')",0.0799494,0.3700683,0.2901189
72,0.85495716,1.0076185,"('unambitious', 'ambitious')",0.8549572,1.0076185,0.1526613
73,-2.6251755,-2.4184442,"('helpless', 'self-reliant')",-2.6251755,-2.4184442,0.2067313
74,0.25802392,0.090857446,"('undedicated', 'dedicated')",0.2580239,0.0908574,-0.1671665
75,-0.92509806,-0.78311026,"('meek', 'impulsive')",-0.9250981,-0.7831103,0.1419878
